InstrumentName, CAMP,,,,,,
StartTime, 2020-07-01 00:00:00,,,,,,
EndTime, 2020-07-31 23:59:59,,,,,,
Date,Carbon monoxide,Nitrogen dioxide,Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Wind Direction,Wind Speed
07/01/2020 00:00:00.000000,0.161218,8.9855,0.060875,27.028571,4.757143,27.045354,10.988403
07/01/2020 00:01:00.000000,0.165363,8.1602,0.061275,15.576923,4.930769,22.371119,13.10051
07/01/2020 00:02:00.000000,0.14764,7.137333,0.062033,14.261538,4.7,11.141885,7.700897
07/01/2020 00:03:00.000000,0.190976,8.763,0.06095,16.585714,4.042857,37.173739,9.411865
07/01/2020 00:04:00.000000,0.222182,5.63525,0.06205,19.0,4.957143,28.659247,7.646271
07/01/2020 00:05:00.000000,0.158608,4.39925,0.0633,19.107692,4.938462,29.030389,9.101807
07/01/2020 00:06:00.000000,0.166777,4.57675,0.061975,16.476923,4.307692,31.755918,6.835571
07/01/2020 00:07:00.000000,0.281256,5.017,0.060525,18.484615,4.530769,32.671693000000005,9.30658
07/01/2020 00:08:00.000000,0.440926,5.50225,0.060975,19.614286,5.014286,31.860378,9.419647
07/01/2020 00:09:00.000000,0.336294,5.6655,0.062425,16.6,3.8,34.347751,10.776001
07/01/2020 00:10:00.000000,0.207403,5.6105,0.062975,15.9,4.057143,38.808888,9.704681
07/01/2020 00:11:00.000000,0.1395,5.65325,0.0629,21.757143,4.7,36.692059,7.317596
07/01/2020 00:12:00.000000,0.143831,5.94375,0.060325,29.376923,4.723077,17.377727,9.363647
07/01/2020 00:13:00.000000,0.163827,6.53025,0.058175,24.014286,4.657143,23.101578,8.330017
07/01/2020 00:14:00.000000,0.14185,6.81575,0.058375,23.830769,4.276923,39.384837,6.95459
07/01/2020 00:15:00.000000,0.141089,6.88375,0.0595,26.28,4.3,14.215566,7.516876
07/01/2020 00:16:00.000000,0.148708,12.28075,0.056625,25.842857,4.964286,359.159164,6.970459
07/01/2020 00:17:00.000000,0.188783,20.78675,0.05,22.128571,5.371429,10.866695,10.009552
07/01/2020 00:18:00.000000,0.204092,14.022,0.05385,17.86,4.233333,33.224269,9.191223
07/01/2020 00:19:00.000000,0.154773,7.83875,0.059975,14.035714,4.242857,38.135954,9.08136
07/01/2020 00:20:00.000000,0.141628,4.69925,0.06185,17.930769,4.538462,26.50775,6.979614
07/01/2020 00:21:00.000000,0.13895,4.9035,0.0612,22.264286,4.428571,23.816616,5.488678
07/01/2020 00:22:00.000000,0.135316,11.25775,0.0565,25.758333,4.533333,23.809323,5.769897
07/01/2020 00:23:00.000000,0.163543,11.99725,0.0533,21.584615,4.6,36.160023,6.869598
07/01/2020 00:24:00.000000,0.182588,11.299,0.05395,15.576923,4.553846,32.782291,7.759033
07/01/2020 00:25:00.000000,0.192206,6.77925,0.057925,16.38,4.6,30.21946,6.304718
07/01/2020 00:26:00.000000,0.183151,4.99475,0.0604,17.007692,4.969231,13.384464,8.611388999999999
07/01/2020 00:27:00.000000,0.26588,8.67225,0.0567,18.621429,5.1,13.916858,7.608662
07/01/2020 00:28:00.000000,0.201208,12.5725,0.05365,17.366667,5.425,7.862849,7.817322
07/01/2020 00:29:00.000000,0.155506,13.85675,0.050625,19.591667,4.933333,20.710874,7.065674
07/01/2020 00:30:00.000000,0.144492,14.52575,0.04805,23.915385,4.938462,354.835691,6.474396
07/01/2020 00:31:00.000000,0.169882,15.41325,0.049825,18.921429,4.857143,345.816616,8.041015999999999
07/01/2020 00:32:00.000000,0.173207,11.7805,0.053925,18.985714,4.75,333.816367,7.599884
07/01/2020 00:33:00.000000,0.146331,11.347,0.053075,21.542857,4.385714,21.669412,9.959045
07/01/2020 00:34:00.000000,0.167141,11.53025,0.0538,18.1,4.6,16.860306,9.733368
07/01/2020 00:35:00.000000,0.155906,11.4835,0.0568,15.316667,4.725,356.689863,8.830963
07/01/2020 00:36:00.000000,0.135775,11.52125,0.0564,15.838462,4.946154,8.581723,12.450958
07/01/2020 00:37:00.000000,0.167544,11.56625,0.056175,15.678571,4.6,15.508903,10.42688
07/01/2020 00:38:00.000000,0.174713,11.39275,0.0579,18.946154,4.261538,33.829491,8.297820999999999
07/01/2020 00:39:00.000000,0.153827,11.33075,0.057175,17.4,3.671429,18.103391,8.267914000000001
07/01/2020 00:40:00.000000,0.163981,11.72025,0.054975,16.966667,4.42,44.115185,6.683746
07/01/2020 00:41:00.000000,0.170135,11.6795,0.05395,19.2,5.033333,27.280689,7.176147
07/01/2020 00:42:00.000000,0.178942,11.76125,0.05395,20.657143,4.442857,24.187967,10.2276
07/01/2020 00:43:00.000000,0.195944,11.728,0.056425,19.492857,4.971429,18.354317,10.245758
07/01/2020 00:44:00.000000,0.151183,11.4715,0.0579,20.236364,5.1,31.092825,6.142212
07/01/2020 00:45:00.000000,0.170908,10.917,0.0558,19.2,4.607692,40.584631,9.558807
07/01/2020 00:46:00.000000,0.170361,10.41775,0.0571,21.084615,5.453846,55.702894,8.261353
07/01/2020 00:47:00.000000,0.151278,6.33225,0.060675,22.9,5.5,60.540799,8.287598
07/01/2020 00:48:00.000000,0.154545,5.265,0.061175,18.584615,4.530769,44.654551,10.880219
07/01/2020 00:49:00.000000,0.151302,4.645,0.061025,,,34.177606,8.753906
07/01/2020 00:50:00.000000,0.137405,4.742,0.059575,22.525,5.3,34.893901,7.38855
07/01/2020 00:51:00.000000,0.163092,5.048,0.05875,16.564286,4.757143,61.016245,7.194763
07/01/2020 00:52:00.000000,0.15116,5.51275,0.0582,15.85,4.733333,30.253169,7.260223
07/01/2020 00:53:00.000000,0.146275,13.03625,0.0548,17.8,4.826667,28.02892,10.355316
07/01/2020 00:54:00.000000,0.190545,9.10175,0.0555,19.046154,5.753846,37.063594,9.91037
07/01/2020 00:55:00.000000,0.192897,6.1195,0.058625,15.853846,4.984615,38.952947,9.888245
07/01/2020 00:56:00.000000,0.141789,4.1425,0.05875,14.238462,4.623077,28.03902,7.019592
07/01/2020 00:57:00.000000,0.129643,7.687,0.0574,15.171429,4.814286,41.942541,9.397217
07/01/2020 00:58:00.000000,0.15548,7.3175,0.056525,14.876923,4.669231,34.588143,7.171722
07/01/2020 00:59:00.000000,0.155739,6.557,0.05795,15.128571,4.871429,32.513545,8.842865
07/01/2020 01:00:00.000000,0.139063,5.935,0.0576,15.4,4.6,53.839968,7.718445
07/01/2020 01:01:00.000000,0.125648,5.6865,0.05865,,,52.923101,8.284545999999999
07/01/2020 01:02:00.000000,0.145749,6.0555,0.057375,18.42,4.2,35.197136,9.369446
07/01/2020 01:03:00.000000,0.152095,6.0835,0.0601,17.8875,4.3875,44.109035,9.899231
07/01/2020 01:04:00.000000,0.273002,6.2,0.0597,14.64,4.32,34.679542,8.103119
07/01/2020 01:05:00.000000,0.303168,6.6525,0.05825,14.333333,4.433333,31.887163,7.114044
07/01/2020 01:06:00.000000,0.149491,6.85875,0.0587,16.525,4.925,23.939452,7.85257
07/01/2020 01:07:00.000000,0.176559,7.099,0.05835,17.2,4.971429,37.241726,8.094269
07/01/2020 01:08:00.000000,0.185673,7.21325,0.059,18.128571,4.828571,33.738278,7.773376
07/01/2020 01:09:00.000000,0.15869,7.29425,0.057475,17.533333,5.066667,45.543765,7.673584
07/01/2020 01:10:00.000000,0.167525,7.094,0.057875,16.8,4.9,44.339844,7.262665
07/01/2020 01:11:00.000000,0.205692,7.33625,0.057675,14.933333,4.622222,56.749032,7.08963
07/01/2020 01:12:00.000000,0.268472,7.40125,0.055775,14.76,4.72,32.028749000000005,10.095612
07/01/2020 01:13:00.000000,0.202656,6.912,0.0577,13.157143,4.171429,27.019956,10.460602
07/01/2020 01:14:00.000000,0.132691,6.78075,0.0581,13.742857,3.914286,57.93182,9.927155
07/01/2020 01:15:00.000000,0.12423,6.7125,0.056225,21.04,4.86,53.372342,5.32312
07/01/2020 01:16:00.000000,0.147243,6.8655,0.054175,27.3,5.22,50.717493,10.542694
07/01/2020 01:17:00.000000,0.210031,6.52225,0.0547,20.622222,4.733333,51.376196,13.370605
07/01/2020 01:18:00.000000,0.195305,6.179,0.05655,21.3,5.0,54.137408,9.889771
07/01/2020 01:19:00.000000,0.137613,5.68575,0.056175,25.9,4.533333,50.969044,9.265076
07/01/2020 01:20:00.000000,0.134305,5.87,0.053,28.1,4.7,49.246112,13.46109
07/01/2020 01:21:00.000000,0.153393,5.849,0.0518,34.9875,6.275,59.948567,10.038239
07/01/2020 01:22:00.000000,0.169183,5.60775,0.0508,48.75,8.675,54.344957,12.894226
07/01/2020 01:23:00.000000,0.128875,5.454,0.048875,54.9,8.6,66.097897,8.277069000000001
07/01/2020 01:24:00.000000,0.238221,5.0885,0.04945,55.242857,8.771429,56.885605,7.232147
07/01/2020 01:25:00.000000,0.322125,4.81225,0.05005,52.271429,9.371429,65.457087,9.898315
07/01/2020 01:26:00.000000,0.169668,4.742,0.05125,44.34,8.62,54.34392,11.552215
07/01/2020 01:27:00.000000,0.120951,4.57925,0.051625,36.75,7.3,55.320146,10.41452
07/01/2020 01:28:00.000000,0.126825,3.95325,0.051125,38.477778,7.833333,57.205884,11.011139
07/01/2020 01:29:00.000000,0.125843,3.82725,0.050575,36.92,8.02,52.738532,11.439453
07/01/2020 01:30:00.000000,0.115336,3.832,0.0498,52.525,18.275,95.076275,8.17804
07/01/2020 01:31:00.000000,0.112672,3.6195,0.049625,41.5,11.15,62.794644,9.75473
07/01/2020 01:32:00.000000,0.119154,3.51075,0.04985,29.15,7.5375,55.703194,7.107025
