InstrumentName, CAMP,,,,
StartTime, 2020-01-01 00:00:00,,,,
EndTime, 2020-01-31 23:59:59,,,,
Date,Carbon monoxide,Nitrogen dioxide,Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions
01/01/2020 00:00:00.000000,1.886028,55.50525,0.001225,0.062483,13.416667
01/01/2020 00:01:00.000000,2.006093,55.51625,0.0011,0.06336,15.346875
01/01/2020 00:02:00.000000,2.012901,48.8555,0.000975,0.060559,14.82381
01/01/2020 00:03:00.000000,2.036011,53.24525,0.001025,0.078733,15.45
01/01/2020 00:04:00.000000,2.070966,52.71175,0.000975,0.075251,15.086047
01/01/2020 00:05:00.000000,2.148569,55.61875,0.00025,0.05019,12.208333
01/01/2020 00:06:00.000000,2.222696,55.52425,0.000575,0.047544,11.347059
01/01/2020 00:07:00.000000,2.174304,51.8475,0.001125,46.068421,12.910526
01/01/2020 00:08:00.000000,2.335798,55.11225,0.001225,45.660976,14.709756
01/01/2020 00:09:00.000000,2.637805,,,,
01/01/2020 00:10:00.000000,2.759759,62.41025,0.000975,38.328571,15.919048
01/01/2020 00:11:00.000000,2.602296,58.561,0.000825,22.9,11.0
01/01/2020 00:12:00.000000,2.219449,54.42925,0.00105,0.047687,10.319048
01/01/2020 00:13:00.000000,2.024026,52.8185,0.001425,48.184211,11.942105
01/01/2020 00:14:00.000000,2.320948,54.02675,0.001275,37.215556,11.164444
01/01/2020 00:15:00.000000,2.57795,50.47,0.00115,0.054284,12.54878
01/01/2020 00:16:00.000000,2.272961,50.93475,0.001125,52.7,13.1
01/01/2020 00:17:00.000000,2.312213,51.86525,0.0012,45.757778,12.526667
01/01/2020 00:18:00.000000,2.341862,50.8595,0.0006,45.992683,14.62439
01/01/2020 00:19:00.000000,2.317513,51.7945,0.000575,0.061684,13.35
01/01/2020 00:20:00.000000,2.22906,52.673,0.000775,49.489474,14.1
01/01/2020 00:21:00.000000,2.150118,47.01475,0.001,42.659459,15.867567
01/01/2020 00:22:00.000000,2.132381,51.467,0.001125,36.7,13.7
01/01/2020 00:23:00.000000,2.187125,53.93025,0.001125,0.062106,12.990909
01/01/2020 00:24:00.000000,2.255786,49.75175,0.0011,57.033333,19.966667
01/01/2020 00:25:00.000000,2.199519,50.04125,0.00305,61.475757,29.90303
01/01/2020 00:26:00.000000,2.121088,52.09925,0.004533,80.65,30.95
01/01/2020 00:27:00.000000,2.080412,51.47,0.0038,84.518421,41.873684
01/01/2020 00:28:00.000000,2.153713,54.0965,0.00415,77.38,48.345714
01/01/2020 00:29:00.000000,2.362369,,,,
01/01/2020 00:30:00.000000,2.385132,50.14075,0.0035,68.085,34.885
01/01/2020 00:31:00.000000,2.329124,47.71625,0.0029,0.062654,30.278788
01/01/2020 00:32:00.000000,2.331287,55.83625,0.001733,0.052984,21.211429
01/01/2020 00:33:00.000000,2.408208,56.018,0.00025,40.821053,13.9
01/01/2020 00:34:00.000000,2.274227,60.501,-9999.0,0.044375,12.372727
01/01/2020 00:35:00.000000,2.032305,51.5825,-9999.0,35.9725,10.855
01/01/2020 00:36:00.000000,1.888375,55.08,-9999.0,0.054569,10.35
01/01/2020 00:37:00.000000,1.881989,50.35325,-9999.0,0.049428,9.5
01/01/2020 00:38:00.000000,1.871137,47.4075,-9999.0,27.1,11.966667
01/01/2020 00:39:00.000000,1.821886,52.71375,0.000475,0.034032,16.177778
01/01/2020 00:40:00.000000,1.791455,54.80525,0.000475,34.925,18.383333
01/01/2020 00:41:00.000000,1.839402,56.0305,0.000475,0.049745,19.614634
01/01/2020 00:42:00.000000,2.036519,52.145,0.0004,46.288372,16.981395
01/01/2020 00:43:00.000000,2.298309,55.096,0.00045,0.059176,13.95
01/01/2020 00:44:00.000000,2.138627,51.7505,0.0004,42.935,13.975
01/01/2020 00:45:00.000000,2.139128,52.013,0.00025,41.606977,15.567442
01/01/2020 00:46:00.000000,2.078972,52.064,0.00025,0.046891,17.25
01/01/2020 00:47:00.000000,2.112718,52.34525,0.000175,36.114634,18.036585
01/01/2020 00:48:00.000000,2.194511,56.75375,0.000425,35.197727,20.85
01/01/2020 00:49:00.000000,2.235284,56.688,0.000875,,
01/01/2020 00:50:00.000000,2.157393,54.783,0.001475,38.734146,21.470732
01/01/2020 00:51:00.000000,2.206989,55.24425,0.00125,48.473809,20.711905
01/01/2020 00:52:00.000000,2.353401,55.36725,0.001275,0.067939,22.55
01/01/2020 00:53:00.000000,2.434339,56.885,0.0013,0.058649,22.34
01/01/2020 00:54:00.000000,2.408854,53.81425,0.0009,45.05,19.55
01/01/2020 00:55:00.000000,2.256196,55.24475,0.0011,44.311111,18.766667
01/01/2020 00:56:00.000000,2.163784,56.53725,0.001033,56.702439,18.421951
01/01/2020 00:57:00.000000,2.153524,59.32275,0.000825,0.085134,18.980952
01/01/2020 00:58:00.000000,2.146019,61.737,0.00085,48.7,15.75
01/01/2020 00:59:00.000000,1.93001,53.5845,0.00085,0.03159,10.986486
01/01/2020 01:00:00.000000,1.479673,46.89975,0.0023,0.040484,10.494286
01/01/2020 01:01:00.000000,1.191144,47.2805,0.003275,27.913043,9.569565
01/01/2020 01:02:00.000000,1.033802,48.4595,0.00242,21.786207,9.372414
01/01/2020 01:03:00.000000,0.928031,49.56825,0.0021,21.751163,9.897674
01/01/2020 01:04:00.000000,0.930032,49.5135,0.001875,0.04057,9.928571
01/01/2020 01:05:00.000000,0.881718,49.238,0.00205,43.772727,9.815909
01/01/2020 01:06:00.000000,0.868412,48.94725,0.002425,0.043235,11.8
01/01/2020 01:07:00.000000,0.843712,48.90075,0.002325,22.673171,10.526829
01/01/2020 01:08:00.000000,0.834358,48.6245,0.003125,15.102564,8.753846
01/01/2020 01:09:00.000000,0.868752,41.00925,0.006625,18.534211,8.289474
01/01/2020 01:10:00.000000,0.862145,42.5385,0.008125,16.815789,8.278947
01/01/2020 01:11:00.000000,0.821893,45.4795,0.005375,0.022113,9.18
01/01/2020 01:12:00.000000,0.853616,45.59525,0.004875,34.82,10.1
01/01/2020 01:13:00.000000,0.938879,44.0945,0.005075,0.04815,11.841463
01/01/2020 01:14:00.000000,0.893671,43.90825,0.00465,36.3,10.797297
