InstrumentName, La Casa NCORE,,,,
StartTime, 2020-01-01 00:00:00,,,,
EndTime, 2020-01-31 23:59:59,,,,
Date,Carbon monoxide,Nitrogen dioxide,Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions
01/01/2020 00:00:00.000000,1.098751,45.802401,0.001483,39.509746,7.542403
01/01/2020 00:01:00.000000,1.223147,45.094892,0.0013,40.269273,7.656145
01/01/2020 00:02:00.000000,1.489659,44.65018,0.0015,37.88372,7.641134
01/01/2020 00:03:00.000000,1.543052,44.061203,0.001117,35.052738,7.617949
01/01/2020 00:04:00.000000,1.40239,43.608458,0.000617,33.855229,7.510245
01/01/2020 00:05:00.000000,1.134621,44.282078,0.000117,32.549622,7.284426
01/01/2020 00:06:00.000000,0.907183,46.504067,0.0004,31.434687,7.412166
01/01/2020 00:07:00.000000,0.826212,48.138663,0.00095,30.051855,8.433646
01/01/2020 00:08:00.000000,0.803974,47.612048,0.001,29.986488,9.64208
01/01/2020 00:09:00.000000,0.807306,48.58036,0.00135,,
01/01/2020 00:10:00.000000,0.774169,47.880759,0.000633,33.18516,12.601933
01/01/2020 00:11:00.000000,0.780048,47.73645,0.0008,33.327536,13.592632
01/01/2020 00:12:00.000000,0.835903,47.794166,0.001383,35.335671,14.589041
01/01/2020 00:13:00.000000,0.891297,46.670824,0.001367,35.758004,15.61335
01/01/2020 00:14:00.000000,0.91025,46.466885,0.001483,36.844858,17.608665
01/01/2020 00:15:00.000000,0.866795,46.292974,0.001433,40.458546,20.423837
01/01/2020 00:16:00.000000,0.891753,46.698429,0.00105,43.093634,22.249145
01/01/2020 00:17:00.000000,0.896006,46.90083,0.000817,44.689917,23.072553
01/01/2020 00:18:00.000000,0.924661,47.667353,0.001533,45.36439,22.410775
01/01/2020 00:19:00.000000,0.991313,47.989315,0.002017,44.534566,21.454192
01/01/2020 00:20:00.000000,0.975463,47.908227,0.00135,41.908432,19.61707
01/01/2020 00:21:00.000000,0.863061,48.455329,0.001167,41.886892,18.629258
01/01/2020 00:22:00.000000,1.050565,48.696077,0.000833,40.471082,17.591796
01/01/2020 00:23:00.000000,1.133792,49.266866,0.00045,36.38381,16.510363
01/01/2020 00:24:00.000000,1.126323,49.044591,0.001183,35.566001,15.692828
01/01/2020 00:25:00.000000,1.108613,47.871913,0.00165,33.573587,13.561995
01/01/2020 00:26:00.000000,1.085889,47.24608,0.001333,30.39472,10.940592
01/01/2020 00:27:00.000000,1.131275,47.781855,0.001017,27.79245,9.310913
01/01/2020 00:28:00.000000,1.220614,47.371162,0.00135,27.116882,8.48463
01/01/2020 00:29:00.000000,1.477557,46.951935,0.00105,26.327487,8.24051
01/01/2020 00:30:00.000000,1.348974,46.951935,0.001233,25.595131,8.195748
01/01/2020 00:31:00.000000,1.28241,47.233485,0.001583,25.255331,8.346452
01/01/2020 00:32:00.000000,1.161776,47.930327,0.000967,23.945671,8.542362
01/01/2020 00:33:00.000000,1.077189,47.786057,0.00015,24.649143,8.847929
01/01/2020 00:34:00.000000,1.045797,48.169307,0.000333,25.691531,9.126096
01/01/2020 00:35:00.000000,1.056505,48.679411,0.00105,24.766461,9.13597
01/01/2020 00:36:00.000000,1.073931,49.572368,0.001,23.961496,9.180953
01/01/2020 00:37:00.000000,1.100047,49.44498,0.000333,23.927457,9.472289
01/01/2020 00:38:00.000000,1.136457,49.384438,0.000783,24.699711,9.796526
01/01/2020 00:39:00.000000,1.102397,49.413305,0.00095,25.143043,10.099542
01/01/2020 00:40:00.000000,1.081608,49.121939,0.001,24.505901,10.379803
01/01/2020 00:41:00.000000,1.098508,48.898513,0.001433,26.176148,10.632338
01/01/2020 00:42:00.000000,1.124688,48.33136,0.001633,27.272507,10.868648
01/01/2020 00:43:00.000000,1.344603,47.901365,0.001633,27.588305,11.12435
01/01/2020 00:44:00.000000,1.642389,47.802246,0.001717,27.989358,11.305617
01/01/2020 00:45:00.000000,1.450165,47.742856,0.001283,27.95145,11.48827
01/01/2020 00:46:00.000000,1.270628,48.066049,0.000883,29.064006,11.709028
01/01/2020 00:47:00.000000,1.331898,48.090619,0.0016,31.653393,11.884859
01/01/2020 00:48:00.000000,1.563656,48.23176,0.00145,32.463152,12.00084
01/01/2020 00:49:00.000000,1.670525,48.757133,0.000917,32.695032,12.107281
01/01/2020 00:50:00.000000,1.607379,50.711731,0.000683,32.406425,12.366811
01/01/2020 00:51:00.000000,1.354064,49.958751,0.000983,33.10946,12.628227
01/01/2020 00:52:00.000000,1.435009,50.316158,0.001083,32.583736,12.820531
01/01/2020 00:53:00.000000,1.458919,49.966106,0.00115,32.451303,12.97179
01/01/2020 00:54:00.000000,1.409475,50.143354,0.001333,33.528556,13.023208
01/01/2020 00:55:00.000000,1.404204,50.62261,0.001483,33.319018,13.178571
01/01/2020 00:56:00.000000,1.452264,50.751015,0.00085,35.09429,13.383633
01/01/2020 00:57:00.000000,1.394646,50.566928,0.000717,35.275849,13.547246
01/01/2020 00:58:00.000000,1.315698,50.480918,0.00105,34.546233,13.641096
01/01/2020 00:59:00.000000,1.226306,50.700723,0.0007,34.626179,13.688368
01/01/2020 01:00:00.000000,1.186731,50.375935,0.000483,35.427533,13.735737
01/01/2020 01:01:00.000000,1.201976,50.257315,0.00065,35.748646,13.741617
01/01/2020 01:02:00.000000,1.277153,50.546891,0.001083,34.789853,13.81034
01/01/2020 01:03:00.000000,1.368292,50.24257,0.00115,35.921793,13.896425
01/01/2020 01:04:00.000000,1.355325,50.481278,0.00105,36.256507,14.018785
01/01/2020 01:05:00.000000,1.303238,50.118341,0.000967,36.720976,14.110825
01/01/2020 01:06:00.000000,1.248453,49.838325,0.00145,37.445364,14.111526
01/01/2020 01:07:00.000000,1.366237,49.967411,0.002633,36.273102,14.407123
01/01/2020 01:08:00.000000,1.360312,49.714516,0.002183,35.65919,14.579488
01/01/2020 01:09:00.000000,1.319679,49.573824,0.001417,34.467219,14.59248
01/01/2020 01:10:00.000000,1.348289,48.823172,0.00075,35.345977,14.611228
01/01/2020 01:11:00.000000,1.289979,48.449917,0.000967,36.66882,14.649223
01/01/2020 01:12:00.000000,1.228176,48.231552,0.000967,35.94149,14.611561
