InstrumentName, Woods Park,,
StartTime, 2019-03-01 00:00:00,,
EndTime, 2019-03-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
03/01/2019 00:00:04.000000,1.84,2.86,2.73
03/01/2019 00:01:24.000000,2.61,3.67,3.26
03/01/2019 00:04:04.000000,3.3,4.82,4.45
03/01/2019 00:05:24.000000,3.19,4.37,4.37
03/01/2019 00:08:04.000000,2.93,4.02,3.83
03/01/2019 00:09:24.000000,3.12,3.73,3.73
03/01/2019 00:12:04.000000,3.07,3.85,3.67
03/01/2019 00:13:24.000000,3.04,4.19,3.98
03/01/2019 00:16:04.000000,2.93,3.72,3.46
03/01/2019 00:17:24.000000,2.96,4.11,4.04
03/01/2019 00:20:04.000000,2.8,3.89,3.69
03/01/2019 00:21:24.000000,3.04,4.0,3.78
03/01/2019 00:24:04.000000,3.37,4.39,4.24
03/01/2019 00:25:24.000000,3.48,5.37,4.59
03/01/2019 00:28:06.000000,2.98,4.67,4.26
03/01/2019 00:29:24.000000,2.93,3.7,3.61
03/01/2019 00:32:04.000000,2.76,3.67,3.5
03/01/2019 00:33:23.000000,3.17,3.83,3.83
03/01/2019 00:36:06.000000,3.72,5.48,5.0
03/01/2019 00:37:24.000000,3.27,4.76,4.64
03/01/2019 00:40:04.000000,3.98,5.89,5.64
03/01/2019 00:41:24.000000,5.55,7.91,7.5
03/01/2019 00:44:04.000000,4.3,6.37,5.98
03/01/2019 00:45:24.000000,4.33,5.35,5.35
03/01/2019 00:48:04.000000,4.44,6.27,5.94
03/01/2019 00:49:26.000000,4.54,5.98,5.63
03/01/2019 00:50:44.000000,4.72,5.87,5.7
03/01/2019 00:53:54.000000,5.03,7.02,6.83
03/01/2019 00:55:14.000000,5.2,6.91,6.65
03/01/2019 00:57:54.000000,5.05,7.25,6.48
03/01/2019 00:59:14.000000,5.07,6.93,6.68
03/01/2019 01:01:57.000000,5.96,7.51,7.45
03/01/2019 01:03:16.000000,6.28,8.39,8.3
03/01/2019 01:05:54.000000,7.19,9.85,9.49
03/01/2019 01:07:14.000000,6.48,9.07,8.91
03/01/2019 01:09:54.000000,7.09,9.45,9.09
03/01/2019 01:11:14.000000,7.0,9.3,9.15
03/01/2019 01:13:57.000000,7.82,10.31,10.07
03/01/2019 01:15:14.000000,8.35,11.26,10.58
03/01/2019 01:17:54.000000,7.78,11.07,10.7
03/01/2019 01:19:14.000000,8.6,11.77,11.38
03/01/2019 01:21:54.000000,11.28,14.87,13.94
03/01/2019 01:23:14.000000,10.04,13.23,13.23
03/01/2019 01:25:57.000000,12.33,15.37,15.26
03/01/2019 01:27:13.000000,11.84,15.66,14.98
03/01/2019 01:29:54.000000,10.62,14.31,13.87
03/01/2019 01:31:14.000000,9.63,14.52,13.5
03/01/2019 01:33:54.000000,10.04,13.46,13.09
03/01/2019 01:35:13.000000,9.66,12.79,12.68
03/01/2019 01:37:54.000000,10.41,14.2,13.93
03/01/2019 01:39:14.000000,10.13,13.91,13.26
03/01/2019 01:41:54.000000,11.47,16.71,15.89
03/01/2019 01:43:14.000000,10.84,15.0,14.07
03/01/2019 01:45:54.000000,15.21,20.15,19.57
03/01/2019 01:47:14.000000,14.91,21.49,20.4
03/01/2019 01:49:54.000000,14.73,20.22,19.76
03/01/2019 01:51:14.000000,12.85,18.04,16.46
03/01/2019 01:53:54.000000,13.89,20.11,19.24
03/01/2019 01:55:14.000000,11.13,15.62,15.26
03/01/2019 01:57:54.000000,10.7,15.26,14.57
03/01/2019 02:00:34.000000,10.43,15.26,14.59
03/01/2019 02:01:56.000000,11.34,15.85,15.3
03/01/2019 02:04:34.000000,11.48,14.75,14.39
03/01/2019 02:05:54.000000,10.73,13.4,13.29
03/01/2019 02:07:14.000000,10.89,14.33,13.85
03/01/2019 02:09:54.000000,10.43,14.22,13.85
03/01/2019 02:12:34.000000,9.51,12.67,12.13
03/01/2019 02:13:54.000000,9.8,13.76,12.98
03/01/2019 02:15:14.000000,9.82,13.2,12.7
03/01/2019 02:17:56.000000,10.43,13.89,13.11
03/01/2019 02:19:14.000000,10.91,15.39,14.43
03/01/2019 02:21:56.000000,23.55,29.74,29.53
03/01/2019 02:23:13.000000,10.59,13.59,13.07
03/01/2019 02:25:54.000000,9.62,12.68,12.38
03/01/2019 02:27:14.000000,10.43,12.91,12.91
