InstrumentName, Woods Park,,
StartTime, 2018-11-01 00:00:00,,
EndTime, 2018-11-30 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
11/01/2018 00:02:06.000000,16.54,21.17,20.63
11/01/2018 00:03:26.000000,16.9,21.14,20.19
11/01/2018 00:06:06.000000,16.36,19.83,19.5
11/01/2018 00:07:26.000000,16.98,20.59,20.46
11/01/2018 00:10:06.000000,16.98,20.79,20.19
11/01/2018 00:11:26.000000,16.76,20.34,20.22
11/01/2018 00:14:06.000000,16.8,20.29,20.15
11/01/2018 00:15:26.000000,16.56,20.46,20.32
11/01/2018 00:18:06.000000,17.83,21.24,20.98
11/01/2018 00:19:26.000000,17.02,20.41,20.02
11/01/2018 00:22:06.000000,16.76,20.88,20.67
11/01/2018 00:23:26.000000,17.71,22.0,21.61
11/01/2018 00:26:06.000000,16.41,19.34,19.27
11/01/2018 00:27:26.000000,17.46,21.49,21.12
11/01/2018 00:30:06.000000,16.46,20.07,19.51
11/01/2018 00:31:26.000000,16.78,20.66,20.27
11/01/2018 00:34:06.000000,16.54,19.54,19.2
11/01/2018 00:35:26.000000,16.33,19.86,19.43
11/01/2018 00:38:06.000000,16.55,20.71,20.07
11/01/2018 00:39:26.000000,16.29,20.24,19.39
11/01/2018 00:42:06.000000,16.17,20.19,19.57
11/01/2018 00:43:26.000000,16.32,20.27,19.56
11/01/2018 00:46:06.000000,16.5,19.69,19.26
11/01/2018 00:47:26.000000,15.88,18.85,18.59
11/01/2018 00:50:06.000000,16.57,19.64,19.26
11/01/2018 00:51:26.000000,16.42,19.74,19.49
11/01/2018 00:54:06.000000,16.17,20.26,19.9
11/01/2018 00:55:26.000000,16.63,20.0,19.78
11/01/2018 00:58:06.000000,16.38,20.05,19.4
11/01/2018 00:59:26.000000,16.15,19.15,19.0
11/01/2018 01:02:06.000000,16.67,20.14,19.57
11/01/2018 01:03:26.000000,15.93,19.61,19.2
11/01/2018 01:06:06.000000,15.74,19.33,19.33
11/01/2018 01:07:26.000000,16.4,20.25,19.85
11/01/2018 01:10:06.000000,16.05,19.12,19.0
11/01/2018 01:11:26.000000,16.5,20.02,19.83
11/01/2018 01:14:06.000000,15.2,18.63,18.2
11/01/2018 01:15:26.000000,15.51,19.07,18.29
11/01/2018 01:18:06.000000,16.68,20.1,19.66
11/01/2018 01:19:26.000000,16.43,20.93,20.0
11/01/2018 01:22:06.000000,16.67,20.73,20.35
11/01/2018 01:23:26.000000,17.12,21.4,20.48
11/01/2018 01:26:06.000000,17.64,20.62,20.38
11/01/2018 01:27:26.000000,17.5,20.9,20.71
11/01/2018 01:30:06.000000,16.1,20.98,20.19
11/01/2018 01:31:26.000000,16.73,20.71,20.24
11/01/2018 01:34:06.000000,17.2,21.2,20.44
11/01/2018 01:35:26.000000,17.49,21.24,20.63
11/01/2018 01:38:06.000000,17.5,20.14,20.14
11/01/2018 01:39:26.000000,17.43,21.14,20.93
11/01/2018 01:42:06.000000,17.76,21.05,20.88
11/01/2018 01:43:26.000000,18.48,23.05,22.24
11/01/2018 01:46:06.000000,18.37,22.37,21.6
11/01/2018 01:47:26.000000,17.91,21.49,21.26
11/01/2018 01:50:06.000000,21.68,25.15,24.88
11/01/2018 01:51:26.000000,20.52,24.74,24.43
11/01/2018 01:54:06.000000,18.12,22.24,21.83
11/01/2018 01:55:26.000000,18.02,22.19,21.88
11/01/2018 01:58:06.000000,19.37,24.32,23.68
11/01/2018 01:59:27.000000,19.12,24.67,24.26
11/01/2018 02:02:06.000000,18.31,22.38,21.86
11/01/2018 02:03:26.000000,18.33,23.0,22.74
11/01/2018 02:06:06.000000,20.98,27.21,26.4
11/01/2018 02:07:26.000000,19.67,26.17,24.98
11/01/2018 02:10:06.000000,21.24,26.71,26.07
11/01/2018 02:11:26.000000,19.66,24.95,23.95
11/01/2018 02:14:06.000000,19.12,23.12,22.56
11/01/2018 02:15:26.000000,68.46,92.98,89.54
11/01/2018 02:18:06.000000,25.33,33.24,32.38
11/01/2018 02:19:26.000000,51.3,67.0,65.5
11/01/2018 02:22:06.000000,43.15,52.63,51.78
11/01/2018 02:23:26.000000,31.26,38.98,38.05
11/01/2018 02:26:06.000000,23.76,29.59,28.63
11/01/2018 02:27:26.000000,31.8,40.68,39.76
11/01/2018 02:30:06.000000,21.39,27.2,26.56
11/01/2018 02:31:26.000000,20.69,26.31,25.02
11/01/2018 02:34:06.000000,22.48,28.12,27.9
11/01/2018 02:35:26.000000,20.93,26.2,25.2
11/01/2018 02:38:06.000000,24.86,32.29,31.21
11/01/2018 02:39:26.000000,28.74,35.69,35.43
11/01/2018 02:42:06.000000,25.69,32.62,31.24
11/01/2018 02:43:26.000000,21.43,28.29,26.64
11/01/2018 02:46:06.000000,20.64,25.38,24.5
11/01/2018 02:47:26.000000,20.32,24.07,23.44
11/01/2018 02:50:06.000000,22.9,29.44,28.12
11/01/2018 02:51:26.000000,22.24,29.39,28.27
11/01/2018 02:54:06.000000,27.23,34.44,34.05
11/01/2018 02:55:26.000000,22.83,28.05,27.62
11/01/2018 02:58:06.000000,25.43,34.76,33.02
11/01/2018 02:59:26.000000,35.21,47.64,45.6
11/01/2018 03:02:06.000000,34.55,46.38,44.6
11/01/2018 03:03:26.000000,23.68,31.61,30.56
11/01/2018 03:06:06.000000,21.46,26.95,26.37
11/01/2018 03:07:26.000000,20.29,25.98,25.48
11/01/2018 03:10:06.000000,21.1,26.26,25.79
11/01/2018 03:11:26.000000,24.1,29.88,29.43
11/01/2018 03:14:06.000000,24.74,32.81,31.93
11/01/2018 03:15:26.000000,29.2,37.9,37.1
11/01/2018 03:18:06.000000,40.78,53.61,52.71
11/01/2018 03:19:26.000000,38.63,49.85,49.2
11/01/2018 03:22:06.000000,30.43,42.43,40.93
11/01/2018 03:23:26.000000,23.88,32.17,31.12
11/01/2018 03:26:06.000000,18.58,24.33,23.6
11/01/2018 03:27:26.000000,40.48,53.0,51.67
11/01/2018 03:30:06.000000,24.28,32.26,31.53
11/01/2018 03:31:26.000000,26.4,36.57,35.45
11/01/2018 03:34:06.000000,29.6,36.98,36.9
11/01/2018 03:35:26.000000,26.0,34.16,33.47
11/01/2018 03:38:06.000000,24.36,30.81,30.36
11/01/2018 03:39:26.000000,27.37,36.02,34.93
11/01/2018 03:42:06.000000,23.45,30.1,29.33
11/01/2018 03:43:26.000000,22.83,29.71,28.76
11/01/2018 03:46:06.000000,21.22,26.17,25.78
11/01/2018 03:47:26.000000,21.91,28.3,26.77
11/01/2018 03:50:06.000000,19.17,24.61,24.05
11/01/2018 03:51:26.000000,22.0,27.86,27.14
11/01/2018 03:54:06.000000,21.1,26.71,26.07
11/01/2018 03:55:26.000000,20.98,26.16,25.45
11/01/2018 03:58:06.000000,19.79,25.43,24.21
11/01/2018 03:59:26.000000,19.54,24.66,24.15
11/01/2018 04:02:07.000000,21.79,27.53,26.88
11/01/2018 04:03:26.000000,21.85,28.44,27.63
11/01/2018 04:06:06.000000,20.6,26.02,25.74
11/01/2018 04:07:26.000000,21.93,27.31,26.9
11/01/2018 04:10:06.000000,25.17,31.67,31.02
11/01/2018 04:11:26.000000,20.62,26.76,25.74
11/01/2018 04:14:06.000000,20.55,25.79,25.1
11/01/2018 04:15:26.000000,20.21,25.14,24.7
