InstrumentName, Woods Park,,
StartTime, 2019-04-01 00:00:00,,
EndTime, 2019-04-30 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
04/01/2019 00:02:38.000000,2.39,3.35,3.09
04/01/2019 00:05:17.000000,2.88,3.23,3.21
04/01/2019 00:09:17.000000,2.87,3.41,3.41
04/01/2019 00:13:17.000000,3.09,3.47,3.47
04/01/2019 00:17:47.000000,2.84,3.47,3.47
04/01/2019 00:21:50.000000,2.57,2.75,2.75
04/01/2019 00:25:47.000000,2.72,3.59,3.59
04/01/2019 00:29:47.000000,2.07,2.89,2.89
04/01/2019 00:33:47.000000,2.71,3.29,3.27
04/01/2019 00:37:47.000000,2.93,3.82,3.82
04/01/2019 00:41:47.000000,3.23,3.83,3.53
04/01/2019 00:45:50.000000,2.67,3.11,2.96
04/01/2019 00:49:52.000000,2.5,3.13,2.91
04/01/2019 00:53:47.000000,2.89,3.77,3.15
04/01/2019 00:57:47.000000,1.89,2.51,2.51
04/01/2019 01:01:47.000000,2.33,2.91,2.91
04/01/2019 01:05:47.000000,2.0,2.37,2.37
04/01/2019 01:09:47.000000,1.38,1.68,1.45
04/01/2019 01:13:47.000000,0.91,1.33,1.33
04/01/2019 01:17:47.000000,1.38,1.84,1.84
04/01/2019 01:21:47.000000,1.8,2.69,2.24
04/01/2019 01:25:47.000000,1.87,2.24,2.24
04/01/2019 01:29:47.000000,1.23,1.81,1.81
04/01/2019 01:33:47.000000,1.6,2.45,2.23
04/01/2019 01:37:47.000000,1.85,2.45,2.02
04/01/2019 01:41:47.000000,1.76,2.17,2.17
04/01/2019 01:45:47.000000,1.23,2.38,1.94
04/01/2019 01:49:47.000000,1.09,1.76,1.6
04/01/2019 01:53:47.000000,1.51,1.91,1.91
04/01/2019 01:57:47.000000,1.44,1.78,1.78
04/01/2019 02:01:47.000000,1.7,2.34,2.0
04/01/2019 02:04:27.000000,1.09,1.54,1.54
04/01/2019 02:07:07.000000,1.49,2.0,2.0
04/01/2019 02:08:27.000000,1.44,1.84,1.84
04/01/2019 02:11:07.000000,1.53,1.94,1.94
04/01/2019 02:12:27.000000,1.3,1.48,1.48
04/01/2019 02:13:47.000000,1.0,1.43,1.43
04/01/2019 02:16:27.000000,1.21,1.64,1.64
04/01/2019 02:17:47.000000,1.11,1.84,1.62
04/01/2019 02:20:27.000000,1.74,2.02,1.96
04/01/2019 02:21:47.000000,1.32,1.59,1.55
04/01/2019 02:24:27.000000,0.96,1.45,1.45
04/01/2019 02:25:47.000000,1.02,1.37,1.37
04/01/2019 02:28:27.000000,0.98,1.35,1.17
04/01/2019 02:29:48.000000,1.0,1.81,1.81
04/01/2019 02:32:27.000000,1.38,1.84,1.84
04/01/2019 02:33:47.000000,1.7,2.16,2.16
04/01/2019 02:36:27.000000,1.57,1.67,1.67
04/01/2019 02:37:49.000000,1.45,1.77,1.77
04/01/2019 02:40:27.000000,2.0,2.87,2.6
04/01/2019 02:41:47.000000,1.7,2.02,1.91
04/01/2019 02:44:27.000000,2.28,2.96,2.67
04/01/2019 02:45:47.000000,2.43,3.15,2.96
04/01/2019 02:48:27.000000,2.64,3.47,3.27
04/01/2019 02:49:47.000000,2.43,3.21,3.11
04/01/2019 02:52:27.000000,4.46,5.3,5.3
04/01/2019 02:53:47.000000,5.36,6.76,6.62
04/01/2019 02:56:27.000000,5.11,6.26,6.11
04/01/2019 02:57:47.000000,5.43,6.52,6.52
04/01/2019 03:00:27.000000,5.51,6.79,6.53
04/01/2019 03:01:47.000000,5.17,6.17,6.04
04/01/2019 03:04:27.000000,3.67,4.83,4.54
04/01/2019 03:05:47.000000,3.89,4.77,4.77
