InstrumentName, College View New (Jaspe_006),,,,,,,,,,,
StartTime, 2022-08-01 00:00:00,,,,,,,,,,,
EndTime, 2022-08-31 23:59:59,,,,,,,,,,,
Date,*Lat,*Lon,IH,IT,P,PM10,PM1_0,PM2_5,PM2_5_p,Sig,WD,WS
08/03/2022 16:58:00.000000,-1.0,-1.0,31.26,84.05,844.43,1.43,0.86,1.43,4.372,-87.0,-1.0,-1.0
08/03/2022 16:59:00.000000,-1.0,-1.0,31.13,84.12,844.4,1.8,1.17,1.8,4.534,-87.0,-1.0,-1.0
08/03/2022 17:00:00.000000,-1.0,-1.0,31.02,84.18,844.38,2.18,0.96,1.79,4.532,-87.0,-1.0,-1.0
08/03/2022 17:01:00.000000,-1.0,-1.0,30.89,84.24,844.33,3.08,1.17,2.44,4.812,-86.0,-1.0,-1.0
08/03/2022 17:02:00.000000,-1.0,-1.0,30.8,84.29,844.32,2.58,1.58,2.47,4.827,-87.0,-1.0,-1.0
08/03/2022 17:03:00.000000,-1.0,-1.0,30.68,84.34,844.34,3.72,2.07,3.33,5.198,-87.0,-1.0,-1.0
08/03/2022 17:04:00.000000,-1.0,-1.0,30.53,84.38,844.32,4.76,1.86,3.42,5.239,-87.0,-1.0,-1.0
08/03/2022 17:05:00.000000,-1.0,-1.0,30.44,84.43,844.31,4.52,2.34,3.88,5.438,-87.0,-1.0,-1.0
08/03/2022 17:06:00.000000,-1.0,-1.0,30.35,84.47,844.3,4.44,1.79,3.07,5.093,-87.0,-1.0,-1.0
08/03/2022 17:07:00.000000,-1.0,-1.0,30.08,84.51,844.29,6.63,3.28,5.48,6.128,-87.0,-1.0,-1.0
08/03/2022 17:08:00.000000,-1.0,-1.0,29.94,84.54,844.29,4.34,2.03,3.73,5.383,-86.0,-1.0,-1.0
08/03/2022 17:09:00.000000,-1.0,-1.0,29.8,84.58,844.29,4.31,2.46,3.82,5.424,-86.0,-1.0,-1.0
