InstrumentName, Woods Park B,,
StartTime, 2022-08-01 00:00:00,,
EndTime, 2022-08-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
08/01/2022 00:00:53.000000,13.41,17.97,17.22
08/01/2022 00:02:53.000000,13.77,18.07,17.46
08/01/2022 00:04:53.000000,13.39,16.89,16.68
08/01/2022 00:08:53.000000,14.33,19.1,18.41
08/01/2022 00:10:53.000000,15.47,19.37,18.63
08/01/2022 00:14:53.000000,16.53,20.76,20.6
08/01/2022 00:16:53.000000,15.43,19.88,19.38
08/01/2022 00:20:53.000000,13.93,18.45,17.84
08/01/2022 00:24:53.000000,13.03,17.12,16.84
08/01/2022 00:28:53.000000,15.32,19.64,19.21
08/01/2022 00:32:56.000000,15.55,19.98,19.33
08/01/2022 00:34:53.000000,15.25,19.64,18.91
08/01/2022 00:38:53.000000,16.05,21.39,20.07
08/01/2022 00:42:53.000000,16.93,22.42,21.14
08/01/2022 00:46:53.000000,17.69,23.17,22.37
08/01/2022 00:48:53.000000,17.59,22.68,21.76
08/01/2022 00:50:53.000000,17.28,21.49,20.98
08/01/2022 00:52:53.000000,16.8,22.79,21.8
08/01/2022 00:54:53.000000,16.75,21.63,21.1
08/01/2022 00:56:53.000000,16.0,21.36,20.47
08/01/2022 01:00:53.000000,14.83,19.09,18.74
08/01/2022 01:04:53.000000,14.43,18.95,18.15
08/01/2022 01:08:53.000000,14.6,19.33,18.69
08/01/2022 01:12:53.000000,15.0,20.12,19.19
08/01/2022 01:14:53.000000,15.05,19.93,19.19
08/01/2022 01:16:53.000000,15.46,20.48,20.0
08/01/2022 01:18:53.000000,15.19,19.96,19.72
08/01/2022 01:22:53.000000,14.83,19.93,19.53
08/01/2022 01:26:53.000000,15.09,19.0,18.97
08/01/2022 01:30:53.000000,14.54,20.78,19.32
08/01/2022 01:32:54.000000,13.86,17.89,17.43
08/01/2022 01:34:54.000000,15.12,19.14,18.81
