InstrumentName, West Denver PA-II B
StartTime, 2019-06-01 00:00:00
EndTime, 2019-06-30 23:59:59
Date,PM2.5
06/01/2019 00:00:05.784000,1.8
06/01/2019 00:02:06.199000,2.26
06/01/2019 00:04:05.809000,1.82
06/01/2019 00:06:05.768000,1.87
06/01/2019 00:08:05.948000,2.04
06/01/2019 00:10:05.856000,2.43
06/01/2019 00:12:05.883000,2.36
06/01/2019 00:14:05.798000,1.78
06/01/2019 00:16:05.786000,2.12
06/01/2019 00:18:05.789000,2.33
06/01/2019 00:20:06.272000,2.04
06/01/2019 00:22:05.891000,2.4
06/01/2019 00:24:05.790000,1.79
06/01/2019 00:26:05.793000,2.47
06/01/2019 00:28:06.273000,2.17
06/01/2019 00:30:06.205000,1.95
06/01/2019 00:32:05.801000,2.07
06/01/2019 00:34:05.797000,1.73
06/01/2019 00:36:06.353000,2.15
06/01/2019 00:38:05.801000,2.79
06/01/2019 00:40:05.953000,2.62
06/01/2019 00:42:05.977000,2.24
06/01/2019 00:44:05.794000,2.38
06/01/2019 00:46:06.159000,2.37
06/01/2019 00:48:05.851000,2.18
06/01/2019 00:50:05.958000,2.13
06/01/2019 00:52:06.329000,2.36
06/01/2019 00:54:05.816000,2.37
06/01/2019 00:56:05.825000,1.4
06/01/2019 00:58:05.833000,2.09
06/01/2019 01:00:06.574000,2.63
06/01/2019 01:02:05.843000,2.76
06/01/2019 01:04:05.830000,2.69
06/01/2019 01:06:06.127000,2.21
06/01/2019 01:08:05.954000,2.03
06/01/2019 01:10:06.154000,1.82
06/01/2019 01:12:05.877000,1.54
06/01/2019 01:14:05.802000,2.24
06/01/2019 01:16:05.940000,2.17
06/01/2019 01:18:06.315000,2.24
06/01/2019 01:20:05.794000,2.44
06/01/2019 01:22:05.824000,2.64
06/01/2019 01:24:05.796000,2.37
06/01/2019 01:26:05.810000,2.64
06/01/2019 01:28:05.821000,2.51
06/01/2019 01:30:05.859000,2.37
06/01/2019 01:32:06.064000,2.23
06/01/2019 01:34:05.969000,3.01
06/01/2019 01:36:05.872000,2.55
06/01/2019 01:38:05.925000,2.43
06/01/2019 01:40:05.807000,1.99
06/01/2019 01:42:05.820000,2.6
06/01/2019 01:44:05.858000,2.49
06/01/2019 01:46:06.184000,2.81
06/01/2019 01:48:05.913000,2.56
