InstrumentName, I25 Denver,,
StartTime, 2019-06-01 00:00:00,,
EndTime, 2019-06-30 23:59:59,,
Date,Carbon monoxide,Nitrogen dioxide,PM2.5 Total Atmospheric
06/01/2019 00:00:00.000000,0.442768,9.982372,5.35
06/01/2019 00:01:00.000000,0.310841,10.096201,4.8
06/01/2019 00:02:00.000000,0.279291,10.66677,5.7
06/01/2019 00:03:00.000000,0.478979,19.982488,8.25
06/01/2019 00:04:00.000000,0.370532,9.703131,10.55
06/01/2019 00:05:00.000000,0.219072,9.337016,7.5
06/01/2019 00:06:00.000000,0.207575,6.860931,6.7
06/01/2019 00:07:00.000000,0.21955,8.643627,6.4
06/01/2019 00:08:00.000000,0.210512,7.298572,3.85
06/01/2019 00:09:00.000000,0.198893,7.625553,3.85
06/01/2019 00:10:00.000000,0.193765,7.958318,4.0
06/01/2019 00:11:00.000000,0.191578,8.683897,3.85
06/01/2019 00:12:00.000000,0.216622,9.389285,4.9
06/01/2019 00:13:00.000000,0.281238,10.013505,4.35
06/01/2019 00:14:00.000000,0.234715,10.255717,3.05
06/01/2019 00:15:00.000000,0.192723,10.489532,4.7
06/01/2019 00:16:00.000000,0.192592,10.664565,4.65
06/01/2019 00:17:00.000000,0.180464,10.937401,3.05
06/01/2019 00:18:00.000000,0.184329,10.508129,3.0
06/01/2019 00:19:00.000000,0.181132,10.079953,3.7
06/01/2019 00:20:00.000000,0.192549,10.099852,4.1
06/01/2019 00:21:00.000000,0.195917,10.466392,4.8
06/01/2019 00:22:00.000000,0.186289,10.719991,5.3
06/01/2019 00:23:00.000000,0.187063,10.958678,4.1
06/01/2019 00:24:00.000000,0.254347,11.072,3.9
06/01/2019 00:25:00.000000,0.217529,11.066199,4.6
06/01/2019 00:26:00.000000,0.217565,11.040689,4.15
06/01/2019 00:27:00.000000,0.352447,11.229596,3.85
06/01/2019 00:28:00.000000,0.403698,11.495536,5.1
06/01/2019 00:29:00.000000,0.298774,11.956364,5.2
06/01/2019 00:30:00.000000,0.217018,12.022531,4.2
06/01/2019 00:31:00.000000,0.199107,12.396532,4.3
06/01/2019 00:32:00.000000,0.208083,13.035255,3.85
06/01/2019 00:33:00.000000,0.215488,14.197312,3.75
06/01/2019 00:34:00.000000,0.199662,14.341993,4.85
06/01/2019 00:35:00.000000,0.184824,13.360322,4.45
