InstrumentName, Purina
StartTime, 2021-06-01 00:00:00
EndTime, 2021-06-30 00:00:00
Date,ICCID,IH,IT,P,PM10,PM1_0,PM2_5,Time,WD,WS
06/01/2021 00:01:00,,41.0,68.35,848.89,2.83,1.38,2.39,,-1.0,-1.0
06/01/2021 00:02:00,,41.04,68.2,848.89,3.97,1.92,3.52,,-1.0,-1.0
06/01/2021 00:03:00,,41.18,68.19,848.86,2.93,1.53,2.83,,-1.0,-1.0
06/01/2021 00:04:00,,41.07,68.18,848.85,4.23,2.5,4.12,,-1.0,-1.0
06/01/2021 00:05:00,,41.24,68.1,848.84,4.67,2.38,4.19,,-1.0,-1.0
06/01/2021 00:06:00,,42.68,68.03,848.84,4.19,2.38,3.69,,-1.0,-1.0
06/01/2021 00:07:00,,43.11,67.95,848.83,3.85,1.81,2.94,,-1.0,-1.0
06/01/2021 00:08:00,,44.26,67.9,848.84,3.57,2.38,3.42,,-1.0,-1.0
06/01/2021 00:09:00,,43.13,67.82,848.81,3.8,1.92,3.6,,-1.0,-1.0
06/01/2021 00:10:00,,42.65,67.75,848.79,4.01,2.17,3.66,,-1.0,-1.0
06/01/2021 00:11:00,,42.77,67.74,848.77,4.16,2.18,4.01,,-1.0,-1.0
06/01/2021 00:12:00,,42.69,67.69,848.78,4.61,2.08,3.81,,-1.0,-1.0
06/01/2021 00:13:00,,42.36,67.53,848.76,4.29,2.33,4.28,,-1.0,-1.0
06/01/2021 00:14:00,,42.31,67.49,848.73,4.0,1.96,3.69,,-1.0,-1.0
06/01/2021 00:15:00,,42.66,67.56,848.71,3.71,2.09,3.42,,-1.0,-1.0
06/01/2021 00:16:00,,43.15,67.64,848.7,2.96,1.47,2.25,,-1.0,-1.0
06/01/2021 00:17:00,,44.97,67.67,848.68,3.66,1.99,3.32,,-1.0,-1.0
06/01/2021 00:18:00,,45.36,67.72,848.67,2.51,1.26,2.28,,-1.0,-1.0
06/01/2021 00:19:00,,44.07,67.68,848.66,3.17,1.74,2.89,,-1.0,-1.0
06/01/2021 00:20:00,,43.69,67.63,848.66,4.34,1.92,4.34,,-1.0,-1.0
06/01/2021 00:21:00,,45.16,67.71,848.65,3.07,1.49,2.7,,-1.0,-1.0
06/01/2021 00:22:00,,43.95,67.82,848.63,3.08,1.71,2.52,,-1.0,-1.0
06/01/2021 00:23:00,,42.18,67.91,848.61,2.88,1.65,2.79,,-1.0,-1.0
06/01/2021 00:24:00,,41.74,67.98,848.6,4.51,2.0,3.35,,-1.0,-1.0
06/01/2021 00:25:00,,42.01,68.1,848.59,3.77,2.14,3.54,,-1.0,-1.0
06/01/2021 00:26:01,,41.57,68.2,848.58,3.92,1.84,3.46,,-1.0,-1.0
06/01/2021 00:27:00,,41.37,68.26,848.56,4.06,1.97,3.54,,-1.0,-1.0
06/01/2021 00:28:00,,41.99,68.43,848.54,3.47,2.32,3.46,,-1.0,-1.0
06/01/2021 00:29:00,,42.18,68.59,848.52,3.98,2.59,3.98,,-1.0,-1.0
06/01/2021 00:30:00,,41.82,68.72,848.51,4.28,2.92,4.28,,-1.0,-1.0
06/01/2021 00:31:00,,41.62,68.87,848.5,3.14,1.79,3.14,,-1.0,-1.0
06/01/2021 00:32:00,,40.74,68.99,848.5,3.45,1.94,3.07,,-1.0,-1.0
06/01/2021 00:33:00,,39.88,68.96,848.49,3.41,1.98,3.28,,-1.0,-1.0
06/01/2021 00:34:00,,39.91,68.88,848.46,4.04,2.28,3.52,,-1.0,-1.0
06/01/2021 00:35:00,,40.18,68.9,848.45,4.38,2.69,4.22,,-1.0,-1.0
06/01/2021 00:36:00,,40.35,68.95,848.44,4.28,1.95,3.72,,-1.0,-1.0
06/01/2021 00:37:00,,40.28,68.94,848.44,3.56,2.0,3.38,,-1.0,-1.0
06/01/2021 00:38:01,,40.23,68.87,848.43,3.66,1.92,3.18,,-1.0,-1.0
06/01/2021 00:39:00,,39.88,68.77,848.44,4.0,1.78,3.08,,-1.0,-1.0
06/01/2021 00:40:00,,40.56,68.63,848.45,4.26,2.27,3.77,,-1.0,-1.0
06/01/2021 00:41:00,,40.69,68.58,848.45,3.48,1.89,3.37,,-1.0,-1.0
06/01/2021 00:42:00,,40.62,68.74,848.45,3.2,1.92,3.2,,-1.0,-1.0
06/01/2021 00:43:01,,40.84,68.9,848.45,2.33,1.23,1.97,,-1.0,-1.0
06/01/2021 00:44:00,,40.1,69.0,848.44,3.32,1.73,2.83,,-1.0,-1.0
06/01/2021 00:45:00,,40.02,69.03,848.44,3.1,1.33,2.41,,-1.0,-1.0
06/01/2021 00:46:00,,40.09,69.08,848.42,3.43,1.8,2.98,,-1.0,-1.0
06/01/2021 00:47:00,,39.99,69.01,848.43,4.08,2.4,3.65,,-1.0,-1.0
06/01/2021 00:48:00,,39.85,68.82,848.43,3.22,2.2,2.97,,-1.0,-1.0
06/01/2021 00:49:00,,40.08,68.67,848.43,4.8,2.64,4.03,,-1.0,-1.0
06/01/2021 00:50:00,,40.37,68.69,848.44,3.76,1.93,3.47,,-1.0,-1.0
06/01/2021 00:51:00,,40.44,68.68,848.43,2.72,1.7,2.72,,-1.0,-1.0
06/01/2021 00:52:00,,40.89,68.6,848.42,3.65,2.43,3.53,,-1.0,-1.0
06/01/2021 00:53:00,,41.12,68.35,848.44,4.33,2.31,3.85,,-1.0,-1.0
06/01/2021 00:54:00,,41.46,68.19,848.46,4.73,2.73,4.38,,-1.0,-1.0
06/01/2021 00:55:00,,41.93,68.04,848.44,4.42,2.07,3.31,,-1.0,-1.0
06/01/2021 00:56:00,,43.22,67.98,848.44,5.5,2.93,4.69,,-1.0,-1.0
06/01/2021 00:57:00,,44.52,67.88,848.45,5.52,3.03,4.82,,-1.0,-1.0
06/01/2021 00:58:00,,45.64,67.71,848.44,6.79,4.07,6.57,,-1.0,-1.0
06/01/2021 00:59:00,,46.63,67.38,848.44,6.78,4.77,6.43,,-1.0,-1.0
06/01/2021 01:00:00,,47.24,67.15,848.45,8.72,4.52,7.27,,-1.0,-1.0
06/01/2021 01:01:00,,47.49,67.03,848.47,8.4,4.85,7.11,,-1.0,-1.0
06/01/2021 01:02:00,,47.71,67.0,848.47,6.39,3.74,6.22,,-1.0,-1.0
06/01/2021 01:03:01,,47.88,66.92,848.47,6.64,3.63,6.36,,-1.0,-1.0
06/01/2021 01:04:00,,48.17,66.96,848.48,7.25,4.18,6.34,,-1.0,-1.0
06/01/2021 01:05:00,,47.57,66.98,848.48,5.78,3.83,5.52,,-1.0,-1.0
06/01/2021 01:06:00,,47.69,66.99,848.5,5.89,3.53,5.49,,-1.0,-1.0
06/01/2021 01:07:00,,47.98,67.03,848.52,6.96,4.09,6.0,,-1.0,-1.0
06/01/2021 01:08:00,,47.61,67.08,848.53,7.12,4.28,6.86,,-1.0,-1.0
06/01/2021 01:09:00,,47.34,67.1,848.53,6.3,3.95,5.93,,-1.0,-1.0
06/01/2021 01:10:01,,47.08,67.11,848.54,5.26,3.37,4.95,,-1.0,-1.0
06/01/2021 01:11:00,,46.95,67.09,848.55,5.77,3.58,5.73,,-1.0,-1.0
