InstrumentName, Canary-CDPHE-6
StartTime, 2021-06-01 00:00:00
EndTime, 2021-06-30 00:00:00
Date,F1,F3,F4,Hmdty,Lat,Long,PM10,PM102,PM1_0,PM1_02,PM2_5,PM2_52,Sig,Temp,Time,Uncertainty,datetime,source_device
06/01/2021 00:00:04,0.0,0.0,0.0,36.69,,,2.23,3.12,1.53,2.02,2.23,3.12,-75.0,72.45,,1722.0,,
06/01/2021 00:01:05,0.0,0.0,0.0,36.55,,,2.3,3.28,1.62,1.83,2.3,3.28,-75.0,72.55,,1722.0,,
06/01/2021 00:02:05,0.0,0.0,0.0,36.88,,,1.62,2.35,1.32,1.7,1.62,2.35,-75.0,72.73,,1722.0,,
06/01/2021 00:03:05,0.0,0.0,0.0,38.54,,,2.88,2.43,1.93,1.53,2.63,2.43,-75.0,72.99,,1722.0,,
06/01/2021 00:04:04,0.0,0.0,0.0,37.81,,,3.15,2.52,2.2,1.78,2.7,2.52,-75.0,73.02,,1722.0,,
06/01/2021 00:05:04,0.0,0.0,0.0,36.95,,,3.1,2.85,1.95,2.03,2.95,2.85,-75.0,72.82,,1722.0,,
06/01/2021 00:06:04,0.0,0.0,0.0,37.27,,,2.4,3.48,2.1,2.23,2.25,3.2,-75.0,72.75,,1722.0,,
06/01/2021 00:07:04,0.0,0.0,0.0,37.68,,,2.72,3.72,1.27,2.35,2.57,3.23,-75.0,72.75,,1722.0,,
06/01/2021 00:08:05,0.0,0.0,0.0,38.18,,,2.78,3.13,1.73,1.88,2.78,3.08,-75.0,72.55,,1722.0,,
06/01/2021 00:09:06,0.0,0.0,0.0,38.81,,,2.67,3.43,2.1,2.53,2.67,3.2,-75.0,72.39,,1722.0,,
06/01/2021 00:10:05,0.0,0.0,0.0,38.66,,,2.45,2.87,1.4,1.88,2.2,2.82,-75.0,72.28,,1722.0,,
06/01/2021 00:11:05,0.0,0.0,0.0,39.12,,,2.08,2.47,1.23,1.78,2.08,2.45,-75.0,72.39,,1722.0,,
06/01/2021 00:12:05,0.0,0.0,0.0,38.77,,,1.78,2.37,1.48,1.65,1.78,2.3,-75.0,72.45,,1722.0,,
06/01/2021 00:13:04,0.0,0.0,0.0,36.71,,,1.73,2.3,1.07,1.8,1.73,2.3,-75.0,72.46,,1722.0,,
06/01/2021 00:14:06,0.0,0.0,0.0,37.77,,,2.15,2.35,1.5,1.3,2.15,2.35,-75.0,72.5,,73862.0,,
06/01/2021 00:15:06,0.0,0.0,0.0,36.37,,,2.83,2.63,2.13,1.88,2.83,2.43,-75.0,72.75,,73862.0,,
06/01/2021 00:16:04,0.0,0.0,0.0,36.77,,,2.3,2.15,1.35,1.2,2.0,2.15,-75.0,72.73,,73862.0,,
06/01/2021 00:17:04,0.0,0.0,0.0,37.36,,,2.13,2.9,1.73,2.05,2.13,2.9,-75.0,72.7,,73862.0,,
06/01/2021 00:18:06,0.0,0.0,0.0,38.08,,,2.43,2.25,1.73,1.87,2.43,2.25,-75.0,72.54,,73862.0,,
06/01/2021 00:19:04,0.0,0.0,0.0,37.91,,,2.52,2.72,2.15,1.8,2.52,2.45,-75.0,72.41,,73862.0,,
06/01/2021 00:20:06,0.0,0.0,0.0,36.88,,,2.65,2.5,1.75,1.57,2.5,2.23,-75.0,72.36,,73862.0,,
06/01/2021 00:21:04,0.0,0.0,0.0,37.08,,,2.93,2.68,1.93,2.1,2.68,2.68,-75.0,72.39,,73862.0,,
06/01/2021 00:22:06,0.0,0.0,0.0,38.03,,,2.58,2.4,1.68,1.55,2.23,2.4,-75.0,72.43,,73862.0,,
06/01/2021 00:23:05,0.0,0.0,0.0,37.82,,,2.3,2.53,1.83,1.43,2.3,2.08,-75.0,72.55,,73862.0,,
06/01/2021 00:24:36,0.0,0.0,0.0,37.57,,,1.98,3.35,1.22,1.8,1.97,3.1,-75.0,72.75,,73862.0,,
06/01/2021 00:25:05,0.0,0.0,0.0,38.33,,,2.3,2.72,1.6,1.7,2.1,2.55,-75.0,73.11,,73862.0,,
06/01/2021 00:26:05,0.0,0.0,0.0,37.9,,,1.6,2.58,1.1,1.95,1.6,2.58,-75.0,73.6,,73862.0,,
06/01/2021 00:27:03,0.0,0.0,0.0,36.24,,,2.83,3.87,1.88,1.78,2.83,3.07,-75.0,73.92,,73862.0,,
06/01/2021 00:28:05,0.0,0.0,0.0,35.1,,,2.0,2.92,1.55,1.93,2.0,2.72,-75.0,74.01,,73862.0,,
06/01/2021 00:29:04,0.0,0.0,0.0,36.76,,,2.2,2.48,1.48,1.48,2.2,2.43,-75.0,74.1,,73862.0,,
06/01/2021 00:30:05,0.0,0.0,0.0,36.28,,,2.65,3.2,1.42,2.2,2.35,3.05,-75.0,74.23,,73862.0,,
06/01/2021 00:31:05,0.0,0.0,0.0,35.89,,,2.87,2.13,1.88,1.28,2.87,2.13,-75.0,74.3,,73862.0,,
06/01/2021 00:32:05,0.0,0.0,0.0,35.77,,,1.85,3.2,1.0,1.83,1.15,2.88,-75.0,74.3,,73862.0,,
06/01/2021 00:33:06,0.0,0.0,0.0,36.58,,,1.9,2.25,1.18,0.95,1.77,2.25,-75.0,74.39,,73862.0,,
06/01/2021 00:34:06,0.0,0.0,0.0,36.02,,,3.02,2.27,2.47,1.37,3.02,1.97,-75.0,74.52,,73862.0,,
06/01/2021 00:35:12,0.0,0.0,0.0,35.19,,,2.73,1.88,2.18,1.27,2.73,1.88,-75.0,74.61,,73862.0,,
06/01/2021 00:36:04,0.0,0.0,0.0,35.34,,,2.78,1.95,1.47,1.25,2.37,1.95,-75.0,74.91,,73862.0,,
06/01/2021 00:37:05,0.0,0.0,0.0,33.76,,,2.67,2.75,1.92,1.95,2.67,2.45,-75.0,75.04,,73862.0,,
06/01/2021 00:38:05,0.0,0.0,0.0,34.4,,,2.45,3.13,1.45,2.53,2.45,3.13,-75.0,75.0,,73862.0,,
06/01/2021 00:39:05,0.0,0.0,0.0,34.3,,,3.38,3.17,2.48,1.57,3.38,3.17,-75.0,74.88,,73862.0,,
06/01/2021 00:40:05,0.0,0.0,0.0,35.22,,,3.08,3.07,2.43,2.18,3.08,3.07,-75.0,74.8,,73862.0,,
06/01/2021 00:41:04,0.0,0.0,0.0,34.08,,,2.57,2.83,0.73,2.07,1.68,2.83,-75.0,74.84,,73862.0,,
06/01/2021 00:42:05,0.0,0.0,0.0,35.7,,,3.53,3.45,2.13,1.9,3.48,3.15,-75.0,74.88,,73862.0,,
06/01/2021 00:43:05,0.0,0.0,0.0,34.69,,,2.6,2.93,1.9,1.98,2.3,2.73,-75.0,74.88,,73862.0,,
06/01/2021 00:44:04,0.0,0.0,0.0,34.71,,,2.6,3.4,1.53,1.77,2.6,2.7,-75.0,74.8,,73862.0,,
06/01/2021 00:45:06,0.0,0.0,0.0,35.5,,,2.18,3.52,1.63,2.5,2.18,3.27,-75.0,74.73,,73862.0,,
06/01/2021 00:46:05,0.0,0.0,0.0,35.03,,,3.0,2.85,2.07,2.0,3.0,2.85,-75.0,74.7,,73862.0,,
06/01/2021 00:47:05,0.0,0.0,0.0,34.11,,,2.55,2.68,1.53,1.58,2.55,2.68,-75.0,74.7,,73862.0,,
06/01/2021 00:48:04,0.0,0.0,0.0,34.15,,,1.53,2.15,0.98,1.28,1.53,2.15,-75.0,74.77,,73862.0,,
06/01/2021 00:49:05,0.0,0.0,0.0,33.89,,,2.8,4.23,1.9,2.23,2.8,3.08,-75.0,74.77,,73862.0,,
06/01/2021 00:50:06,0.0,0.0,0.0,35.22,,,2.42,3.48,1.58,2.05,2.42,3.22,-75.0,74.57,,73862.0,,
06/01/2021 00:51:12,0.0,0.0,0.0,34.4,,,2.65,2.3,1.58,1.55,2.65,2.12,-75.0,74.3,,73862.0,,
06/01/2021 00:52:19,0.0,0.0,0.0,34.84,,,2.45,3.1,2.0,1.93,2.45,2.58,-75.0,73.92,,73862.0,,
06/01/2021 00:53:03,0.0,0.0,0.0,35.1,,,2.97,2.83,1.9,1.98,2.77,2.75,-75.0,73.62,,73862.0,,
06/01/2021 00:54:12,0.0,0.0,0.0,35.53,,,2.7,2.75,1.95,1.83,2.7,2.75,-75.0,73.26,,73862.0,,
06/01/2021 00:55:04,0.0,0.0,0.0,37.03,,,3.48,3.82,2.43,2.0,3.48,3.35,-75.0,72.9,,73862.0,,
06/01/2021 00:56:05,0.0,0.0,0.0,38.17,,,3.08,2.6,1.83,1.98,2.93,2.6,-75.0,72.52,,73862.0,,
06/01/2021 00:57:05,0.0,0.0,0.0,38.5,,,2.15,2.85,1.38,1.5,2.15,2.85,-75.0,72.32,,73862.0,,
06/01/2021 00:58:05,0.0,0.0,0.0,39.2,,,2.75,3.57,1.83,2.27,2.63,3.57,-75.0,72.23,,73862.0,,
06/01/2021 00:59:05,0.0,0.0,0.0,39.04,,,3.6,3.48,2.45,2.18,3.6,3.48,-75.0,72.12,,73862.0,,
06/01/2021 01:00:06,0.0,0.0,0.0,39.35,,,3.28,4.63,2.38,2.65,3.28,4.2,-75.0,71.89,,73862.0,,
06/01/2021 01:01:05,0.0,0.0,0.0,39.13,,,3.08,3.42,1.98,2.05,3.08,3.35,-75.0,71.51,,73862.0,,
06/01/2021 01:02:03,0.0,0.0,0.0,39.79,,,4.25,4.43,2.4,2.4,3.55,3.9,-75.0,71.11,,73862.0,,
