InstrumentName, Wash Park West B
StartTime, 2020-12-01 00:00:00
EndTime, 2020-12-31 23:59:59
Date,PM2.5
12/01/2020 00:01:46.000000,1.67
12/01/2020 00:03:46.000000,2.15
12/01/2020 00:05:46.000000,2.65
12/01/2020 00:07:46.000000,1.64
12/01/2020 00:09:46.000000,1.95
12/01/2020 00:11:46.000000,2.33
12/01/2020 00:13:46.000000,2.93
12/01/2020 00:15:46.000000,2.16
12/01/2020 00:17:46.000000,2.63
12/01/2020 00:19:46.000000,1.76
12/01/2020 00:21:46.000000,2.18
12/01/2020 00:23:46.000000,2.9
12/01/2020 00:25:46.000000,3.81
12/01/2020 00:27:46.000000,4.32
12/01/2020 00:29:46.000000,4.29
12/01/2020 00:31:46.000000,4.5
12/01/2020 00:33:46.000000,4.0
12/01/2020 00:35:46.000000,4.37
12/01/2020 00:37:46.000000,4.55
12/01/2020 00:39:46.000000,3.64
12/01/2020 00:41:46.000000,4.57
12/01/2020 00:43:46.000000,4.09
12/01/2020 00:45:46.000000,5.42
12/01/2020 00:47:46.000000,5.8
12/01/2020 00:49:46.000000,6.35
12/01/2020 00:51:46.000000,5.19
12/01/2020 00:53:46.000000,4.2
12/01/2020 00:55:46.000000,5.16
12/01/2020 00:57:46.000000,5.51
12/01/2020 00:59:46.000000,5.64
12/01/2020 01:01:46.000000,5.14
12/01/2020 01:03:46.000000,5.19
12/01/2020 01:05:46.000000,4.97
12/01/2020 01:07:46.000000,5.33
12/01/2020 01:09:46.000000,6.27
12/01/2020 01:11:46.000000,5.7
12/01/2020 01:13:46.000000,6.41
12/01/2020 01:15:46.000000,9.32
12/01/2020 01:17:46.000000,10.71
12/01/2020 01:19:46.000000,10.57
12/01/2020 01:21:46.000000,11.3
12/01/2020 01:23:46.000000,11.41
12/01/2020 01:25:46.000000,11.9
12/01/2020 01:27:46.000000,13.32
12/01/2020 01:29:46.000000,17.25
12/01/2020 01:31:46.000000,19.72
12/01/2020 01:33:46.000000,19.34
12/01/2020 01:35:46.000000,25.52
12/01/2020 01:37:46.000000,28.89
12/01/2020 01:39:46.000000,29.59
12/01/2020 01:41:46.000000,25.91
12/01/2020 01:43:46.000000,20.82
12/01/2020 01:45:46.000000,22.84
12/01/2020 01:47:46.000000,21.05
12/01/2020 01:49:46.000000,19.49
12/01/2020 01:51:46.000000,20.57
12/01/2020 01:53:46.000000,20.19
12/01/2020 01:55:46.000000,17.98
12/01/2020 01:57:46.000000,16.86
12/01/2020 01:59:46.000000,16.38
12/01/2020 02:01:46.000000,16.09
12/01/2020 02:03:46.000000,16.53
12/01/2020 02:05:46.000000,15.32
12/01/2020 02:07:46.000000,15.23
12/01/2020 02:09:46.000000,14.72
12/01/2020 02:11:46.000000,13.67
12/01/2020 02:13:46.000000,13.84
12/01/2020 02:15:46.000000,13.4
12/01/2020 02:17:46.000000,11.98
12/01/2020 02:19:46.000000,12.29
12/01/2020 02:21:46.000000,11.77
12/01/2020 02:23:46.000000,10.18
12/01/2020 02:25:46.000000,10.17
12/01/2020 02:27:46.000000,12.52
12/01/2020 02:29:46.000000,12.16
12/01/2020 02:31:46.000000,12.56
12/01/2020 02:33:46.000000,10.79
12/01/2020 02:35:46.000000,11.93
12/01/2020 02:37:46.000000,9.74
12/01/2020 02:39:46.000000,9.12
12/01/2020 02:41:46.000000,9.83
12/01/2020 02:43:46.000000,11.35
12/01/2020 02:45:46.000000,9.74
12/01/2020 02:47:46.000000,10.21
12/01/2020 02:49:46.000000,10.72
12/01/2020 02:51:46.000000,10.67
12/01/2020 02:53:46.000000,10.56
12/01/2020 02:55:46.000000,10.72
12/01/2020 02:57:46.000000,10.84
12/01/2020 02:59:46.000000,14.54
12/01/2020 03:01:46.000000,16.05
12/01/2020 03:03:46.000000,15.12
12/01/2020 03:05:46.000000,16.69
12/01/2020 03:07:46.000000,18.51
12/01/2020 03:09:46.000000,19.44
12/01/2020 03:11:46.000000,21.93
12/01/2020 03:13:46.000000,20.81
12/01/2020 03:15:46.000000,16.57
12/01/2020 03:17:46.000000,13.66
12/01/2020 03:19:46.000000,12.84
12/01/2020 03:21:46.000000,11.4
12/01/2020 03:23:46.000000,9.79
12/01/2020 03:25:46.000000,8.73
12/01/2020 03:27:46.000000,9.8
12/01/2020 03:29:46.000000,8.7
12/01/2020 03:31:46.000000,9.07
12/01/2020 03:33:46.000000,12.67
12/01/2020 03:35:46.000000,11.0
12/01/2020 03:37:46.000000,9.81
12/01/2020 03:39:46.000000,9.02
12/01/2020 03:41:46.000000,8.6
12/01/2020 03:43:46.000000,8.84
12/01/2020 03:45:46.000000,17.7
12/01/2020 03:47:46.000000,18.69
12/01/2020 03:49:46.000000,15.31
12/01/2020 03:51:46.000000,9.39
12/01/2020 03:53:46.000000,12.35
12/01/2020 03:55:46.000000,14.88
12/01/2020 03:57:46.000000,12.18
12/01/2020 03:59:46.000000,10.21
12/01/2020 04:01:46.000000,10.6
12/01/2020 04:03:46.000000,8.15
12/01/2020 04:05:46.000000,5.97
12/01/2020 04:07:46.000000,5.5
12/01/2020 04:09:46.000000,5.13
12/01/2020 04:11:46.000000,4.88
12/01/2020 04:13:46.000000,4.47
12/01/2020 04:15:46.000000,3.73
12/01/2020 04:17:46.000000,4.54
12/01/2020 04:19:46.000000,4.39
12/01/2020 04:21:46.000000,3.4
12/01/2020 04:23:46.000000,4.42
12/01/2020 04:25:46.000000,9.0
12/01/2020 04:27:46.000000,9.73
12/01/2020 04:29:46.000000,9.88
12/01/2020 04:31:46.000000,10.62
12/01/2020 04:33:46.000000,11.55
12/01/2020 04:35:46.000000,12.11
12/01/2020 04:37:46.000000,13.12
12/01/2020 04:39:46.000000,14.33
12/01/2020 04:41:46.000000,15.4
12/01/2020 04:43:46.000000,16.91
12/01/2020 04:45:46.000000,17.59
12/01/2020 04:47:46.000000,13.9
12/01/2020 04:49:46.000000,10.43
12/01/2020 04:51:46.000000,6.53
12/01/2020 04:53:46.000000,4.75
12/01/2020 04:55:46.000000,3.83
12/01/2020 04:57:46.000000,2.78
12/01/2020 04:59:46.000000,3.02
12/01/2020 05:01:46.000000,2.85
12/01/2020 05:03:46.000000,3.22
12/01/2020 05:05:46.000000,3.17
12/01/2020 05:07:46.000000,2.39
12/01/2020 05:09:46.000000,2.84
12/01/2020 05:11:46.000000,2.81
12/01/2020 05:15:46.000000,3.72
12/01/2020 05:17:46.000000,3.95
12/01/2020 05:19:46.000000,5.27
12/01/2020 05:21:46.000000,4.56
12/01/2020 05:23:46.000000,4.9
12/01/2020 05:25:46.000000,6.23
12/01/2020 05:29:46.000000,5.71
12/01/2020 05:31:46.000000,5.41
12/01/2020 05:33:46.000000,5.27
12/01/2020 05:35:46.000000,4.38
12/01/2020 05:37:46.000000,4.44
12/01/2020 05:39:46.000000,6.05
