InstrumentName, Columbine Elem (CS22)
StartTime, 2021-11-01 00:00:00
EndTime, 2021-11-30 00:00:00
Date,F1,F3,F4,Hmdty,Lat,Long,PM10,PM102,PM1_0,PM1_02,PM2_5,PM2_52,PM2_5_P,Sig,Temp,Time,Uncertainty,datetime,source_device
11/01/2021 00:00:26,0.0,0.0,0.0,47.58,,,6.67,7.43,3.55,3.22,6.48,7.33,6.713,-51.0,47.32,,-1.0,,
11/01/2021 00:02:03,0.0,0.0,0.0,47.67,,,4.65,5.57,3.23,3.37,4.65,5.23,5.584,-51.0,47.39,,-1.0,,
11/01/2021 00:03:05,0.0,0.0,0.0,47.66,,,4.88,6.37,2.87,2.72,4.88,5.05,5.726,-51.0,47.35,,-1.0,,
11/01/2021 00:04:03,0.0,0.0,0.0,47.91,,,5.05,6.68,3.05,3.77,4.85,5.9,5.705,-51.0,47.28,,-1.0,,
11/01/2021 00:05:04,0.0,0.0,0.0,47.82,,,6.55,7.3,3.42,2.75,5.58,4.67,6.156,-51.0,47.23,,-1.0,,
11/01/2021 00:06:04,0.0,0.0,0.0,47.76,,,5.4,7.55,3.13,3.52,5.17,5.42,5.903,-51.0,47.21,,-1.0,,
11/01/2021 00:07:05,0.0,0.0,0.0,47.68,,,5.55,6.73,3.62,3.12,4.92,6.18,5.748,-51.0,47.19,,-1.0,,
11/01/2021 00:08:03,0.0,0.0,0.0,47.86,,,5.13,6.75,3.0,3.3,4.33,5.1,5.383,-51.0,47.16,,-1.0,,
11/01/2021 00:09:04,0.0,0.0,0.0,47.8,,,6.58,5.07,3.37,2.95,5.35,4.78,6.013,-51.0,47.12,,-1.0,,
11/01/2021 00:10:05,0.0,0.0,0.0,47.74,,,4.85,5.52,1.97,3.0,4.03,4.58,5.198,-51.0,47.12,,-1.0,,
11/01/2021 00:11:05,0.0,0.0,0.0,47.68,,,5.72,5.2,3.17,2.53,5.72,4.97,6.241,-51.0,47.1,,-1.0,,
11/01/2021 00:12:04,0.0,0.0,0.0,47.76,,,7.27,5.82,2.55,2.65,4.12,4.93,5.253,-51.0,47.08,,-1.0,,
11/01/2021 00:13:05,0.0,0.0,0.0,47.79,,,6.03,6.67,2.78,2.77,4.58,5.37,5.537,-51.0,47.07,,-1.0,,
11/01/2021 00:14:03,0.0,0.0,0.0,47.8,,,6.65,4.77,3.4,2.08,5.38,4.58,6.031,-51.0,47.07,,-1.0,,
11/01/2021 00:15:04,0.0,0.0,0.0,47.86,,,5.3,5.37,3.47,3.33,5.3,4.92,5.981,-51.0,47.07,,-1.0,,
11/01/2021 00:16:02,0.0,0.0,0.0,47.92,,,5.75,5.58,3.53,3.1,5.75,4.9,6.258,-51.0,47.05,,-1.0,,
