InstrumentName, Canary-CDPHE-6
StartTime, 2021-11-01 00:00:00
EndTime, 2021-11-30 00:00:00
Date,F1,F3,F4,Hmdty,Lat,Long,PM10,PM102,PM1_0,PM1_02,PM2_5,PM2_52,Sig,Temp,Time,Uncertainty,datetime,source_device
11/01/2021 00:00:04,0.0,0.0,0.0,50.26,,,1.3,1.55,0.8,0.6,1.3,1.2,-79.0,46.92,,1254.0,,
11/01/2021 00:01:04,0.0,0.0,0.0,50.14,,,1.3,0.95,0.45,0.88,1.3,0.95,-79.0,46.98,,1254.0,,
11/01/2021 00:02:27,0.0,0.0,0.0,50.12,,,3.0,2.02,1.3,0.78,2.45,1.88,-79.0,46.98,,1254.0,,
11/01/2021 00:03:05,0.0,0.0,0.0,50.33,,,1.67,1.92,1.35,1.0,1.67,1.3,-79.0,46.72,,1254.0,,
11/01/2021 00:04:13,0.0,0.0,0.0,50.29,,,1.55,1.17,1.0,1.0,1.55,1.17,-79.0,46.74,,1254.0,,
11/01/2021 00:05:06,0.0,0.0,0.0,50.19,,,1.52,1.9,1.0,1.05,1.17,1.9,-79.0,46.72,,1254.0,,
11/01/2021 00:06:05,0.0,0.0,0.0,50.41,,,1.28,1.9,1.0,0.95,1.28,1.65,-79.0,46.54,,1254.0,,
11/01/2021 00:07:05,0.0,0.0,0.0,50.42,,,2.03,2.0,1.0,0.95,2.03,1.35,-79.0,46.51,,1254.0,,
11/01/2021 00:08:13,0.0,0.0,0.0,50.67,,,1.93,1.2,1.0,0.9,1.93,1.2,-79.0,46.36,,1254.0,,
11/01/2021 00:09:05,0.0,0.0,0.0,50.65,,,1.87,1.8,1.0,1.0,1.57,1.3,-79.0,46.35,,1254.0,,
11/01/2021 00:10:05,0.0,0.0,0.0,50.77,,,1.05,1.67,0.95,0.8,1.05,1.52,-79.0,46.33,,1254.0,,
11/01/2021 00:11:06,0.0,0.0,0.0,50.88,,,1.85,1.35,0.9,0.45,1.25,1.28,-79.0,46.18,,1254.0,,
11/01/2021 00:12:29,0.0,0.0,0.0,50.68,,,1.68,1.18,1.0,0.38,1.68,1.0,-79.0,46.4,,1254.0,,
11/01/2021 00:13:04,0.0,0.0,0.0,50.68,,,2.43,1.48,1.48,1.02,2.43,1.48,-79.0,46.42,,1254.0,,
11/01/2021 00:14:05,0.0,0.0,0.0,50.55,,,1.75,1.77,1.15,1.4,1.75,1.77,-79.0,46.49,,1254.0,,
11/01/2021 00:15:04,0.0,0.0,0.0,50.53,,,1.8,2.68,1.02,1.0,1.8,2.45,-79.0,46.56,,1254.0,,
11/01/2021 00:16:07,0.0,0.0,0.0,50.77,,,2.02,1.57,0.93,0.62,1.65,1.5,-79.0,46.42,,1254.0,,
11/01/2021 00:17:05,0.0,0.0,0.0,50.79,,,1.78,1.83,1.38,0.7,1.78,1.33,-79.0,46.4,,1254.0,,
11/01/2021 00:18:06,0.0,0.0,0.0,50.97,,,1.52,1.8,1.0,1.0,1.42,1.8,-79.0,46.35,,1254.0,,
11/01/2021 00:19:04,0.0,0.0,0.0,51.05,,,1.85,2.27,1.15,1.4,1.82,2.02,-79.0,46.31,,1254.0,,
11/01/2021 00:20:05,0.0,0.0,0.0,51.08,,,2.2,1.15,1.15,1.0,1.95,1.1,-79.0,46.31,,1254.0,,
11/01/2021 00:21:20,0.0,0.0,0.0,51.44,,,1.75,1.65,1.3,0.95,1.7,1.65,-79.0,46.11,,1254.0,,
11/01/2021 00:22:06,0.0,0.0,0.0,51.64,,,2.35,2.1,1.1,1.0,2.35,1.4,-79.0,46.09,,1254.0,,
11/01/2021 00:23:12,0.0,0.0,0.0,51.83,,,3.35,1.5,2.0,1.05,2.35,1.5,-79.0,46.09,,1254.0,,
11/01/2021 00:24:04,0.0,0.0,0.0,52.55,,,3.05,1.6,1.5,0.95,1.95,1.25,-79.0,45.93,,1254.0,,
11/01/2021 00:25:05,0.0,0.0,0.0,53.55,,,3.0,1.6,1.8,1.0,2.9,1.6,-79.0,45.9,,1254.0,,
11/01/2021 00:26:06,0.0,0.0,0.0,54.22,,,2.67,2.27,1.32,1.05,2.4,1.9,-79.0,45.75,,1254.0,,
11/01/2021 00:27:12,0.0,0.0,0.0,54.17,,,1.73,2.08,1.35,1.07,1.73,1.6,-79.0,45.63,,1254.0,,
11/01/2021 00:28:05,0.0,0.0,0.0,55.03,,,1.78,0.88,0.87,0.78,1.78,0.88,-79.0,45.34,,1254.0,,
