InstrumentName, SAMS
StartTime, 2021-11-01 00:00:00
EndTime, 2021-11-30 00:00:00
Date,42603,68108,85101,Ambient Avg Temperature,Barometric pressure,Carbon monoxide,Nitric oxide,Nitrogen dioxide,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Relative Humidity,Wind Direction,Wind speed
11/01/2021 00:00:00,4.7,0.808,9.273684,4.5,,0.15,0.2,4.5,,5.2,64.8,309.0,0.7
11/01/2021 00:01:00,4.7,0.808,16.452632,4.5,,0.14,0.2,4.4,,5.9,64.8,279.7,0.1
11/01/2021 00:02:00,4.7,0.808,11.979412,4.5,,0.15,0.2,4.4,,6.5,64.8,207.8,0.1
11/01/2021 00:03:00,4.6,0.808,9.110256,4.5,,0.15,0.2,4.4,,6.1,64.8,183.7,0.8
11/01/2021 00:04:00,4.5,0.808,13.331429,4.5,,0.14,0.1,4.3,,6.4,64.8,177.2,0.6
11/01/2021 00:05:00,4.4,0.808,11.872222,4.5,,0.14,0.1,4.2,,7.3,64.8,224.9,0.5
11/01/2021 00:06:00,4.3,0.808,9.730769,4.5,,0.15,0.1,4.1,,6.5,64.8,231.3,0.0
11/01/2021 00:07:00,4.1,0.808,11.594595,4.5,,0.15,0.1,4.0,,7.0,64.8,288.7,0.0
11/01/2021 00:08:00,4.0,0.808,9.686111,4.5,,0.15,0.1,3.9,,6.9,64.8,324.2,0.0
11/01/2021 00:09:00,4.0,0.808,12.488889,4.5,,0.15,0.1,3.9,,7.5,64.8,297.4,0.0
11/01/2021 00:10:00,4.1,0.808,12.483333,4.5,,0.15,0.1,4.0,,6.3,64.8,306.3,0.6
11/01/2021 00:11:00,4.1,0.808,7.94,4.5,,0.15,0.1,4.0,,6.0,65.2,276.5,1.0
11/01/2021 00:12:00,4.2,0.808,9.784211,4.5,,0.13,0.1,4.1,,6.0,65.6,283.4,1.0
11/01/2021 00:13:00,4.4,0.808,11.072973,4.5,,0.15,0.1,4.3,,6.6,65.4,298.5,0.9
11/01/2021 00:14:00,4.6,0.808,12.541667,4.5,,0.15,0.1,4.4,,6.4,64.8,322.4,1.4
11/01/2021 00:15:00,4.7,0.808,15.15,4.5,,0.16,0.1,4.6,,6.1,64.8,327.6,1.5
11/01/2021 00:16:00,4.9,0.808,12.833333,4.5,,0.14,0.1,4.7,,6.7,64.8,300.8,1.3
11/01/2021 00:17:00,5.0,0.808,9.544444,4.5,,0.15,0.1,4.9,,6.4,64.8,298.2,0.9
11/01/2021 00:18:00,5.2,0.808,8.0,4.5,,0.15,0.2,5.0,,6.4,64.8,288.4,1.2
11/01/2021 00:19:00,5.3,0.81,9.215385,4.5,,0.15,0.2,5.1,,6.2,64.8,288.5,0.6
11/01/2021 00:20:00,5.5,0.813,10.751429,4.5,,0.15,0.2,5.3,,6.3,64.8,293.7,0.5
11/01/2021 00:21:00,5.6,0.808,13.082353,4.5,,0.15,0.2,5.3,,7.5,64.8,263.6,1.0
11/01/2021 00:22:00,5.7,0.808,14.384211,4.5,,0.18,0.2,5.4,,9.0,64.8,272.1,0.8
11/01/2021 00:23:00,5.9,0.808,12.469231,4.5,,0.21,0.2,5.6,,7.8,64.8,265.9,0.8
11/01/2021 00:24:00,6.0,0.808,9.205556,4.5,,0.2,0.2,5.7,,6.1,64.8,260.6,0.9
11/01/2021 00:25:00,6.1,0.808,11.933333,4.5,,0.2,0.2,5.9,,6.4,64.8,255.2,0.7
11/01/2021 00:26:00,6.3,0.81,13.457143,4.5,,0.19,0.2,6.1,,6.1,64.8,256.4,1.0
