InstrumentName, Woods Park B,,
StartTime, 2022-02-01 00:00:00,,
EndTime, 2022-02-28 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
02/01/2022 00:01:12.000000,1.93,3.05,2.53
02/01/2022 00:03:12.000000,2.02,3.0,2.66
02/01/2022 00:05:12.000000,1.39,2.45,1.93
02/01/2022 00:07:12.000000,1.12,1.97,1.83
02/01/2022 00:09:12.000000,0.92,2.0,1.25
02/01/2022 00:11:12.000000,0.9,1.17,1.09
02/01/2022 00:15:14.000000,1.0,2.07,1.59
02/01/2022 00:17:12.000000,1.07,2.1,1.45
02/01/2022 00:21:12.000000,0.97,1.55,1.41
02/01/2022 00:23:12.000000,0.5,1.48,1.05
02/01/2022 00:25:12.000000,0.88,1.44,1.37
02/01/2022 00:27:12.000000,0.88,1.67,1.6
02/01/2022 00:31:12.000000,0.54,0.93,0.93
02/01/2022 00:35:12.000000,0.71,1.51,1.15
02/01/2022 00:37:12.000000,0.64,1.38,1.05
02/01/2022 00:39:12.000000,0.68,1.03,1.03
02/01/2022 00:41:12.000000,0.66,1.39,0.92
02/01/2022 00:43:12.000000,0.39,0.77,0.77
02/01/2022 00:45:12.000000,0.53,1.09,0.95
02/01/2022 00:47:12.000000,0.45,0.9,0.69
02/01/2022 00:49:12.000000,0.42,1.29,0.95
02/01/2022 00:51:12.000000,0.49,1.46,0.98
02/01/2022 00:53:12.000000,0.39,0.86,0.82
02/01/2022 00:55:12.000000,0.36,1.14,0.9
02/01/2022 00:59:12.000000,0.45,0.83,0.83
02/01/2022 01:01:12.000000,0.57,1.04,0.84
02/01/2022 01:03:12.000000,0.65,1.35,1.16
02/01/2022 01:05:12.000000,0.73,1.4,1.33
02/01/2022 01:07:12.000000,0.59,1.52,1.28
02/01/2022 01:09:12.000000,1.0,1.79,1.56
02/01/2022 01:13:12.000000,2.4,4.62,4.35
02/01/2022 01:17:12.000000,10.42,16.09,14.79
02/01/2022 01:19:12.000000,10.07,15.11,12.98
02/01/2022 01:21:12.000000,8.86,12.86,11.91
02/01/2022 01:23:12.000000,9.42,13.19,11.75
02/01/2022 01:27:13.000000,6.11,10.0,8.86
02/01/2022 01:31:13.000000,1.82,2.95,2.93
02/01/2022 01:33:13.000000,2.47,3.63,3.12
02/01/2022 01:37:13.000000,3.58,6.12,4.88
02/01/2022 01:39:13.000000,1.54,2.7,2.18
02/01/2022 01:43:13.000000,2.92,4.95,4.25
02/01/2022 01:45:13.000000,2.34,3.59,3.16
02/01/2022 01:47:13.000000,1.59,2.68,2.36
02/01/2022 01:51:13.000000,0.39,1.1,0.85
02/01/2022 01:53:13.000000,0.2,0.88,0.88
02/01/2022 01:55:13.000000,1.2,1.5,1.5
02/01/2022 01:57:13.000000,0.64,1.04,0.82
02/01/2022 01:59:13.000000,0.49,1.9,1.32
02/01/2022 02:01:13.000000,0.88,1.47,1.17
02/01/2022 02:03:13.000000,1.0,2.03,1.59
02/01/2022 02:05:13.000000,1.2,1.95,1.71
02/01/2022 02:09:13.000000,1.17,1.59,1.41
02/01/2022 02:11:13.000000,1.76,2.56,2.37
02/01/2022 02:13:13.000000,3.12,4.82,4.36
02/01/2022 02:15:13.000000,2.23,3.91,3.48
02/01/2022 02:17:13.000000,2.6,3.95,3.47
02/01/2022 02:21:13.000000,7.98,14.44,11.3
02/01/2022 02:25:13.000000,10.31,16.76,15.07
02/01/2022 02:27:13.000000,5.27,7.31,6.1
02/01/2022 02:29:14.000000,2.12,3.0,2.74
02/01/2022 02:31:13.000000,2.14,3.03,2.97
02/01/2022 02:35:13.000000,1.73,2.89,2.43
02/01/2022 02:39:13.000000,3.88,5.38,4.92
02/01/2022 02:41:13.000000,3.75,5.19,4.81
02/01/2022 02:43:13.000000,3.79,5.19,4.67
02/01/2022 02:45:13.000000,3.16,4.84,4.24
02/01/2022 02:47:13.000000,4.18,6.28,5.52
02/01/2022 02:49:13.000000,4.81,6.29,5.95
02/01/2022 02:53:13.000000,5.75,8.37,7.23
02/01/2022 02:55:13.000000,6.68,8.31,8.14
02/01/2022 02:57:13.000000,6.81,9.25,8.17
02/01/2022 02:59:13.000000,7.82,10.89,10.3
02/01/2022 03:01:13.000000,8.0,11.11,10.66
02/01/2022 03:03:13.000000,11.6,15.53,14.31
02/01/2022 03:07:13.000000,11.64,13.47,12.93
02/01/2022 03:09:13.000000,8.84,12.09,11.75
02/01/2022 03:11:14.000000,9.35,13.7,12.46
02/01/2022 03:13:13.000000,9.55,12.53,11.95
02/01/2022 03:15:13.000000,8.76,12.97,11.88
02/01/2022 03:17:14.000000,8.66,12.29,10.88
02/01/2022 03:19:13.000000,6.75,9.59,8.46
02/01/2022 03:21:13.000000,6.46,7.98,7.69
02/01/2022 03:23:14.000000,6.63,9.6,8.47
02/01/2022 03:27:14.000000,6.35,9.56,8.39
02/01/2022 03:29:14.000000,6.12,8.47,8.12
02/01/2022 03:31:14.000000,4.04,5.61,5.12
02/01/2022 03:35:14.000000,3.39,4.42,4.32
02/01/2022 03:37:14.000000,3.03,4.14,3.97
02/01/2022 03:39:14.000000,2.89,4.89,4.23
02/01/2022 03:43:14.000000,4.0,6.32,5.43
02/01/2022 03:45:14.000000,5.13,6.9,6.62
02/01/2022 03:47:14.000000,4.61,6.57,5.84
02/01/2022 03:49:14.000000,3.96,5.55,5.38
02/01/2022 03:51:14.000000,3.56,5.32,4.9
02/01/2022 03:53:14.000000,4.1,5.82,5.2
02/01/2022 03:55:14.000000,3.16,4.81,4.52
02/01/2022 03:59:14.000000,3.1,5.41,4.09
02/01/2022 04:01:14.000000,3.29,4.57,4.36
02/01/2022 04:05:14.000000,4.61,6.23,5.77
02/01/2022 04:09:14.000000,4.91,7.38,6.83
02/01/2022 04:11:14.000000,5.05,7.63,6.8
02/01/2022 04:13:14.000000,4.16,5.82,5.53
02/01/2022 04:17:14.000000,3.63,5.53,4.98
02/01/2022 04:19:14.000000,4.17,7.66,6.05
02/01/2022 04:21:14.000000,3.58,4.86,4.39
02/01/2022 04:23:14.000000,3.7,4.93,4.55
02/01/2022 04:25:14.000000,4.19,5.36,5.12
02/01/2022 04:27:15.000000,4.0,5.47,5.0
02/01/2022 04:29:15.000000,3.53,5.36,4.55
02/01/2022 04:31:15.000000,3.76,5.34,5.17
02/01/2022 04:33:15.000000,2.74,4.53,3.83
02/01/2022 04:35:15.000000,2.8,4.21,3.77
02/01/2022 04:37:15.000000,2.68,4.25,3.53
02/01/2022 04:39:15.000000,3.07,3.9,3.85
02/01/2022 04:41:15.000000,3.02,4.14,4.02
02/01/2022 04:43:15.000000,2.64,3.98,3.7
02/01/2022 04:45:15.000000,2.68,4.04,3.46
02/01/2022 04:49:15.000000,2.73,3.93,3.34
02/01/2022 04:51:15.000000,4.24,7.29,6.12
02/01/2022 04:53:15.000000,3.55,5.7,5.0
02/01/2022 04:55:17.000000,2.67,3.9,3.53
02/01/2022 04:57:15.000000,2.68,4.34,3.68
02/01/2022 04:59:15.000000,2.6,4.98,3.91
02/01/2022 05:01:15.000000,2.48,4.12,3.88
02/01/2022 05:05:15.000000,2.33,3.95,3.43
02/01/2022 05:07:15.000000,2.95,4.1,3.86
02/01/2022 05:09:15.000000,2.75,4.46,3.96
02/01/2022 05:11:15.000000,2.36,4.1,3.52
