InstrumentName, Woods Park,,
StartTime, 2020-03-01 00:00:00,,
EndTime, 2020-03-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
03/01/2020 00:00:13.000000,0.65,1.03,1.03
03/01/2020 00:02:13.000000,0.51,1.01,1.01
03/01/2020 00:04:13.000000,0.55,1.15,0.93
03/01/2020 00:06:13.000000,0.43,1.1,0.87
03/01/2020 00:08:13.000000,0.43,0.84,0.67
03/01/2020 00:10:13.000000,0.54,0.84,0.68
03/01/2020 00:12:13.000000,0.47,0.88,0.67
03/01/2020 00:14:13.000000,0.39,0.86,0.86
03/01/2020 00:16:13.000000,0.62,1.41,0.96
03/01/2020 00:18:13.000000,0.69,1.09,1.04
03/01/2020 00:20:13.000000,0.91,1.24,1.16
03/01/2020 00:22:13.000000,1.28,1.92,1.75
03/01/2020 00:24:13.000000,1.28,2.06,1.85
03/01/2020 00:26:13.000000,1.94,2.75,2.54
03/01/2020 00:28:13.000000,1.52,2.68,2.3
03/01/2020 00:30:13.000000,1.24,2.24,2.11
03/01/2020 00:32:13.000000,1.13,1.84,1.62
03/01/2020 00:34:13.000000,1.0,1.9,1.9
03/01/2020 00:36:13.000000,1.18,2.52,1.83
03/01/2020 00:38:13.000000,1.93,2.94,2.74
03/01/2020 00:40:13.000000,1.59,2.86,2.54
03/01/2020 00:42:13.000000,1.49,2.25,2.09
03/01/2020 00:44:13.000000,1.75,2.86,2.86
03/01/2020 00:46:13.000000,2.11,3.21,2.92
03/01/2020 00:48:13.000000,1.96,2.49,2.49
03/01/2020 00:50:13.000000,2.09,3.01,2.91
03/01/2020 00:52:13.000000,1.78,2.99,2.76
03/01/2020 00:54:13.000000,1.79,2.72,2.59
03/01/2020 00:56:13.000000,1.28,2.49,2.03
03/01/2020 00:58:13.000000,1.21,2.1,2.1
03/01/2020 01:00:13.000000,1.25,1.97,1.97
03/01/2020 01:02:13.000000,1.76,2.34,2.34
03/01/2020 01:04:13.000000,2.18,3.18,2.87
03/01/2020 01:06:13.000000,2.0,2.69,2.69
03/01/2020 01:08:13.000000,1.73,2.58,2.37
03/01/2020 01:10:13.000000,1.63,2.34,2.23
03/01/2020 01:12:13.000000,1.65,2.45,2.2
03/01/2020 01:14:13.000000,2.1,2.81,2.81
03/01/2020 01:16:13.000000,1.66,2.52,2.43
03/01/2020 01:18:13.000000,1.83,2.78,2.64
03/01/2020 01:20:13.000000,1.86,2.94,2.54
03/01/2020 01:22:13.000000,1.74,2.75,2.57
03/01/2020 01:24:13.000000,1.97,2.6,2.44
03/01/2020 01:26:13.000000,2.1,3.22,3.13
03/01/2020 01:28:13.000000,1.86,2.76,2.59
03/01/2020 01:30:13.000000,2.17,2.93,2.8
03/01/2020 01:32:13.000000,2.16,3.35,3.15
03/01/2020 01:34:13.000000,2.19,3.12,2.88
03/01/2020 01:36:13.000000,1.65,2.14,2.14
03/01/2020 01:38:13.000000,2.4,3.47,3.21
03/01/2020 01:40:12.000000,2.45,3.54,3.35
03/01/2020 01:42:13.000000,2.52,3.64,3.55
03/01/2020 01:44:12.000000,2.35,4.07,3.38
03/01/2020 01:46:13.000000,1.83,2.11,2.07
03/01/2020 01:48:12.000000,1.78,2.21,2.15
03/01/2020 01:50:12.000000,1.96,2.81,2.81
03/01/2020 01:52:12.000000,2.28,3.39,3.18
03/01/2020 01:54:12.000000,2.31,3.46,3.3
03/01/2020 01:56:12.000000,1.84,2.61,2.49
03/01/2020 01:58:12.000000,3.04,4.32,4.16
03/01/2020 02:02:12.000000,2.68,4.01,3.89
03/01/2020 02:04:13.000000,2.36,3.41,3.14
03/01/2020 02:06:12.000000,2.41,3.49,3.31
03/01/2020 02:08:12.000000,2.47,3.78,3.49
03/01/2020 02:10:12.000000,2.08,3.51,3.14
03/01/2020 02:12:12.000000,2.6,3.33,3.2
03/01/2020 02:14:12.000000,2.44,3.46,3.28
03/01/2020 02:16:12.000000,2.27,3.09,2.73
03/01/2020 02:18:12.000000,2.35,3.87,3.65
03/01/2020 02:20:12.000000,2.22,3.16,3.07
03/01/2020 02:22:13.000000,2.79,3.84,3.67
03/01/2020 02:24:12.000000,2.87,3.72,3.67
03/01/2020 02:26:12.000000,2.97,4.45,4.27
03/01/2020 02:28:12.000000,2.93,4.58,4.29
03/01/2020 02:30:12.000000,2.69,3.61,3.61
03/01/2020 02:32:13.000000,2.68,4.24,3.94
03/01/2020 02:34:12.000000,3.17,4.46,4.19
03/01/2020 02:36:12.000000,3.08,4.49,3.82
03/01/2020 02:38:12.000000,3.61,5.09,4.45
03/01/2020 02:40:12.000000,3.55,5.03,4.24
03/01/2020 02:42:12.000000,4.0,5.39,5.39
03/01/2020 02:44:12.000000,4.27,5.9,5.86
03/01/2020 02:46:13.000000,4.94,6.33,6.09
03/01/2020 02:48:13.000000,5.33,7.58,7.04
03/01/2020 02:50:12.000000,5.16,7.26,7.26
03/01/2020 02:52:12.000000,5.23,7.13,6.93
03/01/2020 02:54:12.000000,6.03,8.16,8.07
03/01/2020 02:56:13.000000,6.72,9.59,9.21
03/01/2020 02:58:12.000000,6.94,9.43,8.97
03/01/2020 03:00:12.000000,6.37,8.82,8.32
03/01/2020 03:02:13.000000,7.08,9.77,9.61
03/01/2020 03:04:12.000000,6.79,9.37,9.19
03/01/2020 03:06:12.000000,6.72,9.6,8.84
03/01/2020 03:08:13.000000,8.01,10.32,9.88
03/01/2020 03:10:12.000000,10.8,14.89,14.15
03/01/2020 03:12:12.000000,11.77,16.52,15.28
03/01/2020 03:14:12.000000,10.8,14.3,13.68
03/01/2020 03:16:12.000000,10.19,13.43,12.59
03/01/2020 03:18:12.000000,10.89,14.72,14.54
03/01/2020 03:20:12.000000,10.72,14.13,13.61
03/01/2020 03:22:13.000000,11.29,15.03,13.97
03/01/2020 03:24:12.000000,11.9,16.29,15.63
03/01/2020 03:26:13.000000,13.16,17.13,16.64
03/01/2020 03:28:13.000000,12.74,16.51,15.83
03/01/2020 03:30:12.000000,13.46,17.9,17.21
03/01/2020 03:32:12.000000,12.46,16.65,15.99
03/01/2020 03:34:12.000000,12.34,15.97,15.46
03/01/2020 03:36:12.000000,11.59,15.34,15.06
03/01/2020 03:38:13.000000,11.96,15.94,15.06
03/01/2020 03:40:12.000000,10.0,13.69,12.84
03/01/2020 03:42:12.000000,10.7,14.87,13.54
03/01/2020 03:44:12.000000,10.45,13.54,12.89
03/01/2020 03:46:13.000000,9.87,12.63,12.26
03/01/2020 03:48:12.000000,8.88,12.08,11.62
