InstrumentName, West Denver PA-II,
StartTime, 2022-11-01 00:00:00,
EndTime, 2022-11-30 23:59:59,
Date,humidity,temp_f
11/01/2022 00:01:45.000000,15.0,72.0
11/01/2022 00:03:46.000000,16.0,72.0
11/01/2022 00:05:45.000000,16.0,72.0
11/01/2022 00:07:46.000000,16.0,72.0
11/01/2022 00:09:45.000000,16.0,72.0
11/01/2022 00:11:45.000000,16.0,71.0
11/01/2022 00:13:46.000000,17.0,71.0
11/01/2022 00:15:45.000000,17.0,71.0
11/01/2022 00:17:46.000000,17.0,71.0
11/01/2022 00:19:46.000000,17.0,71.0
11/01/2022 00:21:46.000000,17.0,71.0
11/01/2022 00:23:46.000000,17.0,70.0
11/01/2022 00:25:45.000000,17.0,70.0
11/01/2022 00:27:46.000000,17.0,70.0
11/01/2022 00:29:46.000000,17.0,70.0
11/01/2022 00:31:46.000000,17.0,70.0
11/01/2022 00:33:46.000000,18.0,69.0
11/01/2022 00:35:46.000000,18.0,69.0
11/01/2022 00:37:46.000000,18.0,69.0
11/01/2022 00:39:46.000000,18.0,69.0
11/01/2022 00:41:46.000000,18.0,68.0
11/01/2022 00:43:46.000000,18.0,68.0
11/01/2022 00:45:46.000000,17.0,68.0
11/01/2022 00:47:46.000000,17.0,68.0
11/01/2022 00:49:46.000000,17.0,68.0
11/01/2022 00:51:46.000000,18.0,68.0
11/01/2022 00:53:46.000000,18.0,68.0
11/01/2022 00:55:46.000000,18.0,68.0
11/01/2022 00:57:46.000000,18.0,68.0
11/01/2022 00:59:46.000000,18.0,67.0
11/01/2022 01:01:46.000000,18.0,67.0
11/01/2022 01:03:46.000000,18.0,67.0
11/01/2022 01:05:46.000000,18.0,67.0
11/01/2022 01:07:46.000000,19.0,67.0
11/01/2022 01:09:46.000000,19.0,67.0
11/01/2022 01:11:46.000000,19.0,67.0
11/01/2022 01:13:46.000000,20.0,66.0
11/01/2022 01:15:46.000000,20.0,66.0
11/01/2022 01:17:46.000000,20.0,66.0
11/01/2022 01:19:46.000000,20.0,66.0
11/01/2022 01:21:46.000000,20.0,66.0
11/01/2022 01:23:46.000000,20.0,66.0
11/01/2022 01:25:46.000000,21.0,66.0
11/01/2022 01:27:46.000000,21.0,65.0
11/01/2022 01:29:46.000000,21.0,65.0
11/01/2022 01:31:47.000000,21.0,65.0
11/01/2022 01:33:46.000000,22.0,65.0
11/01/2022 01:35:46.000000,21.0,65.0
11/01/2022 01:37:46.000000,22.0,65.0
11/01/2022 01:39:46.000000,22.0,65.0
11/01/2022 01:41:46.000000,21.0,65.0
11/01/2022 01:43:46.000000,21.0,65.0
11/01/2022 01:45:46.000000,21.0,65.0
11/01/2022 01:47:46.000000,21.0,65.0
11/01/2022 01:49:46.000000,21.0,64.0
11/01/2022 01:51:47.000000,21.0,64.0
11/01/2022 01:53:46.000000,21.0,64.0
11/01/2022 01:55:46.000000,21.0,64.0
11/01/2022 01:57:46.000000,21.0,64.0
11/01/2022 01:59:46.000000,21.0,64.0
11/01/2022 02:01:46.000000,21.0,64.0
11/01/2022 02:03:46.000000,22.0,64.0
11/01/2022 02:05:46.000000,22.0,63.0
11/01/2022 02:07:46.000000,22.0,63.0
11/01/2022 02:09:46.000000,22.0,63.0
11/01/2022 02:11:46.000000,22.0,63.0
11/01/2022 02:13:46.000000,22.0,63.0
11/01/2022 02:15:46.000000,22.0,63.0
11/01/2022 02:17:47.000000,22.0,63.0
11/01/2022 02:19:46.000000,22.0,63.0
11/01/2022 02:21:46.000000,22.0,63.0
11/01/2022 02:23:47.000000,23.0,63.0
11/01/2022 02:25:46.000000,23.0,63.0
