InstrumentName, Canary-CDPHE-3,,,,,,,,,,,,,,
StartTime, 2022-11-01 00:00:00,,,,,,,,,,,,,,
EndTime, 2022-11-30 23:59:59,,,,,,,,,,,,,,
Date,*Lat,*Lon,F1,F3,F4,Hmdty,PM10,PM102,PM1_0,PM1_02,PM2_5,PM2_52,Sig,Temp,Uncertainty
11/01/2022 00:00:03.744000,40.580257,-105.015411,0.0,0.0,0.0,14.01,3.65,2.92,1.8,2.0,3.65,2.77,-79.0,65.21,3734.0
11/01/2022 00:01:03.598000,40.580257,-105.015411,0.0,0.0,0.0,14.11,3.18,2.05,1.55,1.45,2.67,2.05,-81.0,65.1,3734.0
11/01/2022 00:02:03.603000,40.580257,-105.015411,0.0,0.0,0.0,14.09,3.9,1.95,2.18,1.35,3.65,1.85,-81.0,64.99,3734.0
11/01/2022 00:03:04.771000,40.580257,-105.015411,0.0,0.0,0.0,14.13,7.07,2.52,1.95,1.5,2.93,2.12,-81.0,64.87,3734.0
11/01/2022 00:04:04.111000,40.580257,-105.015411,0.0,0.0,0.0,14.21,5.85,3.83,2.2,2.6,4.35,3.83,-81.0,64.76,3734.0
11/01/2022 00:05:04.351000,40.580257,-105.015411,0.0,0.0,0.0,14.23,5.42,3.15,2.58,2.05,4.02,2.85,-81.0,64.67,3734.0
11/01/2022 00:06:03.184000,40.580257,-105.015411,0.0,0.0,0.0,14.3,4.08,3.13,2.53,2.0,3.78,2.88,-81.0,64.56,3734.0
11/01/2022 00:07:03.504000,40.580257,-105.015411,0.0,0.0,0.0,14.41,7.18,5.37,4.38,3.97,7.18,5.37,-81.0,64.44,3734.0
11/01/2022 00:08:03.744000,40.580257,-105.015411,0.0,0.0,0.0,14.47,9.32,6.65,5.73,5.15,7.95,6.15,-81.0,64.33,3734.0
11/01/2022 00:09:05.125000,40.580257,-105.015411,0.0,0.0,0.0,14.5,8.2,6.2,4.92,4.35,7.35,5.95,-81.0,64.22,3734.0
11/01/2022 00:10:04.246000,40.580257,-105.015411,0.0,0.0,0.0,14.52,8.13,6.3,4.72,4.57,8.13,6.07,-81.0,64.11,3734.0
11/01/2022 00:11:04.004000,40.580257,-105.015411,0.0,0.0,0.0,14.55,6.2,5.7,3.57,4.02,5.87,5.57,-81.0,64.0,3734.0
11/01/2022 00:12:04.746000,40.580257,-105.015411,0.0,0.0,0.0,14.63,7.73,4.23,4.48,3.72,7.35,4.17,-81.0,63.9,3734.0
11/01/2022 00:13:05.510000,40.580257,-105.015411,0.0,0.0,0.0,14.69,8.73,6.85,5.12,4.3,8.6,6.3,-81.0,63.79,3734.0
11/01/2022 00:14:05.264000,40.580257,-105.015411,0.0,0.0,0.0,14.81,18.05,12.25,9.12,7.35,16.37,10.9,-81.0,63.68,3734.0
11/01/2022 00:15:05.206000,40.580257,-105.015411,0.0,0.0,0.0,14.85,14.98,10.73,8.18,6.25,13.3,9.88,-81.0,63.59,3734.0
11/01/2022 00:16:04.858000,40.580257,-105.015411,0.0,0.0,0.0,14.85,17.55,11.8,9.48,7.5,15.67,10.47,-81.0,63.48,3734.0
11/01/2022 00:17:04.644000,40.580257,-105.015411,0.0,0.0,0.0,14.87,23.7,12.73,11.22,8.53,21.08,12.22,-81.0,63.39,3734.0
11/01/2022 00:18:04.871000,40.580257,-105.015411,0.0,0.0,0.0,14.92,22.67,15.63,12.32,9.7,20.4,15.07,-81.0,63.27,3734.0
11/01/2022 00:19:03.946000,40.580257,-105.015411,0.0,0.0,0.0,15.05,24.2,16.1,11.7,10.5,23.57,15.62,-81.0,63.16,3734.0
11/01/2022 00:20:03.505000,40.580257,-105.015411,0.0,0.0,0.0,15.09,19.32,15.95,10.4,9.0,18.32,14.45,-79.0,63.09,3734.0
11/01/2022 00:21:03.902000,40.580257,-105.015411,0.0,0.0,0.0,15.12,19.4,13.85,9.92,9.0,18.42,13.25,-81.0,63.07,3734.0
11/01/2022 00:22:05.663000,40.580257,-105.015411,0.0,0.0,0.0,15.17,17.47,11.75,10.0,8.05,16.55,10.93,-81.0,63.0,3734.0
11/01/2022 00:23:04.744000,40.580257,-105.015411,0.0,0.0,0.0,15.24,13.95,10.32,7.97,7.73,11.85,10.03,-81.0,62.91,3734.0
11/01/2022 00:24:03.862000,40.580257,-105.015411,0.0,0.0,0.0,15.33,12.72,9.55,6.98,7.13,12.3,9.47,-81.0,62.8,3734.0
11/01/2022 00:25:04.083000,40.580257,-105.015411,0.0,0.0,0.0,15.35,10.8,7.75,6.33,5.73,9.47,7.63,-81.0,62.67,3734.0
11/01/2022 00:26:03.196000,40.580257,-105.015411,0.0,0.0,0.0,15.43,9.6,7.77,5.45,5.17,7.9,7.12,-79.0,62.58,3734.0
11/01/2022 00:27:03.426000,40.580257,-105.015411,0.0,0.0,0.0,15.45,8.72,5.57,4.27,4.37,7.07,5.57,-81.0,62.49,3734.0
11/01/2022 00:28:04.422000,40.580257,-105.015411,0.0,0.0,0.0,15.61,7.48,5.9,4.45,3.93,6.98,5.4,-79.0,62.38,3734.0
11/01/2022 00:29:05.365000,40.580257,-105.015411,0.0,0.0,0.0,15.98,6.65,5.82,4.18,4.17,6.1,5.42,-79.0,62.26,3734.0
11/01/2022 00:30:03.266000,40.580257,-105.015411,0.0,0.0,0.0,16.17,8.03,5.23,4.18,3.9,5.77,4.6,-81.0,62.15,3734.0
11/01/2022 00:31:03.764000,40.580257,-105.015411,0.0,0.0,0.0,16.26,9.05,6.3,4.37,4.23,8.15,5.95,-79.0,62.04,3734.0
11/01/2022 00:32:04.485000,40.580257,-105.015411,0.0,0.0,0.0,16.39,8.98,7.78,4.2,4.93,7.22,5.58,-79.0,61.93,3734.0
11/01/2022 00:33:10.222000,40.580257,-105.015411,0.0,0.0,0.0,16.42,11.13,5.55,4.23,4.3,6.28,5.55,-79.0,61.84,3734.0
11/01/2022 00:34:05.245000,40.580257,-105.015411,0.0,0.0,0.0,16.38,9.65,5.2,3.95,3.6,7.6,5.15,-79.0,61.75,3734.0
11/01/2022 00:35:03.605000,40.580257,-105.015411,0.0,0.0,0.0,16.36,7.58,5.0,2.98,3.22,5.33,4.67,-79.0,61.66,3734.0
11/01/2022 00:36:04.472000,40.580257,-105.015411,0.0,0.0,0.0,16.36,7.83,4.88,3.73,3.68,6.33,4.88,-79.0,61.57,3734.0
11/01/2022 00:37:03.189000,40.580257,-105.015411,0.0,0.0,0.0,16.43,9.08,4.87,3.8,3.38,6.83,4.58,-79.0,61.45,3734.0
11/01/2022 00:38:03.994000,40.580257,-105.015411,0.0,0.0,0.0,16.59,6.12,4.6,3.22,3.37,5.73,4.27,-79.0,61.34,3734.0
11/01/2022 00:39:04.882000,40.580257,-105.015411,0.0,0.0,0.0,16.7,8.75,3.75,3.93,3.0,6.05,3.75,-79.0,61.23,3734.0
11/01/2022 00:40:05.404000,40.580257,-105.015411,0.0,0.0,0.0,16.74,7.88,4.48,3.93,2.65,4.93,3.88,-79.0,61.12,3734.0
11/01/2022 00:41:06.976000,40.580257,-105.015411,0.0,0.0,0.0,16.87,5.78,4.68,2.93,3.15,4.73,4.52,-79.0,61.0,3734.0
11/01/2022 00:42:03.543000,40.580257,-105.015411,0.0,0.0,0.0,16.99,7.1,4.62,3.3,3.0,5.3,4.47,-81.0,60.87,3734.0
11/01/2022 00:43:04.744000,40.580257,-105.015411,0.0,0.0,0.0,17.07,8.45,3.88,3.6,3.23,4.6,3.82,-81.0,60.75,3734.0
11/01/2022 00:44:05.057000,40.580257,-105.015411,0.0,0.0,0.0,17.25,7.62,4.25,3.15,2.8,5.65,4.1,-81.0,60.62,3734.0
11/01/2022 00:45:04.124000,40.580257,-105.015411,0.0,0.0,0.0,17.51,6.67,5.8,4.07,3.6,5.98,5.15,-81.0,60.49,3734.0
11/01/2022 00:46:04.806000,40.580257,-105.015411,0.0,0.0,0.0,17.62,10.0,6.15,4.7,4.63,8.28,5.75,-81.0,60.39,75894.0
11/01/2022 00:47:04.862000,40.580257,-105.015411,0.0,0.0,0.0,17.7,10.47,5.88,4.95,4.68,8.18,5.88,-81.0,60.26,75894.0
11/01/2022 00:48:03.986000,40.580257,-105.015411,0.0,0.0,0.0,17.76,8.5,5.63,4.45,4.43,7.15,5.63,-81.0,60.13,75894.0
11/01/2022 00:49:05.109000,40.580257,-105.015411,0.0,0.0,0.0,17.75,7.0,5.5,4.15,4.82,5.95,5.5,-81.0,60.01,75894.0
11/01/2022 00:50:03.353000,40.580257,-105.015411,0.0,0.0,0.0,17.88,10.05,5.07,4.35,4.07,6.55,5.07,-79.0,59.9,75894.0
11/01/2022 00:51:02.803000,40.580257,-105.015411,0.0,0.0,0.0,18.36,7.43,6.02,4.98,4.83,7.23,5.67,-81.0,59.77,75894.0
11/01/2022 00:52:03.825000,40.580257,-105.015411,0.0,0.0,0.0,18.39,8.2,6.8,4.68,4.75,7.52,6.5,-81.0,59.72,75894.0
11/01/2022 00:53:03.376000,40.580257,-105.015411,0.0,0.0,0.0,18.52,11.43,6.4,4.9,4.65,7.72,6.1,-81.0,59.59,75894.0
11/01/2022 00:54:04.323000,40.580257,-105.015411,0.0,0.0,0.0,18.66,9.48,6.7,4.78,4.67,8.1,6.17,-81.0,59.45,75894.0
11/01/2022 00:55:04.105000,40.580257,-105.015411,0.0,0.0,0.0,18.72,9.77,7.2,5.47,5.03,8.48,7.05,-81.0,59.31,75894.0
11/01/2022 00:56:03.883000,40.580257,-105.015411,0.0,0.0,0.0,18.8,11.43,7.97,6.28,5.02,9.68,6.82,-81.0,59.18,75894.0
11/01/2022 00:57:05.544000,40.580257,-105.015411,0.0,0.0,0.0,18.92,12.08,6.4,5.12,4.45,9.83,6.0,-81.0,59.05,75894.0
11/01/2022 00:58:03.528000,40.580257,-105.015411,0.0,0.0,0.0,19.23,9.82,8.75,5.4,4.9,8.07,6.68,-81.0,58.93,75894.0
11/01/2022 00:59:03.224000,40.580257,-105.015411,0.0,0.0,0.0,19.52,10.03,6.9,5.43,5.5,9.08,6.2,-81.0,58.78,75894.0
11/01/2022 01:00:03.964000,40.580257,-105.015411,0.0,0.0,0.0,19.84,8.65,7.57,4.88,4.8,7.53,5.92,-81.0,58.64,75894.0
11/01/2022 01:01:03.745000,40.580257,-105.015411,0.0,0.0,0.0,19.96,12.47,5.73,5.2,3.67,8.47,5.33,-81.0,58.51,75894.0
11/01/2022 01:02:03.526000,40.580257,-105.015411,0.0,0.0,0.0,20.16,9.65,5.9,5.2,4.0,8.22,5.63,-81.0,58.39,75894.0
11/01/2022 01:03:05.944000,40.580257,-105.015411,0.0,0.0,0.0,20.23,10.07,5.98,5.0,3.98,7.88,5.9,-81.0,58.24,75894.0
11/01/2022 01:04:04.051000,40.580257,-105.015411,0.0,0.0,0.0,20.22,11.88,5.68,5.23,3.92,9.0,5.22,-81.0,58.12,75894.0
11/01/2022 01:05:03.863000,40.580257,-105.015411,0.0,0.0,0.0,20.34,7.33,6.65,4.32,4.58,6.78,6.32,-81.0,57.96,75894.0
11/01/2022 01:06:04.565000,40.580257,-105.015411,0.0,0.0,0.0,20.39,9.32,6.0,4.47,4.55,7.87,5.68,-81.0,57.83,75894.0
11/01/2022 01:07:02.241000,40.580257,-105.015411,0.0,0.0,0.0,20.45,9.93,7.3,4.43,5.0,7.08,7.0,-81.0,57.7,75894.0
11/01/2022 01:08:03.906000,40.580257,-105.015411,0.0,0.0,0.0,20.46,9.42,5.55,5.0,4.3,8.1,5.4,-81.0,57.61,75894.0
11/01/2022 01:09:03.706000,40.580257,-105.015411,0.0,0.0,0.0,20.41,8.13,6.35,4.63,4.65,6.88,5.8,-81.0,57.51,75894.0
11/01/2022 01:10:04.222000,40.580257,-105.015411,0.0,0.0,0.0,20.44,10.78,8.67,5.58,4.87,8.03,7.97,-81.0,57.42,75894.0
11/01/2022 01:11:03.264000,40.580257,-105.015411,0.0,0.0,0.0,20.44,11.38,8.45,6.17,5.95,10.45,7.57,-81.0,57.31,75894.0
11/01/2022 01:12:02.896000,40.580257,-105.015411,0.0,0.0,0.0,20.48,15.72,10.73,8.23,7.27,12.88,10.6,-81.0,57.18,75894.0
11/01/2022 01:13:03.667000,40.580257,-105.015411,0.0,0.0,0.0,20.59,15.5,11.63,8.63,7.13,12.93,10.73,-81.0,57.07,75894.0
11/01/2022 01:14:02.764000,40.580257,-105.015411,0.0,0.0,0.0,20.63,14.75,10.32,7.22,6.85,11.23,9.83,-81.0,56.98,75894.0
11/01/2022 01:15:03.381000,40.580257,-105.015411,0.0,0.0,0.0,20.84,13.68,7.95,6.77,6.25,10.72,7.57,-81.0,56.88,75894.0
11/01/2022 01:16:02.642000,40.580257,-105.015411,0.0,0.0,0.0,21.12,11.9,9.65,6.85,5.98,9.83,9.1,-81.0,56.77,75894.0
11/01/2022 01:17:04.104000,40.580257,-105.015411,0.0,0.0,0.0,21.39,12.43,9.05,6.42,5.75,9.92,8.4,-81.0,56.64,75894.0
11/01/2022 01:18:03.941000,40.580257,-105.015411,0.0,0.0,0.0,21.5,12.2,8.67,5.68,5.43,8.47,8.08,-81.0,56.55,75894.0
11/01/2022 01:19:04.882000,40.580257,-105.015411,0.0,0.0,0.0,21.66,12.0,7.3,6.03,4.7,9.33,6.85,-81.0,56.46,75894.0
11/01/2022 01:20:03.710000,40.580257,-105.015411,0.0,0.0,0.0,21.74,9.87,6.45,4.57,5.0,8.5,6.0,-81.0,56.39,75894.0
11/01/2022 01:21:04.505000,40.580257,-105.015411,0.0,0.0,0.0,21.9,12.68,6.35,5.6,4.75,11.05,5.8,-81.0,56.3,75894.0
11/01/2022 01:22:04.463000,40.580257,-105.015411,0.0,0.0,0.0,21.78,8.25,6.18,5.08,3.9,7.52,5.82,-81.0,56.34,75894.0
11/01/2022 01:23:02.864000,40.580257,-105.015411,0.0,0.0,0.0,21.69,10.45,6.45,4.6,4.2,9.2,6.17,-81.0,56.34,75894.0
11/01/2022 01:24:02.869000,40.580257,-105.015411,0.0,0.0,0.0,21.82,9.63,5.52,4.02,3.52,6.48,5.27,-81.0,56.28,75894.0
11/01/2022 01:25:02.883000,40.580257,-105.015411,0.0,0.0,0.0,22.15,6.98,5.45,4.4,3.42,6.82,5.0,-79.0,56.21,75894.0
11/01/2022 01:26:04.105000,40.580257,-105.015411,0.0,0.0,0.0,22.12,12.08,5.72,4.28,4.15,9.12,5.72,-79.0,56.12,75894.0
11/01/2022 01:27:04.389000,40.580257,-105.015411,0.0,0.0,0.0,22.39,8.67,6.15,4.7,3.85,7.02,5.5,-79.0,56.03,75894.0
11/01/2022 01:28:04.123000,40.580257,-105.015411,0.0,0.0,0.0,22.49,11.7,7.33,4.77,4.65,7.9,6.0,-79.0,55.96,75894.0
11/01/2022 01:29:04.384000,40.580257,-105.015411,0.0,0.0,0.0,22.68,11.9,6.52,5.15,4.27,8.55,6.2,-79.0,55.9,75894.0
11/01/2022 01:30:03.942000,40.580257,-105.015411,0.0,0.0,0.0,23.03,12.73,5.15,5.43,4.05,9.55,5.1,-79.0,55.85,75894.0
11/01/2022 01:31:03.743000,40.580257,-105.015411,0.0,0.0,0.0,23.44,10.05,5.6,4.75,4.32,8.45,5.27,-79.0,55.8,75894.0
11/01/2022 01:32:02.648000,40.580257,-105.015411,0.0,0.0,0.0,23.93,9.9,6.42,4.3,4.95,7.65,6.15,-81.0,55.74,75894.0
11/01/2022 01:33:02.602000,40.580257,-105.015411,0.0,0.0,0.0,24.45,10.05,7.42,5.65,3.95,8.7,6.4,-81.0,55.69,75894.0
11/01/2022 01:34:04.811000,40.580257,-105.015411,0.0,0.0,0.0,24.58,10.55,5.95,5.35,3.6,7.65,5.5,-81.0,55.65,75894.0
11/01/2022 01:35:02.438000,40.580257,-105.015411,0.0,0.0,0.0,24.73,10.78,6.7,5.17,4.85,9.23,6.55,-81.0,55.6,75894.0
11/01/2022 01:36:02.442000,40.580257,-105.015411,0.0,0.0,0.0,24.6,10.87,6.3,5.3,4.5,9.22,6.3,-81.0,55.56,75894.0
11/01/2022 01:37:03.904000,40.580257,-105.015411,0.0,0.0,0.0,24.58,9.15,7.07,5.07,4.53,7.53,6.2,-81.0,55.53,75894.0
11/01/2022 01:38:03.904000,40.580257,-105.015411,0.0,0.0,0.0,24.3,10.65,6.07,4.25,4.67,7.1,6.02,-79.0,55.51,75894.0
11/01/2022 01:39:03.202000,40.580257,-105.015411,0.0,0.0,0.0,25.02,8.7,6.18,4.95,4.3,7.8,6.18,-79.0,55.44,75894.0
11/01/2022 01:40:02.563000,40.580257,-105.015411,0.0,0.0,0.0,25.05,13.75,5.87,5.35,4.52,10.53,5.85,-79.0,55.38,75894.0
11/01/2022 01:41:04.421000,40.580257,-105.015411,0.0,0.0,0.0,24.89,10.03,6.48,5.42,4.18,8.23,5.95,-79.0,55.35,75894.0
11/01/2022 01:42:03.522000,40.580257,-105.015411,0.0,0.0,0.0,25.03,9.6,9.23,5.05,4.85,7.7,7.18,-79.0,55.29,75894.0
11/01/2022 01:43:04.964000,40.580257,-105.015411,0.0,0.0,0.0,25.02,10.63,7.65,5.0,4.9,8.03,7.15,-79.0,55.26,75894.0
11/01/2022 01:44:04.961000,40.580257,-105.015411,0.0,0.0,0.0,25.23,10.0,8.0,5.33,5.0,8.82,6.78,-79.0,55.22,75894.0
11/01/2022 01:45:03.822000,40.580257,-105.015411,0.0,0.0,0.0,25.39,8.3,6.15,4.88,4.42,6.95,6.02,-79.0,55.18,75894.0
11/01/2022 01:46:02.981000,40.580257,-105.015411,0.0,0.0,0.0,25.54,15.53,10.55,7.03,6.45,11.93,9.83,-81.0,55.15,3734.0
11/01/2022 01:47:03.186000,40.580257,-105.015411,0.0,0.0,0.0,25.51,12.37,7.77,7.32,5.65,11.0,7.77,-81.0,55.13,3734.0
11/01/2022 01:48:05.067000,40.580257,-105.015411,0.0,0.0,0.0,25.44,13.42,6.38,6.78,5.15,12.0,5.98,-81.0,55.06,3734.0
11/01/2022 01:49:03.904000,40.580257,-105.015411,0.0,0.0,0.0,25.86,12.45,11.28,7.28,6.7,11.12,10.5,-81.0,55.0,3734.0
11/01/2022 01:50:03.117000,40.580257,-105.015411,0.0,0.0,0.0,26.37,14.6,10.48,7.75,6.25,13.73,8.83,-79.0,54.93,3734.0
11/01/2022 01:51:04.003000,40.580257,-105.015411,0.0,0.0,0.0,26.21,11.05,7.13,6.32,4.95,10.28,7.03,-79.0,54.88,3734.0
11/01/2022 01:52:02.840000,40.580257,-105.015411,0.0,0.0,0.0,26.12,10.42,6.15,5.55,4.25,8.45,5.9,-81.0,54.88,3734.0
11/01/2022 01:53:02.153000,40.580257,-105.015411,0.0,0.0,0.0,25.93,10.02,5.5,4.93,4.0,7.97,5.3,-81.0,54.93,3734.0
11/01/2022 01:54:02.307000,40.580257,-105.015411,0.0,0.0,0.0,25.98,7.8,4.25,4.08,3.0,6.15,3.85,-81.0,54.9,3734.0
11/01/2022 01:55:02.184000,40.580257,-105.015411,0.0,0.0,0.0,26.04,9.15,5.72,4.55,3.97,7.05,5.12,-81.0,54.86,3734.0
11/01/2022 01:56:01.965000,40.580257,-105.015411,0.0,0.0,0.0,26.14,8.15,5.22,4.15,3.23,6.25,4.65,-81.0,54.81,3734.0
11/01/2022 01:57:03.871000,40.580257,-105.015411,0.0,0.0,0.0,26.14,10.9,4.05,4.28,3.0,7.97,3.9,-81.0,54.77,3734.0
11/01/2022 01:58:03.216000,40.580257,-105.015411,0.0,0.0,0.0,26.57,12.53,4.2,4.13,3.35,6.68,4.2,-81.0,54.7,3734.0
11/01/2022 01:59:02.467000,40.580257,-105.015411,0.0,0.0,0.0,26.75,11.75,4.25,4.42,3.0,8.02,4.25,-79.0,54.64,3734.0
11/01/2022 02:00:02.867000,40.580257,-105.015411,0.0,0.0,0.0,27.0,9.4,5.05,4.17,3.55,7.23,5.05,-81.0,54.57,3734.0
11/01/2022 02:01:04.701000,40.580257,-105.015411,0.0,0.0,0.0,27.41,7.27,4.75,3.28,3.3,6.33,4.35,-79.0,54.54,3734.0
11/01/2022 02:02:06.331000,40.580257,-105.015411,0.0,0.0,0.0,27.29,7.42,4.25,3.53,3.3,6.82,4.25,-79.0,54.46,3734.0
11/01/2022 02:03:04.484000,40.580257,-105.015411,0.0,0.0,0.0,27.04,7.5,4.75,4.08,2.9,6.98,4.4,-81.0,54.45,3734.0
11/01/2022 02:04:05.741000,40.580257,-105.015411,0.0,0.0,0.0,27.16,8.65,4.25,3.4,3.05,7.15,4.05,-81.0,54.43,3734.0
11/01/2022 02:05:05.722000,40.580257,-105.015411,0.0,0.0,0.0,27.51,7.92,5.83,3.77,3.52,6.57,5.18,-81.0,54.37,3734.0
11/01/2022 02:06:05.983000,40.580257,-105.015411,0.0,0.0,0.0,27.61,8.93,4.72,3.97,3.77,8.07,4.72,-81.0,54.34,3734.0
11/01/2022 02:07:03.358000,40.580257,-105.015411,0.0,0.0,0.0,27.87,9.37,5.85,5.02,4.0,8.37,5.85,-81.0,54.3,3734.0
11/01/2022 02:08:05.762000,40.580257,-105.015411,0.0,0.0,0.0,27.98,8.9,6.4,5.02,4.73,6.93,6.4,-81.0,54.25,3734.0
11/01/2022 02:09:04.924000,40.580257,-105.015411,0.0,0.0,0.0,28.25,9.55,9.05,5.45,4.8,8.55,8.27,-81.0,54.18,3734.0
11/01/2022 02:10:04.687000,40.580257,-105.015411,0.0,0.0,0.0,28.32,11.5,6.65,6.35,4.43,9.05,6.15,-81.0,54.12,3734.0
11/01/2022 02:11:04.423000,40.580257,-105.015411,0.0,0.0,0.0,28.77,9.95,8.45,6.55,5.25,8.9,7.6,-81.0,54.03,3734.0
11/01/2022 02:12:05.478000,40.580257,-105.015411,0.0,0.0,0.0,28.86,11.27,9.33,6.28,6.05,9.97,8.77,-81.0,53.92,3734.0
