InstrumentName, APCD B,,
StartTime, 2019-02-01 00:00:00,,
EndTime, 2019-02-28 23:59:59,,
Date,PM2.5,humidity,temp_f
02/01/2019 00:00:48.195000,11.49,26.0,53.0
02/01/2019 00:03:27.311000,12.21,27.0,52.0
02/01/2019 00:04:45.896000,12.2,27.0,52.0
02/01/2019 00:07:26.252000,12.45,28.0,51.0
02/01/2019 00:08:44.992000,11.11,28.0,51.0
02/01/2019 00:11:25.173000,12.47,28.0,51.0
02/01/2019 00:12:44.764000,13.2,28.0,51.0
02/01/2019 00:15:24.871000,12.45,29.0,50.0
02/01/2019 00:16:44.814000,11.24,29.0,50.0
02/01/2019 00:19:28.777000,12.36,30.0,49.0
02/01/2019 00:20:44.506000,13.09,30.0,49.0
02/01/2019 00:23:24.168000,12.29,30.0,48.0
02/01/2019 00:24:44.615000,13.36,31.0,47.0
02/01/2019 00:31:29.584000,12.81,32.0,47.0
02/01/2019 00:32:46.281000,13.0,33.0,46.0
02/01/2019 00:35:25.732000,10.85,33.0,46.0
02/01/2019 00:37:28.371000,11.91,33.0,46.0
02/01/2019 00:39:25.203000,13.94,34.0,46.0
02/01/2019 00:43:55.152000,13.66,35.0,45.0
02/01/2019 00:45:19.134000,13.57,35.0,45.0
02/01/2019 00:47:59.031000,14.76,36.0,44.0
02/01/2019 00:49:16.375000,14.53,36.0,45.0
02/01/2019 00:51:59.243000,14.69,36.0,45.0
02/01/2019 00:53:17.261000,14.27,36.0,45.0
02/01/2019 00:55:56.467000,14.64,36.0,44.0
02/01/2019 00:57:14.705000,14.46,36.0,44.0
02/01/2019 00:59:54.756000,13.56,36.0,45.0
02/01/2019 01:01:23.104000,13.55,36.0,44.0
02/01/2019 01:03:54.344000,14.0,36.0,44.0
02/01/2019 01:05:16.995000,12.49,36.0,44.0
02/01/2019 01:07:57.966000,14.33,36.0,44.0
02/01/2019 01:09:15.143000,15.89,36.0,44.0
02/01/2019 01:11:54.892000,15.2,36.0,44.0
02/01/2019 01:13:15.759000,15.34,36.0,44.0
02/01/2019 01:15:57.381000,16.43,36.0,44.0
02/01/2019 01:17:14.756000,16.43,37.0,44.0
02/01/2019 01:19:54.726000,16.35,38.0,43.0
02/01/2019 01:21:16.363000,15.85,38.0,44.0
02/01/2019 01:23:56.011000,17.48,38.0,43.0
02/01/2019 01:25:19.518000,17.4,39.0,43.0
02/01/2019 01:27:56.404000,17.11,40.0,43.0
02/01/2019 01:29:16.139000,18.15,40.0,43.0
02/01/2019 01:31:55.017000,19.71,40.0,42.0
02/01/2019 01:33:21.650000,19.02,41.0,42.0
02/01/2019 01:35:57.474000,17.91,41.0,42.0
02/01/2019 01:39:56.099000,23.36,41.0,42.0
02/01/2019 01:41:15.685000,19.39,41.0,42.0
02/01/2019 01:43:55.044000,19.51,41.0,42.0
02/01/2019 01:47:56.049000,21.02,43.0,40.0
02/01/2019 01:49:16.076000,21.09,44.0,40.0
02/01/2019 01:50:38.714000,23.26,44.0,40.0
02/01/2019 01:53:45.526000,24.77,44.0,40.0
02/01/2019 01:55:13.416000,25.39,44.0,40.0
02/01/2019 01:57:45.497000,30.04,44.0,40.0
02/01/2019 01:59:05.141000,33.96,45.0,40.0
02/01/2019 02:07:05.404000,31.63,47.0,38.0
02/01/2019 02:09:45.354000,32.11,47.0,38.0
02/01/2019 02:11:04.405000,32.2,47.0,38.0
02/01/2019 02:13:45.050000,31.39,47.0,39.0
02/01/2019 02:15:04.905000,25.54,47.0,39.0
02/01/2019 02:17:45.132000,17.7,46.0,39.0
02/01/2019 02:19:05.819000,18.31,46.0,39.0
02/01/2019 02:23:06.169000,23.35,47.0,38.0
02/01/2019 02:25:44.940000,20.8,46.0,39.0
02/01/2019 02:27:05.235000,19.2,46.0,39.0
02/01/2019 02:29:45.301000,18.98,46.0,39.0
02/01/2019 02:31:05.063000,17.3,45.0,39.0
02/01/2019 02:33:45.341000,20.48,45.0,39.0
02/01/2019 02:35:05.160000,19.88,45.0,39.0
02/01/2019 02:37:45.746000,19.87,45.0,39.0
02/01/2019 02:39:05.302000,20.41,45.0,39.0
02/01/2019 02:41:46.410000,19.83,44.0,39.0
02/01/2019 02:43:06.498000,18.49,44.0,40.0
02/01/2019 02:45:45.377000,19.85,44.0,40.0
02/01/2019 02:47:04.925000,20.41,44.0,39.0
02/01/2019 02:49:44.963000,22.43,44.0,39.0
02/01/2019 02:51:04.935000,25.43,44.0,40.0
02/01/2019 02:53:44.261000,24.04,44.0,40.0
02/01/2019 02:55:05.019000,24.71,44.0,40.0
02/01/2019 02:57:44.537000,24.98,44.0,39.0
02/01/2019 02:59:04.607000,24.53,44.0,39.0
02/01/2019 03:01:44.648000,23.98,45.0,38.0
