InstrumentName, Steele & I70
StartTime, 2021-07-01 00:00:00
EndTime, 2021-07-31 00:00:00
Date,ICCID,IH,IT,P,PM10,PM1_0,PM2_5,Time,WD,WS
07/01/2021 00:01:00,,24.66,87.49,843.21,9.82,6.88,8.87,,-1.0,-1.0
07/01/2021 00:02:00,,24.45,87.46,843.24,7.77,6.47,7.77,,-1.0,-1.0
07/01/2021 00:03:00,,24.38,87.4,843.25,9.32,6.54,8.04,,-1.0,-1.0
07/01/2021 00:04:00,,24.6,87.29,843.3,8.8,6.37,8.13,,-1.0,-1.0
07/01/2021 00:05:00,,24.74,87.2,843.3,8.73,6.02,8.15,,-1.0,-1.0
07/01/2021 00:06:00,,24.82,87.12,843.29,8.67,6.62,8.61,,-1.0,-1.0
07/01/2021 00:07:00,,24.83,87.05,843.28,9.34,6.83,8.66,,-1.0,-1.0
07/01/2021 00:08:00,,24.8,87.01,843.27,10.12,6.83,9.38,,-1.0,-1.0
07/01/2021 00:09:00,,24.97,86.99,843.25,8.82,7.02,8.73,,-1.0,-1.0
07/01/2021 00:10:00,,24.99,86.97,843.24,8.34,6.72,7.93,,-1.0,-1.0
07/01/2021 00:11:00,,25.07,86.89,843.23,9.56,6.99,8.47,,-1.0,-1.0
07/01/2021 00:12:00,,25.37,86.84,843.23,8.58,6.62,8.02,,-1.0,-1.0
07/01/2021 00:13:00,,25.41,86.77,843.24,8.84,6.6,8.35,,-1.0,-1.0
07/01/2021 00:14:00,,25.44,86.71,843.23,9.92,6.55,9.15,,-1.0,-1.0
07/01/2021 00:15:00,,25.4,86.72,843.24,11.48,8.94,10.86,,-1.0,-1.0
07/01/2021 00:16:00,,25.32,86.75,843.25,8.71,6.55,8.34,,-1.0,-1.0
07/01/2021 00:17:00,,25.16,86.76,843.25,8.57,6.46,8.17,,-1.0,-1.0
07/01/2021 00:18:00,,25.19,86.71,843.26,8.55,6.56,8.1,,-1.0,-1.0
07/01/2021 00:19:00,,25.26,86.69,843.27,10.34,7.47,9.49,,-1.0,-1.0
07/01/2021 00:20:00,,25.3,86.65,843.28,10.25,6.7,9.36,,-1.0,-1.0
07/01/2021 00:21:00,,25.22,86.58,843.27,9.17,6.55,8.7,,-1.0,-1.0
07/01/2021 00:22:00,,25.37,86.51,843.26,8.43,6.38,8.07,,-1.0,-1.0
07/01/2021 00:23:00,,25.48,86.53,843.26,12.41,7.85,11.1,,-1.0,-1.0
07/01/2021 00:24:01,,25.44,86.49,843.26,10.55,7.27,9.98,,-1.0,-1.0
07/01/2021 00:25:00,,25.53,86.46,843.27,11.11,7.99,10.64,,-1.0,-1.0
07/01/2021 00:26:00,,25.56,86.39,843.28,10.33,7.56,9.75,,-1.0,-1.0
07/01/2021 00:27:00,,25.52,86.38,843.29,9.74,6.93,8.77,,-1.0,-1.0
07/01/2021 00:28:00,,25.55,86.39,843.29,10.87,7.17,9.45,,-1.0,-1.0
07/01/2021 00:29:00,,25.58,86.33,843.31,9.63,6.96,8.92,,-1.0,-1.0
07/01/2021 00:30:00,,25.51,86.27,843.32,9.82,6.72,8.75,,-1.0,-1.0
07/01/2021 00:31:00,,25.47,86.27,843.33,10.55,7.53,10.34,,-1.0,-1.0
07/01/2021 00:32:00,,25.31,86.29,843.32,8.68,6.4,8.02,,-1.0,-1.0
07/01/2021 00:33:00,,25.46,86.24,843.32,9.45,6.38,8.08,,-1.0,-1.0
07/01/2021 00:34:00,,25.44,86.19,843.33,7.62,5.77,7.28,,-1.0,-1.0
07/01/2021 00:35:01,,25.51,86.15,843.34,8.69,6.15,7.59,,-1.0,-1.0
07/01/2021 00:36:00,,25.6,86.11,843.35,8.15,6.47,7.88,,-1.0,-1.0
07/01/2021 00:37:00,,25.5,86.14,843.34,8.53,6.11,8.43,,-1.0,-1.0
07/01/2021 00:38:00,,25.48,86.13,843.36,9.16,7.05,8.79,,-1.0,-1.0
07/01/2021 00:39:00,,25.45,86.13,843.36,8.53,6.16,8.15,,-1.0,-1.0
07/01/2021 00:40:00,,25.33,86.13,843.37,8.51,6.38,7.3,,-1.0,-1.0
07/01/2021 00:41:00,,25.24,86.01,843.36,11.46,6.44,8.98,,-1.0,-1.0
07/01/2021 00:42:00,,25.39,85.91,843.35,8.4,6.08,7.91,,-1.0,-1.0
07/01/2021 00:43:00,,25.59,85.83,843.36,10.78,7.87,10.35,,-1.0,-1.0
07/01/2021 00:44:00,,25.56,85.75,843.37,8.72,7.05,8.47,,-1.0,-1.0
07/01/2021 00:45:00,,25.54,85.73,843.39,9.78,6.83,8.79,,-1.0,-1.0
07/01/2021 00:46:00,,25.27,85.77,843.4,10.68,6.64,8.87,,-1.0,-1.0
07/01/2021 00:47:00,,25.2,85.77,843.42,8.71,6.66,8.24,,-1.0,-1.0
07/01/2021 00:48:00,,25.08,85.71,843.44,8.24,6.68,7.87,,-1.0,-1.0
07/01/2021 00:49:00,,25.16,85.59,843.45,8.14,6.07,7.47,,-1.0,-1.0
07/01/2021 00:50:01,,25.4,85.54,843.45,9.7,7.04,8.77,,-1.0,-1.0
07/01/2021 00:51:00,,25.44,85.59,843.48,8.19,6.17,7.81,,-1.0,-1.0
07/01/2021 00:52:00,,25.53,85.58,843.49,11.84,7.01,9.69,,-1.0,-1.0
07/01/2021 00:53:00,,25.8,85.54,843.5,9.69,6.97,8.7,,-1.0,-1.0
07/01/2021 00:54:00,,26.0,85.41,843.5,9.82,6.97,9.27,,-1.0,-1.0
07/01/2021 00:55:00,,25.96,85.26,843.51,9.24,6.59,8.55,,-1.0,-1.0
07/01/2021 00:56:00,,25.84,85.26,843.52,8.88,6.09,8.27,,-1.0,-1.0
07/01/2021 00:57:00,,25.85,85.17,843.54,8.83,6.53,8.11,,-1.0,-1.0
07/01/2021 00:58:00,,26.06,85.1,843.53,9.53,6.96,8.85,,-1.0,-1.0
07/01/2021 00:59:00,,26.19,85.06,843.53,10.68,7.35,9.4,,-1.0,-1.0
07/01/2021 01:00:00,,26.04,85.01,843.52,9.15,6.39,7.97,,-1.0,-1.0
07/01/2021 01:01:00,,26.16,84.87,843.52,10.88,7.32,9.32,,-1.0,-1.0
07/01/2021 01:02:00,,26.09,84.76,843.52,8.85,6.33,7.93,,-1.0,-1.0
07/01/2021 01:03:00,,26.35,84.81,843.52,8.51,6.02,7.82,,-1.0,-1.0
07/01/2021 01:04:00,,26.41,85.0,843.52,7.7,5.87,7.28,,-1.0,-1.0
07/01/2021 01:05:00,,26.29,85.17,843.54,8.57,6.17,7.74,,-1.0,-1.0
07/01/2021 01:06:00,,26.31,85.26,843.56,9.44,7.73,9.14,,-1.0,-1.0
07/01/2021 01:07:00,,25.97,85.32,843.57,11.32,9.1,10.89,,-1.0,-1.0
07/01/2021 01:08:00,,25.76,85.28,843.59,8.35,6.4,8.08,,-1.0,-1.0
07/01/2021 01:09:00,,25.38,85.28,843.59,8.04,5.93,7.65,,-1.0,-1.0
07/01/2021 01:10:00,,25.19,85.24,843.59,7.79,5.9,7.26,,-1.0,-1.0
07/01/2021 01:11:00,,25.18,85.19,843.61,8.48,6.2,8.07,,-1.0,-1.0
07/01/2021 01:12:00,,25.21,85.15,843.62,9.52,7.18,8.69,,-1.0,-1.0
07/01/2021 01:13:00,,25.45,85.17,843.61,9.0,6.32,8.33,,-1.0,-1.0
07/01/2021 01:14:00,,25.53,85.34,843.61,11.52,7.1,10.08,,-1.0,-1.0
07/01/2021 01:15:00,,25.17,85.49,843.62,9.29,6.66,8.68,,-1.0,-1.0
07/01/2021 01:16:00,,24.92,85.63,843.62,7.38,5.91,7.38,,-1.0,-1.0
07/01/2021 01:17:00,,24.98,85.74,843.63,8.48,6.29,7.84,,-1.0,-1.0
07/01/2021 01:18:00,,24.84,85.83,843.63,7.47,5.61,7.2,,-1.0,-1.0
07/01/2021 01:19:00,,24.89,85.82,843.62,9.64,6.42,7.91,,-1.0,-1.0
07/01/2021 01:20:00,,24.95,85.83,843.62,9.37,6.84,8.38,,-1.0,-1.0
07/01/2021 01:21:00,,25.01,85.89,843.62,8.57,6.37,8.25,,-1.0,-1.0
07/01/2021 01:22:00,,24.79,85.96,843.62,6.52,5.12,6.48,,-1.0,-1.0
07/01/2021 01:23:00,,24.86,86.0,843.63,8.55,5.93,7.51,,-1.0,-1.0
07/01/2021 01:24:00,,25.14,86.05,843.63,12.63,9.02,11.31,,-1.0,-1.0
07/01/2021 01:25:00,,25.24,86.22,843.63,9.47,7.7,9.41,,-1.0,-1.0
07/01/2021 01:26:00,,25.24,86.36,843.62,9.74,6.93,8.73,,-1.0,-1.0
07/01/2021 01:27:00,,25.25,86.44,843.62,9.01,6.88,8.88,,-1.0,-1.0
07/01/2021 01:28:00,,25.2,86.62,843.62,9.4,6.3,8.59,,-1.0,-1.0
07/01/2021 01:29:00,,25.22,86.75,843.6,8.93,6.13,8.1,,-1.0,-1.0
07/01/2021 01:30:00,,25.07,86.82,843.6,8.07,6.28,7.61,,-1.0,-1.0
07/01/2021 01:31:00,,25.05,86.97,843.6,6.24,5.2,6.15,,-1.0,-1.0
07/01/2021 01:32:00,,24.76,87.07,843.6,7.88,6.23,7.59,,-1.0,-1.0
07/01/2021 01:33:00,,24.6,87.19,843.61,6.65,5.0,6.45,,-1.0,-1.0
07/01/2021 01:34:00,,24.65,87.3,843.61,7.73,5.73,7.06,,-1.0,-1.0
07/01/2021 01:35:00,,24.6,87.38,843.62,8.93,5.73,7.88,,-1.0,-1.0
07/01/2021 01:36:00,,24.61,87.38,843.63,6.93,5.35,6.68,,-1.0,-1.0
07/01/2021 01:37:00,,24.57,87.45,843.64,7.85,6.07,7.59,,-1.0,-1.0
07/01/2021 01:38:00,,24.54,87.47,843.65,8.81,5.98,8.35,,-1.0,-1.0
07/01/2021 01:39:00,,24.69,87.25,843.64,7.69,5.88,7.44,,-1.0,-1.0
07/01/2021 01:40:00,,24.75,87.09,843.65,14.09,10.37,13.71,,-1.0,-1.0
07/01/2021 01:41:00,,24.82,86.97,843.65,7.65,5.93,7.42,,-1.0,-1.0
07/01/2021 01:42:00,,25.02,86.76,843.63,8.21,6.02,7.71,,-1.0,-1.0
07/01/2021 01:43:00,,25.12,86.51,843.64,8.02,5.85,7.02,,-1.0,-1.0
07/01/2021 01:44:00,,25.39,86.13,843.62,8.65,6.37,8.45,,-1.0,-1.0
07/01/2021 01:45:00,,25.82,85.64,843.61,12.38,7.06,9.65,,-1.0,-1.0
07/01/2021 01:46:00,,26.27,85.29,843.62,12.04,8.77,10.42,,-1.0,-1.0
07/01/2021 01:47:00,,26.47,85.13,843.64,8.45,6.39,7.87,,-1.0,-1.0
07/01/2021 01:48:00,,26.34,85.0,843.64,8.03,5.81,7.62,,-1.0,-1.0
07/01/2021 01:49:00,,26.16,84.86,843.64,6.32,5.43,6.32,,-1.0,-1.0
07/01/2021 01:50:00,,26.2,84.68,843.64,7.39,5.95,7.39,,-1.0,-1.0
07/01/2021 01:51:00,,26.42,84.5,843.65,8.33,6.53,8.17,,-1.0,-1.0
07/01/2021 01:52:01,,26.59,84.38,843.66,8.32,6.27,7.43,,-1.0,-1.0
07/01/2021 01:53:00,,26.45,84.35,843.65,11.74,6.7,9.41,,-1.0,-1.0
07/01/2021 01:54:00,,26.43,84.26,843.64,9.44,5.88,7.45,,-1.0,-1.0
07/01/2021 01:55:00,,26.59,84.02,843.64,7.88,5.85,7.21,,-1.0,-1.0
07/01/2021 01:56:00,,26.59,83.88,843.65,8.47,5.79,7.59,,-1.0,-1.0
07/01/2021 01:57:01,,26.52,83.83,843.65,8.9,6.12,7.8,,-1.0,-1.0
07/01/2021 01:58:00,,26.46,83.85,843.67,8.55,6.88,8.36,,-1.0,-1.0
07/01/2021 01:59:00,,26.46,83.83,843.68,8.18,6.06,8.18,,-1.0,-1.0
07/01/2021 02:00:00,,26.57,83.62,843.69,8.42,5.48,7.72,,-1.0,-1.0
07/01/2021 02:01:00,,26.76,83.38,843.71,8.03,5.83,7.52,,-1.0,-1.0
07/01/2021 02:02:00,,26.73,83.24,843.72,7.88,6.04,7.69,,-1.0,-1.0
07/01/2021 02:03:00,,26.72,83.08,843.73,7.45,5.08,6.89,,-1.0,-1.0
07/01/2021 02:04:00,,26.9,82.94,843.73,7.32,5.23,6.96,,-1.0,-1.0
07/01/2021 02:05:00,,27.16,82.84,843.74,10.05,7.88,9.55,,-1.0,-1.0
07/01/2021 02:06:00,,27.28,82.76,843.74,20.33,14.34,18.85,,-1.0,-1.0
07/01/2021 02:07:00,,27.32,82.82,843.75,26.24,16.1,22.95,,-1.0,-1.0
07/01/2021 02:08:00,,27.54,82.72,843.74,22.49,15.03,21.37,,-1.0,-1.0
07/01/2021 02:09:00,,27.77,82.61,843.74,19.79,13.15,18.83,,-1.0,-1.0
07/01/2021 02:10:00,,27.84,82.53,843.75,10.42,7.71,10.12,,-1.0,-1.0
07/01/2021 02:11:00,,27.84,82.44,843.74,11.38,7.47,9.92,,-1.0,-1.0
07/01/2021 02:12:00,,27.99,82.36,843.73,14.75,9.79,13.09,,-1.0,-1.0
07/01/2021 02:13:00,,28.46,82.28,843.75,12.27,8.34,10.95,,-1.0,-1.0
07/01/2021 02:14:00,,28.85,82.25,843.74,10.09,6.68,8.86,,-1.0,-1.0
07/01/2021 02:15:00,,29.14,82.19,843.74,8.2,6.3,7.72,,-1.0,-1.0
07/01/2021 02:16:00,,29.48,82.11,843.74,7.84,6.55,7.84,,-1.0,-1.0
07/01/2021 02:17:00,,29.62,82.01,843.75,6.56,4.88,6.56,,-1.0,-1.0
07/01/2021 02:18:00,,29.65,81.97,843.76,7.78,5.84,7.18,,-1.0,-1.0
07/01/2021 02:19:00,,29.67,81.95,843.77,8.23,5.88,8.05,,-1.0,-1.0
07/01/2021 02:20:00,,29.84,81.92,843.77,7.81,5.62,7.22,,-1.0,-1.0
07/01/2021 02:21:00,,29.87,81.85,843.76,7.91,5.6,7.81,,-1.0,-1.0
07/01/2021 02:22:00,,29.93,81.78,843.75,7.03,4.99,7.03,,-1.0,-1.0
