InstrumentName, Woods Park B
StartTime, 2021-01-01 00:00:00
EndTime, 2021-01-31 00:00:00
Date,PM1.0,PM10.0,PM2.5
01/01/2021 00:01:38,1.36,3.05,2.35
01/01/2021 00:03:38,1.11,2.21,1.67
01/01/2021 00:05:38,1.42,2.37,1.85
01/01/2021 00:07:38,2.45,4.71,3.6
01/01/2021 00:09:38,1.32,2.88,2.14
01/01/2021 00:11:38,1.42,3.07,2.4
01/01/2021 00:13:38,1.28,2.36,1.74
01/01/2021 00:15:38,1.59,3.58,2.76
01/01/2021 00:17:38,1.25,3.04,2.51
01/01/2021 00:19:38,1.48,2.72,2.34
01/01/2021 00:21:38,1.33,2.93,2.34
01/01/2021 00:23:38,1.22,2.31,2.2
01/01/2021 00:25:38,1.05,2.93,2.32
01/01/2021 00:27:38,1.45,3.02,2.36
01/01/2021 00:29:38,1.52,2.78,2.34
01/01/2021 00:31:38,1.69,3.02,2.56
01/01/2021 00:33:38,1.9,3.64,3.22
01/01/2021 00:35:38,3.09,4.88,4.39
01/01/2021 00:37:40,2.72,4.26,3.96
01/01/2021 00:39:38,2.4,3.76,3.09
01/01/2021 00:41:38,2.19,3.46,2.83
01/01/2021 00:43:38,2.34,4.29,3.25
01/01/2021 00:45:38,1.89,3.27,3.07
01/01/2021 00:47:38,1.78,2.83,2.51
01/01/2021 00:49:38,1.47,2.69,2.03
01/01/2021 00:51:38,1.67,2.88,2.29
01/01/2021 00:53:38,1.64,3.05,2.45
01/01/2021 00:55:38,1.86,3.55,2.55
01/01/2021 00:57:38,2.05,3.77,2.58
01/01/2021 00:59:38,1.86,3.26,2.72
01/01/2021 01:01:38,1.7,2.5,2.14
01/01/2021 01:03:38,2.16,3.58,3.12
01/01/2021 01:05:38,1.87,2.88,2.78
01/01/2021 01:07:38,1.59,2.61,2.44
01/01/2021 01:09:38,1.61,3.19,2.6
01/01/2021 01:11:38,1.82,2.66,2.66
01/01/2021 01:13:38,2.42,3.75,3.49
01/01/2021 01:15:38,2.05,3.38,3.02
01/01/2021 01:17:38,3.04,4.67,4.28
01/01/2021 01:19:38,11.57,19.75,17.68
01/01/2021 01:21:38,15.4,23.83,22.24
01/01/2021 01:23:38,14.37,21.75,20.1
01/01/2021 01:25:38,11.41,17.88,16.15
01/01/2021 01:27:38,18.94,31.19,27.35
01/01/2021 01:29:38,12.46,17.17,16.37
01/01/2021 01:31:38,7.56,11.37,10.54
01/01/2021 01:33:38,13.86,20.4,19.14
01/01/2021 01:35:38,4.95,6.62,6.29
01/01/2021 01:37:38,4.59,6.79,6.16
01/01/2021 01:39:38,6.78,9.47,8.95
01/01/2021 01:41:38,4.8,7.36,6.92
01/01/2021 01:43:38,4.29,6.86,5.89
01/01/2021 01:45:38,6.52,9.66,8.5
01/01/2021 01:47:38,4.45,6.22,5.71
01/01/2021 01:49:38,7.07,10.08,9.31
01/01/2021 01:51:38,9.62,13.41,12.38
01/01/2021 01:53:38,10.18,14.38,12.96
01/01/2021 01:55:38,11.05,15.68,14.35
01/01/2021 01:57:38,21.0,32.66,30.17
01/01/2021 01:59:38,9.14,13.77,12.54
01/01/2021 02:01:38,5.59,7.73,7.38
01/01/2021 02:03:38,6.53,9.73,9.22
01/01/2021 02:05:38,18.14,24.46,23.34
01/01/2021 02:07:38,13.92,19.66,17.8
01/01/2021 02:09:38,6.25,9.07,8.55
01/01/2021 02:11:38,9.02,13.29,11.53
01/01/2021 02:13:38,8.38,12.86,11.03
01/01/2021 02:15:38,8.37,10.68,10.46
01/01/2021 02:17:38,6.84,9.98,9.34
01/01/2021 02:19:38,9.42,12.96,12.28
01/01/2021 02:21:38,6.27,8.9,8.54
01/01/2021 02:23:38,6.38,8.6,7.98
01/01/2021 02:25:38,6.61,9.02,8.91
01/01/2021 02:27:38,5.84,7.58,7.58
01/01/2021 02:29:38,4.28,6.38,6.05
01/01/2021 02:31:38,5.39,7.75,7.07
01/01/2021 02:33:38,5.78,8.27,7.59
01/01/2021 02:35:38,5.95,7.69,7.22
01/01/2021 02:37:38,6.52,9.53,8.41
01/01/2021 02:39:38,9.6,12.26,11.93
01/01/2021 02:41:38,8.22,10.19,9.83
01/01/2021 02:43:38,7.75,10.8,10.02
01/01/2021 02:45:38,10.21,12.53,12.21
01/01/2021 02:47:38,8.58,12.51,11.05
01/01/2021 02:49:38,11.12,15.1,14.07
01/01/2021 02:51:38,8.4,11.24,10.18
01/01/2021 02:53:38,12.11,17.73,16.25
01/01/2021 02:55:38,15.57,21.93,20.31
01/01/2021 02:57:38,8.53,11.68,10.8
01/01/2021 02:59:38,7.72,11.02,9.52
01/01/2021 03:01:38,4.16,6.64,5.87
01/01/2021 03:03:38,5.71,8.02,7.68
01/01/2021 03:05:38,11.0,14.53,13.47
01/01/2021 03:07:38,15.45,19.52,18.77
01/01/2021 03:09:38,8.91,13.05,11.95
01/01/2021 03:11:38,6.51,8.85,8.66
01/01/2021 03:13:38,9.83,14.52,13.53
01/01/2021 03:15:38,11.98,17.02,15.82
01/01/2021 03:17:38,8.59,11.77,11.18
01/01/2021 03:19:38,14.27,18.58,17.73
01/01/2021 03:21:38,5.4,7.72,7.14
01/01/2021 03:23:38,9.92,13.93,13.19
01/01/2021 03:25:38,22.67,30.44,29.09
01/01/2021 03:27:38,19.7,27.36,25.73
01/01/2021 03:29:38,12.43,16.92,16.18
01/01/2021 03:31:38,7.83,10.07,9.69
01/01/2021 03:33:38,8.37,11.16,10.44
01/01/2021 03:35:38,4.02,6.09,5.39
01/01/2021 03:37:38,4.59,7.34,6.17
01/01/2021 03:39:38,4.83,6.39,6.15
01/01/2021 03:41:38,4.93,6.57,6.26
01/01/2021 03:43:38,5.95,8.07,7.34
01/01/2021 03:45:38,6.47,8.6,8.26
01/01/2021 03:47:38,6.85,8.64,8.12
01/01/2021 03:49:38,6.24,8.53,7.83
01/01/2021 03:51:38,6.0,8.35,7.82
01/01/2021 03:53:38,5.75,7.72,7.19
01/01/2021 03:55:38,6.12,8.93,8.29
01/01/2021 03:57:38,5.9,8.14,7.93
01/01/2021 03:59:38,5.95,7.58,7.23
01/01/2021 04:01:38,8.88,11.23,10.68
01/01/2021 04:03:38,7.76,10.45,9.55
01/01/2021 04:05:38,4.98,6.59,6.08
01/01/2021 04:07:38,4.05,5.72,5.21
01/01/2021 04:09:38,4.89,7.47,6.88
01/01/2021 04:11:38,4.77,6.8,6.32
01/01/2021 04:13:38,3.81,6.0,5.58
01/01/2021 04:15:38,4.12,5.66,5.47
01/01/2021 04:17:38,4.64,5.8,5.62
01/01/2021 04:19:38,3.69,5.07,4.84
01/01/2021 04:21:38,3.08,4.1,3.92
01/01/2021 04:23:38,3.97,5.36,4.88
01/01/2021 04:25:38,4.84,6.86,6.18
01/01/2021 04:27:38,12.91,17.98,16.68
