InstrumentName, Woods Park B,,
StartTime, 2018-08-01 00:00:00,,
EndTime, 2018-08-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
08/01/2018 00:01:40.000000,8.5,14.14,12.45
08/01/2018 00:03:00.000000,8.58,13.88,12.88
08/01/2018 00:05:40.000000,9.21,13.91,12.65
08/01/2018 00:07:00.000000,9.0,14.05,13.56
08/01/2018 00:09:40.000000,8.88,13.95,13.33
08/01/2018 00:11:00.000000,9.21,13.5,12.55
08/01/2018 00:13:40.000000,9.12,14.83,13.14
08/01/2018 00:15:00.000000,9.72,13.95,13.4
08/01/2018 00:17:40.000000,8.47,13.72,12.58
08/01/2018 00:19:00.000000,8.7,15.07,12.98
08/01/2018 00:21:40.000000,9.24,14.62,13.43
08/01/2018 00:23:00.000000,9.51,14.7,13.7
08/01/2018 00:25:40.000000,9.41,15.17,13.51
08/01/2018 00:27:00.000000,9.43,15.57,14.15
08/01/2018 00:29:40.000000,11.6,16.71,16.43
08/01/2018 00:31:00.000000,11.7,17.28,16.65
08/01/2018 00:33:40.000000,10.74,16.9,15.33
08/01/2018 00:35:00.000000,10.84,17.42,15.93
08/01/2018 00:37:40.000000,11.7,17.48,16.11
08/01/2018 00:39:00.000000,11.09,17.65,16.79
08/01/2018 00:41:40.000000,12.17,19.39,17.71
08/01/2018 00:43:00.000000,11.45,18.6,17.17
08/01/2018 00:45:40.000000,11.67,18.65,16.86
08/01/2018 00:47:00.000000,11.62,18.81,16.74
08/01/2018 00:49:40.000000,11.93,18.43,16.83
08/01/2018 00:51:00.000000,12.07,18.02,16.9
08/01/2018 00:53:40.000000,11.83,18.38,16.64
08/01/2018 00:55:00.000000,12.21,18.05,17.14
08/01/2018 00:57:40.000000,11.71,17.29,15.9
08/01/2018 00:59:00.000000,10.98,19.14,16.9
08/01/2018 01:01:40.000000,10.63,16.41,15.83
08/01/2018 01:03:00.000000,10.86,16.02,14.98
08/01/2018 01:05:40.000000,10.73,17.32,15.63
08/01/2018 01:07:00.000000,11.49,16.86,15.6
08/01/2018 01:09:40.000000,10.79,18.71,16.76
08/01/2018 01:11:00.000000,10.36,16.71,15.02
08/01/2018 01:13:40.000000,10.14,15.47,14.63
08/01/2018 01:15:00.000000,10.48,15.62,14.64
08/01/2018 01:17:40.000000,9.73,14.8,13.85
08/01/2018 01:19:00.000000,9.27,14.1,13.59
08/01/2018 01:21:40.000000,10.45,16.31,14.74
08/01/2018 01:23:00.000000,10.0,14.81,14.02
08/01/2018 01:25:40.000000,9.86,14.83,14.36
08/01/2018 01:27:00.000000,9.69,14.14,13.55
08/01/2018 01:29:40.000000,9.29,14.24,14.02
08/01/2018 01:31:00.000000,9.33,15.23,14.56
08/01/2018 01:33:40.000000,8.53,12.91,11.84
08/01/2018 01:35:00.000000,9.24,13.81,12.67
08/01/2018 01:37:40.000000,8.71,13.43,12.98
08/01/2018 01:39:00.000000,8.8,13.29,12.49
08/01/2018 01:41:40.000000,9.16,13.84,13.07
08/01/2018 01:43:00.000000,8.05,12.6,11.72
08/01/2018 01:45:40.000000,8.23,15.23,12.86
08/01/2018 01:47:00.000000,8.79,14.02,12.62
08/01/2018 01:49:40.000000,8.29,12.63,12.22
08/01/2018 01:51:00.000000,7.71,12.74,11.62
08/01/2018 01:53:40.000000,7.59,13.82,13.0
08/01/2018 01:55:00.000000,7.71,12.45,11.71
08/01/2018 01:57:40.000000,8.93,13.78,12.34
08/01/2018 01:59:00.000000,8.48,13.45,12.45
08/01/2018 02:01:40.000000,8.43,13.07,11.76
08/01/2018 02:03:00.000000,8.19,12.23,11.42
08/01/2018 02:05:40.000000,7.51,13.21,11.91
08/01/2018 02:07:00.000000,8.44,13.91,12.95
08/01/2018 02:09:40.000000,8.19,12.81,11.6
08/01/2018 02:11:00.000000,7.76,12.76,11.88
08/01/2018 02:13:40.000000,7.38,12.33,11.24
08/01/2018 02:15:00.000000,8.72,12.98,12.3
08/01/2018 02:17:40.000000,8.0,13.53,12.35
08/01/2018 02:19:00.000000,7.58,11.23,10.74
08/01/2018 02:21:40.000000,7.33,11.4,10.95
08/01/2018 02:23:00.000000,7.0,11.17,10.29
08/01/2018 02:25:40.000000,7.31,12.0,10.95
08/01/2018 02:27:00.000000,6.86,11.86,11.14
08/01/2018 02:29:40.000000,6.86,10.28,9.93
08/01/2018 02:31:00.000000,7.48,10.86,10.17
08/01/2018 02:33:40.000000,7.0,10.36,9.98
08/01/2018 02:35:00.000000,6.66,10.98,10.05
08/01/2018 02:37:40.000000,6.69,10.33,9.98
08/01/2018 02:39:00.000000,6.64,10.1,9.67
08/01/2018 02:41:40.000000,6.31,9.55,9.0
08/01/2018 02:43:00.000000,6.09,9.93,8.95
08/01/2018 02:45:40.000000,6.84,9.72,8.81
08/01/2018 02:47:00.000000,7.22,10.8,10.12
08/01/2018 02:49:40.000000,6.86,11.4,10.57
08/01/2018 02:51:00.000000,7.12,11.02,10.38
08/01/2018 02:53:40.000000,6.51,10.07,9.28
08/01/2018 02:55:01.000000,6.33,11.49,10.35
08/01/2018 02:57:40.000000,6.93,11.57,10.71
08/01/2018 02:59:00.000000,7.22,10.8,10.71
08/01/2018 03:01:40.000000,5.26,8.86,7.95
08/01/2018 03:03:00.000000,5.44,9.14,7.95
08/01/2018 03:05:40.000000,5.23,8.79,8.09
08/01/2018 03:07:00.000000,5.86,10.65,9.6
08/01/2018 03:09:40.000000,4.88,7.81,7.36
08/01/2018 03:11:00.000000,5.37,8.37,7.61
08/01/2018 03:13:40.000000,5.81,8.86,8.51
08/01/2018 03:15:00.000000,5.44,10.07,9.42
08/01/2018 03:17:40.000000,5.73,9.41,8.59
08/01/2018 03:19:00.000000,5.38,9.4,8.07
08/01/2018 03:21:40.000000,4.5,10.0,9.07
08/01/2018 03:23:00.000000,5.5,9.69,8.07
08/01/2018 03:25:40.000000,5.24,9.6,9.21
08/01/2018 03:27:00.000000,5.29,8.57,8.45
08/01/2018 03:29:40.000000,5.52,7.95,7.76
08/01/2018 03:31:00.000000,5.21,9.02,8.26
08/01/2018 03:33:40.000000,5.12,8.05,7.98
08/01/2018 03:35:00.000000,5.24,9.07,8.05
08/01/2018 03:37:40.000000,4.79,8.05,7.43
08/01/2018 03:39:00.000000,4.68,7.95,6.98
08/01/2018 03:41:40.000000,4.86,8.45,7.74
08/01/2018 03:43:00.000000,5.19,7.37,6.98
08/01/2018 03:45:40.000000,4.61,8.1,7.2
08/01/2018 03:47:00.000000,4.95,8.52,8.12
08/01/2018 03:49:40.000000,4.86,9.5,8.43
08/01/2018 03:51:00.000000,5.12,8.51,8.02
08/01/2018 03:53:40.000000,4.17,6.39,6.32
08/01/2018 03:55:00.000000,4.33,7.31,6.17
08/01/2018 03:57:40.000000,4.63,6.44,6.21
08/01/2018 03:59:01.000000,5.6,8.14,7.58
08/01/2018 04:01:40.000000,4.6,7.42,7.09
08/01/2018 04:03:00.000000,4.35,8.0,7.63
08/01/2018 04:05:40.000000,4.66,8.93,7.8
08/01/2018 04:07:00.000000,4.43,7.71,6.9
08/01/2018 04:09:40.000000,4.6,8.16,7.02
08/01/2018 04:11:00.000000,4.67,7.56,7.3
08/01/2018 04:13:40.000000,4.48,6.74,6.5
08/01/2018 04:15:00.000000,5.1,8.24,7.71
08/01/2018 04:17:40.000000,4.19,7.4,7.05
08/01/2018 04:19:00.000000,4.93,8.07,7.14
08/01/2018 04:21:40.000000,4.29,7.54,6.32
08/01/2018 04:23:00.000000,4.53,7.53,6.77
08/01/2018 04:25:40.000000,4.14,6.79,6.02
08/01/2018 04:27:00.000000,3.95,6.91,5.72
08/01/2018 04:29:40.000000,4.65,7.05,6.37
08/01/2018 04:31:00.000000,4.16,8.3,7.37
08/01/2018 04:33:40.000000,4.58,7.23,6.67
08/01/2018 04:35:00.000000,4.36,6.83,6.38
08/01/2018 04:37:40.000000,4.51,7.12,6.73
08/01/2018 04:39:00.000000,4.85,7.73,6.68
08/01/2018 04:41:40.000000,4.38,7.14,6.93
08/01/2018 04:43:00.000000,5.33,9.05,7.86
08/01/2018 04:45:40.000000,5.0,7.77,6.93
08/01/2018 04:47:00.000000,4.58,7.95,7.63
08/01/2018 04:49:41.000000,4.39,7.44,6.68
08/01/2018 04:51:00.000000,4.26,6.07,5.95
08/01/2018 04:53:40.000000,4.4,7.26,6.65
08/01/2018 04:55:00.000000,3.79,5.93,5.51
08/01/2018 04:57:40.000000,4.07,7.43,6.81
08/01/2018 04:59:00.000000,4.03,7.28,6.49
08/01/2018 05:01:40.000000,3.88,7.4,6.76
08/01/2018 05:03:00.000000,3.53,5.7,5.47
08/01/2018 05:05:40.000000,3.88,6.23,5.53
08/01/2018 05:07:00.000000,3.31,5.31,4.79
08/01/2018 05:09:40.000000,4.42,7.44,6.72
08/01/2018 05:11:00.000000,4.69,7.12,6.74
08/01/2018 05:13:40.000000,4.19,6.74,6.19
08/01/2018 05:15:00.000000,4.0,6.23,5.93
08/01/2018 05:17:40.000000,4.51,6.88,6.68
08/01/2018 05:19:00.000000,4.44,7.83,7.27
08/01/2018 05:21:40.000000,3.77,5.91,5.58
