InstrumentName, West Denver PA-II,,
StartTime, 2018-08-01 00:00:00,,
EndTime, 2018-08-31 23:59:59,,
Date,PM2.5,humidity,temp_f
08/01/2018 00:01:46.286666,7.76,10.0,100.0
08/01/2018 00:03:06.273333,7.95,10.0,100.0
08/01/2018 00:05:46.476666,8.93,10.0,100.0
08/01/2018 00:07:06.306666,8.18,11.0,100.0
08/01/2018 00:09:46.310000,7.78,10.0,100.0
08/01/2018 00:11:06.280000,7.59,10.0,100.0
08/01/2018 00:13:46.186666,9.37,10.0,100.0
08/01/2018 00:15:06.333333,9.5,11.0,100.0
08/01/2018 00:17:46.940000,7.17,11.0,100.0
08/01/2018 00:19:06.176666,7.12,11.0,100.0
08/01/2018 00:21:46.446666,8.43,10.0,100.0
08/01/2018 00:23:06.213333,8.32,10.0,100.0
08/01/2018 00:24:26.476666,7.5,10.0,100.0
08/01/2018 00:27:06.363333,7.36,10.0,99.0
08/01/2018 00:28:26.213333,7.15,10.0,99.0
08/01/2018 00:31:06.206666,7.67,10.0,99.0
08/01/2018 00:32:26.293333,7.65,10.0,99.0
08/01/2018 00:35:06.213333,8.76,11.0,99.0
08/01/2018 00:36:26.206666,8.33,11.0,99.0
08/01/2018 00:39:06.336666,6.3,11.0,99.0
08/01/2018 00:40:26.210000,7.8,11.0,99.0
08/01/2018 00:43:06.180000,6.53,11.0,99.0
08/01/2018 00:44:26.240000,6.21,11.0,99.0
08/01/2018 00:47:06.256666,7.93,11.0,99.0
08/01/2018 00:48:26.423333,7.84,11.0,99.0
08/01/2018 00:51:06.190000,6.85,11.0,98.0
08/01/2018 00:52:26.223333,6.76,11.0,98.0
08/01/2018 00:55:06.913333,6.95,11.0,98.0
08/01/2018 00:56:26.216666,7.45,11.0,98.0
08/01/2018 00:59:06.290000,7.88,12.0,98.0
08/01/2018 01:00:26.203333,6.67,11.0,98.0
08/01/2018 01:03:06.183333,7.84,11.0,98.0
08/01/2018 01:04:26.193333,7.8,11.0,98.0
08/01/2018 01:07:06.380000,7.32,11.0,98.0
08/01/2018 01:09:46.240000,7.81,12.0,98.0
08/01/2018 01:11:06.196666,7.49,12.0,98.0
08/01/2018 01:13:46.190000,8.98,12.0,98.0
08/01/2018 01:15:06.216666,8.56,12.0,98.0
08/01/2018 01:17:46.246666,8.17,12.0,98.0
08/01/2018 01:19:06.336666,8.22,12.0,98.0
08/01/2018 01:20:26.183333,8.12,12.0,97.0
08/01/2018 01:23:06.310000,7.68,13.0,97.0
08/01/2018 01:24:26.276666,7.41,13.0,97.0
08/01/2018 01:27:06.373333,7.24,14.0,97.0
08/01/2018 01:28:26.313333,7.55,14.0,97.0
08/01/2018 01:31:06.463333,7.36,14.0,96.0
08/01/2018 01:32:26.196666,7.65,14.0,96.0
08/01/2018 01:35:06.246666,6.2,14.0,96.0
08/01/2018 01:36:26.313333,7.12,15.0,96.0
08/01/2018 01:39:06.336666,7.24,15.0,96.0
08/01/2018 01:41:46.206666,6.95,14.0,96.0
08/01/2018 01:43:06.213333,8.37,14.0,96.0
08/01/2018 01:45:46.193333,7.63,14.0,96.0
08/01/2018 01:47:06.216666,7.83,14.0,96.0
08/01/2018 01:49:46.410000,7.55,14.0,95.0
08/01/2018 01:51:06.190000,7.61,14.0,95.0
08/01/2018 01:53:46.230000,7.81,14.0,95.0
08/01/2018 01:55:06.316666,7.74,13.0,95.0
08/01/2018 01:57:46.200000,7.34,13.0,95.0
08/01/2018 01:59:06.216666,7.15,13.0,94.0
08/01/2018 02:01:46.283333,7.82,13.0,94.0
08/01/2018 02:03:06.196666,6.8,12.0,94.0
08/01/2018 02:05:46.263333,6.66,12.0,94.0
08/01/2018 02:07:06.193333,7.0,12.0,94.0
08/01/2018 02:09:46.236666,5.61,13.0,94.0
08/01/2018 02:11:06.213333,5.0,13.0,94.0
08/01/2018 02:13:46.273333,6.56,13.0,94.0
08/01/2018 02:15:06.460000,5.6,13.0,93.0
08/01/2018 02:17:46.383333,6.76,13.0,93.0
08/01/2018 02:19:06.416666,5.68,13.0,93.0
08/01/2018 02:21:46.213333,5.62,14.0,93.0
08/01/2018 02:23:06.373333,6.38,13.0,93.0
08/01/2018 02:25:46.286666,6.14,12.0,93.0
08/01/2018 02:27:06.326666,6.17,12.0,93.0
08/01/2018 02:29:46.273333,6.1,13.0,93.0
08/01/2018 02:31:06.383333,6.76,12.0,92.0
08/01/2018 02:33:46.246666,5.54,13.0,92.0
08/01/2018 02:35:06.210000,6.48,13.0,92.0
08/01/2018 02:37:46.200000,6.05,14.0,92.0
08/01/2018 02:39:06.200000,5.51,14.0,92.0
08/01/2018 02:41:46.250000,5.63,14.0,92.0
08/01/2018 02:43:06.283333,5.78,13.0,92.0
08/01/2018 02:45:46.213333,5.22,13.0,91.0
08/01/2018 02:47:06.483333,4.95,13.0,91.0
08/01/2018 02:49:46.346666,5.62,13.0,91.0
08/01/2018 02:51:06.340000,6.1,13.0,91.0
08/01/2018 02:53:46.213333,5.2,13.0,90.0
08/01/2018 02:55:06.206666,5.5,13.0,90.0
08/01/2018 02:57:46.213333,4.95,13.0,90.0
08/01/2018 02:59:06.353333,5.85,14.0,90.0
08/01/2018 03:01:46.306666,6.37,15.0,90.0
08/01/2018 03:03:06.210000,5.27,15.0,90.0
08/01/2018 03:05:46.353333,6.31,14.0,90.0
08/01/2018 03:07:06.213333,5.78,14.0,90.0
08/01/2018 03:09:46.203333,5.45,14.0,90.0
08/01/2018 03:11:06.246666,5.68,14.0,90.0
08/01/2018 03:13:46.326666,5.03,14.0,89.0
08/01/2018 03:15:06.493333,5.63,14.0,89.0
08/01/2018 03:16:26.306666,5.2,14.0,89.0
08/01/2018 03:19:06.200000,6.05,15.0,89.0
08/01/2018 03:21:46.880000,6.0,15.0,89.0
08/01/2018 03:23:06.216666,6.12,15.0,89.0
08/01/2018 03:25:46.206666,4.93,15.0,89.0
08/01/2018 03:27:06.226666,4.92,14.0,89.0
08/01/2018 03:28:26.243333,4.98,14.0,89.0
08/01/2018 03:31:06.240000,5.1,15.0,89.0
08/01/2018 03:33:46.356666,5.03,15.0,89.0
08/01/2018 03:35:06.230000,5.15,15.0,89.0
08/01/2018 03:36:26.200000,5.25,16.0,89.0
08/01/2018 03:39:06.373333,4.95,16.0,88.0
08/01/2018 03:40:26.213333,4.83,16.0,88.0
08/01/2018 03:43:06.203333,6.14,17.0,88.0
08/01/2018 03:44:26.273333,6.37,17.0,88.0
08/01/2018 03:47:06.263333,6.78,17.0,88.0
08/01/2018 03:48:26.256666,5.8,17.0,88.0
08/01/2018 03:51:06.203333,6.63,17.0,88.0
08/01/2018 03:52:26.266666,6.02,18.0,88.0
08/01/2018 03:55:06.276666,5.91,18.0,87.0
08/01/2018 03:56:26.223333,6.47,17.0,87.0
08/01/2018 03:59:06.243333,6.37,17.0,87.0
08/01/2018 04:00:26.226666,6.51,18.0,87.0
08/01/2018 04:03:06.223333,6.52,18.0,87.0
08/01/2018 04:04:26.246666,5.9,18.0,87.0
08/01/2018 04:07:06.213333,7.46,18.0,87.0
08/01/2018 04:08:26.266666,7.19,18.0,87.0
08/01/2018 04:11:06.296666,8.49,18.0,87.0
08/01/2018 04:12:26.270000,13.25,18.0,87.0
08/01/2018 04:15:06.396666,21.06,18.0,86.0
08/01/2018 04:17:46.250000,23.2,19.0,86.0
08/01/2018 04:19:06.216666,20.34,19.0,86.0
08/01/2018 04:21:46.230000,12.89,19.0,86.0
08/01/2018 04:23:06.426666,10.29,19.0,86.0
08/01/2018 04:25:46.213333,9.02,19.0,86.0
08/01/2018 04:27:06.226666,7.5,19.0,86.0
08/01/2018 04:29:46.216666,7.52,20.0,86.0
08/01/2018 04:31:06.223333,7.2,20.0,86.0
08/01/2018 04:33:46.266666,7.56,20.0,85.0
08/01/2018 04:35:06.223333,6.83,20.0,85.0
08/01/2018 04:37:46.290000,7.62,20.0,85.0
08/01/2018 04:39:06.300000,7.95,20.0,85.0
08/01/2018 04:41:46.333333,7.9,20.0,85.0
08/01/2018 04:43:06.463333,7.19,20.0,85.0
08/01/2018 04:45:46.270000,7.73,20.0,85.0
08/01/2018 04:47:07.076666,7.8,21.0,85.0
08/01/2018 04:49:46.223333,6.52,21.0,84.0
08/01/2018 04:51:06.270000,7.05,21.0,84.0
08/01/2018 04:53:46.343333,6.67,21.0,84.0
08/01/2018 04:55:09.090000,8.22,21.0,84.0
08/01/2018 04:57:46.226666,8.9,21.0,84.0
08/01/2018 04:59:06.226666,7.9,22.0,84.0
08/01/2018 05:01:46.223333,9.85,22.0,84.0
08/01/2018 05:03:06.270000,9.32,23.0,84.0
08/01/2018 05:05:46.723333,9.2,23.0,83.0
08/01/2018 05:07:06.226666,8.98,24.0,83.0
08/01/2018 05:09:46.296666,10.22,24.0,83.0
08/01/2018 05:11:06.490000,9.15,24.0,83.0
08/01/2018 05:13:46.493333,8.79,25.0,83.0
08/01/2018 05:15:06.360000,9.9,25.0,83.0
08/01/2018 05:17:46.266666,10.37,25.0,83.0
08/01/2018 05:19:06.273333,10.73,25.0,83.0
08/01/2018 05:21:46.253333,9.76,25.0,83.0
