InstrumentName, Wash Park West B
StartTime, 2020-11-01 00:00:00
EndTime, 2020-11-30 23:59:59
Date,PM2.5
11/01/2020 00:00:41.000000,1.81
11/01/2020 00:02:41.000000,1.76
11/01/2020 00:04:41.000000,2.05
11/01/2020 00:06:41.000000,2.4
11/01/2020 00:08:41.000000,2.25
11/01/2020 00:10:41.000000,3.91
11/01/2020 00:12:41.000000,4.7
11/01/2020 00:14:41.000000,3.77
11/01/2020 00:16:41.000000,3.95
11/01/2020 00:18:41.000000,4.39
11/01/2020 00:20:41.000000,3.88
11/01/2020 00:22:41.000000,3.95
11/01/2020 00:24:41.000000,3.11
11/01/2020 00:26:41.000000,3.19
11/01/2020 00:28:41.000000,3.21
11/01/2020 00:30:41.000000,3.41
11/01/2020 00:32:42.000000,2.88
11/01/2020 00:34:41.000000,3.75
11/01/2020 00:36:41.000000,3.32
11/01/2020 00:38:41.000000,3.3
11/01/2020 00:40:41.000000,4.49
11/01/2020 00:42:41.000000,4.5
11/01/2020 00:44:41.000000,7.09
11/01/2020 00:46:41.000000,6.26
11/01/2020 00:48:41.000000,6.19
11/01/2020 00:50:41.000000,6.57
11/01/2020 00:52:41.000000,6.59
11/01/2020 00:54:41.000000,6.21
11/01/2020 00:56:41.000000,6.75
11/01/2020 00:58:41.000000,6.43
11/01/2020 01:00:42.000000,5.6
11/01/2020 01:02:41.000000,4.75
11/01/2020 01:04:41.000000,5.58
11/01/2020 01:06:41.000000,5.52
11/01/2020 01:08:41.000000,6.95
11/01/2020 01:10:41.000000,6.45
11/01/2020 01:12:41.000000,6.68
11/01/2020 01:14:41.000000,6.63
11/01/2020 01:16:41.000000,6.98
11/01/2020 01:18:41.000000,7.42
11/01/2020 01:20:41.000000,7.74
11/01/2020 01:22:41.000000,6.38
11/01/2020 01:24:41.000000,5.09
11/01/2020 01:26:41.000000,3.82
11/01/2020 01:28:41.000000,4.35
11/01/2020 01:30:41.000000,4.62
11/01/2020 01:32:42.000000,4.34
11/01/2020 01:34:41.000000,4.64
11/01/2020 01:36:41.000000,4.38
11/01/2020 01:38:41.000000,4.1
11/01/2020 01:40:41.000000,3.16
11/01/2020 01:42:41.000000,4.64
11/01/2020 01:44:41.000000,4.11
11/01/2020 01:46:41.000000,4.14
11/01/2020 01:48:41.000000,4.4
11/01/2020 01:50:41.000000,4.69
11/01/2020 01:52:41.000000,4.53
11/01/2020 01:54:41.000000,4.26
11/01/2020 01:56:41.000000,3.4
11/01/2020 01:58:42.000000,4.69
11/01/2020 02:00:41.000000,4.69
11/01/2020 02:02:41.000000,4.98
11/01/2020 02:04:42.000000,6.7
11/01/2020 02:06:42.000000,6.32
11/01/2020 02:08:41.000000,5.98
11/01/2020 02:10:42.000000,6.68
11/01/2020 02:12:42.000000,6.49
11/01/2020 02:14:41.000000,6.05
11/01/2020 02:16:42.000000,6.31
11/01/2020 02:18:42.000000,7.77
11/01/2020 02:20:42.000000,6.82
11/01/2020 02:22:42.000000,7.34
11/01/2020 02:24:42.000000,8.33
11/01/2020 02:26:42.000000,8.16
11/01/2020 02:28:42.000000,8.96
11/01/2020 02:30:42.000000,9.35
11/01/2020 02:32:42.000000,12.67
11/01/2020 02:34:42.000000,12.57
11/01/2020 02:36:42.000000,12.65
11/01/2020 02:38:42.000000,15.97
11/01/2020 02:40:42.000000,17.17
11/01/2020 02:42:42.000000,16.72
11/01/2020 02:44:42.000000,18.53
11/01/2020 02:46:42.000000,18.21
11/01/2020 02:48:42.000000,20.64
11/01/2020 02:50:42.000000,22.03
11/01/2020 02:52:42.000000,21.82
11/01/2020 02:54:42.000000,21.18
11/01/2020 02:56:42.000000,21.47
11/01/2020 02:58:42.000000,20.05
11/01/2020 03:00:42.000000,20.74
11/01/2020 03:02:42.000000,19.05
11/01/2020 03:04:42.000000,20.63
11/01/2020 03:06:42.000000,19.31
11/01/2020 03:08:42.000000,21.0
11/01/2020 03:10:42.000000,18.95
11/01/2020 03:12:42.000000,17.89
11/01/2020 03:14:42.000000,16.0
11/01/2020 03:16:42.000000,15.81
11/01/2020 03:18:42.000000,19.62
11/01/2020 03:20:42.000000,20.88
11/01/2020 03:22:42.000000,19.52
11/01/2020 03:24:42.000000,19.93
11/01/2020 03:26:42.000000,19.75
11/01/2020 03:28:42.000000,20.0
11/01/2020 03:30:42.000000,20.32
11/01/2020 03:32:42.000000,19.08
11/01/2020 03:34:42.000000,19.25
11/01/2020 03:36:42.000000,17.89
11/01/2020 03:38:42.000000,17.93
11/01/2020 03:40:42.000000,17.16
11/01/2020 03:42:42.000000,18.41
11/01/2020 03:44:42.000000,19.71
11/01/2020 03:46:42.000000,19.63
11/01/2020 03:48:42.000000,19.15
11/01/2020 03:50:42.000000,19.34
11/01/2020 03:52:42.000000,18.7
11/01/2020 03:54:42.000000,18.53
11/01/2020 03:56:42.000000,19.54
11/01/2020 03:58:42.000000,20.1
11/01/2020 04:02:42.000000,18.89
11/01/2020 04:04:42.000000,19.26
11/01/2020 04:06:42.000000,19.96
11/01/2020 04:08:42.000000,20.06
11/01/2020 04:10:42.000000,19.26
11/01/2020 04:12:42.000000,22.53
11/01/2020 04:14:42.000000,19.0
11/01/2020 04:16:42.000000,19.36
11/01/2020 04:18:42.000000,16.81
11/01/2020 04:20:42.000000,18.08
11/01/2020 04:22:42.000000,18.25
11/01/2020 04:24:42.000000,19.45
11/01/2020 04:26:42.000000,17.61
11/01/2020 04:28:42.000000,19.68
11/01/2020 04:30:42.000000,18.37
11/01/2020 04:32:42.000000,19.09
11/01/2020 04:34:42.000000,19.93
11/01/2020 04:36:42.000000,18.63
11/01/2020 04:38:42.000000,19.69
11/01/2020 04:40:42.000000,19.65
11/01/2020 04:42:42.000000,17.24
11/01/2020 04:44:42.000000,17.5
11/01/2020 04:46:42.000000,20.12
11/01/2020 04:48:42.000000,19.23
11/01/2020 04:50:42.000000,19.18
11/01/2020 04:52:42.000000,18.45
11/01/2020 04:54:42.000000,18.16
11/01/2020 04:56:42.000000,17.67
11/01/2020 04:58:42.000000,17.55
11/01/2020 05:00:42.000000,18.49
