InstrumentName, West Denver PA-II,
StartTime, 2020-05-01 00:00:00,
EndTime, 2020-05-31 23:59:59,
Date,humidity,temp_f
05/01/2020 00:01:27.243000,8.0,93.0
05/01/2020 00:03:27.221000,8.0,93.0
05/01/2020 00:05:27.237000,9.0,94.0
05/01/2020 00:07:27.238000,9.0,94.0
05/01/2020 00:09:27.257000,9.0,94.0
05/01/2020 00:11:27.239000,9.0,94.0
05/01/2020 00:13:27.226000,9.0,94.0
05/01/2020 00:15:27.250000,9.0,94.0
05/01/2020 00:17:27.236000,9.0,94.0
05/01/2020 00:19:27.541000,9.0,94.0
05/01/2020 00:21:27.251000,9.0,94.0
05/01/2020 00:23:27.229000,9.0,94.0
05/01/2020 00:25:27.238000,9.0,94.0
05/01/2020 00:27:27.236000,9.0,94.0
05/01/2020 00:29:27.218000,9.0,94.0
05/01/2020 00:31:27.264000,9.0,93.0
05/01/2020 00:33:27.273000,9.0,93.0
05/01/2020 00:35:27.324000,9.0,93.0
05/01/2020 00:37:27.257000,9.0,93.0
05/01/2020 00:39:27.226000,9.0,93.0
05/01/2020 00:41:27.233000,8.0,93.0
05/01/2020 00:43:27.270000,9.0,93.0
05/01/2020 00:45:27.270000,9.0,93.0
05/01/2020 00:47:27.240000,9.0,93.0
05/01/2020 00:49:27.231000,8.0,93.0
05/01/2020 00:51:27.237000,9.0,93.0
05/01/2020 00:53:27.309000,8.0,93.0
05/01/2020 00:55:27.252000,8.0,93.0
05/01/2020 00:57:27.262000,9.0,93.0
05/01/2020 00:59:27.263000,9.0,93.0
05/01/2020 01:01:27.252000,9.0,93.0
05/01/2020 01:03:27.290000,9.0,93.0
05/01/2020 01:05:27.248000,9.0,93.0
05/01/2020 01:07:27.261000,9.0,92.0
05/01/2020 01:09:27.259000,9.0,92.0
05/01/2020 01:11:27.319000,9.0,92.0
05/01/2020 01:13:27.251000,9.0,92.0
05/01/2020 01:15:27.245000,9.0,92.0
05/01/2020 01:17:27.236000,9.0,92.0
05/01/2020 01:19:27.614000,9.0,92.0
05/01/2020 01:21:27.248000,10.0,92.0
05/01/2020 01:23:27.256000,9.0,92.0
05/01/2020 01:25:27.338000,9.0,92.0
05/01/2020 01:27:27.249000,10.0,92.0
05/01/2020 01:29:27.236000,11.0,92.0
05/01/2020 01:31:27.296000,11.0,91.0
05/01/2020 01:33:27.257000,11.0,91.0
05/01/2020 01:35:27.252000,11.0,91.0
05/01/2020 01:37:27.237000,11.0,91.0
05/01/2020 01:39:27.302000,12.0,91.0
05/01/2020 01:41:27.304000,11.0,90.0
05/01/2020 01:43:27.285000,11.0,90.0
05/01/2020 01:45:27.254000,11.0,90.0
05/01/2020 01:47:27.254000,12.0,90.0
05/01/2020 01:49:27.264000,11.0,90.0
05/01/2020 01:51:27.262000,12.0,90.0
05/01/2020 01:53:27.268000,12.0,89.0
05/01/2020 01:55:27.309000,12.0,89.0
05/01/2020 01:57:27.359000,12.0,89.0
05/01/2020 01:59:27.262000,12.0,89.0
05/01/2020 02:03:27.261000,12.0,89.0
05/01/2020 02:05:27.255000,13.0,89.0
05/01/2020 02:07:27.261000,13.0,89.0
05/01/2020 02:09:27.301000,13.0,88.0
05/01/2020 02:11:27.324000,13.0,88.0
05/01/2020 02:13:27.287000,13.0,88.0
05/01/2020 02:15:27.278000,13.0,88.0
05/01/2020 02:17:27.278000,13.0,88.0
05/01/2020 02:19:27.571000,13.0,88.0
05/01/2020 02:21:27.352000,13.0,87.0
05/01/2020 02:23:27.266000,14.0,87.0
05/01/2020 02:25:27.305000,14.0,87.0
05/01/2020 02:27:27.253000,14.0,87.0
05/01/2020 02:29:27.308000,14.0,87.0
05/01/2020 02:31:27.362000,14.0,87.0
05/01/2020 02:33:27.269000,14.0,87.0
05/01/2020 02:35:27.326000,14.0,87.0
05/01/2020 02:37:27.300000,14.0,86.0
05/01/2020 02:39:27.270000,14.0,86.0
05/01/2020 02:41:27.319000,13.0,86.0
05/01/2020 02:43:27.298000,13.0,86.0
05/01/2020 02:45:27.288000,14.0,86.0
05/01/2020 02:47:27.256000,13.0,86.0
05/01/2020 02:49:27.308000,14.0,86.0
05/01/2020 02:51:27.280000,14.0,86.0
05/01/2020 02:53:27.321000,15.0,86.0
05/01/2020 02:55:27.275000,14.0,85.0
05/01/2020 02:57:27.341000,14.0,85.0
05/01/2020 02:59:27.260000,15.0,85.0
05/01/2020 03:01:27.303000,15.0,85.0
05/01/2020 03:03:27.264000,16.0,85.0
05/01/2020 03:05:27.314000,16.0,85.0
