InstrumentName, Canary-CDPHE-5
StartTime, 2021-09-01 00:00:00
EndTime, 2021-10-01 00:00:00
Date,F1,F3,F4,Hmdty,Lat,Long,PM10,PM102,PM1_0,PM1_02,PM2_5,PM2_52,Sig,Temp,Time,Uncertainty,datetime,source_device
09/01/2021 00:00:06,0.0,0.0,0.0,4.96,,,48.43,50.0,24.35,26.23,40.85,41.63,-75.0,98.2,,2056.0,,
09/01/2021 00:01:06,0.0,0.0,0.0,4.96,,,48.28,51.23,24.57,25.82,40.68,42.05,-75.0,97.99,,2056.0,,
09/01/2021 00:02:05,0.0,0.0,0.0,4.99,,,48.92,49.03,25.03,25.63,41.03,41.65,-73.0,97.83,,2056.0,,
09/01/2021 00:03:06,0.0,0.0,0.0,5.03,,,49.65,50.02,25.2,25.18,41.52,41.45,-73.0,97.68,,2056.0,,
09/01/2021 00:04:05,0.0,0.0,0.0,5.08,,,48.12,49.57,24.63,25.93,40.55,41.43,-75.0,97.61,,2056.0,,
09/01/2021 00:05:05,0.0,0.0,0.0,5.15,,,49.5,50.3,25.52,25.3,41.72,41.23,-75.0,97.54,,2056.0,,
09/01/2021 00:06:06,0.0,0.0,0.0,5.2,,,49.5,51.3,24.92,25.22,41.58,41.98,-75.0,97.41,,2056.0,,
09/01/2021 00:07:05,0.0,0.0,0.0,5.16,,,48.47,49.35,24.8,26.05,40.77,41.35,-75.0,97.29,,2056.0,,
09/01/2021 00:08:06,0.0,0.0,0.0,5.19,,,48.12,47.5,24.6,25.52,40.45,39.53,-73.0,97.21,,2056.0,,
09/01/2021 00:09:07,0.0,0.0,0.0,5.23,,,51.25,48.62,25.9,24.93,42.47,40.9,-73.0,97.14,,2056.0,,
09/01/2021 00:10:05,0.0,0.0,0.0,5.26,,,47.77,51.03,25.32,26.0,40.27,42.32,-75.0,96.96,,2056.0,,
09/01/2021 00:11:06,0.0,0.0,0.0,5.35,,,47.67,49.6,23.93,25.35,39.65,41.55,-75.0,96.89,,2056.0,,
09/01/2021 00:12:06,0.0,0.0,0.0,5.41,,,49.6,49.72,24.68,26.17,41.38,41.78,-75.0,96.76,,2056.0,,
09/01/2021 00:13:05,0.0,0.0,0.0,5.44,,,49.07,48.95,24.37,25.77,41.1,41.23,-73.0,96.57,,2056.0,,
09/01/2021 00:14:05,0.0,0.0,0.0,5.44,,,48.03,48.63,24.12,25.17,39.93,40.4,-73.0,96.53,,2056.0,,
09/01/2021 00:15:06,0.0,0.0,0.0,5.41,,,48.55,49.98,24.77,25.63,40.68,41.57,-73.0,96.42,,2056.0,,
09/01/2021 00:16:06,0.0,0.0,0.0,5.48,,,47.58,50.25,24.5,25.38,40.47,41.52,-73.0,96.31,,2056.0,,
09/01/2021 00:17:14,0.0,0.0,0.0,5.54,,,48.68,49.4,24.63,25.4,41.18,41.63,-73.0,96.21,,2056.0,,
09/01/2021 00:18:06,0.0,0.0,0.0,5.57,,,48.2,49.47,24.98,25.92,40.53,41.52,-73.0,96.12,,2056.0,,
09/01/2021 00:19:04,0.0,0.0,0.0,5.65,,,48.98,49.83,25.37,26.0,41.6,42.27,-75.0,96.04,,2056.0,,
09/01/2021 00:20:06,0.0,0.0,0.0,5.77,,,48.47,49.42,25.03,25.77,40.75,41.3,-75.0,96.06,,2056.0,,
09/01/2021 00:21:06,0.0,0.0,0.0,5.78,,,49.13,50.65,24.9,26.4,41.07,41.73,-75.0,95.92,,2056.0,,
09/01/2021 00:22:06,0.0,0.0,0.0,5.76,,,49.12,49.3,24.9,26.6,41.55,41.23,-75.0,95.86,,2056.0,,
09/01/2021 00:23:06,0.0,0.0,0.0,5.83,,,47.37,51.63,24.35,26.55,40.32,42.33,-75.0,95.86,,2056.0,,
09/01/2021 00:24:05,0.0,0.0,0.0,5.93,,,49.35,50.08,24.1,26.08,40.4,41.73,-75.0,95.81,,2056.0,,
09/01/2021 00:25:06,0.0,0.0,0.0,5.95,,,49.27,49.23,24.67,26.6,41.63,41.33,-75.0,95.76,,2056.0,,
09/01/2021 00:26:06,0.0,0.0,0.0,5.87,,,48.82,50.1,24.37,26.3,41.08,41.5,-75.0,95.74,,2056.0,,
09/01/2021 00:27:04,0.0,0.0,0.0,5.92,,,48.53,50.53,24.73,25.93,40.93,42.35,-73.0,95.74,,2056.0,,
09/01/2021 00:28:05,0.0,0.0,0.0,5.96,,,47.52,49.83,24.95,25.58,40.42,41.68,-73.0,95.68,,2056.0,,
09/01/2021 00:29:06,0.0,0.0,0.0,5.97,,,50.98,47.85,25.73,26.03,43.0,39.97,-73.0,95.58,,2056.0,,
09/01/2021 00:30:06,0.0,0.0,0.0,5.99,,,48.9,49.22,25.53,25.55,41.25,40.07,-73.0,95.5,,2056.0,,
09/01/2021 00:31:05,0.0,0.0,0.0,6.08,,,49.22,51.55,25.27,25.8,41.65,42.82,-73.0,95.43,,2056.0,,
09/01/2021 00:32:04,0.0,0.0,0.0,6.0,,,50.93,49.73,25.47,25.53,42.8,41.75,-75.0,95.38,,2056.0,,
09/01/2021 00:33:04,0.0,0.0,0.0,5.99,,,53.73,54.83,26.33,27.12,43.43,44.75,-73.0,95.22,,2056.0,,
09/01/2021 00:34:06,0.0,0.0,0.0,6.0,,,50.73,52.88,26.05,27.95,42.97,43.82,-73.0,95.2,,2056.0,,
09/01/2021 00:35:07,0.0,0.0,0.0,6.09,,,54.13,55.42,26.8,27.88,44.32,44.5,-73.0,95.07,,2056.0,,
09/01/2021 00:36:05,0.0,0.0,0.0,6.05,,,51.65,53.5,26.72,27.67,43.23,44.5,-75.0,95.05,,2056.0,,
09/01/2021 00:37:04,0.0,0.0,0.0,6.1,,,55.23,55.98,27.25,27.92,44.63,46.0,-73.0,95.0,,2056.0,,
09/01/2021 00:38:05,0.0,0.0,0.0,6.14,,,52.92,56.23,26.85,28.6,43.95,45.68,-75.0,94.98,,2056.0,,
09/01/2021 00:39:06,0.0,0.0,0.0,6.11,,,54.88,55.02,26.98,28.0,44.88,45.18,-75.0,94.87,,2056.0,,
09/01/2021 00:40:06,0.0,0.0,0.0,6.13,,,55.07,54.92,27.68,28.13,45.35,45.2,-75.0,94.82,,2056.0,,
09/01/2021 00:41:07,0.0,0.0,0.0,6.16,,,55.32,55.23,27.4,28.07,45.73,45.25,-75.0,94.73,,2056.0,,
09/01/2021 00:42:05,0.0,0.0,0.0,6.14,,,54.08,57.7,27.47,27.9,44.48,46.88,-75.0,94.69,,2056.0,,
09/01/2021 00:43:06,0.0,0.0,0.0,6.12,,,54.7,57.62,27.28,28.3,44.82,46.2,-75.0,94.69,,2056.0,,
09/01/2021 00:44:05,0.0,0.0,0.0,6.18,,,54.47,57.88,27.47,28.33,45.17,47.13,-75.0,94.64,,2056.0,,
09/01/2021 00:45:13,0.0,0.0,0.0,6.26,,,56.0,55.45,28.07,28.42,46.32,45.93,-73.0,94.59,,2056.0,,
09/01/2021 00:46:06,0.0,0.0,0.0,6.33,,,56.88,58.87,27.68,28.23,46.07,46.8,-73.0,94.6,,2056.0,,
