InstrumentName, SAMS
StartTime, 2021-09-01 00:00:00
EndTime, 2021-10-01 00:00:00
Date,42603,68108,85101,Ambient Avg Temperature,Barometric pressure,Carbon monoxide,Nitric oxide,Nitrogen dioxide,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Relative Humidity,Wind Direction,Wind speed
09/01/2021 00:00:00,35.5,0.801,42.9,32.7,,0.35,5.6,29.9,55.514048,17.4,10.5,99.8,2.0
09/01/2021 00:01:00,31.5,0.801,43.584211,32.7,,0.34,5.3,26.1,57.115415,17.8,10.9,132.2,2.5
09/01/2021 00:02:00,43.8,0.801,42.821053,32.7,,0.35,8.9,34.8,52.183205,18.2,10.6,134.7,3.9
09/01/2021 00:03:00,32.4,0.801,26.589744,32.7,,0.33,9.2,23.2,34.514792,17.3,10.5,135.6,2.6
09/01/2021 00:04:00,54.2,0.801,38.573684,32.3,,0.29,17.5,36.6,51.596992,17.4,10.9,124.6,3.9
09/01/2021 00:05:00,39.7,0.801,49.074359,31.9,,0.34,11.8,27.8,61.67614,19.8,10.9,116.1,3.1
09/01/2021 00:06:00,39.6,0.801,34.320513,31.9,,0.39,6.7,32.8,42.668559,18.0,10.9,126.3,4.1
09/01/2021 00:07:00,37.7,0.801,33.578947,31.9,,0.4,9.7,27.9,45.5756,16.7,10.6,117.8,3.8
09/01/2021 00:08:00,50.2,0.801,58.3,31.9,,0.39,12.2,37.9,76.509507,18.1,10.2,121.9,3.2
09/01/2021 00:09:00,50.2,0.801,61.2,31.9,,0.43,10.9,39.3,75.103904,18.2,10.2,113.9,2.5
09/01/2021 00:10:00,45.0,0.801,38.394595,31.9,,0.43,6.8,38.2,47.822435,16.6,10.5,130.1,3.4
09/01/2021 00:11:00,39.1,0.801,31.915789,31.9,,0.41,5.7,33.3,40.954149,15.8,10.6,117.9,3.9
09/01/2021 00:12:00,39.9,0.801,30.808333,31.9,,0.38,7.8,32.1,38.302672,15.8,10.2,123.8,3.0
09/01/2021 00:13:00,49.6,0.801,32.908108,31.9,,0.37,11.4,38.1,43.786652,17.5,10.5,134.4,2.4
09/01/2021 00:14:00,33.8,0.801,43.233333,31.9,,0.33,6.1,27.6,54.232835,18.9,10.9,126.1,3.1
09/01/2021 00:15:00,41.2,0.801,32.169444,31.9,,0.31,8.0,33.2,40.176809,16.3,10.9,117.5,3.3
