InstrumentName, CAMP
StartTime, 2021-09-01 00:00:00
EndTime, 2021-10-01 00:00:00
Date,Carbon monoxide,Nitrogen dioxide,Outdoor Temperature,Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,PM2.5 Total Atmospheric,Wind Direction,Wind Speed
09/01/2021 00:00:00,0.349341,12.47725,91.489319,0.060825,241.235294,156.470588,,137.404371,4.626709
09/01/2021 00:01:00,0.398895,12.3804,91.426422,0.058075,271.666666,148.333333,,85.027197,2.768951
09/01/2021 00:02:00,0.375386,13.166667,91.336609,0.06045,256.969697,168.5,,156.056066,1.985107
09/01/2021 00:03:00,0.392799,11.65775,91.188019,0.060975,216.173913,176.086956,,194.079961,1.641785
09/01/2021 00:04:00,0.4129,10.97575,91.057281,0.058875,228.258064,162.983871,,97.052533,1.764771
09/01/2021 00:05:00,0.431267,11.513,90.878204,0.0569,210.280701,150.578947,,105.39921,5.190063
09/01/2021 00:06:00,0.434151,11.317,90.736481,0.061275,278.616666,158.45,,97.737262,4.975677
09/01/2021 00:07:00,0.413261,10.99225,90.659027,0.064,299.1875,160.140625,,145.850718,4.946228
09/01/2021 00:08:00,0.41388,10.64575,90.58075,0.064775,234.549295,160.943662,,127.301535,4.437347
09/01/2021 00:09:00,0.495868,11.07475,90.529663,0.06105,284.473684,190.263157,,132.77301,2.495209
09/01/2021 00:10:00,0.556026,11.4015,90.42804,0.05875,203.071428,167.517857,,120.922362,5.617157
09/01/2021 00:11:00,0.429535,11.31725,90.351685,0.062925,214.173913,165.57971,,151.66996,3.976074
09/01/2021 00:12:00,0.362474,10.95975,90.244019,0.063925,339.033333,168.833333,,166.788549,2.002502
09/01/2021 00:13:00,0.44441,10.508,90.134155,0.06245,216.849056,166.301886,,111.982526,4.16864
09/01/2021 00:14:00,0.628658,10.42,90.083069,0.0645,240.540983,160.032786,,121.928713,6.25116
09/01/2021 00:15:00,0.592082,10.436,90.015228,0.065475,227.820895,165.343283,,118.036971,5.241333
09/01/2021 00:16:00,0.815884,10.583,89.933929,0.063025,231.918032,166.508196,,144.60745,2.952362
09/01/2021 00:17:00,0.566238,10.2945,89.849609,0.061125,247.149253,183.880597,,123.888133,4.622437
09/01/2021 00:18:00,0.421615,10.21225,89.78067,0.060975,229.0,167.722222,,131.437693,5.67392
09/01/2021 00:19:00,0.386597,10.31875,89.710083,0.0627,255.5,166.714285,,124.645574,4.019867
09/01/2021 00:20:00,0.378249,10.2745,89.628784,0.064175,311.0,169.196721,,127.65116,4.572388
09/01/2021 00:21:00,0.372904,10.3205,89.545288,0.06255,199.59322,163.559322,,121.019324,3.794189
09/01/2021 00:22:00,0.39341,10.53175,89.520294,0.062875,346.535211,182.267605,,139.370409,4.381348
09/01/2021 00:23:00,0.391819,10.546,89.429382,0.0645,256.623188,185.942029,,129.779023,3.087555
09/01/2021 00:24:00,0.337975,10.20825,89.34726,0.064475,329.753623,162.652173,,138.04901,1.91507
09/01/2021 00:25:00,0.317971,9.81325,89.284363,0.062675,292.647058,167.882352,,127.812363,3.180939
09/01/2021 00:26:00,0.362087,10.18,89.205811,0.058975,335.557142,171.842857,,129.946704,2.4994810000000003
09/01/2021 00:27:00,0.422396,10.558,89.147034,0.05875,238.111111,165.166666,,141.729981,3.7771
09/01/2021 00:28:00,0.472408,10.6855,89.155216,0.0606,215.042553,170.425531,,132.287924,4.567505000000001
09/01/2021 00:29:00,0.4421,10.51575,89.137695,0.062225,210.722222,167.444444,,120.329568,5.896698
09/01/2021 00:30:00,0.390484,10.50075,89.125336,0.0628,266.114285,164.842857,,118.065967,4.367615
09/01/2021 00:31:00,0.350427,10.67025,89.06241,0.062625,201.551724,163.862069,,168.936474,3.571347
09/01/2021 00:32:00,0.335947,10.70375,89.003113,0.0636,238.75,161.8125,,131.256,2.3435360000000003
09/01/2021 00:33:00,0.359301,10.45725,88.910828,0.0623,260.0,164.953125,,127.124011,3.630615
09/01/2021 00:34:00,0.404757,10.11725,88.918518,0.059925,318.285714,182.428571,,122.65148,4.852844
09/01/2021 00:35:00,0.434296,10.0055,88.834747,0.06095,313.125,171.125,,100.603959,2.323242
09/01/2021 00:36:00,0.392563,10.27,88.73999,0.060475,182.271428,164.0,,119.819151,2.1755370000000003
09/01/2021 00:37:00,0.37132,10.77925,88.69632,0.058975,296.0,181.446153,,137.15647,1.660248
09/01/2021 00:38:00,0.413882,11.5035,88.578217,0.05695,357.137931,171.793103,,139.097673,1.840454
09/01/2021 00:39:00,0.542969,11.97375,88.560089,0.057925,339.69014,166.140845,,132.767162,3.421265
09/01/2021 00:40:00,0.487904,12.2,88.504059,0.0604,229.571428,166.871428,,111.311941,3.301331
09/01/2021 00:41:00,0.405392,12.497,88.420288,0.060225,215.1875,165.484375,,141.402671,2.578217
09/01/2021 00:42:00,0.37634,12.394,88.409851,0.05975,175.220779,167.142857,,132.369023,3.991028
09/01/2021 00:43:00,0.365421,12.2995,88.288727,0.0597,235.528571,191.285714,,108.942928,1.616455
09/01/2021 00:44:00,0.361546,12.26975,88.216766,0.058675,278.842105,189.368421,,134.986298,2.0751340000000003
09/01/2021 00:45:00,0.379803,11.91,88.161011,0.059525,480.394366,196.507042,,122.332617,3.846069
09/01/2021 00:46:00,0.385148,11.60775,88.174469,0.0597,345.246376,163.652173,,127.250159,4.4870909999999995
09/01/2021 00:47:00,0.380814,11.8045,88.115417,0.05755,233.628571,169.1,,126.107699,1.616455
09/01/2021 00:48:00,0.420128,11.939,88.030823,0.058075,324.121621,176.351351,,114.044945,2.004944
09/01/2021 00:49:00,0.44721,11.94575,88.00528,0.0594,228.205882,187.911764,,124.00544,3.037354
09/01/2021 00:50:00,0.47746,12.10225,88.089874,0.060275,297.19178,201.383561,,97.926345,4.180084
09/01/2021 00:51:00,0.469457,11.99775,88.018463,0.06035,279.208333,166.833333,,115.864869,1.652924
09/01/2021 00:52:00,0.394674,11.827,87.967377,0.0598,304.96,173.76,,106.393896,2.225586
09/01/2021 00:53:00,0.436387,11.81025,87.914368,0.0594,625.0,184.387096,,79.818364,3.168579
09/01/2021 00:54:00,0.407047,11.8015,87.946228,0.056075,245.4,191.090909,,49.502819,3.254028
09/01/2021 00:55:00,0.441707,21.1,88.265656,0.049225,294.109589,198.712328,,61.082758,5.412842
09/01/2021 00:56:00,0.482315,19.84175,88.240662,0.04865,289.02985,207.552238,,57.072066,6.310822
09/01/2021 00:57:00,0.436518,19.88625,88.174469,0.04985,285.458333,177.666666,,75.870762,3.938995
09/01/2021 00:58:00,0.430862,21.739,88.098389,0.04715,308.952381,169.841269,,68.317152,3.698212
09/01/2021 00:59:00,0.444933,21.4785,88.019562,0.046967,357.970588,170.191176,,84.462341,2.947784
09/01/2021 01:00:00,0.437242,21.47075,87.972595,0.04725,323.0,179.833333,,46.175768,4.342438
09/01/2021 01:01:00,0.44603,18.57475,87.898438,0.04865,336.245901,189.57377,,57.447595,4.852386
09/01/2021 01:02:00,0.550024,24.994667,87.868225,0.0317,395.147541,190.311475,,75.014428,3.916412
09/01/2021 01:03:00,0.59863,28.71275,87.818512,0.04425,253.970149,170.477611,,52.741825,4.415833
09/01/2021 01:04:00,0.525889,18.58425,87.754242,0.047825,276.362318,177.536231,,90.550603,3.34726
09/01/2021 01:05:00,0.424534,15.9955,87.609772,0.051425,219.21875,164.546875,,87.254059,2.371765
09/01/2021 01:06:00,0.490385,17.909,87.555939,0.047175,258.6875,176.234375,,85.510955,3.137604
09/01/2021 01:07:00,0.941648,19.3745,87.572418,0.0448,311.873239,187.507042,,77.167973,5.013062
09/01/2021 01:08:00,0.705264,18.905,87.539734,0.0523,239.089552,186.865671,,109.605263,5.067993
09/01/2021 01:09:00,0.527343,18.401,87.556763,0.054475,261.811594,170.565217,,96.110624,5.058685
09/01/2021 01:10:00,0.916822,17.801,87.407074,0.0543,288.235294,181.794117,,90.793658,4.672485
09/01/2021 01:11:00,0.702293,17.24525,87.42218,0.054425,490.569444,186.375,,90.413713,3.720489
09/01/2021 01:12:00,0.482043,16.64025,87.212067,0.054325,254.043478,183.449275,,131.649939,1.887451
