InstrumentName, Canary-CDPHE-3
StartTime, 2021-09-01 00:00:00
EndTime, 2021-10-01 00:00:00
Date,F1,F3,F4,Hmdty,Lat,Long,PM10,PM102,PM1_0,PM1_02,PM2_5,PM2_52,Sig,Temp,Time,Uncertainty,datetime,source_device
09/01/2021 00:00:07,0.0,0.0,0.0,4.04,,,52.98,37.47,26.02,19.85,40.48,32.38,-75.0,99.93,,2790.0,,
09/01/2021 00:01:07,0.0,0.0,0.0,3.93,,,55.22,38.78,27.13,21.18,41.27,32.98,-75.0,99.81,,2790.0,,
09/01/2021 00:02:06,0.0,0.0,0.0,3.96,,,52.3,38.82,26.47,20.13,40.32,32.0,-75.0,99.57,,2790.0,,
09/01/2021 00:03:06,0.0,0.0,0.0,4.19,,,53.17,38.5,26.65,20.88,41.22,33.82,-75.0,99.37,,2790.0,,
09/01/2021 00:04:05,0.0,0.0,0.0,4.1,,,51.35,36.5,26.57,20.53,40.45,32.28,-75.0,99.25,,2790.0,,
09/01/2021 00:05:05,0.0,0.0,0.0,4.16,,,52.63,37.92,26.32,20.55,40.17,32.65,-75.0,99.05,,2790.0,,
09/01/2021 00:06:05,0.0,0.0,0.0,4.29,,,53.83,38.08,27.1,20.58,40.72,32.7,-75.0,98.85,,2790.0,,
09/01/2021 00:07:06,0.0,0.0,0.0,4.38,,,50.37,37.93,27.17,20.27,40.78,32.43,-75.0,98.71,,2790.0,,
09/01/2021 00:08:06,0.0,0.0,0.0,4.38,,,53.8,33.87,27.55,19.55,42.02,31.18,-77.0,98.58,,2790.0,,
09/01/2021 00:09:05,0.0,0.0,0.0,4.36,,,52.97,40.23,26.63,20.35,40.5,34.05,-77.0,98.47,,2790.0,,
09/01/2021 00:10:05,0.0,0.0,0.0,4.37,,,53.83,37.12,27.02,19.98,42.82,32.77,-77.0,98.33,,2790.0,,
09/01/2021 00:11:06,0.0,0.0,0.0,4.44,,,52.6,38.53,26.07,20.55,41.1,32.73,-77.0,98.2,,2790.0,,
09/01/2021 00:12:06,0.0,0.0,0.0,4.53,,,54.52,39.52,26.03,20.65,40.22,33.25,-77.0,98.06,,3011.0,,
09/01/2021 00:13:13,0.0,0.0,0.0,4.57,,,53.6,37.93,26.72,20.48,41.05,32.93,-77.0,97.95,,3011.0,,
09/01/2021 00:14:05,0.0,0.0,0.0,4.62,,,53.92,38.37,27.1,20.58,42.08,32.83,-75.0,97.83,,3011.0,,
