InstrumentName, Denver Montessori High (CS27)
StartTime, 2021-09-01 00:00:00
EndTime, 2021-10-01 00:00:00
Date,F1,F3,F4,Hmdty,Lat,Long,PM10,PM102,PM1_0,PM1_02,PM2_5,PM2_52,PM2_5_P,Sig,Temp,Time,Uncertainty,datetime,source_device
09/01/2021 00:00:30,,,,6.83,,,41.07,39.85,20.17,20.35,33.42,33.42,28.322,-73.0,96.67,,-1.0,,
09/01/2021 00:02:03,,,,6.9,,,42.28,44.08,20.02,21.52,34.48,36.0,29.22,-77.0,96.3,,-1.0,,
09/01/2021 00:03:04,,,,6.96,,,39.73,39.88,19.77,20.52,33.88,33.87,28.726,-75.0,96.04,,-1.0,,
09/01/2021 00:04:05,,,,6.93,,,42.65,39.08,20.77,20.35,34.3,33.27,29.102,-75.0,95.5,,-1.0,,
09/01/2021 00:05:04,,,,7.11,,,43.12,42.52,19.38,20.22,35.18,34.53,29.832,-75.0,95.4,,-1.0,,
09/01/2021 00:06:03,,,,7.26,,,41.62,42.93,19.68,20.52,34.2,34.37,28.994,-77.0,95.67,,-1.0,,
09/01/2021 00:07:04,,,,7.17,,,42.1,43.27,20.33,21.6,34.3,35.33,29.086,-75.0,95.59,,-1.0,,
09/01/2021 00:08:04,,,,7.12,,,42.25,42.4,20.57,21.68,34.68,34.82,29.408,-75.0,95.54,,-1.0,,
09/01/2021 00:09:05,,,,7.1,,,43.27,43.6,20.87,20.43,34.42,35.15,29.206,-75.0,95.2,,-1.0,,
09/01/2021 00:10:05,,,,7.14,,,43.8,42.28,20.55,20.6,35.52,34.83,30.113,-75.0,95.45,,-1.0,,
09/01/2021 00:11:05,,,,7.15,,,42.07,43.9,21.48,20.92,35.8,36.07,30.355,-75.0,95.25,,-1.0,,
09/01/2021 00:12:03,,,,7.25,,,45.18,43.52,21.45,21.42,36.33,35.45,30.786,-73.0,95.41,,-1.0,,
09/01/2021 00:13:03,,,,7.26,,,45.4,40.22,21.03,21.27,36.45,34.75,30.882,-75.0,95.5,,-1.0,,
09/01/2021 00:14:04,,,,7.46,,,41.83,45.37,20.27,21.43,34.27,36.22,29.057,-75.0,95.32,,-1.0,,
09/01/2021 00:15:02,,,,7.39,,,43.45,44.45,20.6,21.82,35.58,36.47,30.156,-75.0,95.32,,-1.0,,
09/01/2021 00:16:03,,,,7.32,,,43.7,41.25,20.58,20.27,36.08,35.05,30.574,-75.0,95.4,,-1.0,,
09/01/2021 00:17:04,,,,7.21,,,41.57,40.73,19.87,19.93,33.55,34.08,28.475,-75.0,95.18,,-1.0,,
09/01/2021 00:18:04,,,,7.49,,,42.7,41.87,20.45,20.62,34.82,34.87,29.536,-75.0,94.84,,-1.0,,
09/01/2021 00:19:05,,,,7.6,,,39.28,44.55,20.57,21.52,34.17,36.52,28.98,-75.0,95.0,,-1.0,,
09/01/2021 00:20:04,,,,7.32,,,45.95,45.3,21.07,21.8,36.95,36.53,31.313,-77.0,95.11,,-1.0,,
09/01/2021 00:21:05,,,,7.51,,,44.07,44.97,21.83,21.0,36.92,36.98,31.276,-77.0,95.16,,-1.0,,
09/01/2021 00:22:05,,,,7.63,,,43.18,42.75,20.78,20.78,35.65,34.67,30.245,-77.0,94.3,,-1.0,,
09/01/2021 00:23:04,,,,7.56,,,42.82,44.37,20.57,20.93,34.9,36.0,29.632,-77.0,94.08,,-1.0,,
09/01/2021 00:24:04,,,,7.81,,,43.12,42.05,20.67,20.2,35.78,35.2,30.359,-77.0,93.97,,-1.0,,
09/01/2021 00:25:05,,,,7.73,,,43.18,44.2,21.87,21.15,35.9,36.67,30.452,-77.0,94.23,,-1.0,,
09/01/2021 00:26:04,,,,7.9,,,46.58,40.0,21.02,20.37,36.4,35.07,30.854,-75.0,94.41,,-1.0,,
09/01/2021 00:27:04,,,,7.87,,,41.12,42.1,19.68,21.0,34.58,35.83,29.329,-75.0,94.53,,-1.0,,
09/01/2021 00:28:03,,,,8.14,,,42.63,43.9,21.23,21.47,36.35,35.7,30.797,-77.0,94.46,,-1.0,,
09/01/2021 00:29:05,,,,7.78,,,43.57,43.35,20.92,20.82,36.18,35.18,30.682,-77.0,94.26,,-1.0,,
09/01/2021 00:30:04,,,,8.0,,,40.6,44.85,20.02,20.6,34.28,35.42,29.079,-77.0,94.37,,-1.0,,
09/01/2021 00:31:05,,,,7.86,,,43.65,44.23,19.92,21.23,34.32,36.6,29.124,-77.0,94.26,,-1.0,,
09/01/2021 00:32:04,,,,8.17,,,41.27,42.8,20.62,20.7,33.83,34.7,28.705,-77.0,94.1,,-1.0,,
09/01/2021 00:33:05,,,,8.14,,,43.4,39.82,19.97,20.2,35.17,33.53,29.822,-77.0,94.21,,-1.0,,
09/01/2021 00:34:03,,,,8.17,,,42.25,41.98,19.75,21.6,34.68,35.3,29.41,-77.0,94.24,,-1.0,,
09/01/2021 00:35:03,,,,8.07,,,42.47,39.83,19.88,20.62,34.85,33.98,29.556,-77.0,94.26,,-1.0,,
09/01/2021 00:36:03,,,,8.15,,,41.72,40.55,20.88,20.02,34.47,34.82,29.237,-75.0,94.21,,-1.0,,
09/01/2021 00:37:04,,,,8.21,,,40.75,41.4,20.52,20.37,33.98,34.78,28.827,-75.0,94.15,,-1.0,,
09/01/2021 00:38:03,,,,8.2,,,41.75,40.97,19.73,21.03,34.43,33.53,29.204,-75.0,94.14,,-1.0,,
09/01/2021 00:39:05,,,,8.26,,,42.93,38.8,19.13,19.6,33.8,32.87,28.675,-75.0,94.12,,-1.0,,
09/01/2021 00:40:06,,,,8.21,,,42.9,40.53,19.68,20.37,35.03,33.85,29.707,-75.0,94.08,,-1.0,,
09/01/2021 00:41:04,,,,8.25,,,44.67,42.4,20.6,20.85,34.93,34.87,29.628,-75.0,93.92,,-1.0,,
09/01/2021 00:42:04,,,,8.32,,,43.9,40.83,19.9,19.55,33.52,34.42,28.446,-75.0,93.92,,-1.0,,
