InstrumentName, CAMP
StartTime, 2021-08-01 00:00:00
EndTime, 2021-09-01 00:00:00
Date,Carbon monoxide,Nitrogen dioxide,Outdoor Temperature,Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,PM2.5 Total Atmospheric,Wind Direction,Wind Speed
08/01/2021 00:00:00,0.333864,6.689,62.944092,0.0563,26.575,25.65,,295.88745,5.79599
08/01/2021 00:01:00,0.351726,6.512,62.898224,0.05695,26.542857,25.742857,,280.173039,6.851898
08/01/2021 00:02:00,0.355259,6.406,62.852356,0.057175,26.607692,25.6,,286.053959,8.231598
08/01/2021 00:03:00,0.33577,6.38275,62.972656,0.057375,26.436364,25.745455,,260.582301,4.113403
08/01/2021 00:04:00,0.333031,6.569,62.830933,0.0568,26.061538,25.630769,,287.181126,8.053528
08/01/2021 00:05:00,0.410429,6.62975,62.775177,0.0572,25.307143,24.885714,,283.407798,8.44339
08/01/2021 00:06:00,0.375967,6.49525,62.743713,0.057675,25.5,25.130769,,256.132319,5.504395
08/01/2021 00:07:00,0.319332,6.4155,62.888611,0.0565,25.666667,25.275,,229.67669,6.484161
08/01/2021 00:08:00,0.349827,6.52975,62.782043,0.055175,25.86,25.5,,238.736143,9.391418
08/01/2021 00:09:00,0.368503,6.62125,62.832263,0.056425,25.807143,25.585714,,251.289984,6.800749
08/01/2021 00:10:00,0.327845,6.74675,62.830658,0.0565,26.384615,25.892308,,278.047249,2.085205
08/01/2021 00:11:00,0.323697,6.86825,62.880371,0.055225,26.442857,25.9,,262.349243,6.281525
08/01/2021 00:12:00,0.353528,10.54525,62.980896,0.05245,26.253846,25.553846,,254.238102,5.051514
08/01/2021 00:13:00,0.35466,11.12575,62.885864,0.0506,26.65,25.9,,244.821625,5.264069
08/01/2021 00:14:00,0.342039,8.728,63.035004,0.053075,26.246154,25.838462,,263.251809,5.616089
08/01/2021 00:15:00,0.366486,8.365,62.998749,0.053025,26.1,25.7,,298.293519,6.203094
08/01/2021 00:16:00,0.366972,7.6635,63.019897,0.05335,25.935714,25.757143,,330.413354,3.068481
08/01/2021 00:17:00,0.356648,7.7695,62.94931,0.0527,25.964286,25.814286,,324.3951,1.999603
08/01/2021 00:18:00,0.355327,7.832,63.086365,0.052625,26.221428,25.828571,,299.227108,3.929688
08/01/2021 00:19:00,0.37157,8.08025,63.108337,0.051325,26.478571,26.2,,294.999782,4.839722
08/01/2021 00:20:00,0.405999,8.39725,63.161346,0.050925,25.775,25.65,,252.575062,5.21936
08/01/2021 00:21:00,0.387382,8.62825,63.215179,0.0514,25.814286,25.585714,,273.767268,6.054016
08/01/2021 00:22:00,0.359612,8.939,63.242096,0.0516,26.2,25.769231,,311.787258,7.672058
08/01/2021 00:23:00,0.347311,9.1115,63.20694,0.05195,26.2,25.730769,,321.939621,8.052765
08/01/2021 00:24:00,0.343379,8.95825,63.241272,0.0533,26.469231,25.915385,,306.024245,6.356293
08/01/2021 00:25:00,0.34575,8.86675,63.276154,0.05335,26.9,26.3,,315.57617,6.562744
08/01/2021 00:26:00,0.329607,8.7825,63.30307,0.052825,26.733333,26.266667,,284.910877,4.083190999999999
08/01/2021 00:27:00,0.334142,8.55775,63.330536,0.05225,26.857143,26.342857,,295.788571,2.168671
08/01/2021 00:28:00,0.364225,8.248,63.298126,0.052,27.2,26.566667,,282.524593,5.141388
08/01/2021 00:29:00,0.340164,,,,,,,,
08/01/2021 00:30:00,0.345942,7.98525,63.425568,0.051725,26.892308,26.323077,,233.329115,5.286804
08/01/2021 00:31:00,0.391916,8.2805,63.504944,0.05065,26.9,26.514286,,238.120798,6.539856
08/01/2021 00:32:00,0.39844,8.3365,63.415955,0.052125,26.642857,26.414286,,294.254506,4.529663
08/01/2021 00:33:00,0.369238,6.9,63.369019,0.050725,27.114286,26.814286,,295.123655,4.727722
08/01/2021 00:34:00,0.398049,12.21375,63.221771,0.047775,27.576923,27.192308,,298.520537,6.558929
08/01/2021 00:35:00,0.411634,9.77125,63.220398,0.0513,27.866667,27.525,,287.753283,7.549988
08/01/2021 00:36:00,0.400147,9.3185,63.130035,0.052625,28.028571,27.842857,,287.215373,9.652191
08/01/2021 00:37:00,0.400698,9.14625,63.045441,0.0532,28.066667,27.806667,,284.892883,5.178009
08/01/2021 00:38:00,0.363989,9.40125,63.019897,0.05275,28.323077,28.069231,,243.143397,4.347015
08/01/2021 00:39:00,0.350373,9.6175,63.049561,0.05235,28.307143,28.057143,,277.467043,8.041626
08/01/2021 00:40:00,0.350402,9.564,63.029236,0.05355,28.428571,28.171429,,288.299646,8.200012000000001
08/01/2021 00:41:00,0.343416,9.40825,63.027039,0.05515,28.371429,28.128571,,276.239103,6.932465
08/01/2021 00:42:00,0.349733,9.23975,62.939148,0.0555,28.423077,28.169231,,274.549035,5.658966
08/01/2021 00:43:00,0.351341,8.9785,62.874054,0.055975,28.371429,28.042857,,299.749305,5.47464
08/01/2021 00:44:00,0.339193,8.836,62.916901,0.0556,28.5,28.0,,256.59682499999997,6.391541
08/01/2021 00:45:00,0.345613,8.759,62.996277,0.05455,28.571429,28.328571,,259.452844,6.021057
08/01/2021 00:46:00,0.356243,8.55875,62.994354,0.0544,28.7,28.428571,,249.175251,5.742737
08/01/2021 00:47:00,0.344547,8.044,62.999298,0.056475,28.776923,28.438462,,279.702125,5.179382
08/01/2021 00:48:00,0.398526,7.75925,62.924591,0.056325,28.65,28.2,,269.145865,5.693604
08/01/2021 00:49:00,0.57237,7.51825,62.920746,0.056025,28.228571,27.942857,,234.052938,6.504761
08/01/2021 00:50:00,0.465121,7.3585,62.954254,0.055725,27.946154,27.753846,,268.972778,7.798401
