InstrumentName, I25 Denver,,,,,,,
StartTime, 2022-03-01 00:00:00,,,,,,,
EndTime, 2022-03-31 23:59:59,,,,,,,
Date,81102,Carbon monoxide,Nitrogen dioxide,Outdoor Temperature,PM2.5 - Local Conditions,Relative Humidity,Wind Direction,Wind Speed
03/01/2022 02:16:00.000000,43.829813,0.596087,23.208802,53.791931,11.15,16.120453,293.900222,4.175873
03/01/2022 02:17:00.000000,12.395183,0.611547,23.865846,53.682068,4.975,16.243591,283.742276,4.068451
03/01/2022 02:18:00.000000,15.270642,0.740449,24.056841,53.563416,6.075,16.290131,287.675303,4.710541
03/01/2022 02:19:00.000000,16.638579,0.703232,24.115807,53.545563,4.1,16.279602,290.059228,3.681183
03/01/2022 02:20:00.000000,17.922764,0.535996,24.123092,53.499695,4.175,16.270905,266.500437,2.584686
03/01/2022 02:21:00.000000,21.440316,0.365596,24.283998,53.387085,4.65,16.384583,239.093934,2.434692
03/01/2022 02:22:00.000000,38.525568,0.331614,24.606256,53.292328,2.6,16.444092,276.389542,2.012787
03/01/2022 02:23:00.000000,29.271608,0.368747,24.442511,53.208008,2.175,16.42807,258.861838,1.472321
03/01/2022 02:24:00.000000,29.857569,0.407785,23.881338,53.131378,2.875,16.547241,238.043326,1.02417
03/01/2022 02:25:00.000000,36.827122,0.423164,25.085418,53.028107,6.575,16.614075,294.365406,1.676483
03/01/2022 02:26:00.000000,45.664517,0.441099,26.191171,52.899017,8.05,16.661987,157.16797,1.075897
03/01/2022 02:27:00.000000,37.719225,0.458212,26.931486,52.819366,8.025,16.509857,286.332929,1.957245
03/01/2022 02:28:00.000000,31.223601,0.423703,27.068414,52.792999,7.625,16.522064,322.430409,1.204529
03/01/2022 02:29:00.000000,44.131215,0.454587,27.631353,52.810303,6.95,16.523743,299.076771,1.729889
03/01/2022 02:30:00.000000,28.937588,0.55322,28.378403,52.862213,3.75,16.377869,298.414528,1.69754
03/01/2022 02:31:00.000000,37.301052,0.475069,27.869528,52.976746,4.7,16.269684,312.325633,1.949005
03/01/2022 02:32:00.000000,64.956242,0.4272,26.837193,53.070404,7.125,16.361694,307.411059,4.098511
03/01/2022 02:33:00.000000,30.805428,0.482742,25.83915,53.133026,4.85,16.550903,321.646328,4.572296
03/01/2022 02:34:00.000000,43.127599,0.499142,25.451576,53.142365,6.15,16.655579,332.708352,4.492493
03/01/2022 02:35:00.000000,32.64539,0.784965,25.477323,53.157745,5.65,16.607513,325.017334,4.263763
03/01/2022 02:36:00.000000,27.013991,0.8906,24.294926,53.286011,2.875,16.385803,326.881416,5.113525
03/01/2022 02:37:00.000000,39.893726,0.524948,23.379085,53.410431,4.725,16.309662,319.973908,5.130768
03/01/2022 02:38:00.000000,20.992296,0.421133,22.871136,53.506836,2.7,16.169281,303.150515,5.94635
03/01/2022 02:39:00.000000,23.093267,0.417893,21.695402,53.633728,6.125,15.892944,303.709086,5.3862
03/01/2022 02:40:00.000000,19.039448,0.348125,20.770247,53.659821,5.025,15.849915,308.893245,4.272003
03/01/2022 02:41:00.000000,13.791037,0.367034,19.516795,53.5755,3.45,15.89859,308.104287,3.752899
03/01/2022 02:42:00.000000,14.823969,0.395157,18.945059,53.47113,3.425,15.974579,307.079295,5.031891
03/01/2022 02:43:00.000000,7.788865,0.382229,18.820366,53.417847,2.15,16.01181,302.636754,6.268463
03/01/2022 02:44:00.000000,2.875459,0.380782,18.715395,53.340668,2.475,16.042328,304.202231,5.380554
03/01/2022 02:45:00.000000,4.434916,0.407038,18.364199,53.247833,2.15,16.157379,306.339967,4.792023
03/01/2022 02:46:00.000000,10.426453,0.369721,18.555316,53.203888,2.325,16.125641,311.735048,6.912079
03/01/2022 02:47:00.000000,16.754807,0.415828,18.375615,53.342865,2.725,16.026917,306.18413,5.999298
03/01/2022 02:48:00.000000,29.782691,0.503581,19.189391,53.336548,3.7,16.052246,298.932709,4.333649
03/01/2022 02:49:00.000000,11.804921,0.486925,18.74382,53.299744,3.35,16.007843,293.671229,4.432068
03/01/2022 02:50:00.000000,10.064036,0.321688,17.840652,53.23822,2.5,16.143494,281.555714,3.747406
03/01/2022 02:51:00.000000,17.312372,0.30117,17.289553,53.063812,2.7,16.34552,282.079026,4.165344
03/01/2022 02:52:00.000000,13.493056,0.348536,16.899411,52.971527,2.125,16.265564,291.323075,4.291534
03/01/2022 02:53:00.000000,19.347481,0.33495,16.756316,52.915222,4.1,16.215057,286.971732,3.953705
03/01/2022 02:54:00.000000,17.117224,0.33786,17.040225,52.802338,3.9,16.406555,271.256424,3.591919
03/01/2022 02:55:00.000000,9.84101,0.402175,16.881505,52.633148,2.675,16.678619,280.30451,4.648438
03/01/2022 02:56:00.000000,21.2432,0.448438,16.923555,52.507355,3.0,16.574249,273.134332,4.780579
03/01/2022 02:57:00.000000,18.288109,0.369538,17.284622,52.395294,1.85,16.788177,286.458663,4.024506
03/01/2022 02:58:00.000000,14.106377,0.2981,18.44904,52.214844,2.775,16.981506,280.059664,3.64624
03/01/2022 02:59:00.000000,15.667557,0.330933,19.21015,52.053894,2.625,17.095642,277.623426,2.666168
03/01/2022 03:00:00.000000,13.520934,0.477178,21.162112,51.983032,3.35,17.033539,221.8884,2.335968
03/01/2022 03:01:00.000000,22.274694,0.519969,28.148555,51.791595,3.775,17.235107,216.237883,2.347412
03/01/2022 03:02:00.000000,11.79014,0.470838,17.138608,51.580109,3.825,17.449493,234.062293,3.161621
03/01/2022 03:03:00.000000,9.799452,0.355185,15.455079,51.372944,1.975,17.900808,217.396591,3.10412
03/01/2022 03:04:00.000000,27.05985,0.42208,16.696525,51.054413,3.8,18.686218,196.727416,3.989716
03/01/2022 03:05:00.000000,12.0266,0.603508,20.453941,50.469391,5.85,19.399414,184.40886,4.398346
03/01/2022 03:06:00.000000,36.859302,0.730691,43.532925,50.045319,8.65,19.968414,191.714782,4.496002
03/01/2022 03:07:00.000000,50.869764,0.849236,45.473043,49.782745,9.175,20.239563,194.943394,3.658447
03/01/2022 03:08:00.000000,40.811118,0.890278,43.933766,49.585541,9.925,20.543213,183.117635,2.88681
03/01/2022 03:09:00.000000,42.395746,0.838932,43.947189,49.544617,13.0,20.717773,189.362503,3.834076
03/01/2022 03:10:00.000000,44.842189,0.787072,44.364499,49.454254,9.175,20.77713,174.710141,4.737854
03/01/2022 03:11:00.000000,44.119376,0.852875,45.153843,49.337524,9.95,20.800018,169.207956,3.338318
03/01/2022 03:12:00.000000,54.933766,0.86889,45.947738,49.155426,13.0,20.936279,161.67201,2.515564
03/01/2022 03:13:00.000000,38.475877,0.824346,46.639786,48.99118,9.3,21.025238,177.312235,2.898865
03/01/2022 03:14:00.000000,54.523444,0.770811,47.195555,48.967011,9.475,21.069641,170.286052,2.149811
03/01/2022 03:15:00.000000,41.975578,0.722003,47.172876,48.959869,7.975,21.273804,157.034988,2.583313
03/01/2022 03:16:00.000000,44.335317,0.712324,47.849919,48.708282,7.525,21.890259,148.642932,2.799988
03/01/2022 03:17:00.000000,50.776014,0.746311,47.816029,48.279541,8.775,22.50473,147.362209,2.732391
03/01/2022 03:18:00.000000,72.596652,0.764727,47.588106,47.93457,10.525,23.127747,143.338848,2.659607
03/01/2022 03:19:00.000000,38.956233,0.765386,47.18752,47.643707,10.025,23.760529,147.052313,2.378845
03/01/2022 03:20:00.000000,42.332659,0.78819,47.194816,47.384705,8.1,24.268646,136.893568,2.118988
03/01/2022 03:21:00.000000,25.144546,0.772242,47.551724,47.218262,7.675,24.558258,136.206399,2.338104
03/01/2022 03:22:00.000000,26.835634,0.750382,47.797694,47.104279,8.175,24.733429,137.06834,2.492371
03/01/2022 03:23:00.000000,35.679196,0.731836,47.545502,46.876312,8.55,25.110779,143.40771,2.924347
03/01/2022 03:24:00.000000,64.455423,0.739386,47.582765,46.704102,9.525,25.702667,150.06644,4.361877
03/01/2022 03:25:00.000000,69.94453,0.76317,48.063588,46.452226,8.55,26.204481,148.728813,5.706305
03/01/2022 03:26:00.000000,56.415822,0.779543,48.26422,46.3237,10.3,26.709137,150.299232,6.085815
03/01/2022 03:27:00.000000,49.383179,0.773091,47.931489,46.248444,12.4,27.051697,155.419951,5.458527
03/01/2022 03:28:00.000000,43.546774,0.812056,47.640328,46.270662,8.25,27.22441,159.296196,4.88217
03/01/2022 03:29:00.000000,62.842452,0.863225,47.651481,46.414612,11.325,27.160187,158.533536,4.584198
03/01/2022 03:30:00.000000,45.927589,0.907037,47.737431,46.556885,8.7,26.626282,158.377343,3.970184
03/01/2022 03:31:00.000000,34.604875,0.911447,47.542125,46.643951,7.45,26.224518,151.486528,3.167419
03/01/2022 03:32:00.000000,40.723016,0.885066,47.525885,46.571991,12.175,26.281128,140.332717,2.709961
03/01/2022 03:33:00.000000,74.165167,0.888691,47.940182,46.419556,18.575,26.775513,150.541646,1.769409
03/01/2022 03:34:00.000000,41.664269,0.91322,48.485158,46.263824,9.925,27.059937,155.36264,2.065887
03/01/2022 03:35:00.000000,46.841158,0.902353,48.968922,46.156433,9.975,27.207489,157.83525,2.086182
03/01/2022 03:36:00.000000,46.951894,0.907628,49.1885,46.079529,11.525,27.520905,153.398279,2.078552
03/01/2022 03:37:00.000000,40.778384,0.993117,49.163326,46.093536,11.725,27.737274,169.571883,2.402191
03/01/2022 03:38:00.000000,42.190263,1.129011,49.192512,46.35968,13.95,27.586975,169.098118,3.055725
03/01/2022 03:39:00.000000,49.6926,1.130465,48.869845,46.503052,14.775,27.522736,185.484103,2.431946
03/01/2022 03:40:00.000000,68.849858,1.122525,48.6856,46.68158,16.7,27.360535,182.586742,2.007294
03/01/2022 03:41:00.000000,66.109152,1.129795,48.356329,46.824127,16.6,27.132416,203.193229,2.564239
03/01/2022 03:42:00.000000,80.920039,1.151419,47.944244,46.956238,18.05,26.891327,222.231654,1.691437
03/01/2022 03:43:00.000000,58.662183,1.247784,47.851296,46.653564,20.55,26.690216,187.639571,1.323547
03/01/2022 03:44:00.000000,60.655424,1.229271,48.177185,46.312714,19.45,26.655884,163.686113,1.222229
03/01/2022 03:45:00.000000,69.56964,1.080927,47.968869,46.153412,16.575,26.792145,176.060938,1.594849
03/01/2022 03:46:00.000000,54.011288,1.038381,39.642509,46.35277,15.65,26.370721,180.506361,2.392739
03/01/2022 03:47:00.000000,52.350254,1.020404,0.198712,46.910919,12.575,25.398407,181.024167,2.535095
03/01/2022 03:48:00.000000,43.934349,1.001851,0.373239,47.217163,12.2,25.220184,179.522548,2.480927
03/01/2022 03:49:00.000000,43.457841,1.08642,0.06531,47.357513,16.55,24.831696,168.99392,2.727356
03/01/2022 03:50:00.000000,52.534635,1.070618,0.140555,47.472046,17.85,24.534607,167.243127,2.738342
03/01/2022 03:51:00.000000,67.920769,1.01094,0.14883,47.494019,16.875,24.530487,168.456002,2.601013
03/01/2022 03:52:00.000000,69.612428,0.99096,0.163455,47.293243,22.125,24.693298,161.990185,1.980896
03/01/2022 03:53:00.000000,58.828287,0.995986,0.181777,47.267426,25.775,24.586182,159.255859,1.062927
03/01/2022 03:54:00.000000,85.072624,1.009175,0.182068,47.184753,38.15,24.789429,181.67243,0.80719
03/01/2022 03:55:00.000000,91.356869,1.046846,0.153766,47.08047,30.9,25.128013,165.046798,1.332976
03/01/2022 03:56:00.000000,57.914718,1.120434,0.02691,46.95816,26.9,25.477448,159.967773,0.757599
