InstrumentName, CAMP,,,,,,,
StartTime, 2022-03-01 00:00:00,,,,,,,
EndTime, 2022-03-31 23:59:59,,,,,,,
Date,Carbon monoxide,Nitrogen dioxide,Outdoor Temperature,Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Wind Direction,Wind Speed
03/01/2022 02:16:00.000000,0.654659,33.574,54.937531,0.013975,23.526316,8.084211,360.657357,3.528229
03/01/2022 02:17:00.000000,0.474405,33.406,54.563171,0.01425,18.868293,10.026829,39.367435,1.679169
03/01/2022 02:18:00.000000,0.435648,31.32675,54.704071,0.01695,27.136364,17.127273,10.781142,1.7218930000000001
03/01/2022 02:19:00.000000,0.460702,26.6785,54.54422,0.019125,33.0,16.65,313.304284,2.377411
03/01/2022 02:20:00.000000,0.443178,28.497,54.372284,0.019025,34.339535,16.216279,281.700865,1.616455
03/01/2022 02:21:00.000000,0.476066,31.89225,54.259949,0.0181,25.895238,10.307143,302.787508,1.616455
03/01/2022 02:22:00.000000,0.569471,28.68775,54.162445,0.017325,37.666667,25.466667,317.073809,2.968689
03/01/2022 02:23:00.000000,0.592655,28.688,54.020447,0.01935,81.541463,50.204878,268.783242,2.1869810000000003
03/01/2022 02:24:00.000000,0.643673,26.14525,54.33905,0.0218,43.525,14.69,297.202187,4.4935
03/01/2022 02:25:00.000000,0.586092,23.44425,54.798828,0.023025,25.633333,10.0,305.777717,5.041138
03/01/2022 02:26:00.000000,0.459215,20.51,54.850464,0.0245,29.065116,6.232558,297.230604,5.463501
03/01/2022 02:27:00.000000,0.368117,18.11775,54.927368,0.02605,38.947368,10.034211,302.270507,3.17453
03/01/2022 02:28:00.000000,0.371914,26.854,54.620026,0.02205,44.97619,19.016667,299.478455,3.758331
03/01/2022 02:29:00.000000,0.682021,27.5775,54.834534,0.018275,43.004878,18.72439,313.021385,3.144165
03/01/2022 02:30:00.000000,0.751103,29.54075,54.541199,0.01785,43.472093,24.081395,7.885945,2.738434
03/01/2022 02:31:00.000000,0.639842,31.70175,54.306366,0.01535,53.348837,27.523256,9.111585,1.853577
03/01/2022 02:32:00.000000,0.545994,35.7165,54.044342,0.014075,63.873684,25.655263,350.934253,1.616455
