InstrumentName, Melody-Catalpa B
StartTime, 2022-03-01 00:00:00
EndTime, 2022-03-31 23:59:59
Date,PM2.5
03/01/2022 00:01:44.000000,10.31
03/01/2022 00:03:44.000000,14.86
03/01/2022 00:05:44.000000,11.04
03/01/2022 00:07:44.000000,9.79
03/01/2022 00:09:44.000000,9.83
03/01/2022 00:13:44.000000,8.47
03/01/2022 00:15:44.000000,8.77
03/01/2022 00:17:44.000000,7.98
03/01/2022 00:19:44.000000,9.17
03/01/2022 00:21:44.000000,8.6
03/01/2022 00:23:44.000000,10.98
03/01/2022 00:25:44.000000,11.14
03/01/2022 00:27:44.000000,9.49
03/01/2022 00:29:44.000000,9.66
03/01/2022 00:31:44.000000,10.66
03/01/2022 00:33:44.000000,10.12
03/01/2022 00:35:44.000000,9.69
03/01/2022 00:37:44.000000,9.91
03/01/2022 00:39:44.000000,8.25
03/01/2022 00:41:44.000000,8.09
03/01/2022 00:45:44.000000,8.0
03/01/2022 00:47:44.000000,8.1
03/01/2022 00:49:44.000000,8.16
03/01/2022 00:51:44.000000,8.79
03/01/2022 00:53:44.000000,7.53
03/01/2022 00:55:44.000000,7.62
03/01/2022 00:57:44.000000,7.84
03/01/2022 00:59:44.000000,8.52
03/01/2022 01:01:44.000000,8.27
03/01/2022 01:05:44.000000,8.6
03/01/2022 01:07:44.000000,6.56
03/01/2022 01:09:44.000000,6.38
03/01/2022 01:11:44.000000,5.95
03/01/2022 01:13:44.000000,5.78
03/01/2022 01:15:44.000000,7.3
03/01/2022 01:17:44.000000,7.72
03/01/2022 01:19:44.000000,5.63
03/01/2022 01:21:44.000000,3.66
03/01/2022 01:23:44.000000,3.31
03/01/2022 01:25:44.000000,3.32
03/01/2022 01:27:44.000000,2.57
03/01/2022 01:29:44.000000,2.36
03/01/2022 01:33:44.000000,1.79
03/01/2022 01:35:44.000000,1.45
03/01/2022 01:37:44.000000,1.72
03/01/2022 01:39:44.000000,1.02
03/01/2022 01:41:44.000000,1.0
03/01/2022 01:43:44.000000,2.12
03/01/2022 01:45:44.000000,1.0
03/01/2022 01:47:45.000000,0.75
03/01/2022 01:49:45.000000,1.04
03/01/2022 01:51:45.000000,0.61
03/01/2022 01:53:45.000000,2.88
03/01/2022 01:55:45.000000,3.9
03/01/2022 01:57:45.000000,4.42
03/01/2022 01:59:45.000000,4.23
03/01/2022 02:01:45.000000,3.22
03/01/2022 02:03:45.000000,6.28
03/01/2022 02:05:45.000000,7.43
03/01/2022 02:07:45.000000,5.4
03/01/2022 02:09:45.000000,4.35
03/01/2022 02:11:45.000000,5.17
03/01/2022 02:13:45.000000,3.68
03/01/2022 02:15:45.000000,4.47
03/01/2022 02:17:45.000000,6.51
03/01/2022 02:19:45.000000,4.43
03/01/2022 02:21:45.000000,4.84
03/01/2022 02:23:45.000000,5.64
03/01/2022 02:25:45.000000,5.16
03/01/2022 02:27:45.000000,3.97
03/01/2022 02:29:45.000000,4.04
03/01/2022 02:33:45.000000,3.74
03/01/2022 02:35:45.000000,4.55
03/01/2022 02:37:45.000000,4.17
03/01/2022 02:39:45.000000,3.64
03/01/2022 02:41:45.000000,3.26
03/01/2022 02:43:45.000000,3.67
03/01/2022 02:45:45.000000,4.08
03/01/2022 02:47:45.000000,2.82
03/01/2022 02:51:45.000000,2.19
03/01/2022 02:53:45.000000,1.89
03/01/2022 02:55:45.000000,1.12
03/01/2022 02:57:45.000000,1.08
03/01/2022 02:59:45.000000,1.29
03/01/2022 03:01:45.000000,1.11
03/01/2022 03:03:45.000000,1.25
03/01/2022 03:05:45.000000,1.53
03/01/2022 03:07:45.000000,1.4
03/01/2022 03:09:45.000000,0.84
03/01/2022 03:11:45.000000,0.38
03/01/2022 03:13:45.000000,1.17
03/01/2022 03:15:45.000000,1.08
03/01/2022 03:17:45.000000,2.16
03/01/2022 03:19:45.000000,2.16
03/01/2022 03:21:45.000000,2.98
03/01/2022 03:23:45.000000,7.32
03/01/2022 03:25:45.000000,8.42
03/01/2022 03:27:45.000000,6.58
03/01/2022 03:29:45.000000,5.09
03/01/2022 03:31:45.000000,8.43
03/01/2022 03:33:45.000000,7.54
03/01/2022 03:35:45.000000,8.49
03/01/2022 03:37:45.000000,8.54
03/01/2022 03:39:45.000000,7.98
03/01/2022 03:41:45.000000,8.63
03/01/2022 03:43:45.000000,6.68
03/01/2022 03:45:45.000000,5.84
03/01/2022 03:47:46.000000,3.71
03/01/2022 03:49:46.000000,4.29
03/01/2022 03:51:46.000000,3.43
03/01/2022 03:53:46.000000,3.95
03/01/2022 03:55:46.000000,3.33
03/01/2022 03:57:46.000000,2.55
03/01/2022 03:59:46.000000,2.14
03/01/2022 04:03:46.000000,1.98
03/01/2022 04:07:46.000000,2.22
03/01/2022 04:09:46.000000,0.86
03/01/2022 04:11:46.000000,0.79
03/01/2022 04:13:46.000000,0.66
03/01/2022 04:15:46.000000,0.75
03/01/2022 04:17:46.000000,0.98
03/01/2022 04:19:46.000000,0.87
03/01/2022 04:21:46.000000,0.89
03/01/2022 04:23:46.000000,0.93
03/01/2022 04:25:46.000000,0.98
03/01/2022 04:27:46.000000,1.69
03/01/2022 04:29:46.000000,1.41
03/01/2022 04:33:46.000000,5.1
03/01/2022 04:35:46.000000,6.49
03/01/2022 04:37:46.000000,3.36
03/01/2022 04:39:46.000000,2.89
03/01/2022 04:41:46.000000,4.7
03/01/2022 04:43:46.000000,3.63
03/01/2022 04:45:46.000000,2.75
03/01/2022 04:47:46.000000,2.74
03/01/2022 04:49:47.000000,3.02
03/01/2022 04:51:46.000000,2.67
03/01/2022 04:53:46.000000,3.38
03/01/2022 04:55:46.000000,4.25
03/01/2022 04:57:46.000000,3.97
03/01/2022 04:59:46.000000,3.15
03/01/2022 05:01:46.000000,2.98
03/01/2022 05:03:46.000000,3.61
03/01/2022 05:05:46.000000,3.74
03/01/2022 05:07:46.000000,4.12
03/01/2022 05:09:46.000000,6.24
03/01/2022 05:11:46.000000,5.46
03/01/2022 05:13:46.000000,3.31
03/01/2022 05:15:46.000000,3.1
03/01/2022 05:17:46.000000,2.95
03/01/2022 05:19:46.000000,2.77
03/01/2022 05:21:46.000000,1.68
03/01/2022 05:23:46.000000,0.88
03/01/2022 05:25:46.000000,0.72
03/01/2022 05:27:46.000000,0.58
03/01/2022 05:29:46.000000,0.1
03/01/2022 05:31:46.000000,0.32
03/01/2022 05:33:46.000000,0.26
03/01/2022 05:35:46.000000,1.0
03/01/2022 05:37:46.000000,0.67
03/01/2022 05:39:46.000000,1.86
03/01/2022 05:41:46.000000,1.85
03/01/2022 05:43:46.000000,1.51
03/01/2022 05:45:46.000000,2.84
