InstrumentName, CAMP,,,,,,
StartTime, 2020-08-01 00:00:00,,,,,,
EndTime, 2020-08-31 23:59:59,,,,,,
Date,Carbon monoxide,Nitrogen dioxide,Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Wind Direction,Wind Speed
08/01/2020 00:00:00.000000,0.341102,11.24575,0.0467,12.778571,4.428571,10.7246,10.710693
08/01/2020 00:01:00.000000,0.247083,8.81275,0.047825,12.95,4.528571,19.150766,9.888317
08/01/2020 00:02:00.000000,0.321988,7.54475,0.0503,15.542857,4.685714,27.665414,7.429596
08/01/2020 00:03:00.000000,0.706271,12.48125,0.048425,15.7,4.869231,356.761848,5.870758
08/01/2020 00:04:00.000000,0.379915,12.853,0.04618,14.264286,5.028571,322.582304,6.32082
08/01/2020 00:05:00.000000,0.218125,13.75675,0.048033,17.7,5.333333,343.11546,7.764832
08/01/2020 00:06:00.000000,0.19233,13.8205,0.048225,17.48,4.633333,323.391414,5.755249
08/01/2020 00:07:00.000000,0.175199,8.444,0.049475,14.6,4.471429,348.18274,5.873657
08/01/2020 00:08:00.000000,0.245648,12.02025,0.049275,14.707143,4.921429,20.430378,5.895325
08/01/2020 00:09:00.000000,0.353513,9.78525,0.05005,15.828571,5.142857,354.577672,4.289185
08/01/2020 00:10:00.000000,0.23247,11.14925,0.04885,15.653846,5.192308,1.9437769999999999,4.41217
08/01/2020 00:11:00.000000,0.219904,12.544,0.044725,15.557143,4.9,332.998498,4.947449000000001
08/01/2020 00:12:00.000000,0.25262,12.62775,0.045625,16.046154,5.6,343.384355,5.567566
08/01/2020 00:13:00.000000,0.24421,12.469,0.05,13.171429,4.771429,9.720753,3.460632
08/01/2020 00:14:00.000000,0.261747,18.7555,0.04685,18.328571,5.4,46.879504,5.398956
08/01/2020 00:15:00.000000,0.358492,10.779,0.047775,13.5,5.713333,32.629967,5.306641
08/01/2020 00:16:00.000000,0.266576,12.938,0.05135,15.65,5.366667,53.737984,7.427917
08/01/2020 00:17:00.000000,0.397297,11.78,0.05125,16.546154,5.761538,59.562124,8.887421
08/01/2020 00:18:00.000000,0.294848,10.50375,0.052975,15.442857,5.814286,47.85836,8.253723
08/01/2020 00:19:00.000000,0.18558,7.413,0.054775,16.091667,5.575,53.765847,7.385193
08/01/2020 00:20:00.000000,0.19574,7.548,0.0564,16.058333,5.675,58.10507,6.730743
08/01/2020 00:21:00.000000,0.16855,7.92225,0.056025,16.4,6.057143,36.679019,16.53772
08/01/2020 00:22:00.000000,0.180133,7.97075,0.055375,36.166667,6.775,60.906431,10.873657
08/01/2020 00:23:00.000000,0.159314,7.26875,0.058375,40.6,8.533333,15.040457,5.321442
08/01/2020 00:24:00.000000,0.161206,14.0685,0.055475,18.853846,5.476923,50.133235,7.348419
08/01/2020 00:25:00.000000,0.248343,6.2165,0.051325,18.133333,4.766667,51.958972,8.11853
08/01/2020 00:26:00.000000,0.174584,2.72525,0.05645,12.155556,3.922222,34.096672,5.065704
08/01/2020 00:27:00.000000,0.129726,4.64025,0.0581,10.884615,4.1,6.216518,4.695984
08/01/2020 00:28:00.000000,0.152555,7.36125,0.0548,11.392308,4.746154,65.166413,5.640808
08/01/2020 00:29:00.000000,0.183454,7.30425,0.056167,11.321429,5.685714,8.090798,5.392242
08/01/2020 00:30:00.000000,0.142527,7.3015,0.055275,8.469231,4.4,304.784487,2.694946
