InstrumentName, Woods Park,,
StartTime, 2020-08-01 00:00:00,,
EndTime, 2020-08-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
08/01/2020 00:00:27.000000,6.0,8.24,7.84
08/01/2020 00:02:27.000000,5.5,7.86,7.14
08/01/2020 00:04:27.000000,6.05,8.02,7.9
08/01/2020 00:06:27.000000,5.92,7.58,7.48
08/01/2020 00:08:27.000000,5.41,7.41,7.34
08/01/2020 00:10:27.000000,5.48,7.73,7.43
08/01/2020 00:12:27.000000,5.86,7.7,7.68
08/01/2020 00:14:27.000000,5.87,7.93,7.77
08/01/2020 00:16:27.000000,5.19,7.08,6.8
08/01/2020 00:18:27.000000,5.68,7.52,7.12
08/01/2020 00:20:27.000000,5.56,7.46,7.21
08/01/2020 00:22:27.000000,5.66,7.25,7.03
08/01/2020 00:24:27.000000,5.29,6.73,6.29
08/01/2020 00:26:27.000000,5.33,6.63,6.56
08/01/2020 00:28:27.000000,5.26,6.81,6.61
08/01/2020 00:30:27.000000,5.8,7.76,6.81
08/01/2020 00:32:27.000000,4.75,6.72,6.17
08/01/2020 00:34:27.000000,4.75,6.3,6.3
08/01/2020 00:36:27.000000,4.57,6.09,5.59
08/01/2020 00:38:27.000000,4.51,6.2,6.03
08/01/2020 00:40:27.000000,4.75,6.46,6.27
08/01/2020 00:42:27.000000,5.33,7.05,6.72
08/01/2020 00:44:27.000000,5.29,6.86,6.64
08/01/2020 00:46:27.000000,5.5,7.93,7.62
08/01/2020 00:48:28.000000,4.34,5.95,5.86
08/01/2020 00:50:27.000000,5.26,6.76,6.62
08/01/2020 00:52:27.000000,5.09,6.2,6.2
08/01/2020 00:54:27.000000,4.18,6.23,5.98
08/01/2020 00:56:27.000000,4.64,6.9,6.19
08/01/2020 00:58:27.000000,4.46,5.85,5.75
08/01/2020 01:00:27.000000,3.98,5.79,5.21
08/01/2020 01:02:27.000000,3.7,5.61,5.29
08/01/2020 01:04:27.000000,4.42,5.92,5.62
08/01/2020 01:06:27.000000,3.81,5.05,4.84
08/01/2020 01:08:27.000000,3.16,4.81,4.04
08/01/2020 01:10:27.000000,3.68,4.93,4.66
08/01/2020 01:12:27.000000,3.62,5.19,5.02
08/01/2020 01:14:27.000000,4.0,5.05,4.88
08/01/2020 01:16:27.000000,3.59,4.5,4.43
08/01/2020 01:18:27.000000,3.95,5.54,4.84
08/01/2020 01:20:27.000000,3.93,5.4,4.91
08/01/2020 01:22:27.000000,2.95,4.02,3.92
08/01/2020 01:24:27.000000,3.22,4.86,4.75
08/01/2020 01:26:27.000000,2.98,4.3,3.95
08/01/2020 01:28:27.000000,2.86,4.3,3.93
08/01/2020 01:30:27.000000,2.74,3.48,3.19
08/01/2020 01:32:27.000000,3.53,4.39,4.31
08/01/2020 01:34:27.000000,3.0,4.11,4.02
08/01/2020 01:36:27.000000,3.09,4.33,4.14
08/01/2020 01:38:27.000000,3.22,4.29,4.09
08/01/2020 01:40:27.000000,3.12,4.66,4.2
08/01/2020 01:42:27.000000,3.48,4.9,4.41
08/01/2020 01:44:27.000000,3.93,5.35,5.35
08/01/2020 01:46:27.000000,4.15,5.37,5.37
08/01/2020 01:48:28.000000,4.16,5.41,5.29
08/01/2020 01:50:27.000000,3.98,5.59,5.46
08/01/2020 01:52:27.000000,3.84,4.75,4.75
08/01/2020 01:54:27.000000,4.17,5.24,5.19
08/01/2020 01:56:27.000000,4.25,5.78,5.58
08/01/2020 01:58:27.000000,4.02,5.27,5.2
08/01/2020 02:00:27.000000,4.04,5.75,5.51
08/01/2020 02:02:27.000000,4.32,5.69,5.19
08/01/2020 02:04:27.000000,4.17,5.19,5.19
08/01/2020 02:06:27.000000,4.46,6.08,5.92
08/01/2020 02:08:27.000000,4.25,5.63,5.25
08/01/2020 02:10:27.000000,3.84,5.35,5.11
08/01/2020 02:12:27.000000,3.92,5.07,5.0
08/01/2020 02:14:27.000000,4.44,5.76,4.97
08/01/2020 02:16:27.000000,4.18,5.75,5.39
08/01/2020 02:18:27.000000,3.79,5.41,4.98
08/01/2020 02:20:27.000000,3.8,4.75,4.56
08/01/2020 02:22:27.000000,4.29,5.56,5.39
08/01/2020 02:24:27.000000,4.21,5.28,5.18
08/01/2020 02:26:28.000000,3.74,5.47,4.84
08/01/2020 02:28:27.000000,3.54,4.98,4.8
08/01/2020 02:30:27.000000,3.7,5.05,4.88
