InstrumentName, West Denver PA-II B
StartTime, 2020-08-01 00:00:00
EndTime, 2020-08-31 23:59:59
Date,PM2.5
08/01/2020 00:00:40.000000,2.15
08/01/2020 00:02:40.000000,2.46
08/01/2020 00:04:40.000000,2.88
08/01/2020 00:06:40.000000,2.58
08/01/2020 00:08:40.000000,2.87
08/01/2020 00:10:40.000000,2.68
08/01/2020 00:12:40.000000,2.25
08/01/2020 00:14:40.000000,2.14
08/01/2020 00:16:40.000000,3.13
08/01/2020 00:18:40.000000,2.41
08/01/2020 00:20:40.000000,4.13
08/01/2020 00:22:40.000000,4.47
08/01/2020 00:24:40.000000,4.07
08/01/2020 00:26:40.000000,3.67
08/01/2020 00:28:40.000000,3.91
08/01/2020 00:30:40.000000,3.54
08/01/2020 00:32:40.000000,3.49
08/01/2020 00:34:40.000000,3.78
08/01/2020 00:36:40.000000,4.12
08/01/2020 00:38:40.000000,3.96
08/01/2020 00:40:40.000000,7.92
08/01/2020 00:42:40.000000,7.44
08/01/2020 00:44:40.000000,5.91
08/01/2020 00:46:40.000000,4.14
08/01/2020 00:48:41.000000,4.91
08/01/2020 00:50:40.000000,5.4
08/01/2020 00:52:40.000000,4.42
08/01/2020 00:54:40.000000,5.09
08/01/2020 00:56:40.000000,5.34
08/01/2020 00:58:40.000000,5.27
08/01/2020 01:00:40.000000,5.05
08/01/2020 01:02:40.000000,5.02
08/01/2020 01:04:40.000000,5.35
08/01/2020 01:06:40.000000,4.92
08/01/2020 01:08:40.000000,5.08
08/01/2020 01:10:40.000000,5.05
08/01/2020 01:12:40.000000,4.88
08/01/2020 01:14:40.000000,5.66
08/01/2020 01:16:40.000000,5.38
08/01/2020 01:18:40.000000,4.8
08/01/2020 01:20:40.000000,4.62
08/01/2020 01:22:40.000000,5.34
08/01/2020 01:24:43.000000,5.03
08/01/2020 01:26:40.000000,4.66
08/01/2020 01:28:40.000000,4.89
08/01/2020 01:30:40.000000,5.37
08/01/2020 01:32:40.000000,5.51
08/01/2020 01:34:40.000000,4.95
08/01/2020 01:36:40.000000,5.05
08/01/2020 01:38:40.000000,4.54
08/01/2020 01:40:40.000000,4.88
08/01/2020 01:42:41.000000,5.36
08/01/2020 01:44:40.000000,4.59
08/01/2020 01:46:40.000000,5.8
08/01/2020 01:48:41.000000,5.93
08/01/2020 01:50:41.000000,6.78
08/01/2020 01:52:40.000000,7.54
08/01/2020 01:54:40.000000,6.66
08/01/2020 01:56:41.000000,6.12
08/01/2020 01:58:40.000000,6.56
08/01/2020 02:00:40.000000,6.71
08/01/2020 02:02:40.000000,6.0
08/01/2020 02:04:40.000000,6.38
08/01/2020 02:06:40.000000,6.31
08/01/2020 02:08:41.000000,5.81
08/01/2020 02:10:40.000000,6.67
08/01/2020 02:12:40.000000,6.33
08/01/2020 02:14:40.000000,6.33
08/01/2020 02:16:40.000000,5.86
08/01/2020 02:18:40.000000,6.71
08/01/2020 02:20:40.000000,6.45
08/01/2020 02:22:40.000000,6.81
08/01/2020 02:24:40.000000,6.61
08/01/2020 02:26:40.000000,6.46
08/01/2020 02:28:40.000000,6.81
08/01/2020 02:30:40.000000,5.88
08/01/2020 02:32:40.000000,6.93
08/01/2020 02:34:40.000000,6.67
08/01/2020 02:36:40.000000,7.02
08/01/2020 02:38:40.000000,6.4
08/01/2020 02:40:42.000000,6.76
08/01/2020 02:42:40.000000,5.29
08/01/2020 02:44:40.000000,5.96
08/01/2020 02:46:40.000000,6.98
08/01/2020 02:48:41.000000,6.72
08/01/2020 02:50:40.000000,6.29
08/01/2020 02:52:40.000000,6.77
08/01/2020 02:54:40.000000,6.44
08/01/2020 02:56:40.000000,7.0
08/01/2020 02:58:40.000000,6.4
08/01/2020 03:00:40.000000,5.55
08/01/2020 03:02:40.000000,5.95
08/01/2020 03:04:40.000000,5.83
08/01/2020 03:06:40.000000,5.36
08/01/2020 03:08:40.000000,5.4
08/01/2020 03:10:40.000000,4.98
08/01/2020 03:12:40.000000,4.69
08/01/2020 03:14:40.000000,3.49
08/01/2020 03:16:40.000000,3.69
08/01/2020 03:18:40.000000,3.7
08/01/2020 03:20:40.000000,2.95
08/01/2020 03:22:40.000000,2.44
08/01/2020 03:24:40.000000,3.31
08/01/2020 03:26:40.000000,2.98
08/01/2020 03:28:40.000000,2.84
08/01/2020 03:30:40.000000,3.32
08/01/2020 03:32:40.000000,2.49
08/01/2020 03:34:40.000000,2.79
