InstrumentName, Woods Park B,,
StartTime, 2019-10-01 00:00:00,,
EndTime, 2019-10-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
10/01/2019 00:01:47.000000,0.13,0.51,0.22
10/01/2019 00:03:47.000000,0.25,0.62,0.62
10/01/2019 00:05:47.000000,0.18,0.41,0.41
10/01/2019 00:07:47.000000,0.1,0.35,0.32
10/01/2019 00:09:48.000000,0.36,1.01,0.71
10/01/2019 00:11:47.000000,0.3,0.7,0.7
10/01/2019 00:13:47.000000,0.13,0.26,0.22
10/01/2019 00:15:47.000000,0.26,0.39,0.39
10/01/2019 00:17:47.000000,0.27,0.54,0.54
10/01/2019 00:19:47.000000,0.44,0.81,0.69
10/01/2019 00:21:47.000000,0.35,0.58,0.39
10/01/2019 00:23:47.000000,0.33,0.6,0.6
10/01/2019 00:25:47.000000,0.21,0.44,0.44
10/01/2019 00:27:47.000000,0.23,0.41,0.41
10/01/2019 00:29:47.000000,0.25,0.84,0.63
10/01/2019 00:31:47.000000,0.1,0.54,0.41
10/01/2019 00:33:47.000000,0.38,1.13,0.68
10/01/2019 00:35:47.000000,0.66,0.67,0.67
10/01/2019 00:37:47.000000,0.22,0.66,0.53
10/01/2019 00:39:47.000000,0.37,0.52,0.38
10/01/2019 00:41:47.000000,0.26,0.8,0.61
10/01/2019 00:43:47.000000,0.86,1.06,1.03
10/01/2019 00:45:47.000000,0.32,0.79,0.54
10/01/2019 00:47:47.000000,0.39,1.16,0.72
10/01/2019 00:49:47.000000,0.54,1.24,0.93
10/01/2019 00:51:47.000000,0.49,0.77,0.56
10/01/2019 00:53:47.000000,0.32,0.66,0.66
10/01/2019 00:55:47.000000,0.78,1.17,1.03
10/01/2019 00:57:47.000000,0.35,0.6,0.41
10/01/2019 00:59:47.000000,0.42,0.96,0.74
10/01/2019 01:01:47.000000,0.31,0.73,0.56
10/01/2019 01:03:47.000000,0.37,0.48,0.37
10/01/2019 01:05:47.000000,0.68,0.88,0.85
10/01/2019 01:07:47.000000,0.5,0.75,0.75
10/01/2019 01:09:48.000000,0.47,0.9,0.81
10/01/2019 01:11:47.000000,0.14,0.54,0.54
10/01/2019 01:13:47.000000,0.22,0.66,0.66
10/01/2019 01:15:47.000000,1.54,1.84,1.84
10/01/2019 01:17:47.000000,1.79,2.11,2.04
10/01/2019 01:19:47.000000,0.71,0.84,0.84
10/01/2019 01:21:47.000000,1.21,1.66,1.57
10/01/2019 01:23:47.000000,3.75,4.18,4.01
10/01/2019 01:25:47.000000,1.78,2.23,1.97
10/01/2019 01:27:47.000000,2.92,3.23,3.06
10/01/2019 01:29:47.000000,2.62,3.06,3.06
10/01/2019 01:31:47.000000,0.72,1.09,0.87
10/01/2019 01:33:47.000000,1.67,1.99,1.87
10/01/2019 01:35:47.000000,2.7,3.01,2.94
10/01/2019 01:37:47.000000,1.96,2.33,2.16
10/01/2019 01:39:47.000000,0.41,0.87,0.51
10/01/2019 01:41:47.000000,0.5,0.8,0.63
10/01/2019 01:43:47.000000,0.46,0.76,0.76
10/01/2019 01:45:47.000000,0.54,1.13,1.03
10/01/2019 01:47:47.000000,0.82,1.1,0.94
10/01/2019 01:49:47.000000,0.66,1.06,0.85
10/01/2019 01:51:47.000000,0.76,1.42,1.23
10/01/2019 01:53:47.000000,1.07,1.44,1.44
10/01/2019 01:55:47.000000,0.72,1.09,0.9
10/01/2019 01:57:47.000000,0.47,0.65,0.65
10/01/2019 01:59:47.000000,0.93,1.11,1.06
10/01/2019 02:01:47.000000,1.01,1.36,1.36
10/01/2019 02:03:47.000000,0.68,0.91,0.78
10/01/2019 02:05:51.000000,0.78,1.01,0.93
10/01/2019 02:07:47.000000,0.87,1.42,1.13
10/01/2019 02:09:48.000000,1.0,1.17,1.09
10/01/2019 02:13:47.000000,0.45,0.46,0.46
10/01/2019 02:15:47.000000,0.8,0.93,0.93
10/01/2019 02:17:47.000000,0.68,1.1,1.06
10/01/2019 02:19:47.000000,0.76,0.87,0.87
10/01/2019 02:21:49.000000,0.93,1.22,1.15
10/01/2019 02:23:47.000000,0.75,1.42,1.3
10/01/2019 02:25:47.000000,1.23,2.06,1.56
10/01/2019 02:27:47.000000,1.25,1.79,1.74
10/01/2019 02:29:47.000000,1.14,1.67,1.67
10/01/2019 02:31:47.000000,0.73,1.43,1.18
10/01/2019 02:33:47.000000,0.99,1.3,1.3
10/01/2019 02:35:47.000000,1.03,1.51,1.2
10/01/2019 02:37:47.000000,0.9,1.32,1.29
10/01/2019 02:39:47.000000,0.62,1.0,1.0
10/01/2019 02:41:47.000000,1.0,2.04,1.45
10/01/2019 02:43:47.000000,0.54,1.25,1.08
10/01/2019 02:45:47.000000,0.93,1.54,1.37
10/01/2019 02:47:47.000000,1.28,1.75,1.7
10/01/2019 02:49:47.000000,0.79,1.22,1.12
10/01/2019 02:51:47.000000,1.2,1.51,1.51
10/01/2019 02:53:47.000000,1.07,1.54,1.33
10/01/2019 02:55:47.000000,1.06,1.43,1.43
10/01/2019 02:57:47.000000,0.9,1.36,1.19
10/01/2019 02:59:47.000000,1.39,1.83,1.73
10/01/2019 03:01:47.000000,1.32,1.78,1.75
10/01/2019 03:03:50.000000,0.79,1.42,1.24
10/01/2019 03:05:47.000000,1.21,1.63,1.63
10/01/2019 03:07:47.000000,1.8,2.38,2.14
10/01/2019 03:09:48.000000,1.39,1.81,1.6
10/01/2019 03:11:47.000000,1.57,1.91,1.91
10/01/2019 03:13:47.000000,1.35,2.25,1.99
10/01/2019 03:15:48.000000,1.36,2.33,2.04
10/01/2019 03:17:47.000000,1.52,2.13,2.01
10/01/2019 03:19:47.000000,1.51,2.43,2.13
10/01/2019 03:21:47.000000,1.42,2.01,2.01
10/01/2019 03:23:47.000000,1.46,2.81,2.15
10/01/2019 03:25:47.000000,1.8,2.42,2.38
10/01/2019 03:27:47.000000,1.77,2.52,2.41
10/01/2019 03:29:47.000000,1.9,2.68,2.45
10/01/2019 03:31:47.000000,1.79,2.4,2.21
10/01/2019 03:33:47.000000,2.0,3.25,2.79
10/01/2019 03:35:47.000000,1.54,2.43,2.1
10/01/2019 03:37:47.000000,1.57,2.13,1.96
10/01/2019 03:39:47.000000,1.84,2.39,2.33
10/01/2019 03:41:47.000000,1.59,1.96,1.91
10/01/2019 03:43:47.000000,2.18,3.2,2.77
10/01/2019 03:45:47.000000,2.2,2.57,2.57
10/01/2019 03:47:47.000000,1.93,2.51,2.13
10/01/2019 03:49:47.000000,1.55,2.46,2.33
10/01/2019 03:51:47.000000,1.63,2.29,2.07
10/01/2019 03:53:47.000000,1.77,2.25,2.03
10/01/2019 03:55:47.000000,1.63,1.87,1.85
10/01/2019 03:57:47.000000,1.62,2.51,2.13
10/01/2019 03:59:47.000000,1.73,2.37,2.29
10/01/2019 04:01:47.000000,1.61,2.42,2.15
10/01/2019 04:03:47.000000,1.75,2.04,2.03
10/01/2019 04:05:48.000000,1.81,2.46,2.24
10/01/2019 04:07:47.000000,1.68,2.01,2.01
10/01/2019 04:09:47.000000,1.44,2.1,1.96
10/01/2019 04:11:47.000000,1.53,2.56,2.24
10/01/2019 04:13:47.000000,1.68,2.43,2.15
10/01/2019 04:15:48.000000,1.5,2.04,1.83
10/01/2019 04:17:47.000000,1.8,2.47,2.24
10/01/2019 04:19:47.000000,1.53,2.23,2.01
10/01/2019 04:21:47.000000,1.84,2.42,2.07
10/01/2019 04:23:47.000000,1.71,2.73,2.21
10/01/2019 04:25:47.000000,1.51,2.34,2.13
10/01/2019 04:27:47.000000,1.91,2.35,2.22
10/01/2019 04:29:47.000000,1.29,1.79,1.75
10/01/2019 04:31:47.000000,1.27,2.44,2.11
10/01/2019 04:33:47.000000,1.47,2.34,2.09
10/01/2019 04:35:47.000000,1.46,2.37,1.99
10/01/2019 04:37:47.000000,1.34,2.59,2.12
10/01/2019 04:39:47.000000,1.38,2.13,2.0
10/01/2019 04:41:47.000000,1.74,2.54,2.0
10/01/2019 04:43:47.000000,1.06,1.8,1.66
10/01/2019 04:45:47.000000,1.62,2.28,2.24
10/01/2019 04:47:47.000000,1.58,2.52,2.17
10/01/2019 04:49:47.000000,1.51,2.2,2.01
10/01/2019 04:51:47.000000,1.61,2.54,2.35
10/01/2019 04:53:47.000000,1.42,1.96,1.74
10/01/2019 04:55:47.000000,1.25,2.38,2.03
10/01/2019 04:57:47.000000,1.22,1.91,1.91
10/01/2019 04:59:47.000000,1.2,1.9,1.51
10/01/2019 05:01:47.000000,1.26,1.9,1.71
10/01/2019 05:03:47.000000,1.03,1.96,1.59
10/01/2019 05:05:47.000000,1.48,2.13,1.8
10/01/2019 05:07:47.000000,1.51,2.14,1.99
10/01/2019 05:09:47.000000,1.06,1.97,1.88
10/01/2019 05:11:47.000000,1.59,1.94,1.78
10/01/2019 05:13:47.000000,1.51,2.26,1.9
10/01/2019 05:15:47.000000,1.35,2.16,1.99
10/01/2019 05:17:47.000000,1.17,2.07,1.87
10/01/2019 05:19:47.000000,1.24,2.13,1.93
10/01/2019 05:21:47.000000,1.62,2.52,2.38
10/01/2019 05:23:47.000000,1.29,2.01,1.73
10/01/2019 05:25:48.000000,1.22,1.59,1.59
10/01/2019 05:27:47.000000,1.43,2.19,2.01
10/01/2019 05:29:47.000000,1.59,2.46,1.99
10/01/2019 05:31:47.000000,1.34,2.24,2.24
10/01/2019 05:33:47.000000,1.54,1.89,1.86
10/01/2019 05:35:47.000000,1.51,2.07,2.03
10/01/2019 05:37:47.000000,1.69,2.34,2.34
10/01/2019 05:39:47.000000,1.11,2.25,1.73
10/01/2019 05:41:47.000000,1.62,2.25,1.83
10/01/2019 05:43:47.000000,1.42,2.39,2.12
10/01/2019 05:45:47.000000,1.51,2.63,2.38
10/01/2019 05:47:47.000000,1.36,1.99,1.8
10/01/2019 05:49:47.000000,1.1,1.54,1.54
10/01/2019 05:51:47.000000,1.6,2.43,2.21
10/01/2019 05:53:47.000000,2.09,2.85,2.85
10/01/2019 05:55:47.000000,8.46,11.25,10.87
10/01/2019 05:57:47.000000,2.41,3.2,3.12
10/01/2019 05:59:47.000000,2.46,3.45,3.3
10/01/2019 06:01:47.000000,1.86,2.67,2.23
10/01/2019 06:03:47.000000,1.99,3.1,2.66
10/01/2019 06:05:47.000000,1.88,2.99,2.26
10/01/2019 06:07:47.000000,1.5,1.96,1.96
10/01/2019 06:09:48.000000,1.65,2.28,2.17
10/01/2019 06:11:47.000000,1.22,1.91,1.78
10/01/2019 06:15:47.000000,1.46,2.1,2.1
10/01/2019 06:17:47.000000,1.78,2.68,2.54
10/01/2019 06:19:47.000000,1.51,2.01,1.93
10/01/2019 06:21:47.000000,1.96,3.09,2.72
10/01/2019 06:23:47.000000,1.91,2.56,2.33
10/01/2019 06:25:47.000000,1.43,2.09,2.04
10/01/2019 06:27:47.000000,1.91,2.39,2.3
10/01/2019 06:29:47.000000,1.51,2.52,2.2
10/01/2019 06:31:47.000000,1.76,3.03,2.43
10/01/2019 06:33:47.000000,1.87,2.76,2.47
10/01/2019 06:35:47.000000,1.81,2.6,2.41
10/01/2019 06:37:47.000000,1.76,2.64,2.12
10/01/2019 06:39:47.000000,1.3,2.14,1.83
10/01/2019 06:41:47.000000,2.04,2.67,2.59
10/01/2019 06:43:47.000000,1.84,2.47,2.41
10/01/2019 06:45:47.000000,2.04,2.68,2.5
10/01/2019 06:47:47.000000,2.03,3.0,2.96
10/01/2019 06:49:47.000000,1.75,2.13,1.97
10/01/2019 06:51:47.000000,1.59,2.3,2.04
10/01/2019 06:53:47.000000,2.19,2.99,2.67
10/01/2019 06:55:47.000000,1.72,2.03,2.03
10/01/2019 06:57:47.000000,1.96,3.17,2.79
10/01/2019 06:59:47.000000,1.79,2.4,2.22
10/01/2019 07:01:47.000000,1.62,2.46,2.29
10/01/2019 07:03:47.000000,1.56,2.24,2.24
10/01/2019 07:05:47.000000,2.04,2.87,2.67
10/01/2019 07:07:47.000000,2.16,3.11,2.83
10/01/2019 07:09:47.000000,1.93,2.42,2.4
10/01/2019 07:11:47.000000,1.85,2.75,2.42
10/01/2019 07:13:47.000000,2.03,2.89,2.31
10/01/2019 07:15:47.000000,1.9,2.66,2.44
10/01/2019 07:17:47.000000,1.87,2.74,2.51
10/01/2019 07:19:47.000000,2.0,2.82,2.21
10/01/2019 07:21:47.000000,2.06,3.0,2.59
10/01/2019 07:23:47.000000,1.93,2.93,2.51
10/01/2019 07:25:47.000000,1.91,2.73,2.14
10/01/2019 07:27:47.000000,1.92,2.42,2.21
10/01/2019 07:29:47.000000,1.88,2.59,2.49
10/01/2019 07:31:47.000000,1.64,2.5,2.33
10/01/2019 07:33:47.000000,1.51,2.5,1.92
10/01/2019 07:35:47.000000,2.02,2.64,2.39
10/01/2019 07:37:47.000000,1.96,3.37,2.66
10/01/2019 07:39:47.000000,1.66,2.34,2.11
10/01/2019 07:41:47.000000,2.14,2.38,2.38
10/01/2019 07:43:47.000000,2.01,2.54,2.51
10/01/2019 07:45:47.000000,2.29,2.96,2.87
10/01/2019 07:47:47.000000,1.8,2.64,2.59
