InstrumentName, Columbine Elem (CS22),,,,,,,,,,,,,,
StartTime, 2019-10-01 00:00:00,,,,,,,,,,,,,,
EndTime, 2019-10-31 23:59:59,,,,,,,,,,,,,,
Date,F1,F3,F4,Hmdty,Lat,Long,PM10,PM102,PM1_0,PM1_02,Sig,Temp,Uncertainty,pm25_r,pm25_r2
10/15/2019 01:16:06.190000,0.0,0.0,0.0,10.44,39.75145,-105.21798,0.23,0.0,0.13,0.0,-95.0,81.19,3486.0,0.23,0.0
10/15/2019 01:17:04.247000,0.0,0.0,0.0,10.27,39.75145,-105.21798,0.33,0.0,0.0,0.0,-105.0,81.28,3486.0,0.0,0.0
10/15/2019 01:18:04.867000,0.0,0.0,0.0,10.17,39.75145,-105.21798,0.0,0.08,0.0,0.0,-107.0,81.37,3486.0,0.0,0.08
10/15/2019 01:19:05.533000,0.0,0.0,0.0,10.1,39.75145,-105.21798,0.37,0.32,0.0,0.0,-105.0,81.43,3486.0,0.37,0.27
10/15/2019 01:20:04.730000,0.0,0.0,0.0,10.02,39.75145,-105.21798,0.13,0.42,0.0,0.0,-107.0,81.45,3486.0,0.13,0.42
10/15/2019 01:26:04.927000,0.0,0.0,0.0,10.04,39.75145,-105.21798,0.58,0.57,0.0,0.0,-107.0,81.01,3486.0,0.58,0.57
10/15/2019 01:27:06.373000,0.0,0.0,0.0,9.98,39.75145,-105.21798,1.08,0.48,0.0,0.0,-107.0,81.1,3486.0,0.4,0.48
10/15/2019 01:33:06.753000,0.0,0.0,0.0,10.1,39.75145,-105.21798,0.0,0.05,0.0,0.0,-95.0,80.8,3486.0,0.0,0.05
10/15/2019 01:34:04.847000,0.0,0.0,0.0,10.12,39.75145,-105.21798,0.0,0.75,0.0,0.17,-105.0,80.91,3486.0,0.0,0.35
10/15/2019 01:35:06.773000,0.0,0.0,0.0,10.16,39.75145,-105.21798,0.0,0.55,0.0,0.1,-105.0,81.0,3486.0,0.0,0.1
10/15/2019 01:36:05.330000,0.0,0.0,0.0,10.17,39.75145,-105.21798,0.03,0.0,0.0,0.0,-105.0,81.05,3486.0,0.03,0.0
10/15/2019 01:37:06.440000,0.0,0.0,0.0,10.2,39.75145,-105.21798,0.0,0.13,0.0,0.0,-105.0,81.12,3486.0,0.0,0.13
10/15/2019 01:38:04.763000,0.0,0.0,0.0,10.23,39.75145,-105.21798,0.23,0.0,0.0,0.0,-105.0,81.18,3486.0,0.23,0.0
10/15/2019 01:39:05.713000,0.0,0.0,0.0,10.26,39.75145,-105.21798,0.0,0.0,0.0,0.0,-105.0,81.21,3486.0,0.0,0.0
10/15/2019 01:40:14.087000,0.0,0.0,0.0,10.35,39.75145,-105.21798,0.0,0.23,0.0,0.0,-105.0,81.27,3486.0,0.0,0.23
10/15/2019 01:41:05.580000,0.0,0.0,0.0,10.36,39.75145,-105.21798,0.1,0.0,0.0,0.0,-105.0,81.3,3486.0,0.0,0.0
10/15/2019 01:42:07.227000,0.0,0.0,0.0,10.34,39.75145,-105.21798,0.15,0.27,0.0,0.0,-105.0,81.37,3486.0,0.0,0.0
10/15/2019 01:43:05.063000,0.0,0.0,0.0,10.35,39.75145,-105.21798,0.0,0.0,0.0,0.0,-105.0,81.43,3486.0,0.0,0.0
10/15/2019 01:44:05.110000,0.0,0.0,0.0,10.37,39.75145,-105.21798,0.0,0.0,0.0,0.0,-105.0,81.48,3486.0,0.0,0.0
10/15/2019 01:45:05.010000,0.0,0.0,0.0,10.43,39.75145,-105.21798,0.0,0.0,0.0,0.0,-105.0,81.5,3486.0,0.0,0.0
10/15/2019 01:51:05.817000,0.0,0.0,0.0,10.69,39.75145,-105.21798,0.0,0.03,0.0,0.0,-95.0,81.19,3486.0,0.0,0.03
10/15/2019 01:52:06.270000,0.0,0.0,0.0,10.69,39.75145,-105.21798,0.0,0.0,0.0,0.0,-95.0,81.3,3486.0,0.0,0.0
10/15/2019 01:53:05.373000,0.0,0.0,0.0,10.73,39.75145,-105.21798,0.0,0.0,0.0,0.0,-103.0,81.41,3486.0,0.0,0.0
10/15/2019 01:54:05.667000,0.0,0.0,0.0,10.77,39.75145,-105.21798,0.08,0.0,0.0,0.0,-105.0,81.48,3486.0,0.08,0.0
10/15/2019 01:55:07.203000,0.0,0.0,0.0,10.82,39.75145,-105.21798,0.0,0.0,0.0,0.0,-105.0,81.55,3486.0,0.0,0.0
10/15/2019 01:56:05.437000,0.0,0.0,0.0,10.81,39.75145,-105.21798,0.0,0.0,0.0,0.0,-105.0,81.61,3486.0,0.0,0.0
10/15/2019 01:57:05.400000,0.0,0.0,0.0,10.79,39.75145,-105.21798,0.0,0.0,0.0,0.0,-103.0,81.68,3486.0,0.0,0.0
10/15/2019 01:58:05.813000,0.0,0.0,0.0,10.78,39.75145,-105.21798,0.0,0.1,0.0,0.0,-103.0,81.73,3486.0,0.0,0.0
10/15/2019 01:59:06.443000,0.0,0.0,0.0,10.74,39.75145,-105.21798,0.0,0.2,0.0,0.0,-103.0,81.77,3486.0,0.0,0.0
10/15/2019 02:00:29.723000,0.0,0.0,0.0,10.7,39.74087,-105.20116,0.0,0.1,0.0,0.0,-103.0,81.82,9.0,0.0,0.1
10/15/2019 02:06:13.670000,0.0,0.0,0.0,10.67,39.74087,-105.20116,0.35,0.45,0.0,0.0,-105.0,81.64,9.0,0.27,0.45
10/15/2019 02:07:06.013000,0.0,0.0,0.0,10.62,39.74087,-105.20116,0.12,0.03,0.0,0.0,-105.0,81.73,9.0,0.12,0.03
10/15/2019 02:08:06.887000,0.0,0.0,0.0,10.59,39.74087,-105.20116,0.0,0.12,0.0,0.0,-105.0,81.82,9.0,0.0,0.0
10/15/2019 02:09:05.620000,0.0,0.0,0.0,10.61,39.74087,-105.20116,0.0,0.12,0.0,0.0,-103.0,81.9,9.0,0.0,0.0
10/15/2019 02:10:05.207000,0.0,0.0,0.0,10.61,39.74087,-105.20116,0.0,0.0,0.0,0.0,-105.0,81.99,9.0,0.0,0.0
10/15/2019 02:11:05.890000,0.0,0.0,0.0,10.59,39.74087,-105.20116,0.0,0.0,0.0,0.0,-101.0,82.02,9.0,0.0,0.0
10/15/2019 02:12:05.997000,0.0,0.0,0.0,10.55,39.74087,-105.20116,0.0,0.0,0.0,0.0,-101.0,82.06,9.0,0.0,0.0
10/15/2019 02:13:07.133000,0.0,0.0,0.0,10.51,39.74087,-105.20116,0.0,0.05,0.0,0.0,-101.0,82.11,9.0,0.0,0.05
10/15/2019 02:14:05.690000,0.0,0.0,0.0,10.47,39.74087,-105.20116,0.0,0.1,0.0,0.0,-107.0,82.13,9.0,0.0,0.1
10/15/2019 02:15:06.693000,0.0,0.0,0.0,10.44,39.74087,-105.20116,0.0,0.2,0.0,0.0,-107.0,82.17,9.0,0.0,0.2
10/15/2019 02:16:05.037000,0.0,0.0,0.0,10.41,39.74087,-105.20116,0.0,0.0,0.0,0.0,-107.0,82.2,9.0,0.0,0.0
10/15/2019 02:17:06.640000,0.0,0.0,0.0,10.38,39.74087,-105.20116,0.0,0.13,0.0,0.0,-107.0,82.24,9.0,0.0,0.0
10/15/2019 02:18:05.190000,0.0,0.0,0.0,10.36,39.74087,-105.20116,0.0,0.0,0.0,0.0,-105.0,82.26,9.0,0.0,0.0
10/15/2019 02:19:05.727000,0.0,0.0,0.0,10.33,39.74087,-105.20116,0.0,0.0,0.0,0.0,-105.0,82.27,9.0,0.0,0.0
10/15/2019 02:20:01.290000,0.0,0.0,0.0,10.31,39.74087,-105.20116,0.0,0.0,0.0,0.0,-105.0,82.29,9.0,0.0,0.0
10/15/2019 02:21:03.417000,0.0,0.0,0.0,10.3,39.74087,-105.20116,0.0,0.0,0.0,0.0,-107.0,82.33,9.0,0.0,0.0
10/15/2019 02:22:04.463000,0.0,0.0,0.0,10.29,39.74087,-105.20116,0.0,0.0,0.0,0.0,-107.0,82.36,9.0,0.0,0.0
10/15/2019 02:28:04.507000,0.0,0.0,0.0,10.43,39.74087,-105.20116,0.0,0.1,0.0,0.0,-107.0,81.93,9.0,0.0,0.0
10/15/2019 02:29:04.997000,0.0,0.0,0.0,10.38,39.74087,-105.20116,0.0,0.0,0.0,0.0,-105.0,82.04,9.0,0.0,0.0
10/15/2019 02:30:05.390000,0.0,0.0,0.0,10.36,39.74087,-105.20116,0.0,0.0,0.0,0.0,-107.0,82.13,9.0,0.0,0.0
10/15/2019 02:36:05.713000,0.0,0.0,0.0,10.45,39.74087,-105.20116,0.63,0.0,0.0,0.0,-107.0,81.86,9.0,0.13,0.0
10/15/2019 02:37:07.310000,0.0,0.0,0.0,10.39,39.74087,-105.20116,0.0,0.0,0.0,0.0,-107.0,81.97,9.0,0.0,0.0
10/15/2019 02:43:05.630000,0.0,0.0,0.0,10.5,39.74087,-105.20116,0.0,0.13,0.0,0.0,-105.0,81.84,9.0,0.0,0.0
10/15/2019 02:44:04.910000,0.0,0.0,0.0,10.45,39.74087,-105.20116,0.0,0.0,0.0,0.0,-103.0,81.99,9.0,0.0,0.0
10/15/2019 02:45:05.790000,0.0,0.0,0.0,10.42,39.74087,-105.20116,0.05,0.0,0.0,0.0,-107.0,82.11,9.0,0.0,0.0
10/15/2019 02:46:04.920000,0.0,0.0,0.0,10.39,39.74087,-105.20116,0.2,0.0,0.0,0.0,-103.0,82.18,9.0,0.0,0.0
10/15/2019 02:47:06.367000,0.0,0.0,0.0,10.39,39.74087,-105.20116,0.0,0.0,0.0,0.0,-103.0,82.24,9.0,0.0,0.0
10/15/2019 02:48:06.647000,0.0,0.0,0.0,10.43,39.74087,-105.20116,0.0,0.0,0.0,0.0,-103.0,82.29,9.0,0.0,0.0
10/15/2019 03:01:09.650000,0.0,0.0,0.0,10.48,39.74087,-105.20116,0.0,0.0,0.0,0.0,-1.0,82.02,9.0,0.0,0.0
10/15/2019 03:02:28.130000,0.0,0.0,0.0,10.34,39.74087,-105.20116,0.0,0.0,0.0,0.0,-105.0,82.33,9.0,0.0,0.0
10/15/2019 03:03:10.253000,0.0,0.0,0.0,10.22,39.74087,-105.20116,0.0,0.0,0.0,0.0,-105.0,82.63,9.0,0.0,0.0
10/15/2019 03:04:08.033000,0.0,0.0,0.0,10.14,39.74087,-105.20116,0.0,0.0,0.0,0.0,-105.0,82.83,9.0,0.0,0.0
10/15/2019 03:05:07.450000,0.0,0.0,0.0,10.09,39.74087,-105.20116,0.0,0.0,0.0,0.0,-107.0,82.9,9.0,0.0,0.0
10/15/2019 03:06:08.333000,0.0,0.0,0.0,10.08,39.74087,-105.20116,0.18,0.0,0.0,0.0,-101.0,82.94,9.0,0.0,0.0
10/15/2019 03:07:08.707000,0.0,0.0,0.0,10.1,39.74087,-105.20116,0.25,0.0,0.0,0.0,-105.0,82.94,9.0,0.0,0.0
10/15/2019 03:08:08.510000,0.0,0.0,0.0,10.13,39.74087,-105.20116,0.0,0.0,0.0,0.0,-103.0,82.94,9.0,0.0,0.0
10/15/2019 03:09:08.770000,0.0,0.0,0.0,10.13,39.74087,-105.20116,0.0,0.0,0.0,0.0,-105.0,82.92,9.0,0.0,0.0
10/15/2019 03:10:10.040000,0.0,0.0,0.0,10.12,39.74087,-105.20116,0.0,0.0,0.0,0.0,-105.0,82.92,9.0,0.0,0.0
10/15/2019 03:11:07.560000,0.0,0.0,0.0,10.12,39.74087,-105.20116,0.0,0.0,0.0,0.0,-105.0,82.92,9.0,0.0,0.0
10/15/2019 03:12:07.753000,0.0,0.0,0.0,10.13,39.74087,-105.20116,0.0,0.0,0.0,0.0,-107.0,82.92,9.0,0.0,0.0
