InstrumentName, University Park Elem (CS26),,,,,,,,,,,,,,
StartTime, 2019-10-01 00:00:00,,,,,,,,,,,,,,
EndTime, 2019-10-31 23:59:59,,,,,,,,,,,,,,
Date,F1,F3,F4,Hmdty,Lat,Long,PM10,PM102,PM1_0,PM1_02,Sig,Temp,Uncertainty,pm25_r,pm25_r2
10/15/2019 01:19:04.817000,0.0,0.0,0.0,10.3,38.0,-97.0,0.12,0.88,0.0,0.03,-105.0,81.5,4100000.0,0.12,0.17
10/15/2019 01:20:05.857000,0.0,0.0,0.0,10.26,38.0,-97.0,1.08,1.22,0.2,0.12,-105.0,81.41,4100000.0,0.62,0.63
10/15/2019 01:21:05.633000,0.0,0.0,0.0,10.29,38.0,-97.0,1.3,1.15,0.2,0.23,-105.0,81.3,4100000.0,0.82,0.65
10/15/2019 01:22:05.740000,0.0,0.0,0.0,10.27,38.0,-97.0,0.98,0.38,0.47,0.05,-105.0,81.21,4100000.0,0.97,0.25
10/15/2019 01:23:05.637000,0.0,0.0,0.0,10.25,38.0,-97.0,0.25,0.68,0.0,0.0,-105.0,81.14,4100000.0,0.25,0.07
10/15/2019 01:24:05.607000,0.0,0.0,0.0,10.34,38.0,-97.0,0.77,0.2,0.0,0.0,-105.0,81.07,4100000.0,0.77,0.05
10/15/2019 01:25:04.673000,0.0,0.0,0.0,10.3,38.0,-97.0,0.22,0.48,0.03,0.3,-105.0,81.01,4100000.0,0.22,0.48
10/15/2019 01:26:05.217000,0.0,0.0,0.0,10.24,38.0,-97.0,1.62,0.2,0.2,0.15,-105.0,80.94,4100000.0,0.9,0.2
10/15/2019 01:27:05.040000,0.0,0.0,0.0,10.29,38.0,-97.0,1.0,0.0,0.55,0.0,-105.0,80.83,4100000.0,1.0,0.0
10/15/2019 01:28:06.133000,0.0,0.0,0.0,10.26,38.0,-97.0,1.25,0.52,0.5,0.0,-105.0,80.76,4100000.0,1.25,0.05
10/15/2019 01:29:06.510000,0.0,0.0,0.0,10.23,38.0,-97.0,0.1,0.23,0.0,0.0,-105.0,80.69,4100000.0,0.1,0.23
10/15/2019 01:30:05.973000,0.0,0.0,0.0,10.26,38.0,-97.0,0.15,0.0,0.0,0.0,-105.0,80.6,4100000.0,0.15,0.0
