InstrumentName, Hallett Academy (CS29),,,,,,,,,,,,,,
StartTime, 2019-10-01 00:00:00,,,,,,,,,,,,,,
EndTime, 2019-10-31 23:59:59,,,,,,,,,,,,,,
Date,F1,F3,F4,Hmdty,Lat,Long,PM10,PM102,PM1_0,PM1_02,Sig,Temp,Uncertainty,pm25_r,pm25_r2
10/15/2019 01:21:07.913000,0.0,0.0,0.0,11.49,38.0,-97.0,2.13,0.83,0.45,0.3,-97.0,77.94,4100000.0,1.6,0.83
10/15/2019 01:22:08.460000,0.0,0.0,0.0,11.4,38.0,-97.0,0.53,1.43,0.1,0.83,-97.0,78.12,4100000.0,0.53,1.2
10/15/2019 01:23:10.003000,0.0,0.0,0.0,11.34,38.0,-97.0,0.8,0.35,0.58,0.1,-97.0,78.22,4100000.0,0.8,0.35
10/15/2019 01:24:07.610000,0.0,0.0,0.0,11.32,38.0,-97.0,0.87,0.82,0.45,0.0,-97.0,78.33,4100000.0,0.87,0.4
10/15/2019 01:25:08.650000,0.0,0.0,0.0,11.3,38.0,-97.0,1.87,2.33,1.35,0.95,-97.0,78.26,4100000.0,1.87,2.15
10/15/2019 01:26:10.367000,0.0,0.0,0.0,11.19,38.0,-97.0,1.57,1.73,0.6,0.5,-97.0,78.35,4100000.0,1.57,1.3
10/15/2019 01:27:07.810000,0.0,0.0,0.0,11.1,38.0,-97.0,0.93,1.5,0.5,0.95,-97.0,78.42,4100000.0,0.93,1.5
10/15/2019 01:28:08.927000,0.0,0.0,0.0,10.96,38.0,-97.0,1.27,0.37,0.9,0.37,-97.0,78.44,4100000.0,1.27,0.37
10/15/2019 01:29:18.480000,0.0,0.0,0.0,10.98,38.0,-97.0,1.15,0.33,0.77,0.25,-97.0,78.46,4100000.0,1.15,0.33
10/15/2019 01:30:08.727000,0.0,0.0,0.0,11.07,38.0,-97.0,0.93,0.5,0.35,0.22,-97.0,78.46,4100000.0,0.93,0.45
10/15/2019 01:31:17.577000,0.0,0.0,0.0,11.09,38.0,-97.0,0.43,0.08,0.03,0.05,-97.0,78.55,4100000.0,0.43,0.08
10/15/2019 01:32:08.147000,0.0,0.0,0.0,11.15,38.0,-97.0,0.0,0.23,0.0,0.0,-99.0,78.58,4100000.0,0.0,0.1
10/15/2019 01:33:08.187000,0.0,0.0,0.0,11.18,38.0,-97.0,0.4,0.18,0.0,0.15,-101.0,78.64,4100000.0,0.4,0.18
10/15/2019 01:34:10.360000,0.0,0.0,0.0,11.25,38.0,-97.0,0.15,0.45,0.0,0.0,-101.0,78.69,4100000.0,0.15,0.45
