InstrumentName, West Denver PA-II B
StartTime, 2020-10-01 00:00:00
EndTime, 2020-10-31 23:59:59
Date,PM2.5
10/01/2020 00:01:37.000000,14.34
10/01/2020 00:03:37.000000,14.33
10/01/2020 00:05:37.000000,14.0
10/01/2020 00:07:37.000000,14.18
10/01/2020 00:09:37.000000,14.88
10/01/2020 00:11:37.000000,13.46
10/01/2020 00:13:37.000000,13.6
10/01/2020 00:15:37.000000,13.4
10/01/2020 00:17:37.000000,13.53
10/01/2020 00:19:37.000000,13.41
10/01/2020 00:21:37.000000,13.59
10/01/2020 00:25:37.000000,13.71
10/01/2020 00:27:37.000000,14.1
10/01/2020 00:31:37.000000,12.97
10/01/2020 00:33:37.000000,14.13
10/01/2020 00:35:37.000000,13.78
10/01/2020 00:37:37.000000,13.13
10/01/2020 00:39:37.000000,12.59
10/01/2020 00:41:37.000000,12.95
10/01/2020 00:43:37.000000,11.6
10/01/2020 00:45:37.000000,11.66
10/01/2020 00:47:37.000000,11.46
10/01/2020 00:49:37.000000,11.82
10/01/2020 00:51:37.000000,11.64
10/01/2020 00:53:37.000000,11.61
10/01/2020 00:55:37.000000,11.9
10/01/2020 00:57:37.000000,12.26
10/01/2020 00:59:37.000000,11.85
10/01/2020 01:01:37.000000,12.81
10/01/2020 01:03:37.000000,13.08
10/01/2020 01:05:37.000000,13.23
10/01/2020 01:07:37.000000,16.41
10/01/2020 01:09:37.000000,15.4
10/01/2020 01:11:37.000000,14.76
10/01/2020 01:13:37.000000,14.93
10/01/2020 01:15:37.000000,16.11
10/01/2020 01:17:37.000000,15.18
10/01/2020 01:19:37.000000,14.5
10/01/2020 01:21:37.000000,12.32
10/01/2020 01:23:37.000000,12.88
10/01/2020 01:25:37.000000,12.46
10/01/2020 01:27:37.000000,12.95
10/01/2020 01:29:37.000000,14.46
10/01/2020 01:31:37.000000,15.6
10/01/2020 01:33:37.000000,15.21
10/01/2020 01:35:37.000000,16.31
10/01/2020 01:37:37.000000,16.33
10/01/2020 01:39:37.000000,14.03
10/01/2020 01:41:37.000000,15.76
10/01/2020 01:43:37.000000,18.86
10/01/2020 01:45:37.000000,16.03
10/01/2020 01:47:37.000000,14.52
10/01/2020 01:49:37.000000,14.75
10/01/2020 01:51:37.000000,14.68
10/01/2020 01:53:37.000000,14.53
10/01/2020 01:55:37.000000,14.36
10/01/2020 01:57:37.000000,14.74
10/01/2020 01:59:37.000000,14.38
10/01/2020 02:01:37.000000,13.0
10/01/2020 02:05:37.000000,11.97
10/01/2020 02:07:37.000000,12.57
10/01/2020 02:09:37.000000,12.36
10/01/2020 02:11:37.000000,12.23
10/01/2020 02:13:37.000000,12.58
10/01/2020 02:15:37.000000,12.62
10/01/2020 02:17:37.000000,12.7
10/01/2020 02:19:37.000000,11.53
10/01/2020 02:21:37.000000,11.72
10/01/2020 02:23:37.000000,11.22
10/01/2020 02:25:37.000000,11.9
10/01/2020 02:27:37.000000,11.31
10/01/2020 02:29:37.000000,10.46
10/01/2020 02:31:37.000000,11.11
10/01/2020 02:33:37.000000,12.59
10/01/2020 02:35:37.000000,12.22
10/01/2020 02:37:37.000000,13.68
10/01/2020 02:41:37.000000,11.95
10/01/2020 02:43:37.000000,12.53
10/01/2020 02:45:37.000000,20.62
10/01/2020 02:47:37.000000,15.98
10/01/2020 02:49:37.000000,13.32
10/01/2020 02:51:37.000000,12.44
10/01/2020 02:53:37.000000,12.42
10/01/2020 02:55:37.000000,12.75
10/01/2020 02:57:37.000000,12.54
10/01/2020 02:59:37.000000,12.51
10/01/2020 03:01:37.000000,13.1
10/01/2020 03:03:37.000000,13.37
10/01/2020 03:05:37.000000,13.48
10/01/2020 03:07:37.000000,13.84
10/01/2020 03:09:37.000000,13.75
10/01/2020 03:11:37.000000,13.2
10/01/2020 03:13:37.000000,12.83
10/01/2020 03:15:37.000000,13.55
10/01/2020 03:17:37.000000,12.84
10/01/2020 03:19:37.000000,12.61
10/01/2020 03:21:37.000000,13.07
10/01/2020 03:23:37.000000,14.6
10/01/2020 03:25:37.000000,13.62
10/01/2020 03:27:37.000000,14.57
10/01/2020 03:29:37.000000,14.29
10/01/2020 03:31:37.000000,16.16
10/01/2020 03:33:37.000000,15.61
10/01/2020 03:35:37.000000,15.29
10/01/2020 03:37:37.000000,15.78
10/01/2020 03:39:37.000000,15.41
10/01/2020 03:41:37.000000,14.96
10/01/2020 03:43:37.000000,15.68
10/01/2020 03:45:37.000000,15.69
10/01/2020 03:47:37.000000,15.25
10/01/2020 03:49:37.000000,15.75
10/01/2020 03:51:37.000000,15.79
10/01/2020 03:53:37.000000,15.87
10/01/2020 03:55:37.000000,16.85
10/01/2020 03:57:37.000000,16.27
10/01/2020 03:59:37.000000,16.66
10/01/2020 04:01:37.000000,16.73
10/01/2020 04:03:37.000000,16.34
10/01/2020 04:05:37.000000,16.86
10/01/2020 04:07:37.000000,16.26
10/01/2020 04:09:37.000000,16.59
10/01/2020 04:11:37.000000,17.09
10/01/2020 04:13:37.000000,17.11
10/01/2020 04:15:37.000000,17.39
10/01/2020 04:17:37.000000,16.36
10/01/2020 04:19:37.000000,16.45
10/01/2020 04:21:37.000000,17.71
10/01/2020 04:23:37.000000,16.18
10/01/2020 04:25:37.000000,18.62
10/01/2020 04:27:37.000000,17.9
10/01/2020 04:29:37.000000,17.91
10/01/2020 04:31:37.000000,16.04
10/01/2020 04:33:37.000000,17.0
10/01/2020 04:35:37.000000,17.85
10/01/2020 04:37:37.000000,16.22
10/01/2020 04:39:37.000000,15.71
10/01/2020 04:41:37.000000,16.05
10/01/2020 04:43:37.000000,15.92
10/01/2020 04:45:37.000000,18.36
10/01/2020 04:47:37.000000,16.89
10/01/2020 04:49:37.000000,16.7
10/01/2020 04:51:37.000000,17.2
10/01/2020 04:55:37.000000,16.86
10/01/2020 04:57:37.000000,15.75
10/01/2020 04:59:37.000000,15.86
10/01/2020 05:01:37.000000,16.84
10/01/2020 05:05:37.000000,15.64
10/01/2020 05:07:37.000000,15.05
