InstrumentName, Canary-CDPHE-3
StartTime, 2021-10-01 00:00:00
EndTime, 2021-11-01 00:00:00
Date,F1,F3,F4,Hmdty,Lat,Long,PM10,PM102,PM1_0,PM1_02,PM2_5,PM2_52,Sig,Temp,Time,Uncertainty,datetime,source_device
10/01/2021 00:00:07,0.0,0.0,0.0,41.1,,,12.12,7.13,6.3,4.75,10.52,6.78,-73.0,61.92,,2980.0,,
10/01/2021 00:01:06,0.0,0.0,0.0,41.55,,,11.52,7.2,6.35,5.0,10.73,7.0,-73.0,61.83,,2980.0,,
10/01/2021 00:02:06,0.0,0.0,0.0,41.96,,,10.78,8.07,6.48,4.7,10.43,7.23,-73.0,61.75,,2980.0,,
10/01/2021 00:03:06,0.0,0.0,0.0,42.07,,,13.73,8.48,7.43,5.08,11.3,8.03,-75.0,61.63,,2980.0,,
10/01/2021 00:04:06,0.0,0.0,0.0,42.54,,,13.72,9.47,7.72,5.15,12.32,8.83,-73.0,61.52,,2980.0,,
10/01/2021 00:05:07,0.0,0.0,0.0,42.4,,,11.93,8.02,6.82,5.4,10.82,7.47,-73.0,61.48,,2980.0,,
10/01/2021 00:06:07,0.0,0.0,0.0,42.99,,,11.38,9.03,6.93,4.57,10.93,8.47,-75.0,61.43,,2980.0,,
10/01/2021 00:07:06,0.0,0.0,0.0,42.89,,,12.35,8.67,6.7,4.9,10.0,8.28,-73.0,61.36,,2980.0,,
10/01/2021 00:08:07,0.0,0.0,0.0,42.95,,,13.63,7.73,6.47,5.38,11.63,7.73,-73.0,61.25,,2980.0,,
10/01/2021 00:09:06,0.0,0.0,0.0,43.15,,,15.43,7.95,6.95,4.82,14.23,7.12,-73.0,61.18,,2980.0,,
10/01/2021 00:10:08,0.0,0.0,0.0,43.55,,,13.23,7.95,7.12,4.8,11.88,7.82,-73.0,61.14,,2980.0,,
10/01/2021 00:11:07,0.0,0.0,0.0,43.07,,,13.98,7.62,7.18,4.65,12.97,7.53,-73.0,61.05,,2980.0,,
10/01/2021 00:12:09,0.0,0.0,0.0,43.02,,,14.35,8.5,7.15,5.15,13.0,7.35,-73.0,61.02,,2980.0,,
10/01/2021 00:13:07,0.0,0.0,0.0,42.94,,,13.53,7.75,6.98,4.75,11.83,7.0,-73.0,60.94,,2980.0,,
