InstrumentName, Canary-CDPHE-5
StartTime, 2021-10-01 00:00:00
EndTime, 2021-11-01 00:00:00
Date,F1,F3,F4,Hmdty,Lat,Long,PM10,PM102,PM1_0,PM1_02,PM2_5,PM2_52,Sig,Temp,Time,Uncertainty,datetime,source_device
10/01/2021 00:00:06,0.0,0.0,0.0,39.17,,,13.45,13.6,8.4,8.65,12.68,12.97,-69.0,61.93,,1836.0,,
10/01/2021 00:01:13,0.0,0.0,0.0,39.09,,,12.58,12.93,7.82,8.27,11.78,11.93,-69.0,61.93,,1836.0,,
10/01/2021 00:02:04,0.0,0.0,0.0,39.04,,,9.92,12.83,6.65,8.28,9.75,12.37,-71.0,61.93,,1836.0,,
10/01/2021 00:03:05,0.0,0.0,0.0,38.94,,,9.9,12.83,6.22,8.1,9.87,12.45,-71.0,61.99,,1836.0,,
10/01/2021 00:04:05,0.0,0.0,0.0,39.14,,,9.75,13.85,7.05,7.5,9.35,12.15,-69.0,61.95,,1836.0,,
10/01/2021 00:05:14,0.0,0.0,0.0,38.95,,,9.4,13.62,6.78,8.15,9.4,13.3,-69.0,61.93,,1836.0,,
10/01/2021 00:06:15,0.0,0.0,0.0,39.06,,,10.73,10.78,7.08,7.73,10.73,10.32,-69.0,61.92,,1836.0,,
10/01/2021 00:07:05,0.0,0.0,0.0,39.08,,,10.63,12.72,6.88,8.25,10.33,12.5,-71.0,61.95,,1836.0,,
10/01/2021 00:08:06,0.0,0.0,0.0,39.04,,,9.13,12.5,7.08,7.87,9.13,12.22,-71.0,61.95,,1836.0,,
10/01/2021 00:09:15,0.0,0.0,0.0,39.14,,,11.3,11.92,7.35,8.38,10.7,11.52,-71.0,61.9,,1836.0,,
10/01/2021 00:10:05,0.0,0.0,0.0,39.01,,,11.75,11.98,7.45,7.88,11.15,11.73,-71.0,61.92,,1836.0,,
10/01/2021 00:11:06,0.0,0.0,0.0,39.05,,,12.32,11.27,7.0,7.25,11.77,10.65,-71.0,61.92,,1836.0,,
10/01/2021 00:12:06,0.0,0.0,0.0,39.0,,,11.17,11.85,7.17,8.1,10.15,10.8,-71.0,61.92,,1836.0,,
10/01/2021 00:13:05,0.0,0.0,0.0,39.06,,,12.25,13.6,7.45,8.55,12.13,13.1,-69.0,61.83,,1836.0,,
10/01/2021 00:14:06,0.0,0.0,0.0,39.21,,,9.92,14.6,7.15,8.85,9.77,12.8,-69.0,61.75,,1836.0,,
10/01/2021 00:15:05,0.0,0.0,0.0,39.17,,,11.22,12.78,7.48,7.83,10.88,12.1,-69.0,61.74,,1836.0,,
10/01/2021 00:16:06,0.0,0.0,0.0,39.26,,,9.28,11.05,6.57,7.55,9.02,10.78,-69.0,61.72,,1836.0,,
10/01/2021 00:17:05,0.0,0.0,0.0,39.33,,,11.45,12.03,6.55,7.22,11.05,10.68,-71.0,61.7,,1836.0,,
10/01/2021 00:18:06,0.0,0.0,0.0,39.38,,,10.5,12.45,6.4,8.2,9.95,11.55,-71.0,61.68,,1836.0,,
10/01/2021 00:19:06,0.0,0.0,0.0,39.71,,,11.7,14.0,7.62,8.95,11.32,13.6,-71.0,61.65,,1836.0,,
10/01/2021 00:20:05,0.0,0.0,0.0,39.67,,,12.03,13.88,8.08,7.73,11.92,13.25,-69.0,61.59,,1836.0,,
10/01/2021 00:21:05,0.0,0.0,0.0,39.89,,,13.07,14.45,7.73,8.5,12.73,14.02,-69.0,61.56,,1836.0,,
10/01/2021 00:22:05,0.0,0.0,0.0,39.71,,,11.15,14.02,7.22,9.08,11.0,13.78,-69.0,61.47,,1836.0,,
10/01/2021 00:23:04,0.0,0.0,0.0,39.95,,,13.0,13.6,6.88,8.1,12.17,12.88,-69.0,61.27,,1836.0,,
10/01/2021 00:24:04,0.0,0.0,0.0,39.95,,,11.0,12.07,7.5,7.7,10.7,11.2,-69.0,61.21,,1836.0,,
10/01/2021 00:25:06,0.0,0.0,0.0,39.84,,,11.53,12.88,7.07,8.8,11.02,12.88,-69.0,61.27,,73976.0,,
10/01/2021 00:26:06,0.0,0.0,0.0,39.76,,,9.62,12.2,6.23,7.28,9.57,11.25,-69.0,61.29,,73976.0,,
10/01/2021 00:27:05,0.0,0.0,0.0,39.75,,,9.38,12.1,6.35,7.55,9.18,11.8,-69.0,61.29,,73976.0,,
10/01/2021 00:28:05,0.0,0.0,0.0,39.91,,,9.57,10.8,6.0,7.05,9.08,10.2,-69.0,61.27,,73976.0,,
10/01/2021 00:29:05,0.0,0.0,0.0,39.96,,,12.4,13.0,7.45,8.07,11.75,12.43,-71.0,61.25,,73976.0,,
10/01/2021 00:30:06,0.0,0.0,0.0,40.09,,,10.55,11.95,6.65,7.77,10.3,11.45,-71.0,61.21,,73976.0,,
10/01/2021 00:31:06,0.0,0.0,0.0,39.94,,,10.4,12.65,6.95,8.68,10.4,12.42,-71.0,61.21,,73976.0,,
10/01/2021 00:32:06,0.0,0.0,0.0,40.58,,,13.73,12.6,8.28,7.82,13.6,12.6,-71.0,61.21,,73976.0,,
10/01/2021 00:33:07,0.0,0.0,0.0,40.4,,,13.85,13.22,7.58,8.2,13.65,12.55,-71.0,61.27,,73976.0,,
10/01/2021 00:34:06,0.0,0.0,0.0,40.37,,,13.4,12.75,8.02,8.6,12.48,12.45,-71.0,61.27,,73976.0,,
10/01/2021 00:35:05,0.0,0.0,0.0,40.31,,,11.5,14.13,7.75,7.92,11.2,13.18,-69.0,61.25,,73976.0,,
10/01/2021 00:36:07,0.0,0.0,0.0,40.37,,,11.15,12.55,6.85,8.05,10.25,11.65,-69.0,61.21,,73976.0,,
10/01/2021 00:37:05,0.0,0.0,0.0,40.55,,,10.53,12.45,7.32,7.8,9.8,11.8,-69.0,61.18,,73976.0,,
10/01/2021 00:38:05,0.0,0.0,0.0,40.62,,,12.6,13.67,7.5,9.33,12.3,13.37,-71.0,61.14,,73976.0,,
10/01/2021 00:39:14,0.0,0.0,0.0,40.75,,,13.75,15.2,7.73,7.8,13.18,13.02,-71.0,61.12,,73976.0,,
10/01/2021 00:40:07,0.0,0.0,0.0,40.71,,,14.02,14.15,8.85,9.18,13.65,13.38,-71.0,61.14,,73976.0,,
10/01/2021 00:41:13,0.0,0.0,0.0,40.8,,,11.8,13.15,7.62,8.45,11.23,12.3,-69.0,61.16,,73976.0,,
10/01/2021 00:42:14,0.0,0.0,0.0,40.79,,,10.6,13.75,7.75,8.8,10.6,13.5,-71.0,61.16,,73976.0,,
10/01/2021 00:43:08,0.0,0.0,0.0,41.28,,,13.55,13.88,9.0,9.45,13.15,13.27,-71.0,61.18,,73976.0,,
10/01/2021 00:44:05,0.0,0.0,0.0,41.0,,,15.88,17.02,8.7,10.2,15.42,15.22,-69.0,61.21,,73976.0,,
10/01/2021 00:45:04,0.0,0.0,0.0,41.26,,,13.7,16.8,8.75,10.4,13.0,15.55,-71.0,61.2,,73976.0,,
10/01/2021 00:46:06,0.0,0.0,0.0,41.45,,,13.17,16.27,8.98,9.35,13.17,13.98,-71.0,61.18,,73976.0,,
10/01/2021 00:47:05,0.0,0.0,0.0,41.2,,,15.37,17.32,9.77,10.52,14.25,16.62,-71.0,61.11,,73976.0,,
10/01/2021 00:48:06,0.0,0.0,0.0,41.17,,,15.05,16.43,8.67,9.98,14.82,15.7,-71.0,61.07,,73976.0,,
10/01/2021 00:49:06,0.0,0.0,0.0,41.49,,,14.92,18.35,8.62,10.2,14.92,17.25,-71.0,61.05,,73976.0,,
10/01/2021 00:50:06,0.0,0.0,0.0,41.63,,,13.28,18.05,8.98,10.75,12.75,16.7,-71.0,61.02,,73976.0,,
10/01/2021 00:51:07,0.0,0.0,0.0,41.58,,,13.05,17.98,8.35,10.4,12.8,16.72,-71.0,61.0,,73976.0,,
10/01/2021 00:52:05,0.0,0.0,0.0,41.92,,,14.93,18.33,9.68,10.53,14.92,17.1,-71.0,60.96,,73976.0,,
10/01/2021 00:53:14,0.0,0.0,0.0,42.05,,,16.02,16.95,8.0,10.05,15.42,15.85,-71.0,60.94,,73976.0,,
10/01/2021 00:54:08,0.0,0.0,0.0,42.32,,,13.97,17.2,8.9,9.78,13.52,15.2,-71.0,60.94,,73976.0,,
10/01/2021 00:55:07,0.0,0.0,0.0,42.16,,,15.62,15.47,10.03,10.32,15.53,14.97,-71.0,60.94,,73976.0,,
