InstrumentName, Canary-CDPHE-6
StartTime, 2021-10-01 00:00:00
EndTime, 2021-11-01 00:00:00
Date,F1,F3,F4,Hmdty,Lat,Long,PM10,PM102,PM1_0,PM1_02,PM2_5,PM2_52,Sig,Temp,Time,Uncertainty,datetime,source_device
10/01/2021 00:00:05,0.0,0.0,0.0,36.68,,,10.12,9.98,5.6,5.37,9.48,9.47,-79.0,64.8,,1002.0,,
10/01/2021 00:01:03,0.0,0.0,0.0,36.83,,,11.67,10.85,5.53,5.62,10.58,9.82,-79.0,64.69,,1002.0,,
10/01/2021 00:02:04,0.0,0.0,0.0,36.97,,,10.62,10.05,5.5,5.25,9.77,9.75,-79.0,64.56,,1002.0,,
10/01/2021 00:03:04,0.0,0.0,0.0,37.27,,,11.8,10.85,6.58,6.25,11.43,10.0,-79.0,64.38,,1002.0,,
10/01/2021 00:04:05,0.0,0.0,0.0,37.42,,,10.37,9.6,5.9,5.4,9.63,8.7,-79.0,64.27,,1002.0,,
10/01/2021 00:05:05,0.0,0.0,0.0,37.83,,,11.97,11.92,6.35,5.67,10.65,9.68,-79.0,64.15,,1002.0,,
10/01/2021 00:06:04,0.0,0.0,0.0,38.07,,,10.3,10.67,5.77,6.35,10.15,10.57,-79.0,64.06,,1002.0,,
10/01/2021 00:07:07,0.0,0.0,0.0,38.15,,,11.67,10.42,7.1,6.78,10.75,9.83,-79.0,63.91,,1002.0,,
10/01/2021 00:08:04,0.0,0.0,0.0,38.4,,,10.92,10.27,6.1,6.08,10.37,10.03,-79.0,63.77,,1002.0,,
10/01/2021 00:09:04,0.0,0.0,0.0,38.44,,,10.58,10.25,6.23,5.17,10.23,9.7,-79.0,63.64,,1002.0,,
10/01/2021 00:10:05,0.0,0.0,0.0,38.6,,,11.65,10.78,5.7,5.93,11.0,9.43,-79.0,63.52,,1002.0,,
10/01/2021 00:11:05,0.0,0.0,0.0,38.76,,,10.05,9.7,5.27,5.7,9.22,8.8,-79.0,63.39,,1002.0,,
10/01/2021 00:12:06,0.0,0.0,0.0,39.03,,,12.1,10.05,5.92,5.8,11.3,9.65,-79.0,63.27,,1002.0,,
10/01/2021 00:13:05,0.0,0.0,0.0,39.12,,,10.97,10.13,6.2,5.48,10.38,8.63,-79.0,63.14,,1002.0,,
10/01/2021 00:14:06,0.0,0.0,0.0,39.49,,,11.63,10.37,7.08,5.57,10.78,9.83,-79.0,63.01,,1002.0,,
10/01/2021 00:15:04,0.0,0.0,0.0,39.74,,,10.65,10.75,5.7,6.3,10.65,10.17,-79.0,62.89,,1002.0,,
10/01/2021 00:16:06,0.0,0.0,0.0,39.81,,,11.68,10.17,6.08,5.43,10.53,9.67,-79.0,62.76,,1002.0,,
10/01/2021 00:17:05,0.0,0.0,0.0,40.16,,,10.37,8.48,6.42,5.45,10.12,8.38,-79.0,62.6,,1002.0,,
10/01/2021 00:18:04,0.0,0.0,0.0,40.37,,,11.9,11.32,6.3,6.28,11.05,10.1,-79.0,62.47,,1002.0,,
10/01/2021 00:19:04,0.0,0.0,0.0,40.71,,,11.13,10.9,5.73,5.73,10.23,9.62,-79.0,62.29,,1002.0,,
10/01/2021 00:20:13,0.0,0.0,0.0,41.16,,,11.67,11.38,5.33,6.33,10.28,9.9,-79.0,62.13,,1002.0,,
10/01/2021 00:21:04,0.0,0.0,0.0,41.47,,,11.43,10.8,6.43,6.15,11.2,10.65,-79.0,61.99,,1002.0,,
10/01/2021 00:22:04,0.0,0.0,0.0,41.58,,,13.15,10.9,6.08,5.45,12.07,9.45,-79.0,61.84,,1002.0,,
10/01/2021 00:23:03,0.0,0.0,0.0,41.83,,,11.48,11.15,6.07,5.2,11.17,9.7,-79.0,61.74,,1002.0,,
10/01/2021 00:24:04,0.0,0.0,0.0,41.99,,,10.72,10.25,5.87,5.6,10.37,9.58,-79.0,61.59,,1002.0,,
10/01/2021 00:25:07,0.0,0.0,0.0,42.41,,,10.42,11.68,6.47,6.27,10.03,10.7,-79.0,61.43,,1002.0,,
10/01/2021 00:26:04,0.0,0.0,0.0,42.5,,,10.65,9.1,5.57,5.6,9.9,8.4,-79.0,61.3,,1002.0,,
10/01/2021 00:27:04,0.0,0.0,0.0,42.73,,,10.58,8.75,5.72,5.9,9.68,8.08,-79.0,61.21,,1002.0,,
10/01/2021 00:28:03,0.0,0.0,0.0,43.02,,,10.4,11.4,5.38,6.33,9.9,9.67,-79.0,61.07,,1002.0,,
10/01/2021 00:29:05,0.0,0.0,0.0,43.07,,,11.07,10.45,6.17,6.03,10.73,9.33,-79.0,60.91,,1002.0,,
10/01/2021 00:30:13,0.0,0.0,0.0,43.44,,,10.33,10.95,6.05,6.75,9.58,10.3,-79.0,60.78,,1002.0,,
10/01/2021 00:31:05,0.0,0.0,0.0,43.57,,,10.08,9.1,5.83,5.35,9.08,8.4,-79.0,60.66,,1002.0,,
10/01/2021 00:32:03,0.0,0.0,0.0,43.59,,,11.13,8.85,5.45,5.15,10.43,8.5,-79.0,60.58,,1002.0,,
10/01/2021 00:33:04,0.0,0.0,0.0,43.86,,,9.78,9.9,6.08,5.53,8.73,8.87,-79.0,60.46,,1002.0,,
10/01/2021 00:34:03,0.0,0.0,0.0,44.15,,,10.05,9.83,5.6,5.55,9.8,8.88,-79.0,60.3,,1002.0,,
10/01/2021 00:35:04,0.0,0.0,0.0,44.29,,,11.2,9.12,5.6,4.63,10.85,7.82,-79.0,60.17,,1002.0,,
10/01/2021 00:36:06,0.0,0.0,0.0,44.55,,,10.15,10.05,5.9,5.48,9.65,9.67,-79.0,60.06,,1002.0,,
