InstrumentName, Woods Park,,
StartTime, 2018-12-01 00:00:00,,
EndTime, 2018-12-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
12/01/2018 00:00:11.000000,17.17,21.9,20.37
12/01/2018 00:01:31.000000,12.66,16.07,15.2
12/01/2018 00:02:51.000000,11.15,14.18,13.55
12/01/2018 00:05:31.000000,8.48,10.24,9.9
12/01/2018 00:06:51.000000,7.2,8.8,8.37
12/01/2018 00:10:51.000000,6.83,9.27,8.68
12/01/2018 00:13:31.000000,8.48,10.13,9.95
12/01/2018 00:14:51.000000,8.61,10.71,10.68
12/01/2018 00:17:31.000000,9.2,11.77,11.57
12/01/2018 00:18:51.000000,8.55,10.73,10.43
12/01/2018 00:21:31.000000,8.57,10.8,10.45
12/01/2018 00:22:51.000000,7.07,8.76,8.63
12/01/2018 00:25:31.000000,6.0,7.0,6.75
12/01/2018 00:26:51.000000,5.0,5.93,5.93
12/01/2018 00:29:31.000000,4.31,5.56,4.97
12/01/2018 00:30:51.000000,4.76,6.34,6.34
12/01/2018 00:33:31.000000,4.85,5.71,5.71
12/01/2018 00:34:51.000000,5.14,6.69,6.12
12/01/2018 00:37:31.000000,4.87,6.53,6.15
12/01/2018 00:38:51.000000,5.27,6.93,6.93
12/01/2018 00:41:31.000000,5.54,6.76,6.61
12/01/2018 00:42:51.000000,5.48,7.21,6.67
12/01/2018 00:45:31.000000,4.75,6.05,5.75
12/01/2018 00:46:51.000000,5.2,6.2,6.2
12/01/2018 00:49:31.000000,4.85,5.72,5.68
12/01/2018 00:50:51.000000,4.41,5.54,5.49
12/01/2018 00:53:31.000000,4.5,4.9,4.9
12/01/2018 00:54:51.000000,4.74,6.41,5.87
12/01/2018 00:57:31.000000,4.32,5.35,5.25
12/01/2018 00:58:51.000000,3.12,4.17,3.9
12/01/2018 01:01:31.000000,2.6,3.28,3.03
12/01/2018 01:02:51.000000,2.53,2.83,2.83
12/01/2018 01:05:31.000000,1.51,2.24,1.9
12/01/2018 01:06:51.000000,2.02,2.52,2.52
12/01/2018 01:09:31.000000,6.55,9.15,8.88
12/01/2018 01:10:51.000000,4.22,5.95,5.46
12/01/2018 01:13:31.000000,7.0,9.76,9.39
12/01/2018 01:14:51.000000,5.0,6.95,6.29
12/01/2018 01:17:31.000000,12.3,16.05,15.73
12/01/2018 01:18:51.000000,12.74,17.36,16.62
12/01/2018 01:21:31.000000,5.0,6.97,6.33
12/01/2018 01:22:51.000000,24.12,33.53,32.13
12/01/2018 01:25:31.000000,7.17,9.68,9.34
12/01/2018 01:26:51.000000,4.73,6.05,5.98
12/01/2018 01:29:31.000000,10.77,13.75,13.43
12/01/2018 01:30:51.000000,8.17,9.44,9.44
12/01/2018 01:33:31.000000,7.37,9.49,9.32
12/01/2018 01:34:51.000000,6.51,8.44,8.12
12/01/2018 01:37:31.000000,14.79,17.98,17.55
12/01/2018 01:38:51.000000,14.63,17.3,17.3
12/01/2018 01:41:31.000000,13.27,16.27,16.22
12/01/2018 01:42:51.000000,9.56,11.54,11.54
12/01/2018 01:45:31.000000,6.15,7.2,7.2
12/01/2018 01:46:51.000000,5.45,6.82,6.45
12/01/2018 01:49:31.000000,7.07,8.98,8.7
12/01/2018 01:50:51.000000,12.07,15.23,14.93
12/01/2018 01:53:31.000000,9.98,12.48,12.07
12/01/2018 01:54:51.000000,11.32,12.82,12.82
12/01/2018 01:57:31.000000,10.65,12.32,11.88
12/01/2018 01:58:51.000000,5.56,6.88,6.71
12/01/2018 02:01:31.000000,7.3,8.55,8.55
12/01/2018 02:02:51.000000,5.49,6.39,6.34
12/01/2018 02:05:31.000000,5.55,6.32,6.21
12/01/2018 02:06:51.000000,4.49,5.37,5.37
12/01/2018 02:09:31.000000,4.34,5.51,5.51
12/01/2018 02:10:51.000000,4.46,5.49,5.38
12/01/2018 02:13:31.000000,5.0,5.66,5.51
12/01/2018 02:14:51.000000,5.0,5.82,5.62
12/01/2018 02:17:31.000000,4.4,4.85,4.85
12/01/2018 02:18:51.000000,6.0,6.64,6.64
12/01/2018 02:21:31.000000,3.98,4.81,4.81
12/01/2018 02:22:51.000000,4.55,5.36,5.36
12/01/2018 02:25:31.000000,5.5,6.38,6.24
12/01/2018 02:26:51.000000,9.38,10.17,9.93
12/01/2018 02:29:31.000000,6.81,7.9,7.76
12/01/2018 02:30:51.000000,3.33,3.69,3.69
12/01/2018 02:33:31.000000,2.92,3.54,3.23
12/01/2018 02:34:52.000000,6.64,7.74,7.4
12/01/2018 02:37:31.000000,8.29,10.12,9.76
12/01/2018 02:38:51.000000,3.32,4.02,4.02
12/01/2018 02:41:31.000000,2.98,3.81,3.64
12/01/2018 02:42:51.000000,2.76,3.38,3.38
12/01/2018 02:45:31.000000,4.78,5.95,5.51
12/01/2018 02:46:51.000000,4.56,5.32,5.17
12/01/2018 02:49:31.000000,2.83,3.69,3.29
12/01/2018 02:50:51.000000,2.47,2.9,2.9
12/01/2018 02:53:31.000000,2.36,3.07,3.07
12/01/2018 02:54:51.000000,2.05,2.54,2.54
12/01/2018 02:57:31.000000,2.88,3.98,3.34
12/01/2018 02:58:51.000000,2.83,3.46,3.46
12/01/2018 03:01:31.000000,2.28,3.17,3.05
12/01/2018 03:02:51.000000,2.85,4.12,3.75
12/01/2018 03:05:31.000000,3.45,4.1,4.1
12/01/2018 03:06:51.000000,2.93,4.0,4.0
12/01/2018 03:09:31.000000,3.93,5.0,5.0
12/01/2018 03:10:51.000000,4.38,5.46,5.46
12/01/2018 03:13:31.000000,4.21,5.07,4.88
12/01/2018 03:14:51.000000,4.76,5.85,5.44
12/01/2018 03:17:31.000000,4.79,5.95,5.9
12/01/2018 03:18:51.000000,5.0,5.93,5.78
12/01/2018 03:21:31.000000,4.97,5.87,5.87
