InstrumentName, APCD B,,
StartTime, 2018-12-01 00:00:00,,
EndTime, 2018-12-31 23:59:59,,
Date,PM2.5,humidity,temp_f
12/01/2018 00:00:57.176666,19.12,65.0,41.0
12/01/2018 00:03:37.340000,18.56,65.0,41.0
12/01/2018 00:04:57.096666,19.24,66.0,41.0
12/01/2018 00:07:37.196666,19.49,66.0,41.0
12/01/2018 00:08:57.350000,19.95,66.0,41.0
12/01/2018 00:11:37.180000,21.54,66.0,41.0
12/01/2018 00:12:57.160000,22.87,66.0,41.0
12/01/2018 00:15:37.120000,21.9,66.0,41.0
12/01/2018 00:16:57.480000,21.33,67.0,41.0
12/01/2018 00:19:37.166666,20.62,67.0,41.0
12/01/2018 00:20:57.090000,20.59,67.0,41.0
12/01/2018 00:23:37.243333,21.34,67.0,41.0
12/01/2018 00:24:57.570000,22.78,67.0,41.0
12/01/2018 00:27:37.210000,22.93,68.0,40.0
12/01/2018 00:28:57.160000,21.66,68.0,41.0
12/01/2018 00:31:37.223333,22.95,68.0,41.0
12/01/2018 00:32:57.246666,20.78,68.0,41.0
12/01/2018 00:35:37.150000,21.1,68.0,41.0
12/01/2018 00:36:57.240000,21.29,68.0,41.0
12/01/2018 00:39:37.376666,19.71,68.0,41.0
12/01/2018 00:40:57.426666,21.4,68.0,41.0
12/01/2018 00:43:37.216666,20.63,68.0,40.0
12/01/2018 00:44:57.186666,20.64,68.0,40.0
12/01/2018 00:47:37.306666,22.85,69.0,40.0
12/01/2018 00:48:57.253333,25.27,69.0,40.0
12/01/2018 00:51:37.250000,27.1,69.0,40.0
12/01/2018 00:52:57.220000,25.34,69.0,40.0
12/01/2018 00:55:37.223333,23.85,69.0,40.0
12/01/2018 00:56:57.263333,23.24,69.0,40.0
12/01/2018 00:59:37.190000,24.88,69.0,40.0
12/01/2018 01:00:57.166666,22.86,70.0,40.0
12/01/2018 01:03:37.236666,23.76,69.0,41.0
12/01/2018 01:04:57.183333,22.75,69.0,40.0
12/01/2018 01:07:37.136666,22.34,69.0,40.0
12/01/2018 01:08:57.210000,20.71,69.0,40.0
12/01/2018 01:11:37.410000,23.08,69.0,41.0
12/01/2018 01:12:57.426666,23.62,69.0,40.0
12/01/2018 01:15:37.570000,24.07,70.0,41.0
12/01/2018 01:16:57.196666,23.2,69.0,41.0
12/01/2018 01:20:57.210000,23.19,69.0,41.0
12/01/2018 01:23:37.280000,24.71,69.0,41.0
12/01/2018 01:24:57.440000,23.12,69.0,41.0
12/01/2018 01:27:37.386666,26.17,69.0,41.0
12/01/2018 01:28:57.273333,24.61,69.0,40.0
12/01/2018 01:31:37.300000,27.25,69.0,40.0
12/01/2018 01:32:57.280000,26.08,69.0,40.0
12/01/2018 01:35:37.390000,28.77,69.0,40.0
12/01/2018 01:36:57.203333,26.71,69.0,40.0
12/01/2018 01:39:37.440000,25.81,69.0,40.0
12/01/2018 01:40:57.243333,25.62,69.0,40.0
12/01/2018 01:43:37.293333,26.37,69.0,40.0
12/01/2018 01:47:37.226666,27.73,70.0,40.0
12/01/2018 01:48:57.483333,24.05,70.0,40.0
12/01/2018 01:51:37.443333,26.86,70.0,40.0
12/01/2018 01:52:57.240000,27.15,70.0,40.0
12/01/2018 01:55:37.550000,27.62,70.0,40.0
12/01/2018 01:56:57.263333,25.74,69.0,40.0
12/01/2018 01:59:37.443333,27.62,69.0,40.0
12/01/2018 02:00:57.276666,27.42,69.0,40.0
12/01/2018 02:03:37.216666,28.52,70.0,40.0
12/01/2018 02:04:57.296666,26.6,70.0,40.0
12/01/2018 02:07:38.246666,25.92,70.0,40.0
12/01/2018 02:09:05.890000,27.05,70.0,41.0
12/01/2018 02:11:37.366666,27.49,70.0,41.0
12/01/2018 02:12:57.260000,26.68,69.0,41.0
12/01/2018 02:16:57.440000,26.37,69.0,41.0
12/01/2018 02:19:37.243333,28.17,69.0,40.0
12/01/2018 02:20:57.433333,26.95,69.0,40.0
12/01/2018 02:23:37.256666,27.05,69.0,40.0
12/01/2018 02:24:57.316666,27.95,69.0,40.0
12/01/2018 02:27:37.280000,24.69,70.0,41.0
12/01/2018 02:28:57.340000,25.68,69.0,41.0
12/01/2018 02:31:37.510000,26.86,69.0,41.0
12/01/2018 02:32:57.326666,28.05,69.0,40.0
12/01/2018 02:35:37.326666,28.43,69.0,40.0
12/01/2018 02:36:57.346666,27.15,69.0,40.0
12/01/2018 02:39:37.296666,27.68,70.0,40.0
12/01/2018 02:40:57.230000,27.71,70.0,39.0
12/01/2018 02:43:37.343333,29.39,71.0,39.0
12/01/2018 02:44:57.260000,25.98,71.0,40.0
12/01/2018 02:47:37.340000,30.0,71.0,40.0
12/01/2018 02:48:57.290000,28.02,71.0,40.0
12/01/2018 02:51:37.240000,27.44,71.0,41.0
12/01/2018 02:52:57.410000,29.15,70.0,40.0
12/01/2018 02:55:37.393333,31.4,70.0,40.0
12/01/2018 02:56:57.306666,32.32,70.0,39.0
12/01/2018 02:59:37.316666,33.14,71.0,39.0
12/01/2018 03:00:57.420000,33.05,71.0,38.0
12/01/2018 03:03:37.513333,31.54,72.0,39.0
12/01/2018 03:04:59.196666,34.12,72.0,39.0
12/01/2018 03:07:37.233333,32.67,73.0,38.0
12/01/2018 03:08:57.916666,32.68,73.0,39.0
12/01/2018 03:11:37.290000,32.54,73.0,39.0
12/01/2018 03:12:57.460000,30.9,73.0,39.0
12/01/2018 03:15:37.396666,33.72,73.0,39.0
12/01/2018 03:16:57.266666,35.58,73.0,39.0
12/01/2018 03:19:37.266666,35.1,74.0,38.0
12/01/2018 03:20:57.306666,36.97,74.0,39.0
12/01/2018 03:23:37.356666,35.83,74.0,39.0
12/01/2018 03:24:57.513333,36.02,74.0,40.0
12/01/2018 03:27:37.613333,37.6,73.0,39.0
