InstrumentName, La Casa NCORE,,,,
StartTime, 2018-12-01 00:00:00,,,,
EndTime, 2018-12-31 23:59:59,,,,
Date,Carbon monoxide,Nitrogen dioxide,Ozone,PM10 Total 0-10um STP,PM2.5 Total Atmospheric
12/01/2018 00:00:00.000000,0.209045,16.121737,0.01535,15.524974,11.033333
12/01/2018 00:01:00.000000,0.223341,19.784131,0.013183,14.794089,11.25
12/01/2018 00:02:00.000000,0.239654,19.8122,0.01255,14.191382,11.95
12/01/2018 00:03:00.000000,0.261906,21.758633,0.0115,14.579069,11.95
12/01/2018 00:04:00.000000,0.256911,23.262038,0.009583,12.86015,10.95
12/01/2018 00:05:00.000000,0.266157,23.730211,0.009483,12.416302,11.1
12/01/2018 00:06:00.000000,0.261141,23.71228,0.009167,12.248897,11.05
12/01/2018 00:07:00.000000,0.238351,22.065416,0.009933,14.076049,11.6
12/01/2018 00:08:00.000000,0.243026,23.215437,0.010967,15.184885,12.1
12/01/2018 00:09:00.000000,0.245183,25.621712,0.009483,,11.45
12/01/2018 00:10:00.000000,0.250849,24.993384,0.00865,12.467873,10.9
12/01/2018 00:11:00.000000,0.259377,26.515288,0.0082,14.573419,11.6
12/01/2018 00:12:00.000000,0.261889,27.745814,0.0066,17.066733,12.95
12/01/2018 00:13:00.000000,0.262868,27.83292,0.005717,15.75437,12.541667
12/01/2018 00:14:00.000000,0.258847,26.281127,0.006367,13.288539,11.116667
12/01/2018 00:15:00.000000,0.266678,29.022841,0.005867,12.558557,11.291667
12/01/2018 00:16:00.000000,0.26397,27.273207,0.00575,12.300754,11.05
12/01/2018 00:17:00.000000,0.273879,28.83254,0.005933,11.941542,10.775
12/01/2018 00:18:00.000000,0.306386,29.072241,0.005083,12.292417,11.091667
12/01/2018 00:19:00.000000,0.284487,25.416219,0.0062,12.842661,11.008333
12/01/2018 00:20:00.000000,0.260484,24.113171,0.008567,13.958242,11.25
12/01/2018 00:21:00.000000,0.232596,26.554562,0.0078,15.122878,12.35
12/01/2018 00:22:00.000000,0.257453,25.110964,0.007017,14.411261,12.25
12/01/2018 00:23:00.000000,0.26971,23.404705,0.007817,13.10959,11.375
12/01/2018 00:24:00.000000,0.289411,26.661292,0.00725,15.316389,12.475
12/01/2018 00:25:00.000000,0.286079,29.328505,0.00565,15.327088,12.133333
12/01/2018 00:26:00.000000,0.280926,29.557132,0.004517,15.844995,11.8
12/01/2018 00:27:00.000000,0.276904,28.401803,0.004133,14.513634,11.45
12/01/2018 00:28:00.000000,0.268768,25.84731,0.005833,12.185165,11.0
12/01/2018 00:29:00.000000,0.260039,25.616056,0.006933,11.741477,10.6
12/01/2018 00:30:00.000000,0.256495,25.468606,0.007533,11.629668,10.483333
12/01/2018 00:31:00.000000,0.284699,22.395032,0.0086,11.877823,10.725
12/01/2018 00:32:00.000000,0.297317,22.92912,0.0095,12.347754,11.15
12/01/2018 00:33:00.000000,0.310106,24.476667,0.008633,13.344463,11.65
12/01/2018 00:34:00.000000,0.360677,25.994742,0.007367,13.510129,11.691667
12/01/2018 00:35:00.000000,0.34493,26.01741,0.0071,13.287567,11.525
12/01/2018 00:36:00.000000,0.293646,23.922798,0.008233,13.186282,11.325
12/01/2018 00:37:00.000000,0.266548,22.023037,0.009767,11.792873,10.65
12/01/2018 00:38:00.000000,0.270254,22.839496,0.00965,11.792692,10.65
12/01/2018 00:39:00.000000,0.254495,22.369096,0.009033,11.958401,10.8
12/01/2018 00:40:00.000000,0.258376,21.706675,0.008767,12.834227,11.133333
12/01/2018 00:41:00.000000,0.265607,21.621126,0.008983,14.152135,11.516667
12/01/2018 00:42:00.000000,0.24952,22.118133,0.009333,13.312338,11.15
12/01/2018 00:43:00.000000,0.254544,21.122611,0.009717,15.054581,10.9
12/01/2018 00:44:00.000000,0.243688,20.63882,0.009717,18.376206,11.1
12/01/2018 00:45:00.000000,0.253112,22.140369,0.008517,17.721065,11.783333
12/01/2018 00:46:00.000000,0.272232,24.392639,0.007017,15.610189,12.25
12/01/2018 00:47:00.000000,0.286968,25.893403,0.006183,14.126668,11.941667
12/01/2018 00:48:00.000000,0.309497,29.671466,0.00365,14.624568,12.5
12/01/2018 00:49:00.000000,0.331071,32.445312,0.001267,17.142911,13.825
12/01/2018 00:50:00.000000,0.351442,34.035922,0.00055,18.544292,14.65
12/01/2018 00:51:00.000000,0.364797,34.705365,0.000733,16.771792,13.85
12/01/2018 00:52:00.000000,0.361318,34.321661,0.001133,15.941254,13.8
12/01/2018 00:53:00.000000,0.361224,33.845702,0.00115,19.228607,14.375
12/01/2018 00:54:00.000000,0.354601,29.310693,0.002467,19.504772,13.95
12/01/2018 00:55:00.000000,0.308093,27.916794,0.003733,14.846199,12.766667
12/01/2018 00:56:00.000000,0.30525,29.840376,0.002683,13.065333,11.8
12/01/2018 00:57:00.000000,0.298552,28.721701,0.00275,15.056553,12.0
12/01/2018 00:58:00.000000,0.303468,28.972996,0.00325,16.133555,12.375
12/01/2018 00:59:00.000000,0.314312,29.911661,0.00245,15.441332,13.25
12/01/2018 01:00:00.000000,0.318518,30.851648,0.002117,15.763003,13.516667
12/01/2018 01:01:00.000000,0.319583,30.685452,0.00215,14.884614,13.0
12/01/2018 01:02:00.000000,0.324068,28.754366,0.0024,13.711739,12.391667
12/01/2018 01:03:00.000000,0.437252,27.691295,0.003467,14.219037,12.266667
12/01/2018 01:04:00.000000,0.366336,26.153161,0.004683,14.829147,12.65
12/01/2018 01:05:00.000000,0.29616,25.270819,0.005117,13.554912,12.2
12/01/2018 01:06:00.000000,0.271707,20.706964,0.007733,12.336595,11.15
12/01/2018 01:07:00.000000,0.247449,19.581586,0.010033,13.498042,11.85
12/01/2018 01:08:00.000000,0.2606,21.19716,0.009217,14.189986,12.416667
