InstrumentName, West Denver PA-II B,,
StartTime, 2021-12-01 00:00:00,,
EndTime, 2021-12-31 23:59:59,,
Date,PM2.5,humidity,temp_f
12/01/2021 00:00:18.000000,0.16,,
12/01/2021 00:02:18.000000,0.0,,
12/01/2021 00:04:18.000000,0.0,,
12/01/2021 00:06:17.000000,0.0,,
12/01/2021 00:08:17.000000,0.0,,
12/01/2021 00:10:17.000000,0.05,,
12/01/2021 00:12:18.000000,0.0,,
12/01/2021 00:14:18.000000,0.12,,
12/01/2021 00:16:18.000000,0.8,,
12/01/2021 00:18:18.000000,1.22,,
12/01/2021 00:20:18.000000,0.76,,
12/01/2021 00:22:18.000000,1.22,,
12/01/2021 00:24:17.000000,1.34,,
12/01/2021 00:26:18.000000,2.11,,
12/01/2021 00:28:18.000000,2.49,,
12/01/2021 00:30:18.000000,2.66,,
12/01/2021 00:32:18.000000,1.77,,
12/01/2021 00:34:18.000000,1.5,,
12/01/2021 00:38:17.000000,0.83,,
12/01/2021 00:40:20.000000,1.05,,
12/01/2021 00:42:18.000000,1.05,,
12/01/2021 00:44:18.000000,0.64,,
12/01/2021 00:46:17.000000,0.83,,
12/01/2021 00:48:18.000000,1.0,,
12/01/2021 00:50:18.000000,0.77,,
12/01/2021 00:52:17.000000,0.65,,
12/01/2021 00:54:17.000000,0.25,,
12/01/2021 00:56:18.000000,0.53,,
12/01/2021 00:58:18.000000,0.12,,
12/01/2021 01:00:19.000000,0.51,,
12/01/2021 01:02:19.000000,0.32,,
12/01/2021 01:04:18.000000,0.79,,
12/01/2021 01:06:19.000000,0.22,,
12/01/2021 01:08:19.000000,0.76,,
12/01/2021 01:10:18.000000,0.33,,
12/01/2021 01:12:19.000000,0.57,,
12/01/2021 01:14:18.000000,1.0,,
12/01/2021 01:16:19.000000,0.8,,
12/01/2021 01:18:18.000000,0.85,,
12/01/2021 01:20:19.000000,0.96,,
12/01/2021 01:22:19.000000,0.52,,
12/01/2021 01:24:18.000000,0.0,,
12/01/2021 01:26:19.000000,0.0,,
12/01/2021 01:28:18.000000,0.0,,
12/01/2021 01:30:18.000000,0.0,,
12/01/2021 01:32:19.000000,0.0,,
12/01/2021 01:34:18.000000,0.0,,
12/01/2021 01:36:19.000000,0.0,,
12/01/2021 01:38:18.000000,0.0,,
12/01/2021 01:40:18.000000,0.0,,
12/01/2021 01:42:19.000000,0.0,,
12/01/2021 01:44:19.000000,0.0,,
12/01/2021 01:46:19.000000,0.0,,
12/01/2021 01:48:18.000000,0.0,,
12/01/2021 01:50:18.000000,0.0,,
12/01/2021 01:52:19.000000,0.07,,
12/01/2021 01:54:19.000000,0.0,,
12/01/2021 01:56:18.000000,0.0,,
12/01/2021 01:58:19.000000,0.0,,
12/01/2021 02:00:19.000000,0.0,,
12/01/2021 02:04:19.000000,0.05,,
12/01/2021 02:08:19.000000,0.0,,
12/01/2021 02:10:19.000000,0.0,,
12/01/2021 02:12:18.000000,0.0,,
12/01/2021 02:14:19.000000,0.0,,
12/01/2021 02:16:19.000000,0.28,,
12/01/2021 02:18:19.000000,0.0,,
12/01/2021 02:22:19.000000,0.0,,
12/01/2021 02:26:19.000000,0.95,,
12/01/2021 02:30:19.000000,1.33,,
12/01/2021 02:32:19.000000,1.7,,
12/01/2021 02:34:19.000000,1.61,,
12/01/2021 02:38:19.000000,1.97,,
12/01/2021 02:40:20.000000,2.82,,
12/01/2021 02:42:19.000000,2.62,,
12/01/2021 02:44:19.000000,3.68,,
12/01/2021 02:46:19.000000,3.74,,
12/01/2021 02:48:18.000000,3.51,,
12/01/2021 02:52:19.000000,5.17,,
12/01/2021 02:54:19.000000,4.25,,
12/01/2021 02:56:19.000000,4.0,,
12/01/2021 02:58:19.000000,4.2,,
12/01/2021 03:00:20.000000,4.3,,
12/01/2021 03:02:20.000000,4.02,,
12/01/2021 03:04:20.000000,4.55,,
12/01/2021 03:06:21.000000,5.0,,
12/01/2021 03:08:20.000000,5.25,,
12/01/2021 03:10:22.000000,4.74,,
12/01/2021 03:12:20.000000,4.86,,
12/01/2021 03:14:20.000000,5.28,,
12/01/2021 03:16:20.000000,5.27,,
12/01/2021 03:18:19.000000,4.93,,
12/01/2021 03:22:22.000000,4.79,,
12/01/2021 03:26:20.000000,4.78,,
12/01/2021 03:28:20.000000,4.84,,
12/01/2021 03:32:20.000000,4.84,,
12/01/2021 03:34:20.000000,4.2,,
12/01/2021 03:36:20.000000,4.28,,
12/01/2021 03:38:20.000000,3.77,,
12/01/2021 03:40:20.000000,3.25,,
12/01/2021 03:42:20.000000,2.56,,
12/01/2021 03:44:20.000000,2.31,,
12/01/2021 03:46:20.000000,2.05,,
12/01/2021 03:48:19.000000,2.34,,
12/01/2021 03:52:21.000000,2.51,,
12/01/2021 03:54:20.000000,1.95,,
12/01/2021 03:56:20.000000,2.67,,
12/01/2021 03:58:23.000000,3.03,,
12/01/2021 04:00:20.000000,3.29,,
12/01/2021 04:20:21.000000,4.53,,
12/01/2021 04:26:20.000000,5.22,,
12/01/2021 04:30:20.000000,5.0,,
12/01/2021 04:32:20.000000,4.18,,
12/01/2021 04:34:20.000000,4.74,,
12/01/2021 04:36:20.000000,4.14,,
12/01/2021 04:38:20.000000,4.68,,
12/01/2021 04:40:20.000000,4.44,,
12/01/2021 04:42:20.000000,4.11,,
12/01/2021 04:44:20.000000,4.75,,
12/01/2021 04:46:20.000000,4.67,,
12/01/2021 04:48:19.000000,4.72,,
12/01/2021 04:50:20.000000,4.28,,
12/01/2021 04:52:20.000000,4.55,,
12/01/2021 04:54:20.000000,4.5,,
12/01/2021 04:56:20.000000,4.58,,
12/01/2021 04:58:21.000000,4.79,,
12/01/2021 05:00:21.000000,4.5,,
12/01/2021 05:02:21.000000,4.36,,
12/01/2021 05:04:21.000000,4.59,,
12/01/2021 05:08:21.000000,4.03,,
12/01/2021 05:10:21.000000,4.17,,
12/01/2021 05:12:21.000000,4.91,,
12/01/2021 05:14:21.000000,4.48,,
12/01/2021 05:16:21.000000,2.27,,
12/01/2021 05:18:20.000000,0.0,,
12/01/2021 05:20:21.000000,0.0,,
12/01/2021 05:24:21.000000,0.0,,
12/01/2021 05:28:21.000000,0.0,,
12/01/2021 05:32:21.000000,0.26,,
12/01/2021 05:34:21.000000,0.0,,
12/01/2021 05:36:21.000000,0.0,,
12/01/2021 05:40:21.000000,0.0,,
12/01/2021 05:44:21.000000,0.0,,
12/01/2021 05:48:21.000000,0.0,,
12/01/2021 05:50:21.000000,0.22,,
12/01/2021 05:52:21.000000,0.8,,
12/01/2021 05:56:21.000000,0.19,,
12/01/2021 06:00:22.000000,0.73,,
12/01/2021 06:04:22.000000,1.19,,
12/01/2021 06:08:22.000000,2.84,,
12/01/2021 06:10:22.000000,2.37,,
12/01/2021 06:12:22.000000,2.12,,
12/01/2021 06:14:22.000000,2.16,,
12/01/2021 06:18:22.000000,1.91,,
12/01/2021 06:20:22.000000,1.75,,
12/01/2021 06:22:22.000000,1.28,,
12/01/2021 06:24:22.000000,1.23,,
12/01/2021 06:28:22.000000,0.0,,
12/01/2021 06:30:22.000000,0.39,,
12/01/2021 06:32:22.000000,0.0,,
12/01/2021 06:34:22.000000,0.0,,
12/01/2021 06:36:22.000000,0.0,,
12/01/2021 06:40:22.000000,0.0,,
12/01/2021 06:44:22.000000,0.0,,
12/01/2021 06:46:22.000000,0.0,,
12/01/2021 06:48:22.000000,0.0,,
12/01/2021 06:50:22.000000,0.0,,
12/01/2021 06:52:22.000000,0.0,,
12/01/2021 06:56:22.000000,0.0,,
12/01/2021 07:00:22.000000,0.0,,
12/01/2021 07:04:22.000000,0.0,,
12/01/2021 07:06:22.000000,0.0,,
12/01/2021 07:08:22.000000,0.0,,
12/01/2021 07:10:23.000000,0.0,,
12/01/2021 07:12:22.000000,0.0,,
12/01/2021 07:16:22.000000,0.0,,
12/01/2021 07:22:23.000000,0.0,,
12/01/2021 07:26:22.000000,0.0,,
12/01/2021 07:28:22.000000,0.0,,
12/01/2021 07:32:22.000000,0.19,,
12/01/2021 07:36:22.000000,1.24,,
12/01/2021 07:40:23.000000,0.92,,
12/01/2021 07:44:22.000000,1.0,,
12/01/2021 07:48:23.000000,1.21,,
12/01/2021 07:50:22.000000,0.9,,
12/01/2021 07:52:23.000000,0.61,,
12/01/2021 07:56:22.000000,1.03,,
12/01/2021 08:00:23.000000,0.67,,
12/01/2021 08:04:23.000000,0.67,,
12/01/2021 08:06:23.000000,0.86,,
12/01/2021 08:08:23.000000,0.98,,
12/01/2021 08:10:23.000000,0.54,,
12/01/2021 08:12:23.000000,0.53,,
12/01/2021 08:14:23.000000,0.42,,
12/01/2021 08:18:23.000000,0.7,,
12/01/2021 08:22:23.000000,0.15,,
12/01/2021 08:24:23.000000,0.63,,
12/01/2021 08:26:23.000000,0.47,,
12/01/2021 08:28:23.000000,0.68,,
12/01/2021 08:34:23.000000,0.98,,
12/01/2021 08:36:23.000000,0.61,,
12/01/2021 08:40:23.000000,0.83,,
12/01/2021 08:44:23.000000,0.8,,
12/01/2021 08:46:23.000000,0.92,,
12/01/2021 08:48:23.000000,0.35,,
12/01/2021 08:52:23.000000,0.98,,
12/01/2021 08:56:23.000000,0.51,,
12/01/2021 08:58:24.000000,1.37,,
12/01/2021 09:00:24.000000,0.95,,
12/01/2021 09:04:25.000000,0.93,,
12/01/2021 09:08:24.000000,1.05,,
12/01/2021 09:10:24.000000,1.1,,
12/01/2021 09:14:24.000000,1.05,,
12/01/2021 09:18:24.000000,1.03,,
12/01/2021 09:22:24.000000,1.16,,
12/01/2021 09:24:24.000000,1.36,,
12/01/2021 09:28:24.000000,1.11,,
12/01/2021 09:32:24.000000,1.1,,
12/01/2021 09:34:25.000000,1.32,,
12/01/2021 09:36:24.000000,1.1,,
12/01/2021 09:40:24.000000,0.79,,
12/01/2021 09:42:24.000000,1.37,,
12/01/2021 09:44:24.000000,1.22,,
12/01/2021 09:46:24.000000,1.16,,
12/01/2021 09:50:24.000000,0.88,,
12/01/2021 09:54:24.000000,0.61,,
12/01/2021 09:56:24.000000,0.93,,
12/01/2021 09:58:24.000000,0.85,,
12/01/2021 10:00:24.000000,0.96,,
12/01/2021 10:02:24.000000,0.88,,
