InstrumentName, Woods Park B,,
StartTime, 2021-12-01 00:00:00,,
EndTime, 2021-12-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
12/01/2021 00:00:04.000000,2.07,3.05,2.81
12/01/2021 00:02:02.000000,1.72,2.76,2.55
12/01/2021 00:04:02.000000,2.18,3.04,2.89
12/01/2021 00:06:02.000000,2.63,3.81,3.29
12/01/2021 00:08:02.000000,2.71,4.0,3.83
12/01/2021 00:10:02.000000,2.22,3.36,3.19
12/01/2021 00:12:02.000000,2.16,3.52,2.98
12/01/2021 00:14:02.000000,1.97,3.02,2.78
12/01/2021 00:16:02.000000,1.86,3.27,2.8
12/01/2021 00:20:03.000000,2.39,3.49,2.83
12/01/2021 00:22:03.000000,2.25,3.81,3.0
12/01/2021 00:24:03.000000,2.04,3.4,2.84
12/01/2021 00:26:03.000000,2.47,3.56,3.18
12/01/2021 00:28:03.000000,2.33,4.09,3.4
12/01/2021 00:30:03.000000,2.88,4.22,3.8
12/01/2021 00:32:03.000000,2.72,3.98,3.57
12/01/2021 00:36:03.000000,2.95,4.78,4.05
12/01/2021 00:38:03.000000,3.03,4.9,4.32
12/01/2021 00:40:03.000000,2.91,3.68,3.68
12/01/2021 00:42:03.000000,3.14,4.79,4.49
12/01/2021 00:44:03.000000,2.64,4.29,3.49
12/01/2021 00:46:03.000000,3.36,5.42,4.51
12/01/2021 00:48:03.000000,3.12,4.25,3.88
12/01/2021 00:50:03.000000,2.55,4.02,3.86
12/01/2021 00:52:03.000000,2.81,3.53,3.45
12/01/2021 00:54:03.000000,3.03,3.8,3.42
12/01/2021 00:56:03.000000,3.05,4.02,3.75
12/01/2021 00:58:03.000000,2.96,4.42,4.14
12/01/2021 01:00:03.000000,2.8,5.23,3.82
12/01/2021 01:02:03.000000,2.54,3.83,3.71
12/01/2021 01:04:03.000000,3.15,4.05,3.93
12/01/2021 01:06:03.000000,2.14,3.74,2.68
12/01/2021 01:08:03.000000,2.45,3.96,3.14
12/01/2021 01:10:03.000000,2.02,3.52,3.16
12/01/2021 01:12:03.000000,2.23,3.38,3.02
12/01/2021 01:14:03.000000,2.12,3.35,3.12
12/01/2021 01:16:03.000000,2.65,3.86,3.4
12/01/2021 01:20:03.000000,2.54,3.8,3.39
12/01/2021 01:22:03.000000,2.45,4.0,3.55
12/01/2021 01:24:03.000000,2.29,3.44,3.12
12/01/2021 01:26:03.000000,2.36,3.81,3.25
12/01/2021 01:28:03.000000,2.56,3.91,3.35
12/01/2021 01:30:03.000000,2.61,4.54,3.63
12/01/2021 01:32:06.000000,2.72,4.66,3.4
12/01/2021 01:34:03.000000,1.95,2.78,2.56
12/01/2021 01:36:03.000000,2.12,3.95,3.19
12/01/2021 01:38:03.000000,2.23,3.21,3.07
12/01/2021 01:40:03.000000,2.31,3.64,2.98
12/01/2021 01:42:03.000000,1.95,3.61,3.17
12/01/2021 01:44:03.000000,1.85,3.19,2.85
12/01/2021 01:46:03.000000,2.89,4.14,3.62
12/01/2021 01:48:03.000000,2.26,3.9,3.09
12/01/2021 01:50:03.000000,2.19,3.31,3.05
12/01/2021 01:52:03.000000,2.63,3.97,3.56
12/01/2021 01:54:04.000000,2.48,3.73,3.48
12/01/2021 01:56:03.000000,2.3,3.23,3.23
12/01/2021 01:58:03.000000,2.03,3.0,3.0
12/01/2021 02:00:03.000000,2.66,4.24,3.86
12/01/2021 02:06:04.000000,2.54,3.39,3.1
12/01/2021 02:08:03.000000,2.62,4.27,3.78
12/01/2021 02:10:03.000000,2.91,4.05,3.82
12/01/2021 02:12:03.000000,2.82,4.4,3.77
12/01/2021 02:14:03.000000,2.24,3.49,3.29
12/01/2021 02:16:04.000000,2.56,4.25,3.81
12/01/2021 02:20:04.000000,2.27,3.39,3.39
12/01/2021 02:24:04.000000,2.16,3.4,3.05
12/01/2021 02:28:04.000000,2.73,4.51,4.02
12/01/2021 02:30:04.000000,2.0,3.71,3.14
12/01/2021 02:32:04.000000,2.23,3.12,3.04
12/01/2021 02:36:04.000000,1.95,2.88,2.66
12/01/2021 02:38:04.000000,1.93,3.4,3.14
12/01/2021 02:40:04.000000,2.09,3.93,3.09
12/01/2021 02:42:04.000000,2.34,4.43,3.38
12/01/2021 02:44:04.000000,2.53,3.75,3.46
12/01/2021 02:46:04.000000,2.15,4.0,3.0
12/01/2021 02:50:04.000000,2.77,4.28,3.91
12/01/2021 02:52:04.000000,2.63,3.95,3.7
12/01/2021 02:54:04.000000,2.57,4.47,3.65
12/01/2021 02:56:04.000000,2.12,3.34,2.81
12/01/2021 02:58:04.000000,2.36,4.16,3.62
12/01/2021 03:00:04.000000,2.0,2.98,2.62
12/01/2021 03:02:04.000000,2.69,3.92,3.25
12/01/2021 03:04:04.000000,2.31,3.42,3.24
12/01/2021 03:06:04.000000,2.9,4.36,3.66
12/01/2021 03:08:04.000000,3.07,4.39,4.02
12/01/2021 03:10:04.000000,2.86,4.33,4.12
12/01/2021 03:12:04.000000,4.03,6.0,5.68
12/01/2021 03:14:04.000000,3.28,4.95,4.6
12/01/2021 03:16:04.000000,4.07,5.4,5.23
12/01/2021 03:20:04.000000,3.55,5.13,4.91
12/01/2021 03:24:04.000000,2.75,3.68,3.49
12/01/2021 03:26:04.000000,3.73,5.03,4.54
12/01/2021 03:28:04.000000,3.75,5.32,5.0
12/01/2021 03:32:04.000000,3.8,4.92,4.73
12/01/2021 03:34:04.000000,3.24,4.63,4.03
12/01/2021 03:36:04.000000,3.75,5.54,5.07
12/01/2021 03:38:04.000000,2.28,3.68,3.46
12/01/2021 03:40:04.000000,2.4,3.84,3.29
12/01/2021 03:42:04.000000,1.9,3.02,2.9
12/01/2021 03:44:04.000000,2.08,2.93,2.86
12/01/2021 03:46:04.000000,2.33,3.82,3.58
12/01/2021 03:50:04.000000,2.49,3.73,3.53
12/01/2021 03:52:04.000000,2.69,3.71,3.61
12/01/2021 03:54:04.000000,2.05,3.18,2.72
12/01/2021 03:56:04.000000,2.51,3.75,3.02
12/01/2021 03:58:04.000000,2.44,3.44,2.95
12/01/2021 04:00:04.000000,1.78,3.19,2.9
12/01/2021 04:22:08.000000,2.58,3.87,3.45
12/01/2021 04:28:08.000000,2.23,3.2,2.93
12/01/2021 04:30:08.000000,2.19,3.69,3.28
12/01/2021 04:32:08.000000,2.32,3.27,2.95
12/01/2021 04:34:08.000000,2.08,2.69,2.66
12/01/2021 04:36:10.000000,1.96,3.52,3.09
12/01/2021 04:38:08.000000,1.71,2.91,2.6
12/01/2021 04:40:11.000000,2.14,3.69,3.39
12/01/2021 04:42:08.000000,2.25,3.66,3.32
12/01/2021 04:44:08.000000,1.83,3.34,2.95
12/01/2021 04:46:08.000000,2.11,3.09,3.0
12/01/2021 04:48:08.000000,2.17,3.62,3.08
12/01/2021 04:50:08.000000,2.19,3.98,3.5
12/01/2021 04:52:08.000000,2.07,3.46,3.07
12/01/2021 04:54:08.000000,2.11,3.3,2.96
12/01/2021 04:56:08.000000,2.05,3.05,2.92
12/01/2021 04:58:08.000000,1.73,2.53,2.45
12/01/2021 05:00:08.000000,1.84,2.81,2.42
12/01/2021 05:02:08.000000,2.47,3.42,3.38
12/01/2021 05:06:08.000000,1.58,2.66,2.47
12/01/2021 05:08:08.000000,2.14,3.07,2.79
12/01/2021 05:10:08.000000,2.49,3.21,3.21
12/01/2021 05:12:08.000000,1.66,3.22,2.41
12/01/2021 05:14:08.000000,1.74,2.97,2.78
12/01/2021 05:16:08.000000,2.19,3.19,3.12
12/01/2021 05:18:09.000000,2.1,3.2,2.72
12/01/2021 05:22:09.000000,2.11,3.53,2.75
12/01/2021 05:26:09.000000,2.81,3.66,3.37
12/01/2021 05:28:09.000000,2.47,3.77,3.15
12/01/2021 05:32:09.000000,2.16,2.93,2.82
12/01/2021 05:34:09.000000,2.41,3.95,3.38
12/01/2021 05:38:09.000000,3.34,4.78,4.57
12/01/2021 05:42:09.000000,4.91,7.98,7.16
12/01/2021 05:46:09.000000,4.17,6.98,6.08
12/01/2021 05:48:09.000000,3.61,5.25,4.75
12/01/2021 05:50:09.000000,3.74,5.89,4.86
12/01/2021 05:54:09.000000,3.19,4.71,4.53
12/01/2021 05:58:09.000000,2.98,4.73,3.91
12/01/2021 06:02:09.000000,2.67,4.13,3.58
12/01/2021 06:06:09.000000,2.93,3.7,3.5
12/01/2021 06:08:09.000000,3.0,4.03,3.4
12/01/2021 06:10:09.000000,2.76,4.41,3.81
12/01/2021 06:12:09.000000,3.1,4.29,4.07
12/01/2021 06:16:09.000000,2.93,4.02,3.79
12/01/2021 06:18:09.000000,2.79,4.07,3.77
12/01/2021 06:20:09.000000,2.93,4.31,4.05
12/01/2021 06:22:09.000000,2.88,4.71,4.02
12/01/2021 06:26:09.000000,3.12,4.68,4.14
12/01/2021 06:28:09.000000,2.73,3.82,3.75
12/01/2021 06:30:09.000000,3.19,4.48,4.07
12/01/2021 06:32:09.000000,2.54,3.49,3.29
12/01/2021 06:34:09.000000,2.84,4.0,3.71
12/01/2021 06:38:09.000000,2.59,3.66,3.17
12/01/2021 06:42:09.000000,2.43,3.9,3.48
12/01/2021 06:44:09.000000,2.6,3.56,3.35
12/01/2021 06:46:09.000000,3.12,4.21,3.82
12/01/2021 06:48:09.000000,3.08,4.63,4.13
12/01/2021 06:50:09.000000,2.86,4.1,3.98
12/01/2021 06:54:09.000000,2.79,4.39,3.95
12/01/2021 06:58:09.000000,2.49,4.2,3.46
12/01/2021 07:02:09.000000,2.68,4.23,3.88
12/01/2021 07:04:09.000000,2.5,3.81,3.6
12/01/2021 07:06:09.000000,2.59,3.95,3.71
12/01/2021 07:08:09.000000,2.88,4.24,4.12
12/01/2021 07:10:12.000000,2.79,4.07,4.04
12/01/2021 07:12:09.000000,2.8,4.12,3.8
12/01/2021 07:18:10.000000,3.4,5.3,4.6
12/01/2021 07:24:10.000000,3.89,5.86,5.34
12/01/2021 07:26:10.000000,4.37,6.05,5.69
12/01/2021 07:28:10.000000,3.88,5.68,5.34
12/01/2021 07:34:10.000000,4.91,6.76,6.34
12/01/2021 07:38:10.000000,5.26,6.97,6.52
12/01/2021 07:42:10.000000,4.52,7.09,6.1
