InstrumentName, Merrill Middle School (CJ_002),,,,,,,,,,,,,
StartTime, 2021-12-01 00:00:00,,,,,,,,,,,,,
EndTime, 2021-12-31 23:59:59,,,,,,,,,,,,,
Date,*Lat,*Lon,ICCID,IH,IT,P,PM10,PM1_0,PM2_5,PM2_5_p,Sig,Time,WD,WS
12/23/2021 16:49:00.000000,-1.0,-1.0,,10.86,68.84,833.18,4.01,2.03,3.22,,-92.0,,-1.0,-1.0
12/23/2021 16:50:00.000000,-1.0,-1.0,,10.8,68.95,833.2,2.82,1.73,2.49,,-93.0,,-1.0,-1.0
12/23/2021 16:51:00.000000,-1.0,-1.0,,10.77,69.05,833.24,3.61,1.58,2.89,,-93.0,,-1.0,-1.0
12/23/2021 16:52:00.000000,-1.0,-1.0,,10.73,69.14,833.28,4.44,1.93,3.68,,-93.0,,-1.0,-1.0
12/23/2021 16:53:00.000000,-1.0,-1.0,,10.68,69.23,833.27,4.32,1.77,3.03,,-93.0,,-1.0,-1.0
12/23/2021 16:54:00.000000,-1.0,-1.0,,10.65,69.32,833.23,2.99,1.22,2.58,,-93.0,,-1.0,-1.0
12/23/2021 16:55:00.000000,-1.0,-1.0,,10.61,69.42,833.23,3.55,1.79,2.98,,-93.0,,-1.0,-1.0
12/23/2021 16:56:00.000000,-1.0,-1.0,,10.57,69.51,833.22,3.29,1.62,2.9,,-94.0,,-1.0,-1.0
12/23/2021 16:57:01.000000,-1.0,-1.0,,10.55,69.57,833.21,4.39,2.22,3.73,,-93.0,,-1.0,-1.0
12/23/2021 16:58:01.000000,-1.0,-1.0,,10.53,69.61,833.2,4.22,2.24,3.82,,-93.0,,-1.0,-1.0
12/23/2021 16:59:01.000000,-1.0,-1.0,,10.52,69.62,833.21,3.43,1.73,2.92,,-94.0,,-1.0,-1.0
12/23/2021 17:00:00.000000,-1.0,-1.0,,10.61,69.62,833.2,5.0,2.67,4.12,,-95.0,,-1.0,-1.0
12/23/2021 17:01:00.000000,-1.0,-1.0,,10.71,69.54,833.17,4.76,2.86,4.23,,-113.0,,-1.0,-1.0
12/23/2021 17:02:00.000000,-1.0,-1.0,,10.67,69.6,833.14,5.32,2.86,3.97,,-92.0,,-1.0,-1.0
12/23/2021 17:03:00.000000,-1.0,-1.0,,10.55,69.76,833.16,4.08,1.84,3.06,,-93.0,,-1.0,-1.0
12/23/2021 17:04:00.000000,39.77545,-104.99893,,10.47,69.93,833.18,4.03,2.0,3.03,,-93.0,,-1.0,-1.0
12/23/2021 17:05:00.000000,39.77545,-104.99893,,10.43,70.02,833.2,3.76,1.98,3.49,,-93.0,,-1.0,-1.0
12/23/2021 17:06:00.000000,39.77538,-104.99879,,10.42,70.06,833.22,3.78,2.12,3.42,,-93.0,,-1.0,-1.0
12/23/2021 17:07:00.000000,39.77538,-104.99879,,10.4,70.12,833.24,3.66,1.8,3.15,,-95.0,,-1.0,-1.0
12/23/2021 17:08:00.000000,39.77536,-104.99893,,10.37,70.18,833.22,3.67,2.13,3.02,,-93.0,,-1.0,-1.0
12/23/2021 17:09:00.000000,39.77535,-104.99892,,10.35,70.26,833.16,3.74,2.14,3.08,,-92.0,,-1.0,-1.0
12/23/2021 17:10:09.000000,39.77517,-104.99911,,10.32,70.33,833.12,3.82,2.0,3.3,,-92.0,,-1.0,-1.0
12/23/2021 17:11:00.000000,39.77517,-104.99911,,10.28,70.45,833.08,3.93,1.69,3.18,,-92.0,,-1.0,-1.0
12/23/2021 17:12:00.000000,39.77517,-104.99911,,10.24,70.56,833.05,3.79,1.72,3.12,,-92.0,,-1.0,-1.0
12/23/2021 17:13:00.000000,39.77548,-104.9988,,10.23,70.62,833.05,4.77,2.12,3.38,,-92.0,,-1.0,-1.0
12/23/2021 17:14:00.000000,39.77548,-104.9988,,10.26,70.6,833.05,4.43,1.83,3.65,,-92.0,,-1.0,-1.0
12/23/2021 17:15:00.000000,39.77525,-104.99889,,10.33,70.54,833.04,4.62,2.51,3.92,,-93.0,,-1.0,-1.0
12/23/2021 17:16:00.000000,39.77525,-104.99889,,10.33,70.54,833.06,4.43,2.53,3.95,,-93.0,,-1.0,-1.0
12/23/2021 17:17:00.000000,39.77525,-104.99889,,10.39,70.49,833.08,5.4,2.32,3.76,,-93.0,,-1.0,-1.0
12/23/2021 17:18:00.000000,39.77525,-104.99889,,10.49,70.37,833.06,5.52,3.17,4.84,,-93.0,,-1.0,-1.0
12/23/2021 17:19:01.000000,39.77525,-104.99889,,10.51,70.36,833.01,5.34,2.53,4.21,,-92.0,,-1.0,-1.0
12/23/2021 17:20:00.000000,39.77525,-104.99889,,10.43,70.49,832.99,4.74,2.77,4.28,,-93.0,,-1.0,-1.0
12/23/2021 17:21:00.000000,39.77525,-104.99889,,10.43,70.52,833.02,5.15,2.63,4.3,,-92.0,,-1.0,-1.0
12/23/2021 17:22:00.000000,39.77525,-104.99889,,10.38,70.66,833.02,4.63,2.59,4.25,,-93.0,,-1.0,-1.0
12/23/2021 17:23:00.000000,39.77525,-104.99889,,10.36,70.7,833.01,4.77,2.89,4.27,,-93.0,,-1.0,-1.0
12/23/2021 17:24:00.000000,39.77525,-104.99889,,10.35,70.75,832.98,5.42,3.28,4.85,,-93.0,,-1.0,-1.0
12/23/2021 17:25:00.000000,39.77525,-104.99889,,10.35,70.8,832.95,5.05,2.85,4.53,,-93.0,,-1.0,-1.0
12/23/2021 17:26:00.000000,39.77525,-104.99889,,10.37,70.77,832.91,3.6,2.18,3.21,,-93.0,,-1.0,-1.0
12/23/2021 17:27:00.000000,39.77525,-104.99889,,10.51,70.61,832.91,4.81,2.53,4.45,,-92.0,,-1.0,-1.0
12/23/2021 17:28:00.000000,39.77525,-104.99889,,10.87,70.49,832.91,3.44,1.94,2.96,,-86.0,,-1.0,-1.0
12/23/2021 17:29:00.000000,39.77525,-104.99889,,10.62,70.42,832.9,5.44,2.45,4.0,,-86.0,,-1.0,-1.0
12/23/2021 17:30:01.000000,39.77525,-104.99889,,9.66,70.37,832.86,3.69,2.22,3.25,,-86.0,,-1.0,-1.0
12/23/2021 17:31:00.000000,39.77525,-104.99889,,8.88,70.28,832.82,3.01,1.89,2.72,,-86.0,,-1.0,-1.0
12/23/2021 17:32:00.000000,39.77525,-104.99889,,8.34,70.18,832.79,4.12,1.85,3.08,,-86.0,,-1.0,-1.0
12/23/2021 17:33:00.000000,39.77525,-104.99889,,7.96,70.07,832.73,2.12,1.41,2.01,,-86.0,,-1.0,-1.0
12/23/2021 17:34:00.000000,39.77525,-104.99889,,7.69,69.94,832.69,2.03,0.77,1.57,,-86.0,,-1.0,-1.0
12/23/2021 17:35:00.000000,39.77525,-104.99889,,7.5,69.81,832.68,2.22,1.26,1.97,,-86.0,,-1.0,-1.0
12/23/2021 17:36:00.000000,39.77525,-104.99889,,7.45,69.68,832.65,2.61,1.17,1.98,,-86.0,,-1.0,-1.0
12/23/2021 17:37:00.000000,39.77525,-104.99889,,7.7,69.54,832.65,2.33,1.26,2.32,,-86.0,,-1.0,-1.0
12/23/2021 17:38:01.000000,39.77525,-104.99889,,7.77,69.4,832.67,4.14,1.89,2.95,,-86.0,,-1.0,-1.0
12/23/2021 17:39:00.000000,39.77525,-104.99889,,7.81,69.25,832.72,2.72,0.93,2.03,,-86.0,,-1.0,-1.0
12/23/2021 17:40:00.000000,39.77525,-104.99889,,8.04,69.1,832.76,2.73,1.13,2.46,,-86.0,,-1.0,-1.0
12/23/2021 17:41:00.000000,39.77525,-104.99889,,8.13,68.95,832.75,2.63,1.54,2.35,,-85.0,,-1.0,-1.0
12/23/2021 17:42:00.000000,39.77525,-104.99889,,8.15,68.81,832.74,2.79,1.33,2.06,,-88.0,,-1.0,-1.0
12/23/2021 17:43:00.000000,39.77525,-104.99889,,8.29,68.67,832.12,2.55,0.99,2.03,,-85.0,,-1.0,-1.0
12/23/2021 17:44:00.000000,39.77525,-104.99889,,8.41,68.52,831.98,2.22,1.01,1.93,,-81.0,,-1.0,-1.0
12/23/2021 17:45:00.000000,39.77525,-104.99889,,8.49,68.4,831.66,1.98,1.08,1.73,,-84.0,,-1.0,-1.0
12/23/2021 17:46:01.000000,39.77525,-104.99889,,8.58,68.28,831.54,1.83,1.05,1.77,,-84.0,,-1.0,-1.0
12/23/2021 17:47:00.000000,39.77525,-104.99889,,8.63,68.15,831.52,1.83,0.79,1.58,,-84.0,,-1.0,-1.0
12/23/2021 17:48:00.000000,39.77525,-104.99889,,8.66,68.02,831.51,1.05,0.57,1.05,,-85.0,,-1.0,-1.0
12/23/2021 17:49:00.000000,39.77525,-104.99889,,8.8,67.89,831.46,1.49,0.56,1.37,,-84.0,,-1.0,-1.0
12/23/2021 17:50:00.000000,39.77525,-104.99889,,8.94,67.77,831.47,1.2,0.5,0.75,,-80.0,,-1.0,-1.0
12/23/2021 17:51:00.000000,39.77525,-104.99889,,9.1,67.67,833.31,1.47,0.96,1.47,,-69.0,,-1.0,-1.0
12/23/2021 17:52:00.000000,39.77525,-104.99889,,9.29,67.58,832.93,2.02,0.55,1.12,,-75.0,,-1.0,-1.0
12/23/2021 17:53:00.000000,39.77525,-104.99889,,9.38,67.52,832.96,1.68,0.76,1.54,,-75.0,,-1.0,-1.0
12/23/2021 17:54:00.000000,39.77525,-104.99889,,9.44,67.47,832.43,1.38,0.68,0.92,,-69.0,,-1.0,-1.0
12/23/2021 17:55:00.000000,39.77525,-104.99889,,9.48,67.4,832.18,1.71,0.73,1.39,,-65.0,,-1.0,-1.0
12/23/2021 17:56:00.000000,39.77525,-104.99889,,9.59,67.35,831.77,2.25,0.96,1.45,,-81.0,,-1.0,-1.0
12/23/2021 17:57:00.000000,39.77525,-104.99889,,9.67,67.28,831.82,1.28,0.77,1.15,,-66.0,,-1.0,-1.0
12/23/2021 17:58:00.000000,39.77525,-104.99889,,9.77,67.23,830.54,1.82,1.13,1.32,,-79.0,,-1.0,-1.0
12/23/2021 17:59:00.000000,39.77525,-104.99889,,9.84,67.18,830.28,1.38,0.42,1.12,,-76.0,,-1.0,-1.0
12/23/2021 18:00:01.000000,39.77525,-104.99889,,9.92,67.14,828.91,1.51,0.38,0.93,,-78.0,,-1.0,-1.0
12/23/2021 18:01:00.000000,39.77525,-104.99889,,10.0,67.1,828.29,0.63,0.12,0.63,,-80.0,,-1.0,-1.0
12/23/2021 18:02:00.000000,39.77525,-104.99889,,10.13,67.06,827.32,0.94,0.41,0.74,,-78.0,,-1.0,-1.0
12/23/2021 18:03:00.000000,39.77525,-104.99889,,10.27,67.02,826.92,1.33,0.35,0.78,,-77.0,,-1.0,-1.0
12/23/2021 18:04:00.000000,39.77525,-104.99889,,10.43,66.98,826.84,0.71,0.34,0.71,,-82.0,,-1.0,-1.0
12/23/2021 18:05:00.000000,39.77525,-104.99889,,10.62,66.94,826.78,1.04,0.18,0.77,,-83.0,,-1.0,-1.0
12/23/2021 18:06:00.000000,39.77525,-104.99889,,10.85,66.9,826.74,0.52,0.12,0.52,,-82.0,,-1.0,-1.0
12/23/2021 18:07:00.000000,39.77525,-104.99889,,11.09,66.88,826.73,0.49,0.08,0.37,,-82.0,,-1.0,-1.0
12/23/2021 18:08:00.000000,39.77525,-104.99889,,11.35,66.86,826.71,0.67,0.21,0.38,,-82.0,,-1.0,-1.0
12/23/2021 18:09:01.000000,39.77525,-104.99889,,11.6,66.85,826.67,0.73,0.07,0.63,,-82.0,,-1.0,-1.0
12/23/2021 18:10:00.000000,39.77525,-104.99889,,11.87,66.84,826.64,0.55,0.28,0.55,,-82.0,,-1.0,-1.0
12/23/2021 18:11:00.000000,39.77525,-104.99889,,12.18,66.84,826.59,0.28,0.0,0.27,,-82.0,,-1.0,-1.0
12/23/2021 18:12:00.000000,39.77525,-104.99889,,12.47,66.83,826.53,0.7,0.0,0.22,,-83.0,,-1.0,-1.0
12/23/2021 18:13:00.000000,39.77525,-104.99889,,12.74,66.84,826.49,0.09,0.0,0.09,,-83.0,,-1.0,-1.0
12/23/2021 18:14:00.000000,39.77525,-104.99889,,12.99,66.85,826.42,0.15,0.0,0.08,,-83.0,,-1.0,-1.0
12/23/2021 18:15:00.000000,39.77525,-104.99889,,13.22,66.87,826.36,0.32,0.17,0.32,,-82.0,,-1.0,-1.0
12/23/2021 18:16:00.000000,39.77525,-104.99889,,13.43,66.89,826.3,0.22,0.0,0.0,,-82.0,,-1.0,-1.0
12/23/2021 18:17:00.000000,39.77525,-104.99889,,13.63,66.92,826.25,0.03,0.0,0.03,,-82.0,,-1.0,-1.0
12/23/2021 18:18:00.000000,39.77525,-104.99889,,13.82,66.94,826.21,0.16,0.04,0.16,,-82.0,,-1.0,-1.0
12/23/2021 18:19:00.000000,39.77525,-104.99889,,14.0,66.97,826.17,0.3,0.0,0.05,,-82.0,,-1.0,-1.0
12/23/2021 18:20:00.000000,39.77525,-104.99889,,14.17,67.01,826.15,0.0,0.0,0.0,,-83.0,,-1.0,-1.0
12/23/2021 18:21:00.000000,39.77525,-104.99889,,14.33,67.05,826.14,0.22,0.0,0.0,,-84.0,,-1.0,-1.0
12/23/2021 18:22:00.000000,39.77525,-104.99889,,14.51,67.09,826.1,0.12,0.0,0.12,,-90.0,,-1.0,-1.0
12/23/2021 18:23:00.000000,39.77525,-104.99889,,14.43,67.11,826.06,0.04,0.0,0.04,,-88.0,,-1.0,-1.0
12/23/2021 18:24:00.000000,39.77525,-104.99889,,14.15,67.12,826.05,0.09,0.0,0.09,,-88.0,,-1.0,-1.0
12/23/2021 18:25:00.000000,39.77525,-104.99889,,13.98,67.17,826.05,0.64,0.19,0.52,,-87.0,,-1.0,-1.0
12/23/2021 18:26:00.000000,39.77525,-104.99889,,13.84,67.21,826.06,0.69,0.3,0.44,,-85.0,,-1.0,-1.0
12/23/2021 18:27:00.000000,39.77525,-104.99889,,13.7,67.2,826.06,0.34,0.0,0.08,,-85.0,,-1.0,-1.0
12/23/2021 18:28:00.000000,39.77525,-104.99889,,13.53,67.15,826.02,0.7,0.0,0.43,,-88.0,,-1.0,-1.0
12/23/2021 18:29:00.000000,39.77525,-104.99889,,13.41,67.1,825.94,1.25,0.08,0.11,,-83.0,,-1.0,-1.0
12/23/2021 18:30:01.000000,39.77525,-104.99889,,13.25,67.15,825.89,0.39,0.01,0.29,,-84.0,,-1.0,-1.0
12/23/2021 18:31:01.000000,39.77525,-104.99889,,13.11,67.17,825.84,0.36,0.0,0.36,,-84.0,,-1.0,-1.0
12/23/2021 18:32:00.000000,39.77525,-104.99889,,13.07,67.15,825.84,0.64,0.02,0.38,,-84.0,,-1.0,-1.0
12/23/2021 18:33:00.000000,39.77525,-104.99889,,13.13,67.14,825.84,0.19,0.03,0.19,,-82.0,,-1.0,-1.0
12/23/2021 18:34:00.000000,39.77525,-104.99889,,13.68,67.09,825.86,1.38,0.59,1.13,,-75.0,,-1.0,-1.0
12/23/2021 18:35:00.000000,39.77525,-104.99889,,14.22,66.92,825.94,1.7,0.5,0.93,,-77.0,,-1.0,-1.0
12/23/2021 18:36:00.000000,39.77525,-104.99889,,14.86,66.34,825.9,1.62,0.35,1.05,,-76.0,,-1.0,-1.0
12/23/2021 18:37:00.000000,39.77525,-104.99889,,14.99,65.86,825.82,0.98,0.57,0.98,,-76.0,,-1.0,-1.0
12/23/2021 18:38:00.000000,39.77525,-104.99889,,15.03,65.66,825.77,0.98,0.65,0.97,,-77.0,,-1.0,-1.0
12/23/2021 18:39:00.000000,39.77525,-104.99889,,15.16,65.56,825.75,1.17,0.33,0.76,,-77.0,,-1.0,-1.0
12/23/2021 18:40:00.000000,39.77525,-104.99889,,15.31,65.57,825.75,0.92,0.37,0.77,,-77.0,,-1.0,-1.0
12/23/2021 18:41:00.000000,39.77525,-104.99889,,15.58,65.33,825.74,1.5,0.24,0.57,,-77.0,,-1.0,-1.0
12/23/2021 18:42:00.000000,39.77525,-104.99889,,15.41,65.24,825.65,1.25,0.28,0.49,,-75.0,,-1.0,-1.0
12/23/2021 18:43:00.000000,39.77525,-104.99889,,14.99,65.41,825.37,1.16,0.64,1.16,,-78.0,,-1.0,-1.0
12/23/2021 18:44:00.000000,39.77525,-104.99889,,15.11,65.38,825.3,2.48,1.84,2.48,,-76.0,,-1.0,-1.0
12/23/2021 18:45:00.000000,39.77525,-104.99889,,16.61,65.31,825.26,1.62,1.34,1.62,,-73.0,,-1.0,-1.0
12/23/2021 18:46:00.000000,39.77525,-104.99889,,15.86,65.24,825.23,1.36,0.73,1.12,,-75.0,,-1.0,-1.0
12/23/2021 18:47:01.000000,39.77525,-104.99889,,15.05,65.27,825.24,0.67,0.25,0.63,,-72.0,,-1.0,-1.0
12/23/2021 18:48:00.000000,39.77525,-104.99889,,14.69,65.58,825.24,1.57,0.4,1.13,,-73.0,,-1.0,-1.0
12/23/2021 18:49:00.000000,39.77525,-104.99889,,14.48,65.61,825.19,0.85,0.37,0.5,,-74.0,,-1.0,-1.0
12/23/2021 18:50:00.000000,39.77525,-104.99889,,14.57,65.63,825.13,1.04,0.32,0.57,,-73.0,,-1.0,-1.0
12/23/2021 18:51:00.000000,39.77525,-104.99889,,14.49,65.45,825.09,0.65,0.12,0.38,,-73.0,,-1.0,-1.0
12/23/2021 18:52:00.000000,39.77525,-104.99889,,14.57,65.26,825.07,0.43,0.05,0.43,,-73.0,,-1.0,-1.0
12/23/2021 18:53:00.000000,39.77525,-104.99889,,14.64,65.1,825.04,0.17,0.1,0.17,,-73.0,,-1.0,-1.0
12/23/2021 18:54:00.000000,39.77525,-104.99889,,14.66,65.04,825.01,0.61,0.12,0.61,,-73.0,,-1.0,-1.0
12/23/2021 18:55:00.000000,39.77525,-104.99889,,14.75,64.93,824.99,0.69,0.26,0.65,,-73.0,,-1.0,-1.0
12/23/2021 18:56:00.000000,39.77525,-104.99889,,14.85,64.86,824.95,2.03,0.59,1.02,,-73.0,,-1.0,-1.0
12/23/2021 18:57:00.000000,39.77525,-104.99889,,14.85,64.79,824.95,1.45,0.57,1.32,,-73.0,,-1.0,-1.0
12/23/2021 18:58:00.000000,39.77525,-104.99889,,14.88,64.8,824.96,1.23,0.28,0.88,,-73.0,,-1.0,-1.0
12/23/2021 18:59:00.000000,39.77525,-104.99889,,14.99,64.69,824.95,1.05,0.26,0.41,,-73.0,,-1.0,-1.0
12/23/2021 19:00:00.000000,39.77525,-104.99889,,15.08,64.66,824.94,0.44,0.01,0.27,,-73.0,,-1.0,-1.0
12/23/2021 19:01:00.000000,39.77525,-104.99889,,15.02,65.18,824.93,0.56,0.05,0.26,,-73.0,,-1.0,-1.0
12/23/2021 19:02:00.000000,39.77525,-104.99889,,14.68,65.73,824.89,1.21,0.07,0.79,,-73.0,,-1.0,-1.0
12/23/2021 19:03:00.000000,39.77525,-104.99889,,14.46,65.95,824.82,1.05,0.39,0.73,,-73.0,,-1.0,-1.0
12/23/2021 19:04:01.000000,39.77525,-104.99889,,14.43,65.97,824.79,0.82,0.26,0.47,,-73.0,,-1.0,-1.0
12/23/2021 19:05:01.000000,39.77525,-104.99889,,14.36,66.08,824.76,0.84,0.08,0.48,,-73.0,,-1.0,-1.0
12/23/2021 19:06:01.000000,39.77525,-104.99889,,14.57,65.99,824.7,0.67,0.14,0.45,,-72.0,,-1.0,-1.0
12/23/2021 19:07:00.000000,39.77525,-104.99889,,14.72,65.65,824.67,0.49,0.08,0.49,,-73.0,,-1.0,-1.0
12/23/2021 19:08:00.000000,39.77525,-104.99889,,14.61,65.68,824.66,0.81,0.04,0.36,,-72.0,,-1.0,-1.0
12/23/2021 19:09:00.000000,39.77525,-104.99889,,14.62,65.63,824.62,0.68,0.28,0.52,,-73.0,,-1.0,-1.0
12/23/2021 19:10:00.000000,39.77525,-104.99889,,14.71,65.63,824.56,0.64,0.47,0.64,,-73.0,,-1.0,-1.0
12/23/2021 19:11:00.000000,39.77525,-104.99889,,14.75,65.53,824.54,0.63,0.31,0.63,,-73.0,,-1.0,-1.0
12/23/2021 19:12:00.000000,39.77525,-104.99889,,14.52,65.89,824.53,1.14,0.38,1.14,,-73.0,,-1.0,-1.0
12/23/2021 19:13:00.000000,39.77525,-104.99889,,14.38,66.11,824.52,1.52,0.0,0.88,,-72.0,,-1.0,-1.0
12/23/2021 19:14:00.000000,39.77525,-104.99889,,14.33,66.3,824.51,0.88,0.23,0.79,,-73.0,,-1.0,-1.0
12/23/2021 19:15:00.000000,39.77525,-104.99889,,14.17,66.55,824.51,0.89,0.26,0.57,,-73.0,,-1.0,-1.0
12/23/2021 19:16:00.000000,39.77525,-104.99889,,14.29,66.27,824.52,0.38,0.0,0.38,,-72.0,,-1.0,-1.0
12/23/2021 19:17:01.000000,39.77525,-104.99889,,14.22,66.53,824.55,1.0,0.03,0.59,,-72.0,,-1.0,-1.0
12/23/2021 19:18:01.000000,39.77525,-104.99889,,14.06,66.78,824.54,0.36,0.08,0.36,,-72.0,,-1.0,-1.0
12/23/2021 19:19:00.000000,39.77525,-104.99889,,14.03,66.88,824.53,0.69,0.03,0.69,,-72.0,,-1.0,-1.0
12/23/2021 19:20:00.000000,39.77525,-104.99889,,14.01,67.0,824.52,1.21,0.56,0.95,,-72.0,,-1.0,-1.0
12/23/2021 19:21:00.000000,39.77525,-104.99889,,14.29,66.49,824.49,0.12,0.03,0.08,,-72.0,,-1.0,-1.0
12/23/2021 19:22:00.000000,39.77525,-104.99889,,14.47,66.28,824.46,0.04,0.0,0.04,,-73.0,,-1.0,-1.0
12/23/2021 19:23:00.000000,39.77525,-104.99889,,14.5,66.2,824.45,0.16,0.0,0.13,,-72.0,,-1.0,-1.0
12/23/2021 19:24:00.000000,39.77525,-104.99889,,14.41,66.44,824.42,0.15,0.0,0.06,,-72.0,,-1.0,-1.0
12/23/2021 19:25:00.000000,39.77525,-104.99889,,14.15,67.07,824.42,0.08,0.0,0.02,,-72.0,,-1.0,-1.0
12/23/2021 19:26:00.000000,39.77525,-104.99889,,14.08,67.12,824.42,0.0,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:27:00.000000,39.77525,-104.99889,,14.32,66.85,824.39,0.03,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:28:00.000000,39.77525,-104.99889,,14.15,67.16,824.36,0.13,0.0,0.12,,-72.0,,-1.0,-1.0
12/23/2021 19:29:00.000000,39.77525,-104.99889,,14.03,67.34,824.34,0.66,0.0,0.28,,-72.0,,-1.0,-1.0
12/23/2021 19:30:00.000000,39.77525,-104.99889,,13.99,67.34,824.32,0.55,0.06,0.22,,-72.0,,-1.0,-1.0
12/23/2021 19:31:00.000000,39.77525,-104.99889,,14.1,67.21,824.33,0.23,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:32:00.000000,39.77525,-104.99889,,14.13,67.07,824.33,0.0,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:33:00.000000,39.77525,-104.99889,,14.31,66.81,824.36,0.0,0.0,0.0,,-73.0,,-1.0,-1.0
12/23/2021 19:34:00.000000,39.77525,-104.99889,,14.06,67.35,824.37,0.03,0.0,0.03,,-72.0,,-1.0,-1.0
12/23/2021 19:35:00.000000,39.77525,-104.99889,,13.86,67.74,824.37,0.47,0.0,0.12,,-72.0,,-1.0,-1.0
12/23/2021 19:36:00.000000,39.77525,-104.99889,,14.03,67.6,824.36,0.0,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:37:00.000000,39.77525,-104.99889,,14.25,67.17,824.36,0.07,0.0,0.02,,-72.0,,-1.0,-1.0
12/23/2021 19:38:00.000000,39.77525,-104.99889,,14.16,67.28,824.34,0.03,0.0,0.03,,-72.0,,-1.0,-1.0
12/23/2021 19:39:00.000000,39.77525,-104.99889,,13.91,67.71,824.35,0.39,0.0,0.17,,-72.0,,-1.0,-1.0
12/23/2021 19:40:00.000000,39.77525,-104.99889,,13.77,67.94,824.35,0.02,0.0,0.02,,-72.0,,-1.0,-1.0
12/23/2021 19:41:00.000000,39.77525,-104.99889,,13.79,67.97,824.34,0.29,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:42:00.000000,39.77525,-104.99889,,13.75,68.1,824.33,0.06,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:43:00.000000,39.77525,-104.99889,,13.7,68.08,824.33,0.24,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:44:00.000000,39.77525,-104.99889,,13.7,68.39,824.33,0.0,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:45:00.000000,39.77525,-104.99889,,13.54,68.81,824.34,0.0,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:46:00.000000,39.77525,-104.99889,,13.35,69.22,824.32,0.08,0.0,0.08,,-72.0,,-1.0,-1.0
12/23/2021 19:47:01.000000,39.77525,-104.99889,,13.21,69.59,824.3,0.0,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:48:00.000000,39.77525,-104.99889,,12.96,69.94,824.25,0.0,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:49:00.000000,39.77525,-104.99889,,12.77,70.01,824.18,0.0,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:50:00.000000,39.77525,-104.99889,,12.85,69.81,824.12,0.0,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:51:00.000000,39.77525,-104.99889,,12.97,69.59,824.13,0.0,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:52:00.000000,39.77525,-104.99889,,13.03,69.52,824.12,0.0,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:53:00.000000,39.77525,-104.99889,,13.01,69.64,824.08,0.74,0.0,0.25,,-72.0,,-1.0,-1.0
12/23/2021 19:54:00.000000,39.77525,-104.99889,,13.06,69.54,824.04,0.24,0.0,0.24,,-72.0,,-1.0,-1.0
12/23/2021 19:55:00.000000,39.77525,-104.99889,,13.21,69.21,824.03,0.0,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:56:00.000000,39.77525,-104.99889,,13.56,68.6,824.02,0.0,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 19:57:00.000000,39.77525,-104.99889,,13.63,68.55,824.02,0.11,0.0,0.11,,-72.0,,-1.0,-1.0
12/23/2021 19:58:00.000000,39.77525,-104.99889,,13.65,68.51,823.98,0.06,0.0,0.06,,-72.0,,-1.0,-1.0
12/23/2021 19:59:01.000000,39.77525,-104.99889,,13.78,68.43,823.94,0.0,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 20:00:00.000000,39.77525,-104.99889,,13.78,68.46,823.91,0.11,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 20:01:00.000000,39.77525,-104.99889,,13.87,68.25,823.89,0.22,0.0,0.1,,-72.0,,-1.0,-1.0
12/23/2021 20:02:00.000000,39.77525,-104.99889,,13.99,68.12,823.86,0.02,0.0,0.02,,-72.0,,-1.0,-1.0
12/23/2021 20:03:00.000000,39.77525,-104.99889,,14.0,68.14,823.83,0.28,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 20:04:00.000000,39.77525,-104.99889,,13.85,68.36,823.79,0.03,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 20:05:00.000000,39.77525,-104.99889,,13.62,68.93,823.75,0.0,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 20:06:00.000000,39.77525,-104.99889,,13.66,68.79,823.69,0.03,0.0,0.03,,-72.0,,-1.0,-1.0
12/23/2021 20:07:00.000000,39.77525,-104.99889,,13.52,69.07,823.59,0.22,0.0,0.0,,-72.0,,-1.0,-1.0
12/23/2021 20:08:00.000000,39.77525,-104.99889,,13.29,69.62,823.54,0.08,0.0,0.0,,-72.0,,-1.0,-1.0
