InstrumentName, I-25 Glo Collo (CS3),,,,,,,,,,,,,,,,,,
StartTime, 2019-05-01 00:00:00,,,,,,,,,,,,,,,,,,
EndTime, 2019-05-31 23:59:59,,,,,,,,,,,,,,,,,,
Date,Latitude,Longitude,PM10,PM1_0,RPM10,RPM102,RPM1_0,RPM1_02,RPM2_5,RPM2_52,Uncertainty,flag1,flag3,flag4,flag5,humidity,pm25_r,sig,tempf
05/01/2019 00:00:13.429000,39.784043,-104.989434,5.9,4.43,6.83,4.97,4.85,4.02,6.6,4.82,12.0,0.0,0.0,0.0,0.0,99.9,5.71,31.0,42.08
05/01/2019 00:01:03.612000,39.784043,-104.989434,9.77,6.89,10.03,9.5,7.25,6.53,9.52,8.45,12.0,0.0,0.0,0.0,0.0,99.9,8.98,31.0,41.9
05/01/2019 00:02:03.990000,39.784043,-104.989434,8.7,6.03,9.43,7.97,6.5,5.55,8.67,6.85,12.0,0.0,0.0,0.0,0.0,99.9,7.76,31.0,41.9
05/01/2019 00:03:04.062000,39.784043,-104.989434,6.97,5.03,8.4,5.53,5.82,4.25,8.17,5.42,12.0,0.0,0.0,0.0,0.0,99.9,6.79,31.0,41.72
05/01/2019 00:04:04.135000,39.784043,-104.989434,7.21,5.1,7.23,7.18,5.63,4.57,7.08,5.8,12.0,0.0,0.0,0.0,0.0,99.9,6.44,31.0,41.72
05/01/2019 00:05:05.074000,39.784043,-104.989434,7.22,5.19,8.45,6.0,5.93,4.45,7.67,5.73,12.0,0.0,0.0,0.0,0.0,99.9,6.7,31.0,41.9
05/01/2019 00:06:13.296000,39.784043,-104.989434,6.18,4.66,7.18,5.17,5.67,3.65,6.88,5.17,12.0,0.0,0.0,0.0,0.0,99.9,6.02,31.0,41.72
05/01/2019 00:07:04.152000,39.784043,-104.989434,6.33,4.62,7.4,5.27,5.32,3.92,7.25,5.27,12.0,0.0,0.0,0.0,0.0,99.9,6.26,31.0,41.9
05/01/2019 00:08:13.728000,39.784043,-104.989434,6.27,4.68,7.0,5.53,4.92,4.43,6.8,5.53,12.0,0.0,0.0,0.0,0.0,99.9,6.17,31.0,42.08
05/01/2019 00:09:04.174000,39.784043,-104.989434,6.82,4.85,7.68,5.95,5.33,4.37,7.1,5.57,12.0,0.0,0.0,0.0,0.0,99.9,6.33,31.0,42.08
05/01/2019 00:10:04.669000,39.784043,-104.989434,6.52,4.93,7.32,5.72,5.25,4.6,6.97,5.53,12.0,0.0,0.0,0.0,0.0,99.9,6.25,31.0,42.08
05/01/2019 00:11:03.974000,39.784043,-104.989434,7.37,5.07,7.97,6.78,5.6,4.53,7.92,5.5,12.0,0.0,0.0,0.0,0.0,99.9,6.71,31.0,41.9
05/01/2019 00:12:04.060000,39.784043,-104.989434,7.65,5.41,7.92,7.38,5.5,5.32,7.38,6.73,12.0,0.0,0.0,0.0,0.0,99.9,7.06,31.0,41.9
05/01/2019 00:13:04.920000,39.784043,-104.989434,7.46,4.95,8.82,6.1,5.2,4.7,7.08,5.8,12.0,0.0,0.0,0.0,0.0,99.9,6.44,31.0,41.72
05/01/2019 00:14:04.775000,39.784043,-104.989434,7.78,5.34,9.22,6.35,5.85,4.83,8.42,5.78,12.0,0.0,0.0,0.0,0.0,99.9,7.1,31.0,41.72
05/01/2019 00:15:03.838000,39.784043,-104.989434,7.49,5.18,8.72,6.27,5.78,4.58,8.08,5.9,12.0,0.0,0.0,0.0,0.0,99.9,6.99,31.0,41.72
05/01/2019 00:16:04.122000,39.784043,-104.989434,8.75,5.49,9.0,8.5,5.83,5.15,8.37,7.8,12.0,0.0,0.0,0.0,0.0,99.9,8.08,31.0,41.72
05/01/2019 00:17:03.060000,39.784043,-104.989434,7.27,5.1,8.07,6.47,5.38,4.82,8.05,6.05,12.0,0.0,0.0,0.0,0.0,99.9,7.05,31.0,41.54
05/01/2019 00:18:04.775000,39.784043,-104.989434,7.9,5.47,8.3,7.5,5.6,5.33,8.07,6.87,12.0,0.0,0.0,0.0,0.0,99.9,7.47,31.0,41.54
05/01/2019 00:19:03.908000,39.784043,-104.989434,8.88,5.92,10.07,7.7,6.72,5.12,9.13,7.45,12.0,0.0,0.0,0.0,0.0,99.9,8.29,31.0,41.54
05/01/2019 00:20:04.835000,39.784043,-104.989434,9.02,6.55,10.15,7.9,7.2,5.9,9.43,7.62,12.0,0.0,0.0,0.0,0.0,99.9,8.52,31.0,41.54
05/01/2019 00:21:02.915000,39.784043,-104.989434,8.02,5.68,8.87,7.17,6.4,4.97,8.25,6.72,12.0,0.0,0.0,0.0,0.0,99.9,7.48,31.0,41.36
05/01/2019 00:22:03.753000,39.784043,-104.989434,9.18,5.68,10.47,7.9,6.47,4.9,9.08,7.6,12.0,0.0,0.0,0.0,0.0,99.9,8.34,31.0,41.36
05/01/2019 00:23:03.093000,39.784043,-104.989434,8.95,5.88,9.55,8.35,6.62,5.15,9.32,8.2,12.0,0.0,0.0,0.0,0.0,99.9,8.76,31.0,41.36
05/01/2019 00:24:06.610000,39.784043,-104.989434,8.27,5.31,8.7,7.83,5.68,4.93,8.42,6.93,12.0,0.0,0.0,0.0,0.0,99.9,7.68,31.0,41.18
05/01/2019 00:25:02.864000,39.784043,-104.989434,9.12,6.07,10.6,7.63,6.38,5.77,10.02,7.57,12.0,0.0,0.0,0.0,0.0,99.9,8.79,31.0,41.18
05/01/2019 00:26:04.645000,39.784043,-104.989434,8.52,5.65,9.05,7.98,5.92,5.38,8.37,7.0,12.0,0.0,0.0,0.0,0.0,99.9,7.68,31.0,41.18
05/01/2019 00:27:02.897000,39.784043,-104.989434,8.38,5.29,8.62,8.15,5.5,5.08,7.83,7.12,12.0,0.0,0.0,0.0,0.0,99.9,7.48,31.0,41.18
05/01/2019 00:28:03.974000,39.784043,-104.989434,9.79,5.88,10.07,9.52,6.13,5.63,9.3,8.18,12.0,0.0,0.0,0.0,0.0,99.9,8.74,31.0,41.18
05/01/2019 00:29:02.945000,39.784043,-104.989434,8.94,5.55,9.22,8.67,6.1,5.0,8.73,7.72,12.0,0.0,0.0,0.0,0.0,99.9,8.23,31.0,41.18
05/01/2019 00:30:06.415000,39.784043,-104.989434,24.47,18.03,25.72,23.22,17.77,18.3,23.9,22.97,12.0,0.0,0.0,0.0,0.0,99.9,23.43,31.0,41.18
05/01/2019 00:31:03.702000,39.784043,-104.989434,14.02,10.11,14.95,13.08,10.42,9.8,13.05,11.62,12.0,0.0,0.0,0.0,0.0,99.9,12.33,31.0,41.18
05/01/2019 00:32:05.412000,39.784043,-104.989434,8.67,5.9,9.55,7.78,6.68,5.12,9.13,6.67,12.0,0.0,0.0,0.0,0.0,99.9,7.9,31.0,41.0
05/01/2019 00:33:05.198000,39.784043,-104.989434,9.98,6.22,10.65,9.32,6.67,5.78,9.82,8.32,12.0,0.0,0.0,0.0,0.0,99.9,9.07,31.0,41.0
