InstrumentName, I-25 Glo Collo (CS2),,,,,,,,,,,,,,,,,,
StartTime, 2019-05-01 00:00:00,,,,,,,,,,,,,,,,,,
EndTime, 2019-05-31 23:59:59,,,,,,,,,,,,,,,,,,
Date,Latitude,Longitude,PM10,PM1_0,RPM10,RPM102,RPM1_0,RPM1_02,RPM2_5,RPM2_52,Uncertainty,flag1,flag3,flag4,flag5,humidity,pm25_r,sig,tempf
05/01/2019 00:00:05.650000,39.784043,-104.989434,7.39,4.81,7.35,7.43,4.23,5.38,6.75,7.18,12.0,0.0,0.0,0.0,0.0,99.9,6.97,31.0,41.72
05/01/2019 00:01:04.478000,39.784043,-104.989434,12.16,8.39,10.77,13.55,7.48,9.3,10.42,12.32,12.0,0.0,0.0,0.0,0.0,99.9,11.37,31.0,41.72
05/01/2019 00:02:05.316000,39.784043,-104.989434,10.82,7.33,10.88,10.77,7.57,7.1,9.83,10.47,12.0,0.0,0.0,0.0,0.0,99.9,10.15,31.0,41.36
05/01/2019 00:03:05.118000,39.784043,-104.989434,8.86,6.13,8.22,9.5,6.15,6.12,7.95,8.8,12.0,0.0,0.0,0.0,0.0,99.9,8.38,31.0,41.36
05/01/2019 00:04:12.467000,39.784043,-104.989434,10.89,7.83,9.62,12.17,7.12,8.53,8.92,11.78,12.0,0.0,0.0,0.0,0.0,99.9,10.35,31.0,41.54
05/01/2019 00:05:04.303000,39.784043,-104.989434,11.68,8.07,10.72,12.63,7.0,9.13,9.93,11.85,12.0,0.0,0.0,0.0,0.0,99.9,10.89,31.0,41.54
05/01/2019 00:06:04.421000,39.784043,-104.989434,9.14,5.79,7.28,11.0,5.33,6.25,7.13,10.27,12.0,0.0,0.0,0.0,0.0,99.9,8.7,31.0,41.54
05/01/2019 00:07:05.092000,39.784043,-104.989434,9.11,6.47,8.78,9.43,5.92,7.03,8.13,9.2,12.0,0.0,0.0,0.0,0.0,99.9,8.67,31.0,41.54
05/01/2019 00:08:04.115000,39.784043,-104.989434,8.28,5.79,8.23,8.33,5.47,6.12,7.98,7.72,12.0,0.0,0.0,0.0,0.0,99.9,7.85,31.0,41.72
05/01/2019 00:09:04.414000,39.784043,-104.989434,10.38,6.48,9.4,11.37,6.28,6.68,8.7,9.75,12.0,0.0,0.0,0.0,0.0,99.9,9.23,31.0,41.72
05/01/2019 00:10:11.591000,39.784043,-104.989434,9.0,5.24,7.83,10.17,4.47,6.02,7.65,9.52,12.0,0.0,0.0,0.0,0.0,99.9,8.58,31.0,41.72
05/01/2019 00:11:15.072000,39.784043,-104.989434,9.82,7.12,9.12,10.53,6.48,7.77,8.45,9.98,12.0,0.0,0.0,0.0,0.0,99.9,9.22,31.0,41.54
05/01/2019 00:12:04.639000,39.784043,-104.989434,11.39,7.21,11.1,11.68,6.45,7.97,10.47,11.13,12.0,0.0,0.0,0.0,0.0,99.9,10.8,31.0,41.54
05/01/2019 00:13:03.635000,39.784043,-104.989434,10.13,6.48,9.45,10.8,5.53,7.43,8.62,10.15,12.0,0.0,0.0,0.0,0.0,99.9,9.38,31.0,41.54
05/01/2019 00:14:12.068000,39.784043,-104.989434,9.83,6.14,9.37,10.3,6.68,5.6,9.08,8.73,12.0,0.0,0.0,0.0,0.0,99.9,8.91,31.0,41.36
05/01/2019 00:15:04.032000,39.784043,-104.989434,9.61,5.84,8.47,10.75,5.18,6.5,8.42,9.65,12.0,0.0,0.0,0.0,0.0,99.9,9.03,31.0,41.36
05/01/2019 00:16:05.301000,39.784043,-104.989434,11.35,6.92,10.12,12.58,6.98,6.85,9.23,11.4,12.0,0.0,0.0,0.0,0.0,99.9,10.32,31.0,41.18
05/01/2019 00:17:04.208000,39.784043,-104.989434,9.3,5.64,7.83,10.77,4.57,6.72,7.6,10.18,12.0,0.0,0.0,0.0,0.0,99.9,8.89,31.0,41.18
05/01/2019 00:18:05.501000,39.784043,-104.989434,10.18,6.65,9.7,10.65,6.45,6.85,9.35,10.3,12.0,0.0,0.0,0.0,0.0,99.9,9.83,31.0,41.18
05/01/2019 00:19:03.735000,39.784043,-104.989434,10.11,7.21,8.43,11.78,6.67,7.75,7.93,11.32,12.0,0.0,0.0,0.0,0.0,99.9,9.63,31.0,41.36
05/01/2019 00:20:04.439000,39.784043,-104.989434,12.7,8.12,11.38,14.02,7.3,8.93,10.73,12.98,12.0,0.0,0.0,0.0,0.0,99.9,11.86,31.0,41.18
05/01/2019 00:21:04.174000,39.784043,-104.989434,11.28,7.78,9.6,12.95,6.82,8.73,9.0,11.07,12.0,0.0,0.0,0.0,0.0,99.9,10.03,31.0,41.18
