"","date","X.3","X.2","X.1","X","age_days.x","age_weeks.x","val.humidity","val.temperature","val.pm25_r","val.pm25_p.y","flag","PM10","Ratio"
"1",2018-07-13 06:00:00,1,1,1,1,0,0,45.3,71.2,4.05,4.9,0,16,0.30625
"2",2018-07-14 20:00:00,2,2,2,2,1,0,35.4,84,4.25,3.8,0,23,0.165217391304348
"3",2018-07-14 21:00:00,3,3,3,3,1,0,39,82,4.8,4.1,0,12,0.341666666666667
"4",2018-07-14 22:00:00,4,4,4,4,1,0,37.1,81,4.24,4,0,11,0.363636363636364
"5",2018-07-14 23:00:00,5,5,5,5,1,0,36.9,80.1,4.01,3.8,0,11,0.345454545454545
"6",2018-07-15 00:00:00,6,6,6,6,2,0,37.4,79.4,3.95,3.8,0,11,0.345454545454545
"7",2018-07-15 01:00:00,7,7,7,7,2,0,39.9,78.1,4.28,3.9,0,11,0.354545454545455
"8",2018-07-15 02:00:00,8,8,8,8,2,0,44.3,75.3,4.72,4.1,0,15,0.273333333333333
"9",2018-07-15 03:00:00,9,9,9,9,2,0,48.3,72.8,4.58,4.4,0,10,0.44
"10",2018-07-15 04:00:00,10,10,10,10,2,0,59.6,69.9,6.4,5.8,0,10,0.58
"11",2018-07-15 05:00:00,11,11,11,11,2,0,62.3,69.3,5.45,6.4,0,26,0.246153846153846
"12",2018-07-20 09:00:00,12,12,12,12,7,1,33.2,88.9,13.2,10.8,0,32,0.3375
"13",2018-07-20 10:00:00,13,13,13,13,7,1,23.5,98.7,12.5,10.2,0,88,0.115909090909091
"14",2018-07-20 11:00:00,14,14,14,14,7,1,16.4,105,8.41,8.4,0,37,0.227027027027027
"15",2018-07-20 12:00:00,15,15,15,15,7,1,11.8,103,5.54,6.5,0,39,0.166666666666667
"16",2018-07-20 13:00:00,16,16,16,16,7,1,13,104,7.98,6.1,0,23,0.265217391304348
"17",2018-07-20 14:00:00,17,17,17,17,7,1,14.4,100,8.55,6,0,29,0.206896551724138
"18",2018-07-20 15:00:00,18,18,18,18,7,1,14.9,98.4,11.3,6.3,0,27,0.233333333333333
"19",2018-07-20 16:00:00,19,19,19,19,7,1,18.1,95.8,8.47,6.2,0,28,0.221428571428571
"20",2018-07-20 17:00:00,20,20,20,20,7,1,19.1,93.1,8.55,6,0,28,0.214285714285714
"21",2018-07-21 08:00:00,21,21,21,21,8,1,37.3,89.9,11.4,11.9,0,40,0.2975
"22",2018-07-21 09:00:00,22,22,22,22,8,1,31.6,92.4,13.2,11.3,0,41,0.275609756097561
"23",2018-07-21 10:00:00,23,23,23,23,8,1,26.1,97.9,15.6,11.1,0,28,0.396428571428571
"24",2018-07-21 11:00:00,24,24,24,24,8,1,21.7,103,16.1,10.4,0,33,0.315151515151515
"25",2018-07-21 12:00:00,25,25,25,25,8,1,19.9,105,17.2,9.9,0,29,0.341379310344828
"26",2018-07-21 13:00:00,26,26,26,26,8,1,24.2,97.3,16.1,9.2,0,29,0.317241379310345
"27",2018-07-21 14:00:00,27,27,27,27,8,1,27.4,91.2,15.4,8.8,0,25,0.352
"28",2018-07-21 15:00:00,28,28,28,28,8,1,38.4,82,14.8,8.5,0,30,0.283333333333333
"29",2018-07-21 16:00:00,29,29,29,29,8,1,41.8,80.8,14.2,8.1,0,14,0.578571428571429
"30",2018-07-21 17:00:00,30,30,30,30,8,1,41.5,80.8,23.9,9.4,0,12,0.783333333333333
"31",2018-07-21 18:00:00,31,31,31,31,8,1,39.3,81.8,33,12.1,0,17,0.711764705882353
"32",2018-07-21 19:00:00,32,32,32,32,8,1,39.5,81.6,31.5,13.9,0,19,0.731578947368421
"33",2018-07-21 20:00:00,33,33,33,33,8,1,43.9,79.4,26.2,14.2,0,25,0.568
"34",2018-07-21 21:00:00,34,34,34,34,8,1,48.5,77.5,9.7,11.6,0,29,0.4
"35",2018-07-21 22:00:00,35,35,35,35,8,1,48.1,77,9,9.3,0,25,0.372
"36",2018-07-21 23:00:00,36,36,36,36,8,1,50.5,76.1,9.77,8.8,0,18,0.488888888888889
"37",2018-07-22 00:00:00,37,37,37,37,9,1,56.2,73.8,15,9.5,0,15,0.633333333333333
"38",2018-07-22 01:00:00,38,38,38,38,9,1,54.4,73.8,15.1,9.85,0,20,0.4925
"39",2018-07-22 02:00:00,39,39,39,39,9,1,57.5,72.1,16.4,10.7,0,22,0.486363636363636
"40",2018-07-22 03:00:00,40,40,40,40,9,1,63.3,70.3,19.4,11.9,0,23,0.517391304347826
"41",2018-07-22 04:00:00,41,41,41,41,9,1,67,68.9,23.5,13.6,0,21,0.647619047619048
"42",2018-07-22 05:00:00,42,42,42,42,9,1,61.8,71,23.4,14.3,0,25,0.572
"43",2018-07-22 06:00:00,43,43,43,43,9,1,55,74.6,23.7,13.6,0,35,0.388571428571429
