InstrumentName, Melody-Catalpa B
StartTime, 2022-05-01 00:00:00
EndTime, 2022-05-31 23:59:59
Date,PM2.5
05/01/2022 00:01:27.000000,2.72
05/01/2022 00:05:28.000000,3.09
05/01/2022 00:07:28.000000,2.6
05/01/2022 00:09:28.000000,2.88
05/01/2022 00:11:28.000000,2.07
05/01/2022 00:13:28.000000,2.46
05/01/2022 00:15:28.000000,1.88
05/01/2022 00:17:28.000000,2.09
05/01/2022 00:19:28.000000,2.38
05/01/2022 00:21:28.000000,2.42
05/01/2022 00:23:28.000000,2.36
05/01/2022 00:25:28.000000,2.12
05/01/2022 00:27:28.000000,2.21
05/01/2022 00:29:28.000000,1.96
05/01/2022 00:33:28.000000,2.03
05/01/2022 00:35:28.000000,2.18
05/01/2022 00:37:28.000000,2.14
05/01/2022 00:39:28.000000,2.0
05/01/2022 00:41:28.000000,1.49
05/01/2022 00:43:28.000000,1.86
05/01/2022 00:45:28.000000,1.8
05/01/2022 00:47:28.000000,1.53
05/01/2022 00:49:28.000000,2.02
05/01/2022 00:51:28.000000,2.23
05/01/2022 00:53:28.000000,2.15
05/01/2022 00:55:28.000000,1.98
05/01/2022 00:57:28.000000,2.0
05/01/2022 00:59:28.000000,1.9
05/01/2022 01:01:28.000000,2.2
05/01/2022 01:03:28.000000,1.68
05/01/2022 01:05:28.000000,2.29
05/01/2022 01:07:28.000000,1.21
05/01/2022 01:09:28.000000,1.58
05/01/2022 01:11:28.000000,1.77
05/01/2022 01:13:28.000000,2.23
05/01/2022 01:15:28.000000,2.02
05/01/2022 01:17:28.000000,1.66
05/01/2022 01:19:28.000000,1.85
05/01/2022 01:21:28.000000,1.46
05/01/2022 01:23:28.000000,1.41
05/01/2022 01:25:28.000000,1.07
05/01/2022 01:27:28.000000,1.17
05/01/2022 01:29:28.000000,1.86
05/01/2022 01:33:28.000000,1.81
05/01/2022 01:35:28.000000,1.56
05/01/2022 01:37:28.000000,0.69
05/01/2022 01:39:28.000000,2.12
05/01/2022 01:41:28.000000,1.49
05/01/2022 01:43:28.000000,1.59
05/01/2022 01:45:28.000000,0.96
05/01/2022 01:47:28.000000,1.16
05/01/2022 01:49:28.000000,1.31
05/01/2022 01:51:28.000000,1.5
05/01/2022 01:53:28.000000,1.3
05/01/2022 01:55:28.000000,1.56
05/01/2022 01:57:28.000000,1.35
05/01/2022 01:59:28.000000,1.3
05/01/2022 02:01:29.000000,1.15
05/01/2022 02:03:29.000000,1.0
05/01/2022 02:07:29.000000,0.9
05/01/2022 02:09:29.000000,1.26
05/01/2022 02:11:29.000000,1.23
05/01/2022 02:13:29.000000,0.85
05/01/2022 02:15:29.000000,1.03
05/01/2022 02:17:29.000000,1.18
05/01/2022 02:19:29.000000,1.21
05/01/2022 02:21:29.000000,0.68
05/01/2022 02:23:29.000000,0.91
05/01/2022 02:25:29.000000,1.44
05/01/2022 02:27:29.000000,1.38
05/01/2022 02:29:29.000000,1.33
05/01/2022 02:33:29.000000,1.34
05/01/2022 02:35:29.000000,0.84
05/01/2022 02:37:29.000000,2.02
05/01/2022 02:39:29.000000,1.47
05/01/2022 02:41:29.000000,1.83
05/01/2022 02:43:29.000000,2.26
05/01/2022 02:45:29.000000,2.49
05/01/2022 02:47:29.000000,2.8
05/01/2022 02:49:29.000000,2.67
05/01/2022 02:51:29.000000,2.84
05/01/2022 02:53:29.000000,3.0
05/01/2022 02:55:29.000000,2.85
05/01/2022 02:57:29.000000,2.42
05/01/2022 03:01:29.000000,1.32
05/01/2022 03:05:29.000000,1.33
05/01/2022 03:07:29.000000,1.37
05/01/2022 03:09:29.000000,1.75
05/01/2022 03:11:29.000000,1.95
05/01/2022 03:13:29.000000,1.93
05/01/2022 03:15:29.000000,1.57
05/01/2022 03:17:29.000000,0.92
05/01/2022 03:19:29.000000,2.17
05/01/2022 03:21:32.000000,1.79
05/01/2022 03:23:29.000000,1.77
05/01/2022 03:25:29.000000,1.19
05/01/2022 03:27:29.000000,1.15
05/01/2022 03:29:29.000000,1.62
05/01/2022 03:33:29.000000,1.46
05/01/2022 03:35:29.000000,0.98
05/01/2022 03:37:29.000000,1.08
05/01/2022 03:39:29.000000,1.5
05/01/2022 03:41:29.000000,1.54
05/01/2022 03:43:29.000000,1.0
05/01/2022 03:45:29.000000,1.48
05/01/2022 03:47:29.000000,1.23
05/01/2022 03:49:29.000000,1.46
05/01/2022 03:51:29.000000,1.32
05/01/2022 03:53:30.000000,1.31
05/01/2022 03:55:29.000000,1.19
05/01/2022 03:57:29.000000,1.5
05/01/2022 03:59:29.000000,1.0
05/01/2022 04:03:30.000000,1.25
05/01/2022 04:05:30.000000,1.28
05/01/2022 04:07:30.000000,1.53
05/01/2022 04:09:30.000000,1.21
05/01/2022 04:11:30.000000,1.27
05/01/2022 04:15:30.000000,1.34
05/01/2022 04:17:30.000000,1.51
05/01/2022 04:19:30.000000,1.18
05/01/2022 04:21:30.000000,1.51
05/01/2022 04:23:30.000000,1.52
05/01/2022 04:25:30.000000,1.55
05/01/2022 04:27:30.000000,1.59
05/01/2022 04:33:30.000000,1.12
05/01/2022 04:35:30.000000,1.73
05/01/2022 04:37:30.000000,2.0
05/01/2022 04:39:30.000000,1.64
05/01/2022 04:41:30.000000,1.35
05/01/2022 04:43:30.000000,1.63
05/01/2022 04:45:30.000000,1.52
05/01/2022 04:47:30.000000,1.73
05/01/2022 04:49:30.000000,1.36
05/01/2022 04:53:30.000000,1.36
05/01/2022 04:55:30.000000,1.61
05/01/2022 04:57:30.000000,1.21
05/01/2022 04:59:30.000000,1.41
05/01/2022 05:01:30.000000,1.4
05/01/2022 05:05:31.000000,1.49
05/01/2022 05:09:31.000000,1.67
05/01/2022 05:11:31.000000,1.57
05/01/2022 05:15:31.000000,1.37
05/01/2022 05:17:31.000000,1.4
05/01/2022 05:21:31.000000,1.48
05/01/2022 05:23:31.000000,1.66
05/01/2022 05:25:31.000000,1.6
05/01/2022 05:27:31.000000,1.78
05/01/2022 05:29:31.000000,1.72
05/01/2022 05:33:31.000000,1.61
05/01/2022 05:35:31.000000,2.22
05/01/2022 05:37:31.000000,1.51
05/01/2022 05:39:31.000000,1.66
05/01/2022 05:43:31.000000,1.66
05/01/2022 05:45:31.000000,1.64
05/01/2022 05:47:31.000000,1.96
05/01/2022 05:49:31.000000,1.8
05/01/2022 05:51:31.000000,1.61
05/01/2022 05:53:31.000000,2.22
05/01/2022 05:55:31.000000,2.16
05/01/2022 05:57:31.000000,2.0
05/01/2022 06:01:31.000000,2.12
05/01/2022 06:03:31.000000,2.21
05/01/2022 06:05:31.000000,1.9
05/01/2022 06:07:31.000000,1.98
05/01/2022 06:09:31.000000,1.75
05/01/2022 06:11:31.000000,2.19
05/01/2022 06:13:31.000000,2.25
05/01/2022 06:17:31.000000,2.19
05/01/2022 06:19:31.000000,1.62
05/01/2022 06:21:31.000000,1.76
05/01/2022 06:23:31.000000,1.93
05/01/2022 06:25:31.000000,1.93
05/01/2022 06:27:31.000000,2.11
05/01/2022 06:29:31.000000,1.76
05/01/2022 06:33:31.000000,1.9
05/01/2022 06:35:31.000000,1.28
05/01/2022 06:37:31.000000,1.79
05/01/2022 06:39:31.000000,1.63
05/01/2022 06:41:31.000000,1.97
05/01/2022 06:43:31.000000,1.44
05/01/2022 06:45:31.000000,1.51
05/01/2022 06:47:31.000000,1.83
05/01/2022 06:51:31.000000,1.57
05/01/2022 06:55:31.000000,1.48
05/01/2022 06:57:31.000000,1.66
05/01/2022 07:01:32.000000,1.44
05/01/2022 07:03:32.000000,2.02
05/01/2022 07:05:32.000000,1.71
05/01/2022 07:07:32.000000,1.84
05/01/2022 07:09:32.000000,1.42
05/01/2022 07:11:32.000000,1.59
05/01/2022 07:13:32.000000,1.52
05/01/2022 07:15:32.000000,1.56
05/01/2022 07:17:32.000000,2.31
05/01/2022 07:19:32.000000,1.92
05/01/2022 07:21:32.000000,1.79
05/01/2022 07:23:32.000000,1.96
05/01/2022 07:25:32.000000,1.83
05/01/2022 07:27:32.000000,1.51
05/01/2022 07:29:32.000000,1.93
05/01/2022 07:33:32.000000,1.56
05/01/2022 07:35:32.000000,2.02
05/01/2022 07:37:32.000000,1.58
05/01/2022 07:39:32.000000,1.76
05/01/2022 07:41:32.000000,1.45
05/01/2022 07:43:32.000000,1.81
05/01/2022 07:45:32.000000,1.72
05/01/2022 07:47:32.000000,1.54
05/01/2022 07:49:32.000000,1.44
05/01/2022 07:51:32.000000,1.41
05/01/2022 07:53:32.000000,1.81
05/01/2022 07:55:32.000000,2.27
05/01/2022 07:57:32.000000,2.25
05/01/2022 07:59:32.000000,1.36
05/01/2022 08:01:32.000000,1.68
05/01/2022 08:03:32.000000,1.96
05/01/2022 08:05:32.000000,1.73
05/01/2022 08:09:32.000000,1.65
05/01/2022 08:11:32.000000,1.77
05/01/2022 08:13:32.000000,2.2
05/01/2022 08:15:32.000000,1.66
05/01/2022 08:17:32.000000,1.82
05/01/2022 08:19:32.000000,1.77
05/01/2022 08:21:32.000000,1.4
05/01/2022 08:23:32.000000,1.61
05/01/2022 08:25:32.000000,1.49
05/01/2022 08:27:32.000000,1.89
05/01/2022 08:29:32.000000,1.93
05/01/2022 08:33:32.000000,1.91
05/01/2022 08:37:32.000000,2.0
05/01/2022 08:39:32.000000,1.78
05/01/2022 08:41:32.000000,1.75
05/01/2022 08:43:32.000000,2.05
05/01/2022 08:45:32.000000,2.0
05/01/2022 08:47:32.000000,1.81
05/01/2022 08:49:32.000000,1.97
05/01/2022 08:51:32.000000,1.93
05/01/2022 08:53:32.000000,1.57
05/01/2022 08:55:32.000000,2.1
05/01/2022 08:57:32.000000,1.83
05/01/2022 08:59:32.000000,2.26
05/01/2022 09:01:33.000000,2.0
05/01/2022 09:03:33.000000,2.32
05/01/2022 09:05:33.000000,1.84
05/01/2022 09:07:33.000000,2.09
05/01/2022 09:09:33.000000,1.88
05/01/2022 09:11:33.000000,1.69
05/01/2022 09:13:33.000000,2.33
05/01/2022 09:15:33.000000,2.02
05/01/2022 09:17:33.000000,2.08
05/01/2022 09:19:33.000000,2.03
05/01/2022 09:21:33.000000,2.42
05/01/2022 09:23:33.000000,1.98
05/01/2022 09:25:33.000000,2.17
05/01/2022 09:29:33.000000,2.17
05/01/2022 09:31:33.000000,1.7
05/01/2022 09:33:33.000000,2.41
05/01/2022 09:35:33.000000,2.08
05/01/2022 09:37:33.000000,2.21
05/01/2022 09:39:33.000000,2.46
05/01/2022 09:41:33.000000,2.28
05/01/2022 09:43:33.000000,1.9
05/01/2022 09:45:33.000000,2.34
05/01/2022 09:47:33.000000,2.09
05/01/2022 09:49:33.000000,1.82
05/01/2022 09:53:33.000000,1.9
05/01/2022 09:55:33.000000,1.86
05/01/2022 09:57:33.000000,1.86
05/01/2022 09:59:33.000000,2.22
05/01/2022 10:01:33.000000,1.78
05/01/2022 10:05:34.000000,2.57
05/01/2022 10:07:34.000000,1.86
05/01/2022 10:09:34.000000,2.23
05/01/2022 10:11:34.000000,2.05
05/01/2022 10:13:34.000000,2.21
05/01/2022 10:15:34.000000,1.66
05/01/2022 10:17:34.000000,2.35
05/01/2022 10:19:34.000000,2.12
05/01/2022 10:21:36.000000,2.03
05/01/2022 10:23:34.000000,2.15
05/01/2022 10:25:34.000000,1.86
05/01/2022 10:27:34.000000,2.02
05/01/2022 10:31:34.000000,1.88
05/01/2022 10:33:34.000000,2.09
05/01/2022 10:35:34.000000,1.79
05/01/2022 10:37:34.000000,2.07
05/01/2022 10:39:34.000000,1.92
