InstrumentName, Welby,,,
StartTime, 2022-05-01 00:00:00,,,
EndTime, 2022-05-31 23:59:59,,,
Date,NO2,O3,PM10,SO2
05/01/2022 00:00:00.000000,2.0,59.0,,0.0
05/01/2022 01:00:00.000000,3.0,55.0,,0.0
05/01/2022 02:00:00.000000,5.0,46.0,,0.0
05/01/2022 04:00:00.000000,,42.0,,0.0
05/01/2022 05:00:00.000000,3.0,42.0,,0.0
05/01/2022 06:00:00.000000,4.0,39.0,,0.0
05/01/2022 07:00:00.000000,5.0,35.0,,0.0
05/01/2022 09:00:00.000000,2.0,41.0,,0.0
05/01/2022 10:00:00.000000,8.0,35.0,,0.0
05/01/2022 11:00:00.000000,7.0,32.0,,0.0
05/01/2022 12:00:00.000000,10.0,27.0,,0.0
05/01/2022 13:00:00.000000,8.0,34.0,,0.0
05/01/2022 14:00:00.000000,4.0,42.0,,0.0
05/01/2022 15:00:00.000000,6.0,44.0,,0.0
05/01/2022 16:00:00.000000,6.0,46.0,,0.0
05/01/2022 17:00:00.000000,5.0,49.0,,0.0
05/01/2022 18:00:00.000000,3.0,54.0,,0.0
05/01/2022 19:00:00.000000,3.0,56.0,,0.0
05/01/2022 20:00:00.000000,3.0,57.0,,0.0
05/01/2022 21:00:00.000000,3.0,58.0,,0.0
05/01/2022 22:00:00.000000,3.0,58.0,,0.0
05/01/2022 23:00:00.000000,3.0,57.0,,0.0
05/02/2022 00:00:00.000000,3.0,55.0,,0.0
05/02/2022 01:00:00.000000,3.0,52.0,,0.0
05/02/2022 02:00:00.000000,3.0,52.0,,0.0
05/02/2022 04:00:00.000000,,48.0,,0.0
05/02/2022 05:00:00.000000,2.0,43.0,,0.0
05/02/2022 06:00:00.000000,2.0,44.0,,0.0
05/02/2022 07:00:00.000000,2.0,43.0,,0.0
05/02/2022 09:00:00.000000,3.0,42.0,,0.0
05/02/2022 10:00:00.000000,3.0,43.0,,0.0
05/02/2022 11:00:00.000000,4.0,40.0,,0.0
05/02/2022 12:00:00.000000,8.0,36.0,,0.0
05/02/2022 13:00:00.000000,5.0,,,0.0
05/02/2022 14:00:00.000000,4.0,40.0,,0.0
05/02/2022 15:00:00.000000,4.0,38.0,,
05/02/2022 16:00:00.000000,4.0,40.0,,0.0
05/02/2022 17:00:00.000000,,42.0,,0.0
05/02/2022 18:00:00.000000,3.0,43.0,,0.0
05/02/2022 19:00:00.000000,3.0,43.0,,0.0
05/02/2022 20:00:00.000000,2.0,44.0,,0.0
05/02/2022 21:00:00.000000,3.0,44.0,,0.0
05/02/2022 22:00:00.000000,3.0,46.0,,0.0
05/02/2022 23:00:00.000000,4.0,44.0,,0.0
05/03/2022 00:00:00.000000,3.0,45.0,,0.0
05/03/2022 01:00:00.000000,5.0,42.0,,0.0
05/03/2022 02:00:00.000000,3.0,41.0,,0.0
05/03/2022 04:00:00.000000,,37.0,,0.0
05/03/2022 05:00:00.000000,4.0,34.0,,0.0
05/03/2022 06:00:00.000000,6.0,30.0,,0.0
05/03/2022 07:00:00.000000,5.0,31.0,,0.0
05/03/2022 09:00:00.000000,8.0,23.0,,0.0
05/03/2022 10:00:00.000000,13.0,15.0,,0.0
05/03/2022 11:00:00.000000,15.0,15.0,,0.0
05/03/2022 12:00:00.000000,19.0,12.0,,0.0
05/03/2022 13:00:00.000000,13.0,16.0,,0.0
05/03/2022 14:00:00.000000,14.0,18.0,,0.0
05/03/2022 15:00:00.000000,8.0,25.0,,0.0
05/03/2022 16:00:00.000000,6.0,31.0,,0.0
05/03/2022 17:00:00.000000,5.0,39.0,,0.0
05/03/2022 18:00:00.000000,5.0,42.0,,0.0
05/03/2022 19:00:00.000000,6.0,44.0,,0.0
05/03/2022 20:00:00.000000,6.0,46.0,,0.0
05/03/2022 21:00:00.000000,6.0,46.0,,0.0
05/03/2022 22:00:00.000000,6.0,44.0,,0.0
05/03/2022 23:00:00.000000,6.0,43.0,,0.0
05/04/2022 00:00:00.000000,7.0,41.0,,0.0
05/04/2022 01:00:00.000000,7.0,43.0,,0.0
05/04/2022 02:00:00.000000,7.0,42.0,,0.0
05/04/2022 04:00:00.000000,,37.0,,0.0
05/04/2022 05:00:00.000000,4.0,42.0,,0.0
05/04/2022 06:00:00.000000,3.0,40.0,,0.0
05/04/2022 07:00:00.000000,3.0,40.0,,0.0
05/04/2022 09:00:00.000000,3.0,37.0,,0.0
05/04/2022 10:00:00.000000,3.0,34.0,,0.0
05/04/2022 11:00:00.000000,5.0,30.0,,0.0
05/04/2022 12:00:00.000000,7.0,28.0,,0.0
05/04/2022 13:00:00.000000,8.0,25.0,,0.0
05/04/2022 14:00:00.000000,9.0,24.0,,0.0
05/04/2022 15:00:00.000000,6.0,35.0,,0.0
05/04/2022 16:00:00.000000,5.0,39.0,,0.0
05/04/2022 17:00:00.000000,5.0,39.0,,0.0
05/04/2022 18:00:00.000000,6.0,42.0,,0.0
05/04/2022 19:00:00.000000,5.0,46.0,,0.0
05/04/2022 20:00:00.000000,4.0,49.0,,0.0
05/04/2022 21:00:00.000000,4.0,50.0,,0.0
05/04/2022 22:00:00.000000,5.0,47.0,,0.0
05/04/2022 23:00:00.000000,5.0,45.0,,0.0
05/05/2022 00:00:00.000000,6.0,48.0,,0.0
05/05/2022 01:00:00.000000,13.0,41.0,,0.0
05/05/2022 02:00:00.000000,21.0,29.0,,0.0
05/05/2022 04:00:00.000000,,25.0,,0.0
05/05/2022 05:00:00.000000,13.0,30.0,,0.0
05/05/2022 06:00:00.000000,5.0,40.0,,0.0
05/05/2022 07:00:00.000000,9.0,30.0,,0.0
05/05/2022 09:00:00.000000,22.0,12.0,,0.0
05/05/2022 10:00:00.000000,28.0,7.0,,0.0
05/05/2022 11:00:00.000000,29.0,2.0,,0.0
05/05/2022 12:00:00.000000,29.0,2.0,,0.0
05/05/2022 13:00:00.000000,31.0,4.0,,1.0
05/05/2022 14:00:00.000000,31.0,8.0,,1.0
05/05/2022 15:00:00.000000,27.0,20.0,,1.0
05/05/2022 16:00:00.000000,14.0,33.0,,1.0
05/05/2022 17:00:00.000000,8.0,44.0,,0.0
05/05/2022 18:00:00.000000,7.0,46.0,,0.0
05/05/2022 19:00:00.000000,5.0,51.0,,0.0
05/05/2022 20:00:00.000000,4.0,56.0,,0.0
05/05/2022 21:00:00.000000,4.0,60.0,,0.0
05/05/2022 22:00:00.000000,4.0,62.0,,0.0
05/05/2022 23:00:00.000000,4.0,61.0,,0.0
05/06/2022 00:00:00.000000,4.0,61.0,,0.0
05/06/2022 01:00:00.000000,8.0,51.0,,0.0
05/06/2022 02:00:00.000000,12.0,42.0,,0.0
05/06/2022 04:00:00.000000,,18.0,,0.0
05/06/2022 05:00:00.000000,27.0,13.0,,0.0
05/06/2022 06:00:00.000000,36.0,3.0,,0.0
05/06/2022 07:00:00.000000,29.0,10.0,,0.0
05/06/2022 09:00:00.000000,26.0,10.0,,1.0
05/06/2022 10:00:00.000000,27.0,8.0,,0.0
05/06/2022 11:00:00.000000,27.0,10.0,,0.0
05/06/2022 12:00:00.000000,37.0,3.0,,1.0
05/06/2022 13:00:00.000000,36.0,8.0,,2.0
05/06/2022 14:00:00.000000,31.0,16.0,,3.0
05/06/2022 15:00:00.000000,27.0,24.0,,2.0
05/06/2022 16:00:00.000000,14.0,40.0,,2.0
05/06/2022 17:00:00.000000,7.0,49.0,,1.0
05/06/2022 18:00:00.000000,6.0,53.0,,0.0
05/06/2022 19:00:00.000000,3.0,54.0,,0.0
05/06/2022 20:00:00.000000,3.0,52.0,,0.0
05/06/2022 21:00:00.000000,5.0,53.0,,0.0
05/06/2022 22:00:00.000000,3.0,54.0,,0.0
05/06/2022 23:00:00.000000,2.0,55.0,,0.0
05/07/2022 00:00:00.000000,7.0,48.0,,0.0
05/07/2022 01:00:00.000000,9.0,52.0,,0.0
05/07/2022 02:00:00.000000,8.0,53.0,,0.0
05/07/2022 04:00:00.000000,,41.0,,0.0
05/07/2022 05:00:00.000000,24.0,26.0,,0.0
05/07/2022 06:00:00.000000,31.0,15.0,,0.0
05/07/2022 07:00:00.000000,31.0,10.0,,0.0
05/07/2022 09:00:00.000000,25.0,11.0,,0.0
05/07/2022 10:00:00.000000,28.0,4.0,,0.0
05/07/2022 11:00:00.000000,27.0,6.0,,0.0
05/07/2022 12:00:00.000000,24.0,12.0,,0.0
05/07/2022 13:00:00.000000,32.0,11.0,,1.0
05/07/2022 14:00:00.000000,20.0,30.0,,1.0
05/07/2022 15:00:00.000000,11.0,44.0,,0.0
05/07/2022 16:00:00.000000,4.0,51.0,,1.0
05/07/2022 17:00:00.000000,2.0,55.0,,0.0
05/07/2022 18:00:00.000000,3.0,60.0,,0.0
05/07/2022 19:00:00.000000,3.0,65.0,,0.0
05/07/2022 20:00:00.000000,3.0,66.0,,0.0
05/07/2022 21:00:00.000000,2.0,64.0,,0.0
05/07/2022 22:00:00.000000,2.0,64.0,,0.0
05/07/2022 23:00:00.000000,2.0,59.0,,0.0
05/08/2022 00:00:00.000000,2.0,48.0,,0.0
05/08/2022 01:00:00.000000,2.0,42.0,,0.0
05/08/2022 02:00:00.000000,3.0,40.0,,0.0
05/08/2022 04:00:00.000000,,36.0,,0.0
05/08/2022 05:00:00.000000,4.0,40.0,,0.0
05/08/2022 06:00:00.000000,3.0,41.0,,0.0
05/08/2022 07:00:00.000000,3.0,40.0,,0.0
05/08/2022 09:00:00.000000,3.0,41.0,,0.0
05/08/2022 10:00:00.000000,4.0,42.0,,0.0
05/08/2022 11:00:00.000000,6.0,41.0,,2.0
05/08/2022 12:00:00.000000,4.0,43.0,,0.0
05/08/2022 13:00:00.000000,3.0,45.0,,0.0
05/08/2022 14:00:00.000000,2.0,48.0,,0.0
05/08/2022 15:00:00.000000,2.0,50.0,,0.0
05/08/2022 16:00:00.000000,2.0,51.0,,0.0
05/08/2022 17:00:00.000000,1.0,52.0,,0.0
05/08/2022 18:00:00.000000,2.0,53.0,,0.0
05/08/2022 19:00:00.000000,2.0,54.0,,0.0
05/08/2022 20:00:00.000000,2.0,55.0,,0.0
05/08/2022 21:00:00.000000,3.0,57.0,,1.0
05/08/2022 22:00:00.000000,3.0,56.0,,1.0
05/08/2022 23:00:00.000000,4.0,56.0,,1.0
05/09/2022 00:00:00.000000,4.0,55.0,,1.0
05/09/2022 01:00:00.000000,6.0,50.0,,1.0
05/09/2022 02:00:00.000000,12.0,42.0,,1.0
05/09/2022 04:00:00.000000,,38.0,,1.0
05/09/2022 05:00:00.000000,2.0,42.0,,0.0
05/09/2022 06:00:00.000000,2.0,43.0,,0.0
05/09/2022 07:00:00.000000,2.0,45.0,,0.0
05/09/2022 09:00:00.000000,2.0,45.0,,0.0
05/09/2022 10:00:00.000000,4.0,40.0,,0.0
05/09/2022 11:00:00.000000,6.0,34.0,,0.0
05/09/2022 12:00:00.000000,9.0,32.0,,0.0
05/09/2022 13:00:00.000000,10.0,34.0,,0.0
05/09/2022 14:00:00.000000,10.0,,,
05/09/2022 15:00:00.000000,7.0,42.0,,
05/09/2022 16:00:00.000000,3.0,49.0,,0.0
05/09/2022 17:00:00.000000,3.0,50.0,,0.0
05/09/2022 18:00:00.000000,3.0,54.0,,0.0
05/09/2022 19:00:00.000000,3.0,56.0,,0.0
05/09/2022 20:00:00.000000,,56.0,,0.0
05/09/2022 21:00:00.000000,2.0,56.0,,0.0
05/09/2022 22:00:00.000000,2.0,55.0,,0.0
05/09/2022 23:00:00.000000,2.0,54.0,,0.0
05/10/2022 00:00:00.000000,2.0,54.0,,0.0
