InstrumentName, Woods Park B,,
StartTime, 2020-02-01 00:00:00,,
EndTime, 2020-02-29 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
02/01/2020 00:00:55.000000,1.87,2.73,2.37
02/01/2020 00:02:55.000000,1.66,2.41,2.27
02/01/2020 00:04:55.000000,2.14,2.91,2.7
02/01/2020 00:06:55.000000,1.43,2.13,1.82
02/01/2020 00:08:55.000000,1.82,2.81,2.18
02/01/2020 00:10:55.000000,1.75,2.54,2.3
02/01/2020 00:12:55.000000,1.31,2.56,1.99
02/01/2020 00:14:55.000000,0.7,1.76,1.46
02/01/2020 00:16:55.000000,1.8,2.59,2.48
02/01/2020 00:18:55.000000,1.74,2.47,2.12
02/01/2020 00:20:55.000000,1.45,2.58,1.96
02/01/2020 00:22:55.000000,0.8,1.43,1.42
02/01/2020 00:24:55.000000,1.71,2.32,2.29
02/01/2020 00:26:55.000000,1.27,2.5,2.04
02/01/2020 00:28:55.000000,1.9,2.36,2.36
02/01/2020 00:30:55.000000,1.67,2.33,2.03
02/01/2020 00:32:55.000000,1.82,2.57,2.57
02/01/2020 00:34:55.000000,1.14,1.56,1.5
02/01/2020 00:36:55.000000,2.11,2.97,2.86
02/01/2020 00:38:55.000000,1.99,3.03,2.31
02/01/2020 00:40:55.000000,1.63,2.59,2.16
02/01/2020 00:42:55.000000,1.26,2.43,1.73
02/01/2020 00:44:55.000000,2.36,3.2,2.99
02/01/2020 00:46:55.000000,1.26,1.87,1.77
02/01/2020 00:48:55.000000,1.35,2.13,1.72
02/01/2020 00:50:55.000000,1.71,2.71,2.44
02/01/2020 00:52:55.000000,0.9,1.51,1.14
02/01/2020 00:54:55.000000,1.01,2.01,1.46
02/01/2020 00:56:55.000000,1.25,1.71,1.68
02/01/2020 00:58:55.000000,1.0,1.75,1.58
02/01/2020 01:00:55.000000,0.93,1.75,1.48
02/01/2020 01:02:55.000000,0.79,1.89,1.46
02/01/2020 01:04:55.000000,1.42,2.75,2.12
02/01/2020 01:06:55.000000,1.06,2.04,1.96
02/01/2020 01:08:55.000000,1.09,2.03,1.86
02/01/2020 01:10:55.000000,1.14,2.21,1.39
02/01/2020 01:12:55.000000,1.91,2.53,2.28
02/01/2020 01:14:55.000000,1.43,2.47,2.12
02/01/2020 01:16:55.000000,0.91,1.9,1.51
02/01/2020 01:18:55.000000,1.41,2.14,1.99
02/01/2020 01:20:55.000000,1.37,2.39,2.03
02/01/2020 01:22:55.000000,1.87,2.7,2.54
02/01/2020 01:24:55.000000,1.87,3.73,3.21
02/01/2020 01:26:55.000000,1.63,2.83,2.01
02/01/2020 01:28:55.000000,1.19,2.01,1.97
02/01/2020 01:30:55.000000,1.5,2.46,2.09
02/01/2020 01:32:55.000000,1.09,2.7,2.0
02/01/2020 01:34:55.000000,3.27,4.59,4.24
02/01/2020 01:36:55.000000,11.71,19.13,17.13
02/01/2020 01:38:55.000000,5.97,10.49,8.87
02/01/2020 01:40:55.000000,8.38,11.75,10.99
02/01/2020 01:42:55.000000,14.04,19.78,18.69
02/01/2020 01:44:55.000000,8.89,12.63,11.69
02/01/2020 01:46:55.000000,7.74,10.45,9.77
02/01/2020 01:48:56.000000,15.59,24.09,22.15
02/01/2020 01:50:55.000000,10.56,15.11,13.64
02/01/2020 01:52:55.000000,17.64,25.51,24.12
02/01/2020 01:54:55.000000,17.82,23.93,22.53
02/01/2020 01:56:55.000000,22.34,30.15,28.97
02/01/2020 02:00:55.000000,12.51,17.27,16.09
02/01/2020 02:02:55.000000,11.07,17.78,16.71
02/01/2020 02:04:55.000000,7.67,11.49,11.06
02/01/2020 02:06:55.000000,6.1,8.82,8.28
02/01/2020 02:08:55.000000,10.59,15.39,14.23
02/01/2020 02:10:55.000000,11.11,17.63,16.41
02/01/2020 02:12:55.000000,6.34,9.67,9.06
02/01/2020 02:14:55.000000,5.25,8.1,7.26
02/01/2020 02:16:55.000000,6.17,9.58,8.15
02/01/2020 02:18:55.000000,7.14,11.03,9.75
02/01/2020 02:20:55.000000,11.09,16.99,14.99
02/01/2020 02:22:55.000000,2.64,4.13,3.67
02/01/2020 02:24:55.000000,2.27,3.73,2.96
02/01/2020 02:26:55.000000,1.96,2.68,2.57
02/01/2020 02:28:55.000000,7.41,9.74,9.17
02/01/2020 02:30:55.000000,10.12,13.51,12.69
02/01/2020 02:32:55.000000,6.13,7.44,7.39
02/01/2020 02:34:55.000000,13.01,16.61,16.1
02/01/2020 02:36:55.000000,6.03,8.5,7.81
02/01/2020 02:38:55.000000,5.09,6.54,6.09
02/01/2020 02:40:55.000000,2.8,3.87,3.54
02/01/2020 02:42:55.000000,2.59,4.07,3.44
02/01/2020 02:44:55.000000,2.63,3.43,3.34
02/01/2020 02:46:55.000000,2.21,3.78,3.25
02/01/2020 02:48:55.000000,3.72,4.9,4.73
02/01/2020 02:50:55.000000,3.33,4.36,4.03
02/01/2020 02:52:55.000000,2.53,3.79,3.53
02/01/2020 02:54:55.000000,1.47,2.46,2.21
02/01/2020 02:56:55.000000,1.93,3.32,2.85
02/01/2020 02:58:55.000000,2.36,3.28,3.03
02/01/2020 03:00:55.000000,1.33,2.33,2.23
02/01/2020 03:02:55.000000,2.15,3.12,2.72
02/01/2020 03:04:55.000000,1.79,3.34,2.76
02/01/2020 03:06:55.000000,1.94,2.99,2.71
02/01/2020 03:08:55.000000,2.16,3.3,2.76
02/01/2020 03:10:55.000000,1.97,3.16,3.0
02/01/2020 03:12:55.000000,2.46,3.69,3.4
02/01/2020 03:14:55.000000,1.96,3.17,2.78
02/01/2020 03:16:55.000000,5.38,9.97,8.28
02/01/2020 03:18:55.000000,5.24,9.56,9.0
02/01/2020 03:20:55.000000,4.36,5.94,5.59
02/01/2020 03:22:55.000000,1.61,2.13,1.96
02/01/2020 03:24:55.000000,1.77,2.48,2.45
02/01/2020 03:26:55.000000,1.66,2.61,2.37
02/01/2020 03:28:55.000000,1.74,3.13,2.56
02/01/2020 03:30:55.000000,2.23,3.52,2.9
02/01/2020 03:32:55.000000,3.19,5.01,4.46
02/01/2020 03:34:55.000000,3.07,3.89,3.81
02/01/2020 03:36:55.000000,2.32,3.1,2.9
02/01/2020 03:38:55.000000,1.5,2.99,2.31
02/01/2020 03:40:55.000000,1.31,1.84,1.72
02/01/2020 03:42:55.000000,1.51,2.4,1.99
02/01/2020 03:44:55.000000,1.88,2.55,2.23
02/01/2020 03:46:55.000000,2.1,3.1,2.94
02/01/2020 03:50:55.000000,1.63,2.28,2.24
02/01/2020 03:52:55.000000,1.67,2.5,2.46
02/01/2020 03:54:55.000000,1.8,2.82,2.39
02/01/2020 03:56:55.000000,1.52,2.84,2.3
02/01/2020 03:58:55.000000,1.2,2.37,1.69
02/01/2020 04:00:55.000000,1.76,2.49,2.21
02/01/2020 04:02:55.000000,0.82,1.66,1.35
02/01/2020 04:04:55.000000,1.23,2.27,2.03
02/01/2020 04:06:55.000000,2.43,3.94,3.7
02/01/2020 04:10:55.000000,2.64,3.78,3.54
02/01/2020 04:12:55.000000,3.19,4.46,3.96
02/01/2020 04:14:55.000000,1.86,3.28,2.9
02/01/2020 04:16:55.000000,1.86,2.76,2.59
02/01/2020 04:18:55.000000,1.55,2.67,2.41
02/01/2020 04:20:55.000000,1.38,2.78,2.15
02/01/2020 04:22:55.000000,1.61,2.66,2.44
02/01/2020 04:24:55.000000,1.19,2.51,2.01
02/01/2020 04:26:55.000000,1.27,2.47,2.0
02/01/2020 04:28:55.000000,1.39,2.21,2.11
02/01/2020 04:30:55.000000,2.61,4.71,4.29
02/01/2020 04:32:55.000000,3.28,5.11,4.61
02/01/2020 04:34:55.000000,3.21,4.57,4.09
02/01/2020 04:36:55.000000,4.24,6.1,5.72
02/01/2020 04:38:55.000000,2.48,4.37,3.51
