InstrumentName, CAMP,,,,
StartTime, 2020-02-01 00:00:00,,,,
EndTime, 2020-02-29 23:59:59,,,,
Date,Carbon monoxide,Nitrogen dioxide,Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions
02/01/2020 00:00:00.000000,0.292181,13.41975,0.033075,12.016279,2.967442
02/01/2020 00:01:00.000000,0.325172,21.349,0.030625,14.435,2.4775
02/01/2020 00:02:00.000000,0.312195,12.913,0.032325,4.007143,1.4
02/01/2020 00:03:00.000000,0.271379,14.11775,0.03285,1.81,1.355
02/01/2020 00:04:00.000000,0.306858,16.603,0.0309,3.815789,2.126316
02/01/2020 00:05:00.000000,0.366047,15.8545,0.0312,7.290698,1.537209
02/01/2020 00:06:00.000000,0.276798,16.517,0.0315,14.090244,1.992683
02/01/2020 00:07:00.000000,0.279521,21.49,0.02855,11.211628,3.367442
02/01/2020 00:08:00.000000,0.357511,15.66025,0.029575,7.402381,3.033333
02/01/2020 00:09:00.000000,0.343378,16.08725,0.0311,,
02/01/2020 00:10:00.000000,0.3757,19.38075,0.02765,14.839024,3.334146
02/01/2020 00:11:00.000000,0.44383,20.3945,0.024575,30.341463,4.985366
02/01/2020 00:12:00.000000,0.428737,20.43025,0.0249,28.446512,5.469767
02/01/2020 00:13:00.000000,0.475317,22.14725,0.0244,14.861364,5.643182
02/01/2020 00:14:00.000000,0.467518,28.242,0.020325,12.7,4.985714
02/01/2020 00:15:00.000000,0.384905,18.90475,0.024225,9.475862,2.648276
02/01/2020 00:16:00.000000,0.39717,21.6055,0.02725,16.578947,4.134211
02/01/2020 00:17:00.000000,0.463907,19.991,0.0258,4.256667,2.03
02/01/2020 00:18:00.000000,0.394295,21.56475,0.02645,9.1,2.44
02/01/2020 00:19:00.000000,0.356214,19.981,0.024975,11.466667,2.033333
02/01/2020 00:20:00.000000,0.412609,24.27225,0.021975,21.809756,2.587805
02/01/2020 00:21:00.000000,0.40358,21.44675,0.0231,29.248649,3.689189
02/01/2020 00:22:00.000000,0.357375,20.07925,0.02615,16.633333,2.8
02/01/2020 00:23:00.000000,0.341466,20.81,0.02505,16.034146,3.765854
02/01/2020 00:24:00.000000,0.517353,21.6405,0.023325,14.092683,2.526829
02/01/2020 00:25:00.000000,0.474676,17.36425,0.025325,21.468293,3.17561
02/01/2020 00:26:00.000000,0.439164,19.89075,0.024275,33.64,4.225
02/01/2020 00:27:00.000000,0.442755,22.4195,0.0238,24.72,4.27
02/01/2020 00:28:00.000000,0.396617,23.66125,0.02355,24.593023,2.85814
02/01/2020 00:29:00.000000,0.421079,20.09325,0.025775,23.063636,3.220455
02/01/2020 00:30:00.000000,0.426437,19.87775,0.0271,31.7,5.0
02/01/2020 00:31:00.000000,0.436301,19.8075,0.0262,44.404878,4.502439
02/01/2020 00:32:00.000000,0.480398,19.6715,0.02645,21.246512,4.537209
02/01/2020 00:33:00.000000,0.372579,19.4775,0.027225,28.909302,5.797674
02/01/2020 00:34:00.000000,0.410437,19.485,0.02595,16.128571,2.9
02/01/2020 00:35:00.000000,0.440759,19.90175,0.024025,5.166667,2.531111
02/01/2020 00:36:00.000000,0.457438,23.957,0.02305,11.176923,2.846154
02/01/2020 00:37:00.000000,0.497387,23.464,0.0235,12.5,3.433333
02/01/2020 00:38:00.000000,0.426485,26.763,0.02285,21.16,3.44
02/01/2020 00:39:00.000000,0.3738,32.619,0.0211,36.823256,3.57907
02/01/2020 00:40:00.000000,0.433675,28.46575,0.0236,19.030769,3.361538
02/01/2020 00:41:00.000000,0.415079,14.9725,0.03,4.25,1.88
02/01/2020 00:42:00.000000,0.282462,15.22025,0.03205,10.211905,3.569048
02/01/2020 00:43:00.000000,0.288142,16.83975,0.031175,17.951111,5.666667
02/01/2020 00:44:00.000000,0.317243,20.146,0.029075,21.77561,3.673171
02/01/2020 00:45:00.000000,0.349341,21.68975,0.0261,4.7,2.214286
02/01/2020 00:46:00.000000,0.348018,15.30525,0.0287,2.468182,2.213636
02/01/2020 00:47:00.000000,0.3229,16.64375,0.02985,6.4025,3.36
02/01/2020 00:48:00.000000,0.31428,18.77,0.028475,12.325581,3.506977
02/01/2020 00:49:00.000000,0.407063,14.23975,0.028425,23.9375,3.9125
02/01/2020 00:50:00.000000,0.5422,18.73925,0.029675,36.728571,4.842857
02/01/2020 00:51:00.000000,0.396659,16.7885,0.029925,25.486364,2.559091
02/01/2020 00:52:00.000000,0.334459,27.1565,0.0268,20.135714,3.757143
02/01/2020 00:53:00.000000,0.39516,25.6785,0.02525,15.472222,2.822222
02/01/2020 00:54:00.000000,0.373049,19.464,0.028475,12.765789,4.505263
02/01/2020 00:55:00.000000,0.367919,15.52575,0.0298,14.963158,6.044737
02/01/2020 00:56:00.000000,0.323144,23.617,0.02805,8.2,3.572727
02/01/2020 00:57:00.000000,0.286178,15.853,0.028475,3.984444,1.733333
02/01/2020 00:58:00.000000,0.29338,13.377,0.031975,5.37,2.0875
02/01/2020 00:59:00.000000,0.350776,11.257,0.03325,13.07,3.7175
02/01/2020 01:00:00.000000,0.39148,15.013,0.030625,18.8375,4.86
02/01/2020 01:01:00.000000,0.388797,19.31825,0.02735,26.547727,4.975
02/01/2020 01:02:00.000000,0.441257,14.43825,0.029475,16.738462,4.838462
02/01/2020 01:03:00.000000,0.376535,13.109,0.03235,7.96,2.72
02/01/2020 01:04:00.000000,0.304734,11.40525,0.033325,10.515789,2.110526
02/01/2020 01:05:00.000000,0.308013,11.299,0.033925,6.709756,1.641463
02/01/2020 01:06:00.000000,0.314308,8.5005,0.03285,16.2975,2.49
02/01/2020 01:07:00.000000,0.336059,11.81725,0.029975,14.2225,4.28
02/01/2020 01:08:00.000000,0.372175,14.92525,0.030275,12.7925,2.9725
02/01/2020 01:09:00.000000,0.493893,14.7385,0.03075,13.655,2.565
02/01/2020 01:10:00.000000,0.491543,15.988,0.03045,20.85,2.514286
02/01/2020 01:11:00.000000,0.3874,15.89275,0.03075,10.1,2.266667
02/01/2020 01:12:00.000000,0.404786,15.46975,0.032175,7.86,2.5675
02/01/2020 01:13:00.000000,0.365051,14.7825,0.03435,6.709302,3.118605
02/01/2020 01:14:00.000000,0.305285,14.142,0.03485,10.55814,4.611628
02/01/2020 01:15:00.000000,0.289943,19.4685,0.0202,21.120455,4.590909
02/01/2020 01:16:00.000000,0.35198,28.7525,0.03135,28.453488,3.409302
02/01/2020 01:17:00.000000,0.457233,20.08525,0.029875,19.54,3.402222
02/01/2020 01:18:00.000000,0.414061,21.78975,0.0267,28.03,3.72
02/01/2020 01:19:00.000000,0.445837,18.54025,0.026875,22.307317,4.695122
02/01/2020 01:20:00.000000,0.42484,20.29025,0.025575,19.521951,6.3
02/01/2020 01:21:00.000000,0.394464,19.94725,0.025425,12.397619,3.6
02/01/2020 01:22:00.000000,0.36536,21.2415,0.023825,23.463415,4.658537
02/01/2020 01:23:00.000000,0.413894,25.0185,0.0205,33.666667,6.761905
02/01/2020 01:24:00.000000,0.451023,21.748,0.022125,12.190244,5.739024
02/01/2020 01:25:00.000000,0.41144,21.10725,0.024225,12.828571,3.366667
02/01/2020 01:26:00.000000,0.384102,16.13475,0.0271,15.031579,3.394737
02/01/2020 01:27:00.000000,0.363575,18.62075,0.027325,12.869767,4.193023
02/01/2020 01:28:00.000000,0.339404,21.71975,0.02465,14.355,5.0275
02/01/2020 01:29:00.000000,0.38118,22.46325,0.0216,24.238095,6.528571
02/01/2020 01:30:00.000000,0.444372,22.5525,0.020775,27.032558,10.011628
02/01/2020 01:31:00.000000,0.511172,22.80275,0.021475,33.448837,9.62093
02/01/2020 01:32:00.000000,0.906485,22.774,0.0234,34.728947,4.968421
02/01/2020 01:33:00.000000,1.112621,25.46625,0.022325,14.0,5.252778
02/01/2020 01:34:00.000000,0.786538,23.01225,0.023075,20.307692,8.871795
