InstrumentName, Woods Park,,
StartTime, 2020-02-01 00:00:00,,
EndTime, 2020-02-29 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
02/01/2020 00:00:51.000000,1.0,2.35,1.96
02/01/2020 00:02:51.000000,1.0,1.36,1.3
02/01/2020 00:04:51.000000,0.57,1.06,0.97
02/01/2020 00:06:51.000000,0.84,1.8,1.59
02/01/2020 00:08:51.000000,0.48,1.8,1.49
02/01/2020 00:10:51.000000,0.66,1.31,1.04
02/01/2020 00:12:51.000000,1.22,1.93,1.78
02/01/2020 00:14:51.000000,1.29,2.22,1.97
02/01/2020 00:16:51.000000,1.3,2.1,2.1
02/01/2020 00:18:51.000000,1.32,2.4,2.18
02/01/2020 00:20:51.000000,1.09,1.81,1.65
02/01/2020 00:22:52.000000,0.99,1.61,1.54
02/01/2020 00:24:52.000000,0.97,1.9,1.38
02/01/2020 00:26:51.000000,1.03,2.04,1.81
02/01/2020 00:28:51.000000,1.27,2.18,1.83
02/01/2020 00:30:51.000000,0.77,1.4,1.39
02/01/2020 00:34:51.000000,0.98,1.39,1.36
02/01/2020 00:36:51.000000,0.54,1.35,1.24
02/01/2020 00:38:51.000000,1.15,1.9,1.9
02/01/2020 00:40:51.000000,1.0,1.92,1.73
02/01/2020 00:42:51.000000,0.43,1.21,0.94
02/01/2020 00:44:51.000000,1.07,1.78,1.66
02/01/2020 00:46:51.000000,0.36,1.03,1.03
02/01/2020 00:48:51.000000,0.9,1.7,1.37
02/01/2020 00:50:51.000000,0.57,0.99,0.97
02/01/2020 00:52:51.000000,0.39,0.78,0.69
02/01/2020 00:54:51.000000,0.58,1.55,1.09
02/01/2020 00:56:51.000000,0.63,1.1,1.1
02/01/2020 00:58:51.000000,0.87,1.71,1.48
02/01/2020 01:00:51.000000,0.74,1.22,1.15
02/01/2020 01:02:51.000000,0.65,0.87,0.87
02/01/2020 01:04:51.000000,0.59,1.37,1.37
02/01/2020 01:06:51.000000,0.91,1.38,1.14
02/01/2020 01:08:51.000000,0.75,1.61,1.27
02/01/2020 01:10:51.000000,0.69,1.9,1.35
02/01/2020 01:12:51.000000,0.76,1.67,1.54
02/01/2020 01:14:51.000000,0.38,0.78,0.7
02/01/2020 01:16:51.000000,0.57,1.94,1.09
02/01/2020 01:18:51.000000,0.76,1.34,1.34
02/01/2020 01:20:52.000000,0.53,1.06,0.94
02/01/2020 01:22:52.000000,0.67,1.26,1.26
02/01/2020 01:24:51.000000,0.99,2.51,1.75
02/01/2020 01:26:51.000000,0.84,1.85,1.67
02/01/2020 01:28:51.000000,0.59,1.19,0.9
02/01/2020 01:30:51.000000,0.25,0.56,0.56
02/01/2020 01:32:51.000000,0.46,1.13,1.01
02/01/2020 01:34:51.000000,1.94,3.36,3.12
02/01/2020 01:36:51.000000,12.61,19.78,18.91
02/01/2020 01:38:51.000000,5.64,7.86,7.66
02/01/2020 01:40:51.000000,7.61,11.35,10.39
02/01/2020 01:42:51.000000,15.86,20.54,20.1
02/01/2020 01:44:51.000000,9.47,12.12,11.71
02/01/2020 01:46:51.000000,8.23,10.8,10.31
02/01/2020 01:48:52.000000,14.96,22.2,20.87
02/01/2020 01:50:51.000000,10.72,15.52,14.39
02/01/2020 01:52:51.000000,18.94,25.22,24.56
02/01/2020 01:54:51.000000,18.83,24.64,24.03
02/01/2020 01:56:51.000000,21.21,27.09,26.37
02/01/2020 02:00:51.000000,12.27,17.17,16.5
02/01/2020 02:02:51.000000,11.1,17.04,16.32
02/01/2020 02:04:51.000000,7.41,10.65,9.64
02/01/2020 02:06:51.000000,5.23,7.27,6.84
02/01/2020 02:10:51.000000,10.93,16.0,15.27
02/01/2020 02:12:51.000000,6.3,9.56,8.34
02/01/2020 02:14:51.000000,4.51,7.36,6.06
02/01/2020 02:16:51.000000,6.1,8.57,8.15
02/01/2020 02:18:51.000000,7.13,10.31,9.81
02/01/2020 02:20:51.000000,10.5,15.67,15.07
02/01/2020 02:22:52.000000,2.06,3.87,3.37
02/01/2020 02:24:51.000000,0.97,1.91,1.74
02/01/2020 02:26:51.000000,1.36,2.6,2.36
02/01/2020 02:28:51.000000,7.94,9.64,9.56
02/01/2020 02:30:51.000000,10.56,13.14,13.04
02/01/2020 02:32:51.000000,5.41,7.35,6.94
02/01/2020 02:34:51.000000,13.21,16.79,16.34
02/01/2020 02:36:51.000000,5.93,7.68,7.65
02/01/2020 02:38:51.000000,4.86,7.06,6.87
02/01/2020 02:40:51.000000,1.23,2.15,2.04
02/01/2020 02:42:51.000000,1.25,2.15,2.0
02/01/2020 02:44:51.000000,1.57,2.3,2.26
02/01/2020 02:46:51.000000,1.29,1.88,1.64
02/01/2020 02:48:51.000000,2.65,4.18,3.86
02/01/2020 02:50:51.000000,2.03,3.31,2.99
02/01/2020 02:52:51.000000,1.41,1.78,1.78
02/01/2020 02:54:52.000000,1.44,1.99,1.83
02/01/2020 02:56:51.000000,1.54,2.43,2.38
02/01/2020 02:58:51.000000,2.21,3.54,2.99
02/01/2020 03:00:51.000000,0.65,1.49,1.15
02/01/2020 03:02:51.000000,1.2,2.42,1.86
02/01/2020 03:04:51.000000,1.0,2.07,1.86
02/01/2020 03:06:51.000000,0.54,1.46,1.42
02/01/2020 03:08:51.000000,0.48,1.15,1.01
02/01/2020 03:10:51.000000,0.93,1.88,1.76
02/01/2020 03:12:51.000000,1.01,1.83,1.52
02/01/2020 03:14:51.000000,1.6,2.91,2.43
02/01/2020 03:16:51.000000,5.78,8.3,8.06
02/01/2020 03:18:51.000000,4.16,7.28,6.79
02/01/2020 03:20:51.000000,3.6,5.0,5.0
02/01/2020 03:22:52.000000,0.8,1.23,1.23
02/01/2020 03:24:51.000000,1.46,2.46,1.84
02/01/2020 03:26:51.000000,0.64,1.43,0.99
02/01/2020 03:28:51.000000,1.53,2.43,2.43
02/01/2020 03:30:51.000000,1.34,2.69,2.58
02/01/2020 03:32:51.000000,2.34,3.85,3.54
02/01/2020 03:34:51.000000,2.07,3.57,3.1
02/01/2020 03:36:51.000000,1.72,2.51,2.32
02/01/2020 03:38:51.000000,0.48,1.44,0.99
02/01/2020 03:42:51.000000,0.97,1.93,1.71
02/01/2020 03:44:51.000000,1.43,2.32,1.99
02/01/2020 03:46:51.000000,0.76,1.58,1.41
02/01/2020 03:50:51.000000,1.09,1.84,1.51
02/01/2020 03:54:51.000000,0.96,1.24,1.09
02/01/2020 03:56:51.000000,1.17,1.83,1.83
02/01/2020 03:58:51.000000,0.88,1.45,1.45
02/01/2020 04:00:51.000000,1.1,2.18,1.99
02/01/2020 04:02:51.000000,1.04,1.91,1.39
02/01/2020 04:04:51.000000,0.7,1.76,1.6
02/01/2020 04:06:51.000000,2.09,3.04,2.71
02/01/2020 04:10:51.000000,2.34,3.44,3.27
02/01/2020 04:12:51.000000,2.36,3.78,3.65
02/01/2020 04:14:51.000000,0.67,1.63,1.44
02/01/2020 04:16:51.000000,0.3,1.27,1.07
02/01/2020 04:18:51.000000,0.94,1.7,1.41
02/01/2020 04:20:51.000000,1.34,2.77,2.44
02/01/2020 04:22:52.000000,1.21,2.07,2.04
02/01/2020 04:24:51.000000,0.84,1.62,1.54
02/01/2020 04:26:51.000000,0.93,1.75,1.62
02/01/2020 04:28:51.000000,0.73,2.01,1.61
02/01/2020 04:30:51.000000,2.57,3.7,3.41
02/01/2020 04:32:51.000000,3.25,4.84,4.75
02/01/2020 04:34:51.000000,3.01,4.34,3.87
02/01/2020 04:38:51.000000,2.46,3.67,3.53
02/01/2020 04:40:52.000000,1.66,3.01,2.66
02/01/2020 04:42:51.000000,2.12,3.09,3.0
02/01/2020 04:44:51.000000,1.31,2.46,2.24
02/01/2020 04:46:51.000000,1.26,2.17,2.09
02/01/2020 04:48:52.000000,1.33,2.89,2.54
