InstrumentName, Woods Park,,
StartTime, 2022-07-01 00:00:00,,
EndTime, 2022-07-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
07/01/2022 00:00:53.000000,4.91,6.59,6.17
07/01/2022 00:04:53.000000,4.92,6.39,6.24
07/01/2022 00:08:53.000000,5.12,7.48,6.88
07/01/2022 00:12:53.000000,5.64,8.17,7.9
07/01/2022 00:16:53.000000,4.46,6.72,6.25
07/01/2022 00:20:53.000000,4.5,6.07,5.9
07/01/2022 00:24:53.000000,4.44,5.81,5.79
07/01/2022 00:28:53.000000,5.03,6.88,6.42
07/01/2022 00:30:53.000000,4.92,6.47,6.31
07/01/2022 00:34:53.000000,4.91,6.82,6.6
07/01/2022 00:36:53.000000,4.42,6.25,5.92
07/01/2022 00:38:53.000000,4.15,6.33,6.05
07/01/2022 00:40:53.000000,4.17,6.0,5.83
07/01/2022 00:42:53.000000,4.81,6.75,6.24
07/01/2022 00:44:53.000000,4.93,6.95,6.47
07/01/2022 00:46:53.000000,4.09,5.82,5.47
07/01/2022 00:48:53.000000,4.69,6.57,6.19
07/01/2022 00:50:53.000000,4.07,6.14,5.93
07/01/2022 00:52:53.000000,4.38,5.86,5.67
07/01/2022 00:54:54.000000,3.77,5.54,5.53
07/01/2022 00:56:53.000000,3.78,5.21,5.21
07/01/2022 00:58:53.000000,4.17,5.9,5.58
07/01/2022 01:00:54.000000,3.56,5.92,5.58
07/01/2022 01:02:54.000000,4.47,6.44,6.12
07/01/2022 01:06:53.000000,4.53,6.78,6.41
07/01/2022 01:08:53.000000,4.55,6.29,6.0
07/01/2022 01:10:53.000000,4.28,5.6,5.4
07/01/2022 01:12:54.000000,4.26,5.56,5.47
07/01/2022 01:14:53.000000,4.6,6.02,6.0
07/01/2022 01:16:53.000000,4.46,5.68,5.54
07/01/2022 01:18:53.000000,4.1,5.97,5.57
07/01/2022 01:20:54.000000,4.04,5.59,5.3
07/01/2022 01:22:53.000000,4.45,6.24,6.05
07/01/2022 01:24:53.000000,4.03,6.0,5.49
07/01/2022 01:26:53.000000,3.96,5.75,5.42
07/01/2022 01:28:54.000000,4.52,5.95,5.86
07/01/2022 01:30:53.000000,4.81,6.16,6.02
07/01/2022 01:32:53.000000,4.42,6.44,6.24
07/01/2022 01:34:54.000000,3.71,5.41,5.32
07/01/2022 01:36:54.000000,4.3,5.54,5.36
07/01/2022 01:38:54.000000,4.61,6.41,5.78
07/01/2022 01:40:54.000000,3.95,5.43,5.39
07/01/2022 01:42:54.000000,4.34,5.8,5.8
07/01/2022 01:44:54.000000,4.22,5.59,5.46
07/01/2022 01:46:54.000000,4.15,5.73,5.6
07/01/2022 01:48:54.000000,3.46,4.6,4.3
07/01/2022 01:50:54.000000,4.52,5.84,5.55
07/01/2022 01:52:54.000000,4.16,5.33,5.17
07/01/2022 01:54:54.000000,4.42,6.07,5.68
07/01/2022 01:56:54.000000,4.05,4.97,4.95
07/01/2022 01:58:54.000000,3.64,5.18,4.91
07/01/2022 02:00:54.000000,3.78,5.48,4.95
07/01/2022 02:02:54.000000,4.07,5.92,5.41
07/01/2022 02:04:54.000000,3.12,4.72,4.66
07/01/2022 02:06:54.000000,3.89,5.39,4.98
07/01/2022 02:08:54.000000,4.28,6.23,5.82
07/01/2022 02:10:54.000000,4.27,6.29,5.81
07/01/2022 02:12:54.000000,4.17,5.73,5.36
07/01/2022 02:14:54.000000,4.25,5.51,5.18
