InstrumentName, Northfield HS New (A9C1WMD6),,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTime, 2022-07-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EndTime, 2022-07-31 23:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,no2Conc,no2Conc__value,no2Conc__weight,pm10ConcMass,pm10ConcMass__value,pm10ConcMass__weight,pm10ConcNum,pm10ConcNum__value,pm10ConcNum__weight,pm1ConcMass,pm1ConcMass__value,pm1ConcMass__weight,pm1ConcNum,pm1ConcNum__value,pm1ConcNum__weight,pm2_5ConcMass,pm2_5ConcMass__calibratedValue,pm2_5ConcMass__value,pm2_5ConcMass__weight,pm2_5ConcMass_p,pm2_5ConcNum,pm2_5ConcNum__value,pm2_5ConcNum__weight,relHumid,relHumid__value,relHumid__weight,temperature,temperature__value,temperature__weight
07/01/2022 00:11:59.000000,13.18,13.18,1.0,1.54,1.54,1.0,2.47,2.47,1.0,0.0,0.0,1.0,2.35,2.35,1.0,1.15,2.95,2.95,1.0,6.065,2.41,2.41,1.0,52.66,52.66,1.0,21.62,21.62,1.0
07/01/2022 00:29:09.000000,16.04,16.04,1.0,1.36,1.36,1.0,2.27,2.27,1.0,0.0,0.0,1.0,2.14,2.14,1.0,1.36,2.82,2.82,1.0,6.605,2.22,2.22,1.0,53.21,53.21,1.0,21.44,21.44,1.0
07/01/2022 00:46:20.000000,12.1,12.1,1.0,2.54,2.54,1.0,3.19,3.19,1.0,0.23,0.23,1.0,2.97,2.97,1.0,2.15,3.48,3.48,1.0,8.991,3.13,3.13,1.0,52.46,52.46,1.0,21.25,21.25,1.0
07/01/2022 01:03:30.000000,19.79,19.79,1.0,1.81,1.81,1.0,2.45,2.45,1.0,0.0,0.0,1.0,2.28,2.28,1.0,1.58,2.91,2.91,1.0,7.007,2.39,2.39,1.0,54.98,54.98,1.0,21.02,21.02,1.0
07/01/2022 01:20:40.000000,22.99,22.99,1.0,1.58,1.58,1.0,2.26,2.26,1.0,0.0,0.0,1.0,2.11,2.11,1.0,1.35,2.74,2.74,1.0,6.134,2.21,2.21,1.0,56.75,56.75,1.0,20.85,20.85,1.0
07/01/2022 01:37:51.000000,16.44,16.44,1.0,1.36,1.36,1.0,2.49,2.49,1.0,0.0,0.0,1.0,2.36,2.36,1.0,1.36,2.93,2.93,1.0,6.192,2.43,2.43,1.0,55.68,55.68,1.0,20.78,20.78,1.0
07/01/2022 01:55:01.000000,12.7,12.7,1.0,2.14,2.14,1.0,2.13,2.13,1.0,0.19,0.19,1.0,2.0,2.0,1.0,1.75,2.74,2.74,1.0,7.486,2.06,2.06,1.0,54.14,54.14,1.0,20.81,20.81,1.0
07/01/2022 02:12:11.000000,7.9,7.9,1.0,1.35,1.35,1.0,1.45,1.45,1.0,0.0,0.0,1.0,1.37,1.37,1.0,1.15,2.34,2.34,1.0,5.714,1.39,1.39,1.0,52.83,52.83,1.0,20.81,20.81,1.0
07/01/2022 02:29:21.000000,11.97,11.97,1.0,1.42,1.42,1.0,2.01,2.01,1.0,0.19,0.19,1.0,1.9,1.9,1.0,1.36,2.71,2.71,1.0,6.375,1.95,1.95,1.0,52.84,52.84,1.0,20.85,20.85,1.0
07/01/2022 02:46:31.000000,11.66,11.66,1.0,2.69,2.69,1.0,2.23,2.23,1.0,0.0,0.0,1.0,2.08,2.08,1.0,1.54,2.86,2.86,1.0,6.957,2.18,2.18,1.0,52.85,52.85,1.0,20.92,20.92,1.0
07/01/2022 03:03:41.000000,11.6,11.6,1.0,1.77,1.77,1.0,2.25,2.25,1.0,0.0,0.0,1.0,2.13,2.13,1.0,1.54,2.84,2.84,1.0,6.916,2.18,2.18,1.0,53.45,53.45,1.0,20.9,20.9,1.0
07/01/2022 03:20:51.000000,2.2,2.2,1.0,2.36,2.36,1.0,2.81,2.81,1.0,0.39,0.39,1.0,2.62,2.62,1.0,2.36,3.37,3.37,1.0,9.654,2.74,2.74,1.0,49.23,49.23,1.0,20.88,20.88,1.0
07/01/2022 03:38:01.000000,8.54,8.54,1.0,2.5,2.5,1.0,2.68,2.68,1.0,0.0,0.0,1.0,2.5,2.5,1.0,1.92,3.27,3.27,1.0,7.764,2.62,2.62,1.0,51.92,51.92,1.0,19.95,19.95,1.0
