InstrumentName, Woods Park B
StartTime, 2021-04-01 00:00:00
EndTime, 2021-04-30 00:00:00
Date,PM1.0,PM10.0,PM2.5
04/01/2021 00:01:19,2.48,3.65,3.43
04/01/2021 00:03:19,2.8,4.42,3.85
04/01/2021 00:05:19,2.74,4.91,4.43
04/01/2021 00:07:19,2.74,3.89,3.61
04/01/2021 00:09:19,3.0,4.78,4.07
04/01/2021 00:11:20,3.25,4.3,3.93
04/01/2021 00:13:20,2.96,4.63,4.09
04/01/2021 00:15:20,2.77,4.47,3.83
04/01/2021 00:17:20,3.24,5.12,4.34
04/01/2021 00:19:20,3.16,5.28,4.51
04/01/2021 00:21:20,3.05,4.21,3.93
04/01/2021 00:23:20,3.08,4.85,4.2
04/01/2021 00:25:20,3.24,5.37,4.59
04/01/2021 00:27:20,2.81,4.61,3.96
04/01/2021 00:31:20,3.3,4.85,4.5
04/01/2021 00:33:20,2.41,3.98,3.37
04/01/2021 00:35:20,3.03,4.57,3.98
04/01/2021 00:37:20,3.0,4.32,3.96
04/01/2021 00:39:20,3.12,4.83,4.39
04/01/2021 00:41:20,2.78,4.37,3.97
04/01/2021 00:43:20,3.0,4.24,3.95
04/01/2021 00:45:20,3.11,4.86,4.14
04/01/2021 00:47:20,2.75,4.32,3.9
04/01/2021 00:49:20,2.88,4.75,4.39
04/01/2021 00:51:20,3.12,4.92,4.69
04/01/2021 00:53:20,3.18,4.93,4.32
04/01/2021 00:55:20,3.03,5.05,4.43
04/01/2021 00:57:20,3.05,4.5,4.2
04/01/2021 00:59:20,3.07,4.76,4.1
04/01/2021 01:01:20,2.88,4.51,4.12
04/01/2021 01:05:20,2.85,4.41,4.22
04/01/2021 01:07:20,3.14,4.41,4.1
04/01/2021 01:09:20,2.68,4.67,4.0
04/01/2021 01:11:20,3.43,5.14,4.64
04/01/2021 01:13:21,3.66,5.57,5.05
04/01/2021 01:15:21,3.32,5.38,4.96
04/01/2021 01:17:21,3.24,4.43,4.34
04/01/2021 01:19:21,3.54,5.22,4.88
04/01/2021 01:21:21,2.86,4.34,3.76
04/01/2021 01:23:21,2.88,4.39,3.82
04/01/2021 01:25:21,3.61,6.39,5.11
04/01/2021 01:27:21,3.85,5.63,4.68
04/01/2021 01:31:21,3.39,5.23,4.75
04/01/2021 01:33:21,3.68,5.6,4.95
04/01/2021 01:35:21,3.47,5.17,4.55
04/01/2021 01:37:21,3.61,5.36,4.76
04/01/2021 01:39:21,4.28,6.5,5.74
04/01/2021 01:41:21,4.14,6.79,5.65
04/01/2021 01:43:21,4.24,5.64,5.64
04/01/2021 01:45:21,3.83,5.63,5.18
04/01/2021 01:47:21,4.09,6.41,5.5
04/01/2021 01:49:21,4.04,6.33,5.49
04/01/2021 01:51:21,3.8,5.71,5.42
04/01/2021 01:53:21,4.3,6.1,5.62
04/01/2021 01:57:21,4.66,7.22,6.03
04/01/2021 02:03:21,4.28,6.3,5.6
04/01/2021 02:07:21,5.64,7.66,7.34
04/01/2021 02:11:21,6.31,9.29,8.37
04/01/2021 02:15:22,6.55,10.91,9.48
04/01/2021 02:17:21,6.17,10.5,8.91
04/01/2021 02:23:21,5.12,6.9,6.64
04/01/2021 02:25:21,4.73,7.87,6.68
04/01/2021 02:31:21,5.23,7.37,6.95
04/01/2021 02:33:21,5.64,7.54,7.27
04/01/2021 02:35:21,4.41,6.36,5.95
04/01/2021 02:37:21,5.2,7.23,6.71
